"ENTITY_CD","SCHOOL_NAME","NUM_PRINC","NUM_TEACH","NUM_COUNSELORS","NUM_SOCIAL"
"280220030002","MARION STREET SCHOOL",1,40,0,0
"280220030003","WAVERLY PARK SCHOOL",1,20,0,0
"280220030004","WEST END SCHOOL",1,33,0,0
"280220030005","LYNBROOK NORTH MIDDLE SCHOOL",1,32,1,0
"280220030006","LYNBROOK SOUTH MIDDLE SCHOOL",1,45,2,0
"280220030007","LYNBROOK SENIOR HIGH SCHOOL",1,94,7,2
"280221030001","SOUTH SIDE HIGH SCHOOL",1,96,6,3
"280221030002","SOUTH SIDE MIDDLE SCHOOL",1,83,3,2
"280221030003","WATSON SCHOOL",1,30,0,0
"280221030004","RIVERSIDE SCHOOL",1,25,0,0
"280221030005","HEWITT SCHOOL",1,44,0,1
"280221030006","WILLIAM S COVERT SCHOOL",1,32,0,0
"280221030008","WILSON SCHOOL",1,42,0,1
"280222020001","FLORAL PARK-BELLEROSE SCHOOL",1,63,0,1
"280222020002","JOHN LEWIS CHILDS SCHOOL",1,44,0,0
"280223030001","FOREST LAKE SCHOOL",1,36,0,0
"280223030002","MANDALAY SCHOOL",1,27,0,0
"280223030004","WANTAGH SCHOOL",1,60,0,0
"280223030005","WANTAGH SENIOR HIGH SCHOOL",1,92,6,1
"280223030006","WANTAGH MIDDLE SCHOOL",1,77,3,0
"280224020001","BROOKLYN AVENUE SCHOOL",1,36,0,1
"280224020003","ROBERT W CARBONARO SCHOOL",1,44,0,1
"280224020004","WILLIAM L BUCK SCHOOL",1,32,0,0
"280225020001","BIRCH SCHOOL",1,50,0,0
"280225020002","NORMAN J LEVY LAKESIDE SCHOOL",1,56,0,0
"280225020003","CHATTERTON SCHOOL",2,44,0,0
"280226030002","ISLAND TREES MIDDLE SCHOOL",1,68,2,0
"280226030003","MICHAEL F STOKES SCHOOL",1,40,2,0
"280226030004","J FRED SPARKE SCHOOL",1,22,1,0
"280226030006","ISLAND TREES HIGH SCHOOL",1,73,4,0
"280227030002","CORNWELL AVENUE SCHOOL",1,27,0,0
"280227030003","CHESTNUT STREET SCHOOL",1,13,0,0
"280227030004","WEST HEMPSTEAD MIDDLE SCHOOL",1,32,2,1
"280227030005","WEST HEMPSTEAD HIGH SCHOOL",1,66,3,1
"280227030006","GEORGE WASHINGTON SCHOOL",1,40,1,0
"280229020001","CAMP AVENUE SCHOOL",1,30,0,1
"280229020002","HAROLD D FAYETTE SCHOOL",1,23,0,1
"280229020003","OLD MILL ROAD SCHOOL",1,30,0,1
"280230020001","CLEARSTREAM AVENUE SCHOOL",1,32,0,0
"280230020002","FOREST ROAD SCHOOL",1,32,0,0
"280230020003","SHAW AVENUE SCHOOL",1,61,0,0
"280231020001","ISLAND PARK LINCOLN ORENS MIDDLE SCHOOL",1,44,1,1
"280231020003","FRANCIS X HEGARTY ELEMENTARY SCHOOL",1,40,0,2
"280251070001","VALLEY STREAM MEMORIAL JUNIOR HIGH SCHOOL",1,75,4,1
"280251070002","VALLEY STREAM NORTH HIGH SCHOOL",1,116,6,1
"280251070003","VALLEY STREAM SOUTH HIGH SCHOOL",1,108,6,1
"280251070004","VALLEY STREAM CENTRAL HIGH SCHOOL",1,86,5,2
"280252070002","ELMONT MEMORIAL HIGH SCHOOL",1,124,8,2
"280252070003","FLORAL PARK MEMORIAL HIGH SCHOOL",1,100,6,1
"280252070004","H FRANK CAREY HIGH SCHOOL",1,113,6,1
"280252070005","NEW HYDE PARK MEMORIAL HIGH SCHOOL",1,122,7,1
"280252070006","SEWANHAKA HIGH SCHOOL",1,131,8,1
"280253070002","GRAND AVENUE MIDDLE SCHOOL",1,83,4,1
"280253070004","MERRICK AVENUE MIDDLE SCHOOL",1,84,4,1
"280253070005","SANFORD H CALHOUN HIGH SCHOOL",1,130,7,2
"280253070006","WELLINGTON C MEPHAM HIGH SCHOOL",1,107,6,1
"280253070007","JOHN F KENNEDY HIGH SCHOOL",1,94,6,1
"280300010002","EAST ELEMENTARY SCHOOL",1,37,0,1
"280300010003","LIDO ELEMENTARY SCHOOL",1,39,0,1
"280300010004","WEST ELEMENTARY SCHOOL",1,38,0,1
"280300010005","LINDELL BOULEVARD SCHOOL",1,42,0,1
"280300010006","LONG BEACH MIDDLE SCHOOL",1,92,3,1
"280300010008","LONG BEACH SENIOR HIGH SCHOOL",1,123,8,3
"280401030001","PARK AVENUE SCHOOL",1,54,1,1
"280401030002","DREXEL AVENUE SCHOOL",1,43,2,0
"280401030003","DRYDEN STREET SCHOOL",1,19,0,1
"280401030005","POWELLS LANE SCHOOL",1,42,1,0
"280401030006","WESTBURY MIDDLE SCHOOL",1,104,3,2
"280401030007","WESTBURY HIGH SCHOOL",1,113,6,1
"280402030001","NORTH SIDE SCHOOL",1,54,0,1
"280402030002","WILLETS ROAD SCHOOL",2,50,3,0
"280402030003","WHEATLEY SCHOOL",1,79,4,1
"280403030004","EAST HILLS ELEMENTARY SCHOOL",1,42,0,1
"280403030006","ROSLYN HEIGHTS ELEMENTARY SCHOOL",1,28,0,1
"280403030007","HARBOR HILL SCHOOL",1,43,0,1
"280403030008","ROSLYN HIGH SCHOOL",1,97,9,1
"280403030009","ROSLYN MIDDLE SCHOOL",1,73,4,1
"280404030002","GUGGENHEIM ELEMENTARY SCHOOL",1,61,1,0
"280404030004","MANORHAVEN ELEMENTARY SCHOOL",1,50,1,0
"280404030005","JOHN J DALY ELEMENTARY SCHOOL",1,44,1,0
"280404030006","SOUTH SALEM ELEMENTARY SCHOOL",1,41,1,0
"280404030007","JOHN PHILIP SOUSA ELEMENTARY SCHOOL",1,48,1,0
"280404030008","CARRIE PALMER WEBER MIDDLE SCHOOL",1,120,3,0
"280404030009","PAUL D SCHREIBER SENIOR HIGH SCHOOL",1,133,8,1
"280405020001","GARDEN CITY PARK SCHOOL",1,34,0,0
"280405020002","NEW HYDE PARK ROAD SCHOOL",1,44,0,0
"280405020003","HILLSIDE GRADE SCHOOL",1,35,0,0
"280405020004","MANOR OAKS WILLIAM BOWIE SCHOOL",1,32,0,0
"280406030002","MANHASSET SECONDARY SCHOOL",1,119,8,1
"280406030003","MUNSEY PARK ELEMENTARY SCHOOL",1,52,1,1
"280406030004","SHELTER ROCK ELEMENTARY SCHOOL",1,50,0,1
"280406030005","MANHASSET MIDDLE SCHOOL",1,82,3,0
"280407030006","E M BAKER SCHOOL",2,0,0,2
"280407030007","JOHN F KENNEDY SCHOOL",1,0,0,1
"280407030008","LAKEVILLE ELEMENTARY SCHOOL",1,0,0,3
"280407030009","EARLY CHILDHOOD CENTER",2,0,0,1
"280407030010","SADDLE ROCK SCHOOL",1,0,0,2
"280407030012","GREAT NECK NORTH MIDDLE SCHOOL",1,100,3,1
"280407030013","GREAT NECK SOUTH MIDDLE SCHOOL",2,89,3,2
"280407030014","GREAT NECK SOUTH HIGH SCHOOL",1,120,7,1
"280407030015","GREAT NECK NORTH HIGH SCHOOL",1,116,7,1
"280407030016","VILLAGE SCHOOL",1,8,0,0
"280409030001","CENTER STREET SCHOOL",1,43,0,0
"280409030002","DENTON AVENUE SCHOOL",1,49,0,1
"280409030004","SEARINGTOWN SCHOOL",1,47,0,0
"280409030007","HERRICKS MIDDLE SCHOOL",1,102,4,0
"280409030008","HERRICKS HIGH SCHOOL",1,132,6,1
"280410030002","HAMPTON STREET SCHOOL",1,32,0,0
"280410030003","JACKSON AVENUE SCHOOL",1,35,0,1
"280410030004","MEADOW DRIVE SCHOOL",1,27,0,0
"280410030006","MINEOLA HIGH SCHOOL",1,103,5,1
"280410030007","MINEOLA MIDDLE SCHOOL",1,59,2,1
"280411030001","CHERRY LANE SCHOOL",1,22,0,1
"280411030002","RUSHMORE AVENUE SCHOOL",1,47,0,0
"280411030003","CARLE PLACE MIDDLE SENIOR HIGH SCHOOL",1,78,5,0
"280501060001","GLEN HEAD ELEMENTARY SCHOOL",1,30,0,0
"280501060002","GLENWOOD LANDING ELEMENTARY SCHOOL",1,49,0,1
"280501060003","SEA CLIFF ELEMENTARY SCHOOL",1,32,0,1
"280501060004","NORTH SHORE SENIOR HIGH SCHOOL",1,109,6,2
"280501060005","NORTH SHORE MIDDLE SCHOOL",1,85,3,2
"280502060001","WALT WHITMAN ELEMENTARY SCHOOL",1,27,0,0
"280502060002","WILLITS ELEMENTARY SCHOOL",1,28,0,0
"280502060003","BERRY HILL ELEMENTARY SCHOOL",1,34,0,0
"280502060004","BAYLIS ELEMENTARY SCHOOL",1,35,0,0
"280502060006","ROBBINS LANE ELEMENTARY SCHOOL",1,36,0,0
"280502060007","SOUTH GROVE ELEMENTARY SCHOOL",1,34,0,0
"280502060010","VILLAGE ELEMENTARY SCHOOL",1,33,0,0
"280502060011","H B THOMPSON MIDDLE SCHOOL",1,99,3,1
"280502060012","SOUTH WOODS MIDDLE SCHOOL",1,90,3,0
"280502060014","SYOSSET SENIOR HIGH SCHOOL",1,212,12,2
"280503060001","BAYVILLE ELEMENTARY SCHOOL",1,18,0,0
"280503060002","LOCUST VALLEY MIDDLE SCHOOL",1,55,2,0
"280503060003","LOCUST VALLEY HIGH SCHOOL",1,73,4,0
"280503060004","LOCUST VALLEY ELEMENTARY SCHOOL",1,16,0,0
"280503060005","BAYVILLE INTERMEDIATE SCHOOL",1,22,0,0
"280503060006","LOCUST VALLEY INTERMEDIATE SCHOOL",1,23,0,0
"280504060001","PASADENA ELEMENTARY SCHOOL",1,47,0,0
"280504060004","PARKWAY SCHOOL",1,34,0,0
"280504060006","H B MATTLIN MIDDLE SCHOOL",1,83,4,1
"280504060010","PLAINVIEW-OLD BETHPAGE/JFK HIGH SCHOOL",1,153,9,2
"280504060012","OLD BETHPAGE SCHOOL",1,31,0,0
"280504060014","PLAINVIEW-OLD BETHPAGE MIDDLE SCHOOL",1,91,4,1
"280504060015","STRATFORD ROAD SCHOOL",1,45,0,0
"280506060002","OYSTER BAY HIGH SCHOOL",1,73,5,1
"280506060003","THEODORE ROOSEVELT SCHOOL",1,21,0,0
"280506060005","VERNON SCHOOL",1,39,0,1
"280515030001","CANTIAGUE ELEMENTARY SCHOOL",1,31,0,0
"280515030002","GEORGE A JACKSON SCHOOL",1,34,0,0
"280515030003","ROBERT SEAMAN ELEMENTARY SCHOOL",1,29,0,0
"280515030005","JERICHO SENIOR HIGH SCHOOL",1,113,5,1
"280515030006","JERICHO MIDDLE SCHOOL",1,83,2,0
"280517030001","BURNS AVENUE SCHOOL",1,28,0,0
"280517030002","DUTCH LANE SCHOOL",1,31,0,0
"280517030004","FORK LANE SCHOOL",1,34,0,0
"280517030005","LEE AVENUE SCHOOL",1,37,0,1
"280517030006","OLD COUNTRY ROAD SCHOOL",1,40,0,0
"280517030008","WOODLAND AVENUE SCHOOL",1,33,0,0
"280517030010","HICKSVILLE HIGH SCHOOL",1,151,8,2
"280517030011","HICKSVILLE MIDDLE SCHOOL",1,109,5,1
"280517030013","EAST STREET SCHOOL",1,34,0,0
"280518030001","PLAINEDGE MIDDLE SCHOOL",1,65,3,1
"280518030002","EASTPLAIN SCHOOL",1,30,0,0
"280518030003","JOHN H WEST SCHOOL",1,38,0,0
"280518030006","CHARLES E SCHWARTING SCHOOL",1,37,0,0
"280518030009","PLAINEDGE SENIOR HIGH SCHOOL",1,82,5,1
"280521030002","CENTRAL BOULEVARD ELEMENTARY SCHOOL",1,52,0,1
"280521030003","CHARLES CAMPAGNE SCHOOL",1,34,0,0
"280521030004","KRAMER LANE ELEMENTARY SCHOOL",1,32,0,0
"280521030006","BETHPAGE SENIOR HIGH SCHOOL",1,88,4,1
"280521030008","JOHN F KENNEDY MIDDLE SCHOOL",1,74,3,0
"280522030001","ALBANY AVENUE ELEMENTARY SCHOOL",1,50,0,0
"280522030002","SALTZMAN EAST MEMORIAL ELEMENTARY SCHOOL",1,49,0,0
"280522030004","NORTHSIDE ELEMENTARY SCHOOL",1,39,0,0
"280522030006","WOODWARD PARKWAY ELEMENTARY SCHOOL",1,65,0,1
"280522030008","HOWITT SCHOOL",1,122,5,1
"280522030009","FARMINGDALE SENIOR HIGH SCHOOL",1,159,9,0
"280523030001","BIRCH LANE ELEMENTARY SCHOOL",1,62,0,0
"280523030003","EAST LAKE ELEMENTARY SCHOOL",1,58,0,0
"280523030004","FAIRFIELD ELEMENTARY SCHOOL",1,50,0,0
"280523030006","LOCKHART ELEMENTARY SCHOOL",1,44,0,0
"280523030007","UNQUA ELEMENTARY SCHOOL",1,53,0,0
"280523030010","BERNER MIDDLE SCHOOL",1,169,11,1
"280523030011","MASSAPEQUA HIGH SCHOOL",1,178,10,2
"280523030012","MCKENNA ELEMENTARY SCHOOL",1,49,0,0
"280523030014","MHS AMES CAMPUS",1,72,4,1
"300000010000","NYC CHANCELLOR'S OFFICE",1579,70383,2462,1072
"300000010777","BUREAU FOR HUNTER COLL CAMPUS SCHOOL",0,0,0,0
"307500011035","P.S.  35",1,45,0,3
"307500011079","P.S.  79 HORAN SCHOOL",1,43,1,0
"307500011094","P.S.  94",1,82,0,0
"307500011138","P.S. 138",1,109,0,0
"307500011169","P.S. 169 ROBERT F. KENNEDY SCHOOL",1,70,2,4
"307500011226","P.S. 226",1,51,1,0
"307500011401","HOSPITAL SCHOOLS",2,0,4,1
"307500011721","PS 721M - MANHATTAN  OCCUPATIONAL TRAINING CENTER",1,27,2,0
"307500011751","MANHATTAN SCHOOL FOR CAREER DEVELOPMENT",1,37,3,0
"307500011811","PS 811M - MICKEY MANTLE SCHOOL",1,67,1,4
"307500012010","P.S.  10",1,104,1,1
"307500012012","P.S.  12 LEWIS AND CLARK SCHOOL",1,48,2,1
"307500012017","P.S.  17",1,100,2,0
"307500012168","P.S. 168",1,97,2,1
"307500012176","P.S. 176",1,98,0,1
"307500012186","P.S. 186 WALTER J. DAMROSCH SCHOOL",1,122,2,2
"307500012188","P.S. 188",1,99,4,1
"307500012352","VIDA BOGART SCHOOL FOR ALL CHILDREN",1,101,2,0
"307500012469","BRONX SCHOOL FOR CONTINUOUS LEARNING",1,65,0,0
"307500012596","MS 596",1,69,0,0
"307500012721","PS 721X - STEVEN MCSWEENEY SCHOOL",1,74,2,1
"307500012723","SCHOOL 723",1,89,1,0
"307500012754","JM RAPPORT SCHOOL FOR CAREER DEVELOPMENT",1,58,4,3
"307500012811","P.S. 811X",1,95,3,2
"307500013004","PS 4K",1,67,0,1
"307500013036","P.S.  36",2,72,0,2
"307500013053","P.S.  53",1,71,0,2
"307500013077","P.S.  77",1,57,0,0
"307500013140","P.S. 140",1,67,2,1
"307500013141","P.S. 141",1,60,1,1
"307500013231","P.S. 231",1,70,1,0
"307500013368","P.S. 368",1,52,2,0
"307500013369","P.S. 369 COY L. COX SCHOOL",1,96,3,2
"307500013370","P.S. 370",1,45,1,2
"307500013371","P.S. 371 LILLIAN L. RASHKIS SCHOOL",1,36,3,2
"307500013372","P.S. 372 CHILDREN'S SCHOOL (THE)",1,62,1,1
"307500013373","P.S. 373K - BROOKLYN TRANSITION CENTER",1,63,6,0
"307500013396","P.S. 396",1,92,1,0
"307500013721","PS 721K - BROOKLYN",1,67,1,0
"307500013753","P.S. 753 SCHOOL FOR CAREER DEVELOPMENT",1,55,4,2
"307500013771","P.S. 771",1,76,2,1
"307500013811","PS 811K - CONNIE LEKAS SCHOOL",1,45,0,0
"307500014004","PS 4Q",2,78,2,2
"307500014009","WALTER REED SCHOOL",1,107,5,2
"307500014023","P.S.  23 AT HILLSIDE PSYCH HOSPITAL",1,56,1,0
"307500014075","ROBERT E. PEARY SCHOOL",1,102,2,1
"307500014177","P.S. 177",2,90,4,1
"307500014224","P.S. 224",1,53,3,1
"307500014233","P.S. 233",1,87,2,0
"307500014255","P.S. 255",1,97,2,0
"307500014256","P.S. 256",0,0,0,0
"307500014277","RIVERVIEW SCHOOL (THE)",1,82,0,0
"307500014721","PS 721Q - QUEENS OCCUPATIONAL TRAINING CENTER",1,79,2,2
"307500014752","QUEENS SCHOOL FOR CAREER DEVELOPMENT",1,62,5,1
"307500014811","PS 811Q",2,67,1,0
"307500014993","P.S. 993",1,93,2,0
"307500015025","PS/IS 25 SOUTH RICHMOND HS",1,97,3,2
"307500015037","P.S.  37",1,76,2,0
"307500015373","PS 373R",1,111,5,4
"307500015721","PS 721R - STATEN ISLAND OCCUPATIONAL TRAINING CENTER",1,72,3,1
"310100010015","PS 15 ROBERTO CLEMENTE",1,22,0,0
"310100010019","PS 19 ASHER LEVY",1,31,1,1
"310100010020","PS 20 ANNA SILVER",1,38,0,1
"310100010034","PS 34 FRANKLIN D ROOSEVELT",1,31,1,0
"310100010063","STAR ACADEMY PS 63 (THE)",1,21,1,1
"310100010064","PS 64 ROBERT SIMON",1,19,0,1
"310100010110","PS 110 FLORENCE NIGHTINGALE",1,20,1,1
"310100010134","PS 134 HENRIETTA SZOLD",1,30,2,1
"310100010140","PS 140 NATHAN STRAUS",1,34,1,0
"310100010142","PS 142 AMALIA CASTRO",1,32,0,2
"310100010184","PS 184 SHUANG WEN",1,48,2,0
"310100010188","PS 188 ISLAND SCHOOL (THE)",1,35,2,1
"310100010315","EAST VILLAGE COMMUNITY SCHOOL (THE)",1,24,1,0
"310100010332","UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL",1,17,1,1
"310100010361","CHILDREN'S WORKSHOP SCHOOL (THE)",1,25,0,0
"310100010363","NEIGHBORHOOD SCHOOL",1,20,1,0
"310100010364","EARTH SCHOOL",1,25,1,0
"310100010378","SCHOOL FOR GLOBAL LEADERS",1,33,1,0
"310100010839","TOMPKINS SQUARE MIDDLE SCHOOL",1,20,1,0
"310100011292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES",1,21,1,0
"310100011448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL",2,33,2,0
"310100011450","EAST SIDE COMMUNITY SCHOOL",1,57,1,2
"310100011458","FORSYTHE SATELLITE ACADEMY",1,16,1,1
"310100011509","MARTA VALLE HIGH SCHOOL",0,18,1,0
"310100011515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL",1,35,3,1
"310100011539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL",1,104,3,0
"310100011650","CASCADES HIGH SCHOOL",1,14,1,0
"310100011696","BARD HIGH SCHOOL EARLY COLLEGE",0,42,3,0
"310100860866","GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK",2,0,1,3
"310100860873","MANHATTAN CHARTER SCHOOL",1,0,0,0
"310100861031","MANHATTAN CHARTER SCHOOL II",1,0,0,0
"310100861055","GREAT OAKS CHARTER SCHOOL",0,0,0,0
"310200010001","PS 1 ALFRED E SMITH",1,25,0,1
"310200010002","PS 2 MEYER LONDON",1,47,1,0
"310200010003","PS 3 CHARRETTE SCHOOL",2,43,1,1
"310200010006","PS 6 LILLIE D BLAKE",1,34,1,1
"310200010011","PS 11 WILLIAM T HARRIS",1,54,1,1
"310200010033","PS 33 CHELSEA PREP",1,38,1,1
"310200010040","PS 40 AUGUSTUS SAINT-GAUDENS",1,41,0,2
"310200010041","PS 41 GREENWICH VILLAGE",1,38,1,1
"310200010042","PS 42 BENJAMIN ALTMAN",1,43,0,2
"310200010047","AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL",1,29,1,1
"310200010051","PS 51 ELIAS HOWE",1,30,1,1
"310200010059","PS 59 BEEKMAN HILL INTERNATIONAL",1,37,1,1
"310200010077","PS 77 LOWER LAB SCHOOL",1,16,1,0
"310200010089","PS 89",1,30,1,1
"310200010104","JHS 104 SIMON BARUCH",1,68,3,0
"310200010111","PS 111 ADOLPH S OCHS",1,32,0,1
"310200010114","EAST SIDE MIDDLE SCHOOL",1,30,1,0
"310200010116","PS 116 MARY LINDLEY MURRAY",1,32,1,1
"310200010124","PS 124 YUNG WING",1,42,0,1
"310200010126","PS 126 JACOB AUGUST RIIS",1,53,1,2
"310200010130","PS 130 HERNANDO DE SOTO",1,52,2,1
"310200010131","MS 131",1,37,1,2
"310200010150","PS 150",1,11,1,0
"310200010151","YORKVILLE COMMUNITY SCHOOL",1,35,1,1
"310200010158","PS 158 BAYLARD TAYLOR",1,43,0,1
"310200010167","JHS 167 ROBERT F WAGNER",1,85,4,1
"310200010177","YORKVILLE EAST MIDDLE SCHOOL",1,18,2,0
"310200010183","PS 183 ROBERT L STEVENSON",1,35,1,1
"310200010198","PS 198 ISADOR E IDA STRAUS",1,31,1,1
"310200010212","PS 212 MIDTOWN WEST",1,19,0,0
"310200010217","PS/IS 217 ROOSEVELT ISLAND",1,44,1,0
"310200010234","PS 234 INDEPENDENCE SCHOOL",1,45,0,2
"310200010255","MS 255 SALK SCHOOL OF SCIENCE",1,26,1,0
"310200010260","MS 260 CLINTON SCHOOL WRITERS & ARTISTS",1,56,3,0
"310200010267","EAST SIDE ELEMENTRAY SCHOOL-PS 267",1,29,0,1
"310200010276","BATTERY PARK CITY SCHOOL",1,58,2,0
"310200010281","RIVER SCHOOL (THE)",1,23,0,0
"310200010289","IS 289",1,24,1,0
"310200010290","PS 290 MANHATTAN NEW SCHOOL",1,35,1,1
"310200010297","MS 297",1,37,0,0
"310200010310","JUDITH S KAYE HIGH SCHOOL",1,9,0,0
"310200010312","NYC LAB MS FOR COLLABORATIVE STUDIES",1,34,2,0
"310200010340","SIXTH AVENUE ELEMENTARY SCHOOL",1,24,0,1
"310200010343","PECK SLIP SCHOOL (THE)",1,31,1,0
"310200010347","47 AMERICAN SIGN LANGUAGE AND ENGLISH LOWER SCHOOL (THE)",1,28,0,1
"310200010397","SPRUCE STREET SCHOOL",1,40,1,2
"310200010412","NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES",1,39,2,0
"310200010413","SCHOOL OF THE FUTURE HIGH SCHOOL",1,55,4,0
"310200010414","NYC MUSEUM SCHOOL",1,33,2,0
"310200010416","ELEANOR ROOSEVELT HIGH SCHOOL",1,36,1,0
"310200010418","MILLENNIUM HIGH SCHOOL",1,44,1,0
"310200010527","PS 527 EAST SIDE SCHOOL FOR SOCIAL ACTION",1,29,1,0
"310200010896","LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL",1,30,1,0
"310200010933","CITY KNOLL MIDDLE SCHOOL",1,18,1,0
"310200011135","URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT",1,23,1,1
"310200011139","STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL",1,42,1,2
"310200011225","ELLA BAKER SCHOOL",1,22,1,0
"310200011280","MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING",1,32,3,0
"310200011282","URBAN ASSEMBLY MAKER ACADEMY",1,31,1,0
"310200011288","FOOD AND FINANCE HIGH SCHOOL",1,31,1,0
"310200011294","ESSEX STREET ACADEMY",1,29,0,2
"310200011296","HIGH SCHOOL OF HOSPITALITY MANAGEMENT",1,30,1,1
"310200011298","PACE HIGH SCHOOL",1,41,2,0
"310200011300","URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION",1,26,0,1
"310200011303","FACING HISTORY SCHOOL (THE)",1,30,1,2
"310200011305","URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW",1,23,0,0
"310200011308","LOWER MANHATTAN ARTS ACADEMY",0,28,1,0
"310200011313","JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LRNING",1,24,1,3
"310200011316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN",1,17,1,0
"310200011374","GRAMERCY ARTS HIGH SCHOOL",1,38,2,0
"310200011376","NYC ISCHOOL",1,32,1,0
"310200011392","MANHATTAN BUSINESS ACADEMY",1,35,2,0
"310200011393","BUSINESS OF SPORTS SCHOOL",1,39,1,2
"310200011394","EMMA LAZARUS HIGH SCHOOL",1,22,2,0
"310200011399","HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY (THE)",1,22,2,0
"310200011400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES",1,77,5,1
"310200011407","INSTITUTE FOR COLLABORATIVE EDUCATION",1,29,0,1
"310200011408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL",1,34,1,0
"310200011411","BARUCH COLLEGE CAMPUS HIGH SCHOOL",0,32,3,0
"310200011419","LANDMARK HIGH SCHOOL",1,28,2,0
"310200011420","HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES",1,98,4,0
"310200011422","QUEST TO LEARN",1,47,3,0
"310200011425","LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL",1,34,2,0
"310200011427","MANHATTAN ACADEMY FOR ARTS AND LANGUAGES",1,24,2,0
"310200011432","MURRAY HILL ACADEMY",1,29,0,3
"310200011437","HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES",1,38,2,2
"310200011438","INTERNATIONAL HIGH SCHOOL AT UNION SQUARE",1,28,2,3
"310200011439","MANHATTAN VILLAGE ACADEMY",1,31,1,0
"310200011442","BALLET TECH/NYC PUBLIC SCHOOL FOR DANCE",0,15,0,0
"310200011449","VANGUARD HIGH SCHOOL",1,38,0,2
"310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL",1,14,2,1
"310200011475","STUYVESANT HIGH SCHOOL",1,161,12,1
"310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE",1,49,3,0
"310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES",1,18,2,0
"310200011507","URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY",1,35,4,2
"310200011519","TALENT UNLIMITED HIGH SCHOOL",0,37,1,1
"310200011520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS",1,26,1,1
"310200011529","JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL",0,42,1,0
"310200011531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS",1,22,2,0
"310200011533","UNION SQUARE ACADEMY FOR HEALTH SCIENCES",1,31,2,0
"310200011534","HARVEST COLLEGIATE HIGH SCHOOL",1,41,1,2
"310200011542","MANHATTAN BRIDGES HIGH SCHOOL",1,32,2,0
"310200011543","NEW DESIGN HIGH SCHOOL",1,41,0,2
"310200011544","INDEPENDENCE HIGH SCHOOL",1,23,1,1
"310200011545","HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES",1,27,2,0
"310200011546","ACADEMY FOR SOFTWARE ENGINEERING",1,37,2,1
"310200011550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS",1,28,3,1
"310200011551","URBAN ASSEMBLY NEW YORK HARBOR SCHOOL",1,41,2,0
"310200011560","HS 560 CITY-AS-SCHOOL",1,46,0,4
"310200011565","URBAN ACADEMY LABORATORY HIGH SCHOOL",1,11,1,0
"310200011570","SATELLITE ACADEMY HIGH SCHOOL",1,13,0,2
"310200011575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL",1,47,4,0
"310200011580","RICHARD R GREEN HIGH SCHOOL OF TEACHING",1,33,1,1
"310200011586","HARVEY MILK HIGH SCHOOL",1,11,1,1
"310200011600","HIGH SCHOOL OF FASHION INDUSTRIES (THE)",1,108,7,0
"310200011605","HUMANITIES PREPARATORY ACADEMY",1,19,0,2
"310200011615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",1,38,2,1
"310200011630","ART AND DESIGN HIGH SCHOOL",1,99,6,1
"310200011655","LIFE SCIENCES SECONDARY SCHOOL",1,36,3,0
"310200860819","JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL",1,23,0,0
"310200860992","BROOME STREET ACADEMY CHARTER HIGH SCHOOL",1,30,2,3
"310200861042","SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE",2,0,0,0
