"ENTITY_CD","SCHOOL_NAME","NUM_PRINC","NUM_TEACH","NUM_COUNSELORS","NUM_SOCIAL"
"332000010112","PS 112 LEFFERTS PARK",1,55,1,0
"332000010127","PS 127 MCKINLEY PARK",1,39,1,0
"332000010160","PS 160 WILLIAM T SAMPSON",1,90,3,1
"332000010163","PS 163 BATH BEACH",0,41,1,0
"332000010164","PS 164 CAESAR RODNEY",1,46,1,1
"332000010170","RALPH A FABRIZIO SCHOOL",1,68,2,1
"332000010176","PS 176 OVINGTON",1,89,1,1
"332000010179","PS 179 KENSINGTON",1,56,2,1
"332000010180","SEEALL ACADEMY (THE)",1,86,3,0
"332000010185","PS 185 WALTER KASSENBROCK",1,39,1,0
"332000010186","PS 186 DR IRVING A GLADSTONE",1,76,1,1
"332000010187","IS 187 CHRISTA MCAULIFFE SCHOOL (THE)",1,55,2,0
"332000010192","PS 192 MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY",1,52,1,0
"332000010200","PS 200 BENSON SCHOOL",1,79,2,1
"332000010201","JHS 201 DYKER HEIGHTS (THE)",1,90,3,0
"332000010204","PS 204 VINCE LOMBARDI",1,65,2,0
"332000010205","PS 205 CLARION",1,82,1,1
"332000010220","JHS 220 JOHN J PERSHING",1,109,3,0
"332000010223","JHS 223 MONTAUK (THE)",1,69,2,0
"332000010227","JHS 227 EDWARD B SHALLOW",1,105,3,0
"332000010229","PS 229 DYKER",2,70,1,0
"332000010247","PS 247",1,52,1,0
"332000010259","JHS 259 WILLIAM MCKINLEY",1,106,3,0
"332000010264","PS 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS",1,38,1,0
"332000010310","SCHOOL FOR FUTURE LEADERS (THE)",1,32,1,0
"332000010503","PS 503 SCHOOL OF DISCOVERY (THE)",1,92,1,1
"332000010506","PS 506 SCHOOL OF JOURNALISM AND TECHNOLOGY (THE)",1,60,2,1
"332000010682","ACADEMY OF TALENTED SCHOLARS (THE)",1,50,1,0
"332000010686","BROOKLYN SCHOOL OF INQUIRY",1,29,1,1
"332000010748","PS 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS",1,36,0,0
"332000010971","SCHOOL OF MATH, SCIENCE AND HEALTHY LIVING (THE)",1,30,1,0
"332000011445","NEW UTRECHT HIGH SCHOOL",1,211,13,4
"332000011485","HIGH SCHOOL OF TELECOMMUNICATIONS ARTS AND TECHNOLOGY",1,99,3,3
"332000011490","FORT HAMILTON HIGH SCHOOL",1,245,17,3
"332000011505","FRANKLIN DELANO ROOSEVELT HIGH SCHOOL",1,203,14,1
"332000011609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE",1,44,2,0
"332100010090","PS 90 EDNA COHEN SCHOOL",1,46,1,0
"332100010095","PS 95 GRAVESEND (THE)",1,66,2,0
"332100010096","IS 96 SETH LOW",1,81,3,0
"332100010097","PS 97 HIGHLAWN (THE)",1,55,0,1
"332100010098","IS 98 BAY ACADEMY",1,71,2,1
"332100010099","PS 99 ISAAC ASIMOV",1,54,1,0
"332100010100","PS 100 CONEY ISLAND SCHOOL (THE)",1,49,1,1
"332100010101","PS 101 VERRAZANO (THE)",1,68,1,1
"332100010121","PS 121 NELSON A ROCKEFELLER",0,47,2,0
"332100010128","PS 128 BENSONHURST",1,36,1,0
"332100010153","PS 153 HOMECREST",1,39,0,1
"332100010177","PS 177 MARLBORO (THE)",1,60,1,0
"332100010188","PS 188 MICHAEL E BERDY",1,32,3,1
"332100010199","PS 199 FREDERICK WACHTEL",1,47,1,0
"332100010209","PS 209 MARGARET MEAD",1,53,1,1
"332100010212","PS 212 LADY DEBORAH MOODY",1,50,1,1
"332100010215","PS 215 MORRIS H WEISS",1,53,1,0
"332100010216","PS 216 ARTURO TOSCANINI",1,44,1,1
"332100010225","PS 225 EILEEN E ZAGLIN (THE)",1,75,1,0
"332100010226","PS 226 ALFRED DE B MASON",1,71,1,0
"332100010228","IS 228 DAVID A BOODY",1,98,1,1
"332100010238","PS 238 ANNE SULLIVAN",1,48,2,1
"332100010239","MARK TWAIN IS 239 FOR THE GIFTED AND TALENTED",1,77,1,1
"332100010253","PS 253",1,60,1,1
"332100010281","IS 281 JOSEPH B CAVALLARO",1,87,2,2
"332100010288","PS 288 SHIRLEY TANYHILL (THE)",1,53,1,1
"332100010303","IS 303 HERBERT S EISENBERG",1,39,1,0
"332100010329","PS 329 SURFSIDE",1,31,1,0
"332100011337","INTERNATIONAL HIGH SCHOOL AT LAFAYETTE",0,29,1,1
"332100011344","RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES",0,43,4,0
"332100011348","HIGH SCHOOL OF SPORTS MANAGEMENT",1,20,1,0
"332100011410","ABRAHAM LINCOLN HIGH SCHOOL",1,131,6,3
"332100011468","KINGSBOROUGH EARLY COLLEGE SCHOOL",1,43,1,0
"332100011525","EDWARD R MURROW HIGH SCHOOL",1,219,13,1
"332100011540","JOHN DEWEY HIGH SCHOOL",1,147,10,1
"332100011559","LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC",1,24,2,0
"332100011572","EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS",1,31,1,2
"332100011620","WILLIAM E GRADY CAREER AND TECHNICAL EDUCATION HIGH SCHOOL",1,40,3,2
"332100011690","BROOKLYN STUDIO SECONDARY SCHOOL",0,74,3,0
"332100011728","LIBERATION DIPLOMA PLUS",1,13,2,0
"332100860949","CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL",3,0,9,5
"332100861075","SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST",1,0,0,0
"332100861123","HEBREW LANGUAGE ACADEMY CHARTER 2",1,8,0,0
"332200010014","JHS 14 SHELL BANK",1,44,1,0
"332200010052","PS 52 SHEEPSHEAD BAY",1,48,1,0
"332200010078","JHS 78 ROY H MANN",1,36,2,1
"332200010109","PS 109",1,47,2,2
"332200010119","PS 119 AMERSFORT",1,26,1,0
"332200010134","PS 134",0,40,1,0
"332200010139","PS 139 ALEXINE A FENTY",1,59,2,0
"332200010152","SCHOOL OF SCIENCE AND TECHNOLOGY",1,46,0,1
"332200010193","PS 193 GIL HODGES",1,52,1,1
"332200010194","PS 194 RAOUL WALLENBERG",1,40,1,1
"332200010195","PS 195 MANHATTAN BEACH",1,29,0,0
"332200010197","PS 197 KINGS HIGHWAY ACADEMY (THE)",1,49,1,0
"332200010198","PS 198",1,31,0,1
"332200010203","PS 203 FLOYD BENNETT SCHOOL",1,43,1,1
"332200010206","PS 206 JOSEPH F LAMB",1,96,3,1
"332200010207","PS 207 ELIZABETH G LEARY",1,80,2,1
"332200010217","PS 217 COLONEL DAVID MARCUS SCHOOL",1,73,1,1
"332200010222","PS 222 KATHERINE R SNYDER",1,76,1,2
"332200010234","JHS 234 ARTHUR W CUNNINGHAM",1,115,3,0
"332200010236","PS 236 MILL BASIN",1,36,0,0
"332200010240","ANDRIES HUDDE SCHOOL",0,47,2,0
"332200010245","PS 245",1,23,0,0
"332200010251","PS 251 PAERDEGAT",1,35,1,1
"332200010254","PS 254 DAG HAMMARSKJOLD",1,46,0,0
"332200010255","PS 255 BARBARA REING SCHOOL",1,64,2,1
"332200010277","PS 277 GERRITSEN BEACH",1,31,1,0
"332200010278","JHS 278 MARINE PARK",0,91,2,1
"332200010312","PS 312 BERGEN BEACH",1,48,1,1
"332200010315","PS 315",1,44,1,0
"332200010326","PS 326",1,13,1,0
"332200010361","PS 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL",1,46,2,0
"332200010381","IS 381",1,21,1,0
"332200010889","PS 889",1,9,0,0
"332200010890","IS 338",1,21,0,0
"332200011405","MIDWOOD HIGH SCHOOL",1,210,14,2
"332200011425","JAMES MADISON HIGH SCHOOL",1,226,16,2
"332200011535","LEON M GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES",1,57,3,1
"332200011555","BROOKLYN COLLEGE ACADEMY",2,34,3,1
"332200011611","ORIGINS HIGH SCHOOL",1,39,3,2
"332200011630","PROFESSIONAL PATHWAYS HIGH SCHOOL",1,19,2,0
"332200860955","HEBREW LANGUAGE ACADEMY CHARTER SCHOOL",1,14,1,2
"332200860978","BROOKLYN DREAMS CHARTER SCHOOL",1,0,1,2
"332200861050","CENTRAL BROOKLYN ASCEND CHARTER",2,0,0,1
"332200861051","NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III",0,21,4,0
"332200861053","NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCE MATH AND SCIENCE III",1,41,2,0
"332200861076","SUCCESS ACADEMY CS - BERGEN BEACH",2,0,0,0
"332300010041","PS 41 FRANCIS WHITE",1,36,1,1
"332300010137","PS/IS 137 RACHAEL JEAN MITCHELL",1,26,1,1
"332300010150","PS 150 CHRISTOPHER",1,17,0,0
"332300010155","PS/IS 155 NICHOLAS HERKIMER",1,31,1,1
"332300010156","PS 156 WAVERLY",1,47,1,0
"332300010165","PS 165 IDA POSNER",1,16,1,0
"332300010178","PS 178 SAINT CLAIR MCKELWAY",2,22,1,1
"332300010184","PS 184 NEWPORT",1,43,1,1
"332300010284","PS 284 LEW WALLACE",1,23,1,1
"332300010298","PS 298 DR BETTY SHABAZZ",1,16,1,1
"332300010323","PS/IS 323",1,33,1,1
"332300010327","PS 327 DR ROSE B ENGLISH",1,26,1,1
"332300010363","BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL",1,23,0,0
"332300010392","IS 392",1,21,1,0
"332300010401","CHRISTOPHER AVENUE COMMUNITY SCHOOL",1,22,1,2
"332300010446","RIVERDALE AVENUE COMMUNITY SCHOOL",1,26,0,2
"332300010514","FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL",1,21,1,0
"332300010518","KNOWLEDGE AND POWER PREP ACADEMY V",1,20,1,0
"332300010522","MOTT HALL IV",1,15,1,0
"332300010599","BROOKLYN LANDMARK ELEMENTARY SCHOOL",1,26,1,1
"332300010664","BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES)",1,13,0,0
"332300010668","RIVERDALE AVENUE MIDDLE SCHOOL",0,13,0,0
"332300010671","MOTT HALL BRIDGES ACADEMY",1,20,1,0
"332300011493","BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL",1,25,1,0
"332300011643","BROOKLYN DEMOCRACY ACADEMY",1,17,0,0
"332300011644","EAGLE ACADEMY FOR YOUNG MEN II",1,48,1,0
"332300011646","ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL",1,24,0,0
"332300011647","METROPOLITAN DIPLOMA PLUS HIGH SCHOOL",1,22,2,0
"332300011697","TEACHERS PREPARATORY HIGH SCHOOL",0,22,1,0
"332300860912","ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL",1,0,0,1
"332300860936","OCEAN HILL COLLEGIATE CHARTER SCHOOL",2,0,1,0
"332300860939","BROWNSVILLE COLLEGIATE  CHARTER SCHOOL",1,0,0,1
"332300860941","LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL",3,0,4,4
"332300860942","LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL",2,0,0,2
"332300860954","BROWNSVILLE ASCEND CHARTER SCHOOL",2,0,0,1
"332300861007","ROADS CHARTER SCHOOL 1",1,19,0,0
"332300861127","KEY COLLEGIATE CHARTER SCHOOL",1,12,1,0
"333200010045","PS/IS 45 HORACE E GREENE",2,48,1,1
"333200010075","PS 75 MAYDA CORTIELLA",1,27,0,1
"333200010086","PS 86 THE IRVINGTON",1,30,1,0
"333200010106","PS 106 EDWARD EVERETT HALE",1,32,1,0
"333200010116","PS 116 ELIZABETH L FARRELL",1,29,1,1
"333200010123","PS 123 SUYDAM",1,47,1,1
"333200010145","PS 145 ANDREW JACKSON",1,40,2,0
"333200010151","PS 151 LYNDON B JOHNSON",1,24,1,0
"333200010162","JHS 162 WILLOUGHBY (THE)",1,31,1,0
"333200010274","PS 274 KOSCIUSKO",1,27,1,1
"333200010291","JHS 291 ROLAND HAYES",1,31,1,1
"333200010299","PS 299 THOMAS WARREN FIELD SCHOOL",1,18,0,1
"333200010347","IS 347 SCHOOL OF HUMANITIES",1,27,0,2
"333200010349","IS 349 MATH, SCIENCE AND TECHNOLOGY",0,30,1,0
"333200010376","PS 376",1,34,1,0
"333200010377","PS 377 ALEJANDINA B DE GAUTIER",1,12,1,1
"333200010383","JHS 383 PHILIPPA SCHUYLER",1,60,2,0
"333200010384","PS/IS 384 FRANCES E CARTER",1,44,2,1
"333200010562","EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION",1,36,1,0
"333200010564","BUSHWICK COMMUNITY HIGH SCHOOL",1,17,2,2
"333200011168","BROOKLYN SCHOOL FOR MATH AND RESEARCH (THE)",1,25,1,0
"333200011403","ACADEMY FOR ENVIRONMENTAL LEADERSHIP",1,22,2,1
"333200011545","EBC HIGH SCHOOL FOR PUBLIC SERVICE-BUSHWICK",1,40,2,0
"333200011549","BUSHWICK SCHOOL FOR SOCIAL JUSTICE",1,32,4,0
"333200011552","ACADEMY OF URBAN PLANNING",1,28,1,2
"333200011554","ALL CITY LEADERSHIP SECONDARY SCHOOL",1,22,1,0
"333200011556","BUSHWICK LEADERS HS FOR ACADEMIC EXCELLENCE",1,31,1,0
"333200860906","ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL",1,0,0,1
"333200860987","BUSHWICK ASCEND CHARTER SCHOOL",1,0,0,1
"333200861045","ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL",2,0,0,1
"333200861059","MATH, ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL",1,0,0,0
"333200861096","SUCCESS ACADEMY CHARTER SCH-NYC 10",1,0,0,0
"342400010005","IS 5 THE WALTER CROWLEY INTERMEDIATE SCHOOL",1,131,4,0
"342400010007","PS 7 LOUIS F SIMEONE",1,91,3,1
"342400010012","PS 12 JAMES B COLGATE",1,77,2,0
"342400010013","PS 13 CLEMENT C MOORE",1,88,3,1
"342400010014","PS 14 FAIRVIEW",1,109,4,1
"342400010016","PS 16 NANCY DEBENEDITTIS SCHOOL (THE)",1,96,2,1
"342400010019","PS 19 MARINO JEANTET",1,131,3,1
"342400010028","PS 28 THOMAS EMANUEL EARLY CHILDHOOD CENTER",2,33,1,0
"342400010049","PS 49 DOROTHY BONAWIT KOLE",1,75,1,1
"342400010058","PS 58 SCHOOL OF HEROES",1,60,1,0
"342400010061","IS 61 LEONARDO DA VINCI",1,169,5,2
"342400010068","PS 68 CAMBRIDGE",1,42,1,1
"342400010071","PS 71 FOREST",1,51,2,1
"342400010073","IS 73 FRANK SANSIVIERI INTERMEDIATE SCHOOL  (THE)",1,138,5,0
"342400010077","IS 77",1,74,3,0
"342400010081","PS 81 JEAN PAUL RICHTER",1,45,1,1
"342400010087","PS/IS 87 MIDDLE VILLAGE",1,47,1,1
"342400010088","PS 88 SENECA",1,52,2,1
"342400010089","PS 89 ELMHURST",1,129,1,1
"342400010091","PS 91 RICHARD ARKWRIGHT",1,49,1,1
"342400010093","IS 93 RIDGEWOOD",1,85,3,1
"342400010102","PS 102 BAYVIEW",1,90,2,1
"342400010110","PS 110",1,66,2,0
"342400010113","PS/IS 113 ANTHONY J PRANZO",1,56,1,0
"342400010119","IS 119 GLENDALE (THE)",1,76,1,0
"342400010125","IS 125 THOMAS J MCCANN WOODSIDE",1,97,4,1
"342400010128","PS 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY",1,60,1,0
"342400010143","PS 143 LOUIS ARMSTRONG",1,104,3,1
"342400010153","PS 153 MASPETH ELEMENTARY",1,68,2,1
"342400010199","PS 199 MAURICE A FITZGERALD",1,49,1,1
"342400010211","ELM TREE ELEMENTARY SCHOOL",1,39,1,0
"342400010229","PS 229 EMANUEL KAPLAN",1,79,2,1
"342400010239","PS 239",1,42,1,1
"342400010290","ACE ACADEMY FOR SCHOLARS AT THE GERALDINE FERRARO CAMPUS",1,36,1,0
"342400010305","LEARNERS AND LEADERS",1,48,1,0
"342400010307","PIONEER ACADEMY",1,71,0,0
"342400010311","CORONA ARTS AND SCIENCES ACADEMY",1,64,2,0
"342400010330","PS 330",1,46,1,0
"342400010343","CHILDREN'S LAB SCHOOL (THE)",1,31,0,1
"342400011236","INTERNATIONAL HIGH SCHOOL FOR HEALTH SCIENCES",1,25,1,0
"342400011264","ACADEMY OF FINANCE AND ENTERPRISE",1,40,2,0
"342400011267","HIGH SCHOOL OF APPLIED COMMUNICATIONS",1,31,2,0
"342400011293","CIVIC LEADERSHIP ACADEMY",1,37,1,0
"342400011296","PAN AMERICAN INTERNATIONAL HIGH SCHOOL",1,40,3,1
"342400011299","BARD HIGH SCHOOL EARLY COLLEGE QUEENS",1,45,3,0
"342400011455","NEWTOWN HIGH SCHOOL",1,123,8,1
"342400011485","GROVER CLEVELAND HIGH SCHOOL",1,116,5,1
"342400011520","MIDDLE COLLEGE HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE",2,31,2,2
"342400011530","INTERNATIONAL HIGH SCHOOL AT LAGUARDIA COMMUNITY COLLEGE",1,34,1,0
"342400011550","HIGH SCHOOL FOR ARTS AND BUSINESS",1,56,3,0
"342400011560","ROBERT F WAGNER JR SECONDARY SCHOOL-ARTS AND TECHNOLOGY",1,43,2,0
"342400011585","MASPETH HIGH SCHOOL",1,70,1,1
"342400011600","QUEENS VOCATIONAL AND TECHNICAL HIGH SCHOOL",0,112,5,0
"342400011610","AVIATION CAREER AND TECHNICAL HIGH SCHOOL",1,141,6,1
"342400011744","VOYAGES PREPARATORY",1,14,1,0
"342400861025","CENTRAL QUEENS ACADEMY CHARTER SCHOOL",2,34,2,0
"342400861048","MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL",0,28,2,0
"342400861113","FORTE PREPARATORY ACADEMY CHARTER",0,0,1,0
"342500010020","PS 20 JOHN BOWNE",1,74,1,0
"342500010021","PS 21 EDWARD HART",1,79,1,1
"342500010022","PS 22 THOMAS JEFFERSON",1,62,2,0
"342500010024","PS 24 ANDREW JACKSON",1,64,2,2
"342500010025","IS 25 ADRIEN BLOCK",1,67,3,1
"342500010029","PS 29",1,48,1,0
"342500010032","PS 32 STATE STREET",1,63,1,1
"342500010079","PS 79 FRANCIS LEWIS",1,59,1,0
"342500010107","PS 107 THOMAS A DOOLEY",1,63,1,1
"342500010120","PS 120",1,62,2,0
"342500010129","PS 129 PATRICIA LARKIN",1,73,2,1
"342500010130","PS 130",1,29,0,0
"342500010154","PS 154",1,46,1,0
"342500010163","PS 163 FLUSHING HEIGHTS",1,48,1,1
"342500010164","PS 164 QUEENS VALLEY",1,53,1,0
"342500010165","PS 165 EDITH K BERGTRAUM",1,80,2,1
"342500010169","PS 169 BAY TERRACE",1,31,0,0
"342500010184","PS 184 FLUSHING MANOR",1,31,1,0
"342500010185","JHS 185 EDWARD BLEEKER",1,95,3,1
"342500010189","JHS 189 DANIEL CARTER BEARD",1,52,3,1
"342500010193","PS 193 ALFRED J KENNEDY",1,34,0,1
"342500010194","JHS 194 WILLIAM CARR",1,79,2,0
"342500010200","PS/MS 200 POMONOK SCHOOL AND STAR ACADEMY (THE)",1,40,1,0
"342500010201","PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE)",1,38,1,0
"342500010209","PS 209 CLEARVIEW GARDENS",1,37,1,1
"342500010214","PS 214 CADWALLADER COLDEN",1,31,1,0
"342500010219","PS 219 PAUL KLAPPER",1,72,3,2
"342500010237","IS 237",1,82,3,0
"342500010242","PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL",1,30,0,0
"342500010244","ACTIVE LEARNING ELEMENTARY SCHOOL (THE)",1,30,0,0
"342500010250","IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE)",1,34,1,0
"342500010294","BELL ACADEMY",1,26,0,0
"342500010379","COLLEGE POINT COLLABORATIVE",1,12,0,0
"342500011240","VERITAS ACADEMY",1,41,3,1
"342500011241","QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES",1,33,3,0
"342500011252","QUEENS SCHOOL OF INQUIRY (THE)",1,46,3,1
"342500011263","FLUSHING INTERNATIONAL HIGH SCHOOL",1,25,2,1
"342500011281","EAST-WEST SCHOOL OF INTERNATIONAL STUDIES",1,63,2,0
"342500011285","WORLD JOURNALISM PREPARATORY:  A COLLEGE BOARD SCHOOL",1,43,2,0
"342500011425","JOHN BOWNE HIGH SCHOOL",1,211,15,0
"342500011460","FLUSHING HIGH SCHOOL",1,120,7,0
"342500011499","QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE & TECHNOLOGY",1,32,1,0
"342500011525","TOWNSEND HARRIS HIGH SCHOOL",1,61,4,0
"342500011540","QUEENS ACADEMY HIGH SCHOOL",1,22,3,0
"342500011670","ROBERT F KENNEDY COMMUNITY HIGH SCHOOL",1,44,3,0
"342500011792","NORTH QUEENS COMMUNITY HIGH SCHOOL",1,14,1,0
"342500861133","ELM COMMUNITY CHARTER SCHOOL",1,14,0,1
"342600010018","PS 18 WINCHESTER",1,36,0,0
"342600010026","PS 26 RUFUS KING",1,43,0,1
"342600010031","PS 31 BAYSIDE",1,37,0,0
"342600010041","PS 41 CROCHERON",1,33,0,1
"342600010046","PS 46 ALLEY POND",1,46,1,1
"342600010067","JHS 67 LOUIS PASTEUR",1,53,1,0
"342600010074","JHS 74 NATHANIEL HAWTHORNE",1,70,2,1
"342600010094","PS 94 DAVID D PORTER",1,25,0,0
"342600010098","PS 98 DOUGLASTON SCHOOL (THE)",1,22,0,0
"342600010115","PS 115 GLEN OAKS",1,42,1,1
"342600010133","PS 133",1,40,0,0
"342600010158","MS 158 MARIE CURIE",1,62,2,1
"342600010159","PS 159",1,40,0,1
"342600010162","PS 162 JOHN GOLDEN",1,43,0,1
"342600010172","IRWIN ALTMAN MIDDLE SCHOOL 172",1,60,2,0
"342600010173","PS 173 FRESH MEADOW",1,60,0,0
"342600010178","PS/IS 178 HOLLISWOOD",2,38,1,0
"342600010186","PS 186 CASTLEWOOD",1,56,0,1
"342600010188","PS 188 KINGSBURY",1,41,0,0
"342600010191","PS 191 MAYFLOWER",1,21,0,0
"342600010203","PS 203 OAKLAND GARDENS",1,52,1,1
"342600010205","PS 205 ALEXANDER GRAHAM BELL",1,19,0,1
"342600010213","PS 213 CARL ULLMAN SCHOOL (THE)",1,27,1,0
"342600010216","JHS 216 GEORGE J RYAN",1,84,2,1
"342600010221","PS 221 NORTH HILLS SCHOOL (THE)",1,38,0,1
"342600010266","PS/IS 266",1,47,1,1
"342600010376","PS 376",1,11,0,0
"342600011315","BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL",1,32,2,0
"342600011415","BENJAMIN N CARDOZO HIGH SCHOOL",1,187,7,2
"342600011430","FRANCIS LEWIS HIGH SCHOOL",1,250,12,2
"342600011435","MARTIN VAN BUREN HIGH SCHOOL",1,89,5,1
"342600011495","BAYSIDE HIGH SCHOOL",1,172,13,2
"342600011566","QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND SCIENCES",1,74,4,0
"342700010042","PS/MS 42 R VERNAM",1,53,1,0
"342700010043","PS 43",1,56,2,1
"342700010045","PS 45 CLARENCE WITHERSPOON",1,24,1,0
"342700010047","PS 47 CHRIS GALAS",1,24,1,0
"342700010051","PS 51",1,14,1,0
"342700010053","MS 53 BRIAN PICCOLO",1,22,1,1
"342700010056","PS 56 HARRY EICHLER",1,25,0,1
"342700010060","PS 60 WOODHAVEN",1,71,1,1
"342700010062","PS 62 CHESTER PARK SCHOOL",1,58,1,1
"342700010063","PS 63 OLD SOUTH",1,70,2,1
"342700010064","PS 64 JOSEPH P ADDABBO",1,37,1,1
"342700010065","PS 65 RAYMOND YORK ELEMENTARY SCHOOL (THE)",1,32,0,0
"342700010066","PS 66 JACQUELINE KENNEDY-ONASSIS",1,36,1,0
"342700010090","PS 90 HORACE MANN",1,51,1,0
"342700010096","PS 96",1,20,0,0
"342700010097","PS 97 FOREST PARK",1,49,1,1
"342700010100","PS 100 GLEN MORRIS",1,58,1,1
"342700010104","PS 104 BAYS WATER (THE)",1,41,1,2
"342700010105","PS 105 BAY SCHOOL (THE)",1,60,2,1
"342700010106","PS 106",1,22,0,0
"342700010108","PS 108 CAPT VINCENT G FOWLER",1,85,2,0
"342700010114","PS/MS 114 BELLE HARBOR",1,47,1,1
"342700010123","PS 123",1,43,1,1
"342700010124","PS 124 OSMOND A CHURCH",1,72,2,1
"342700010137","MS 137 AMERICA'S SCHOOL OF HEROES",1,120,4,0
"342700010146","PS 146 HOWARD BEACH",1,42,1,0
"342700010155","PS 155",1,31,1,0
"342700010183","PS 183 DR RICHARD R GREEN",1,46,3,1
"342700010197","PS 197 OCEAN SCHOOL (THE)",1,38,1,0
"342700010202","JHS 202 ROBERT H GODDARD",1,67,3,0
"342700010207","PS 207 ROCKWOOD PARK",1,57,2,1
"342700010210","JHS 210 ELIZABETH BLACKWELL",1,134,2,1
"342700010223","PS 223 LYNDON B JOHNSON",1,37,1,1
"342700010226","JHS 226 VIRGIL I GRISSON",1,62,1,0
"342700010232","PS 232 LINDENWOOD",1,59,2,1
"342700010253","PS 253",1,37,0,2
"342700010254","PS 254-OSA PARKS SCHOOL (THE)",1,36,1,0
"342700010273","PS 273",1,25,0,0
"342700010282","KNOWLEDGE AND POWER PREPARATORY ACADEMY VI",1,16,1,0
"342700010297","HAWTREE CREEK MIDDLE SCHOOL",1,31,1,0
"342700010306","NEW YORK CITY ACADEMY FOR DISCOVERY",1,27,1,0
"342700010314","EPIC HIGH SCHOOL-SOUTH",1,29,2,0
"342700010316","QUEENS EXPLORERS ELEMENTARY SCHOOL",1,28,1,0
"342700010317","WATERSIDE CHILDREN'S STUDIO SCHOOL",1,38,1,0
"342700010318","WATERSIDE SCHOOL FOR LEADERSHIP",1,22,1,0
"342700010319","VILLAGE ACADEMY",1,35,1,0
"342700010323","SCHOLARS' ACADEMY",1,78,5,0
"342700010333","GOLDIE MAPLE ACADEMY",1,28,0,0
"342700010362","WAVE PREPARATORY ELEMENTARY SCHOOL",1,31,0,1
"342700010377","PS 377",1,12,0,0
"342700011260","FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL",1,32,2,1
"342700011261","VOYAGES PREP-SOUTH QUEENS",1,20,1,1
"342700011262","CHANNEL VIEW SCHOOL FOR RESEARCH",1,84,4,1
"342700011302","QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND TECHNOLOGY",1,36,2,0
"342700011308","ROBERT H GODDARD HIGH SCHOOL FOR COMM ARTS 7 & TECHNOLOGY",0,42,3,0
"342700011309","ACADEY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL",1,57,2,0
"342700011324","ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY",1,25,1,0
"342700011334","EPIC HIGH SCHOOL NORTH",1,36,2,3
"342700011351","ROCKAWAY COLLEGIATE HIGH SCHOOL",2,29,1,0
"342700011400","AUGUST MARTIN HIGH SCHOOL",1,35,2,1
"342700011475","RICHMOND HILL HIGH SCHOOL",1,138,7,2
"342700011480","JOHN ADAMS HIGH SCHOOL",1,183,14,1
"342700011650","HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHITECTURE",1,70,3,0
"342700860869","PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL",1,7,0,0
"342700860990","CHALLENGE PREPARATORY CHARTER SCHOOL",2,0,2,2
"342700861052","NEW VISIONS CHARTER HS-HUMANITIES IV",1,23,0,1
"342700861054","NEW VISIONS CHTR HS-ADV MA/SCI IV",1,37,5,2
"342700861090","SUCCESS ACADEMY CHARTER SCHOOL-NYC 4",1,0,0,0
