"","ENTITY_CD","ENTITY_NAME","PER_ELL","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_MALE","PER_ECDIS","PER_MIGRANT","PER_HOMELESS","PER_FOSTER","PER_ARMED"
"1","000000000001","NYC Public Schools",15,1,22,41,18,16,1,23,48,52,74,0,8,0,0
"2","000000000002","Large Cities",16,1,42,31,7,17,3,21,49,51,84,0,2,0,0
"3","000000000003","High Need/Resource Urban-Suburban Districts",16,0,23,41,4,27,4,15,48,52,76,0,3,0,0
"4","000000000004","High Need/Resource Rural Districts",1,2,3,8,1,83,3,16,49,51,60,1,1,0,3
"5","000000000005","Average Need Districts",4,0,6,15,4,71,3,15,49,51,41,0,1,0,0
"6","000000000006","Low Need Districts",3,0,4,13,11,69,3,14,49,51,17,0,0,0,0
"7","000000000007","Charter Schools",7,1,53,36,3,6,2,17,51,49,81,0,7,0,0
"8","331400010050","JHS 50 JOHN D WELLS",18,1,21,75,1,2,0,32,39,61,91,0,11,0,0
"9","331400010059","PS 59 WILLIAM FLOYD",9,2,54,41,2,1,0,32,48,52,95,0,14,0,0
"10","331400010084","PS 84 JOSE DE DIEGO",13,0,6,62,3,23,6,19,48,52,52,0,10,0,0
"11","331400010110","PS 110 THE MONITOR",8,0,2,19,6,72,1,11,47,53,27,0,1,0,0
"12","331400010120","PS 120 CARLOS TAPIA",18,0,20,75,1,3,1,26,50,50,87,0,25,0,0
"13","331400010126","JOHN ERICSSON MIDDLE SCHOOL 126",9,0,22,68,1,9,0,27,39,61,86,0,10,0,0
"14","331400010132","PS 132 CONSELYEA SCHOOL (THE)",7,1,15,33,7,42,2,15,50,50,43,0,3,0,0
"15","331400010147","PS 147 ISSAC REMSEN",15,0,18,61,4,10,6,22,52,48,76,0,12,0,0
"16","331400010157","PS/IS 157 BENJAMIN FRANKLIN HEATH AND SCIENCE (THE)",16,0,18,79,0,2,0,31,48,52,85,0,4,0,0
"17","331400010196","PS 196 TEN EYCK",11,0,21,75,1,2,1,28,54,46,88,0,19,0,0
"18","331400010250","PS 250 GEORGE H LINDSEY",12,0,13,68,18,1,0,18,48,52,82,0,15,0,0
"19","331400010257","PS 257 JOHN F HYLAN",14,0,22,76,1,1,0,29,51,49,84,0,4,0,0
"20","331400010297","PS 297 ABRAHAM STOCKTON",14,3,39,57,0,1,1,26,50,50,86,0,28,0,0
"21","331400010318","IS 318 EUGENO MARIA DE HOSTOS",5,0,17,57,8,18,0,20,49,51,64,0,5,0,0
"22","331400010319","PS 319",34,0,4,91,0,5,0,16,53,47,83,0,4,0,3
"23","331400010380","PS 380 JOHN WAYNE ELEMENTARY",21,0,20,68,1,11,0,29,48,52,80,0,8,0,0
"24","331400010414","BROOKLYN ARBOR ELEMENTARY SCHOOL",10,0,3,64,3,26,4,24,47,53,59,0,3,0,0
"25","331400010577","CONSELYEA PREPARATORY SCHOOL",4,0,6,56,2,36,0,20,54,46,51,0,3,0,0
"26","460102040007","ALTMAR-PARISH-WILLIAMSTOWN ELEMENTARY SCHOOL",0,1,0,2,0,94,3,22,52,48,71,0,2,3,0
"27","460500010001","FAIRGRIEVE SCHOOL",0,0,2,6,0,88,4,23,49,51,80,0,2,1,0
"28","460500010005","G RAY BODLEY HIGH SCHOOL",2,0,2,4,1,91,1,18,49,51,57,1,4,0,0
"29","460500010006","FULTON JUNIOR HIGH SCHOOL",1,0,2,3,0,92,2,22,49,51,58,1,4,1,0
"30","460500010007","GRANBY ELEMENTARY SCHOOL",4,0,0,11,0,85,3,17,50,50,71,1,4,1,0
"31","460500010008","J E LANIGAN SCHOOL",0,0,1,5,1,89,4,14,45,55,54,0,2,1,0
"32","460500010011","VOLNEY ELEMENTARY SCHOOL",0,1,0,3,0,94,3,15,45,55,53,0,4,1,0
"33","460701040001","KENNEY MIDDLE SCHOOL",1,0,1,3,1,95,1,16,47,53,78,0,2,0,0
"34","460701040002","HANNIBAL HIGH SCHOOL",0,0,1,2,0,96,1,17,48,52,73,0,2,0,0
"35","460701040003","FAIRLEY SCHOOL",0,0,0,2,0,97,1,14,49,51,74,0,2,0,0
"36","460801060001","AURA A COLE ELEMENTARY SCHOOL",0,1,1,1,0,96,2,16,49,51,53,0,0,0,0
"37","460801060002","BREWERTON ELEMENTARY SCHOOL",0,0,3,3,1,90,4,12,46,54,33,0,0,0,1
"38","460801060005","PAUL V MOORE HIGH SCHOOL",0,1,0,1,1,96,1,13,50,50,42,0,0,0,0
"39","460801060006","MILLARD HAWK PRIMARY SCHOOL",0,0,0,2,0,96,2,13,49,51,54,0,1,0,0
"40","460801060007","HASTINGS MALLORY ELEMENTARY SCHOOL",0,0,0,2,0,95,2,24,49,51,63,0,1,1,0
"41","460801060008","CENTRAL SQUARE MIDDLE SCHOOL",0,1,1,3,0,93,2,11,47,53,46,0,1,0,0
"42","460901060001","MEXICO ELEMENTARY SCHOOL",1,0,0,3,0,93,3,21,45,55,55,0,1,0,2
"43","460901060002","PALERMO ELEMENTARY SCHOOL",0,1,0,2,0,96,2,14,53,47,60,0,1,1,1
"44","460901060003","MEXICO HIGH SCHOOL",0,0,1,1,0,96,1,16,51,49,50,0,1,1,0
"45","460901060004","NEW HAVEN ELEMENTARY SCHOOL",0,0,0,3,0,94,3,10,49,51,61,0,0,0,0
"46","460901060005","MEXICO MIDDLE SCHOOL",0,0,1,2,0,95,2,19,47,53,59,0,0,1,0
"47","461300010002","CHARLES E RILEY ELEMENTARY SCHOOL",5,0,3,6,3,84,4,18,48,52,72,2,1,0,0
"48","461300010003","LEIGHTON ELEMENTARY SCHOOL",0,0,2,4,1,92,1,23,57,43,72,0,2,0,0
"49","461300010004","FITZHUGH PARK ELEMENTARY SCHOOL",0,0,1,3,1,92,3,21,43,57,77,0,4,0,0
"50","461300010005","KINGSFORD PARK ELEMENTARY SCHOOL",4,0,2,6,2,88,2,16,50,50,54,0,1,0,0
"51","461300010006","MINETTO ELEMENTARY SCHOOL",0,0,1,2,0,93,3,24,40,60,50,0,2,0,1
"52","461300010007","OSWEGO MIDDLE SCHOOL",1,0,2,5,1,89,3,16,53,47,53,0,1,0,0
"53","461300010008","OSWEGO HIGH SCHOOL",1,0,1,5,1,91,2,13,45,55,48,0,2,0,0
"54","461801040001","PULASKI HIGH SCHOOL",0,0,1,3,0,95,2,12,49,51,50,0,2,0,0
"55","461801040003","PULASKI ELEMENTARY SCHOOL",0,0,0,0,0,98,1,17,48,52,59,0,4,0,0
"56","461801040004","PULASKI MIDDLE SCHOOL",0,0,0,0,2,97,1,13,53,47,45,0,1,0,0
"57","461901040001","SANDY CREEK HIGH SCHOOL",0,0,2,2,1,94,1,17,51,49,52,0,1,0,2
"58","461901040002","SANDY CREEK ELEMENTARY SCHOOL",0,1,0,2,1,94,2,9,46,54,63,0,1,0,1
"59","461901040003","SANDY CREEK MIDDLE SCHOOL",0,0,0,1,1,96,2,16,44,56,57,0,0,0,2
"60","462001060001","MICHAEL A MAROUN ELEMENTARY SCHOOL",0,0,1,2,0,94,3,12,47,53,57,0,2,0,0
"61","462001060004","EMERSON J DILLON MIDDLE SCHOOL",0,0,1,1,0,95,3,10,47,53,54,0,2,0,0
"62","462001060006","JOHN C BIRDLEBOUGH HIGH SCHOOL",0,0,1,1,1,94,3,12,53,47,55,0,2,0,0
"63","470202040002","GILBERTSVILLE-MOUNT UPTON ELEMENTARY SCHOOL",1,0,1,1,0,96,2,19,50,50,66,1,0,0,0
"64","470202040003","GILBERTSVILLE-MOUNT UPTON JUNIOR-SENIOR HIGH SCHOOL",0,0,0,2,0,96,3,21,56,44,39,0,0,0,0
"65","470501040001","EDMESTON CENTRAL SCHOOL",0,0,1,1,2,95,1,11,50,50,44,0,0,0,0
"66","470801040001","LAURENS CENTRAL SCHOOL",1,0,3,9,1,87,0,20,54,46,68,0,1,0,0
"67","470901040001","SCHENEVUS CENTRAL SCHOOL",0,0,2,3,0,93,2,22,47,53,56,0,0,0,0
"68","471101040001","MILFORD CENTRAL SCHOOL",0,0,2,1,1,95,1,15,50,50,49,0,1,0,0
"69","471201040001","MORRIS CENTRAL SCHOOL",0,0,0,4,3,91,3,24,47,53,59,0,0,1,0
"70","471400010002","ONEONTA SENIOR HIGH SCHOOL",1,0,7,8,3,81,1,18,52,48,26,0,0,0,0
"71","471400010003","VALLEYVIEW ELEMENTARY SCHOOL",2,0,4,7,5,79,6,17,47,53,24,0,1,0,0
"72","471400010004","GREATER PLAINS ELEMENTARY SCHOOL",2,0,7,9,4,77,2,16,48,52,25,0,2,0,0
"73","471400010007","ONEONTA MIDDLE SCHOOL",1,0,4,10,5,79,2,18,48,52,32,0,1,0,0
"74","471400010008","RIVERSIDE ELEMENTARY SCHOOL",2,0,5,10,1,77,7,17,47,53,32,0,2,0,0
"75","471601040004","UNADILLA ELEMENTARY SCHOOL",1,0,2,6,1,88,4,13,47,53,57,0,1,0,0
"76","471601040005","UNATEGO JUNIOR-SENIOR HIGH SCHOOL",0,0,2,5,1,90,2,14,52,48,55,0,0,0,0
"77","471601040006","UNATEGO MIDDLE SCHOOL",0,0,3,6,0,88,4,13,52,48,57,1,1,0,0
"78","471701040001","COOPERSTOWN ELEMENTARY SCHOOL",0,0,2,4,5,88,1,11,45,55,25,0,0,0,0
"79","471701040003","COOPERSTOWN JUNIOR/SENIOR HIGH SCHOOL",0,0,2,4,3,90,1,11,53,47,23,0,0,0,0
"80","000030000000","NYC Public Schools",23,2,36,40,9,13,1,99,27,73,86,0,8,0,0
"81","010100010014","MONTESSORI MAGNET SCHOOL",5,0,19,12,8,50,11,10,42,58,34,0,1,0,0
"82","010100010016","PINE HILLS ELEMENTARY SCHOOL",12,1,43,22,7,17,10,13,47,53,74,0,2,0,0
"83","010100010018","DELAWARE COMMUNITY SCHOOL",26,0,23,43,12,15,6,6,49,51,78,0,2,0,0
"84","010100010019","NEW SCOTLAND ELEMENTARY SCHOOL",9,0,22,14,10,46,8,16,48,52,43,0,2,0,0
"85","010100010020","NORTH ALBANY ACADEMY",15,0,64,13,5,11,7,22,39,61,90,1,7,0,0
"86","010100010023","ALBANY SCHOOL OF HUMANITIES",4,0,51,19,7,13,10,15,51,49,65,0,3,0,0
"87","010100010027","EAGLE POINT ELEMENTARY SCHOOL",11,0,27,14,9,46,4,15,46,54,46,0,2,0,0
"88","010100010028","THOMAS S O'BRIEN ACADEMY OF SCIENCE & TECHNOLOGY",14,0,40,16,26,9,8,11,45,55,73,0,2,0,0
"89","010100010029","GIFFEN MEMORIAL ELEMENTARY SCHOOL",13,1,50,28,8,7,6,19,44,56,91,0,5,0,0
"90","010100010030","WILLIAM S HACKETT MIDDLE SCHOOL",12,0,37,21,12,24,6,18,46,54,67,0,2,0,0
"91","010100010034","ALBANY HIGH SCHOOL",12,0,50,15,9,22,3,14,50,50,66,0,1,0,0
"92","010100010039","ARBOR HILL ELEMENTARY SCHOOL",4,0,65,21,2,4,7,22,39,61,89,0,6,0,0
"93","010100010043","PHILIP J SCHUYLER ACHIEVEMENT ACADEMY",19,0,54,18,9,9,10,23,48,52,91,0,5,0,0
"94","010100010044","SHERIDAN PREPARATORY ACADEMY",11,0,57,22,6,7,9,12,52,48,94,0,8,0,0
"95","010100010045","STEPHEN AND HARRIET MYERS MIDDLE SCHOOL",8,0,52,15,7,19,6,14,52,48,67,0,2,0,0
"96","010100010050","EDMUND J O'NEAL MS OF EXCELLENCE",11,0,63,16,5,10,6,12,51,49,91,0,4,0,0
"97","010100860829","BRIGHTER CHOICE CHARTER SCHOOL FOR BOYS",6,0,66,19,5,4,6,6,0,100,94,0,2,0,0
"98","010100860830","BRIGHTER CHOICE CHARTER SCHOOL FOR GIRLS",7,0,64,22,6,3,5,3,100,0,83,0,1,0,0
"99","010100860867","KIPP TECH VALLEY CHARTER SCHOOL",3,0,83,11,1,1,3,4,45,55,73,0,1,0,0
"100","010100860892","HENRY JOHNSON CHARTER SCHOOL",4,0,75,17,0,3,6,2,55,45,85,0,3,0,0
"101","010100860899","ALBANY COMMUNITY CHARTER SCHOOL",1,0,91,7,0,1,1,1,56,44,89,0,3,0,0
"102","010100860907","GREEN TECH HIGH CHARTER SCHOOL",0,0,70,18,1,2,9,6,0,100,65,0,3,0,0
"103","010100860960","ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS",10,1,63,17,4,11,4,6,100,0,86,0,8,0,0
"104","010201040001","BERNE-KNOX-WESTERLO JUNIOR-SENIOR HIGH SCHOOL",0,0,1,2,1,94,1,17,48,52,39,0,0,0,0
"105","490301060005","CITIZEN EDMOND GENET SCHOOL",7,0,3,4,17,71,4,16,50,50,27,0,0,0,0
"106","490301060006","RED MILL SCHOOL",0,0,3,5,5,81,6,8,50,50,32,0,1,0,0
"107","490301060007","COLUMBIA HIGH SCHOOL",0,0,3,5,4,83,5,17,52,48,24,0,0,0,0
"108","490301060008","HOWARD L GOFF SCHOOL",1,0,3,6,6,80,4,17,50,50,27,0,1,0,0
"109","490501060002","HOOSICK FALLS ELEMENTARY SCHOOL",1,1,0,2,0,92,5,15,45,55,55,0,2,0,0
"110","490501060003","HOOSICK FALLS JUNIOR/SENIOR HIGH SCHOOL",0,0,1,2,1,93,3,15,54,46,50,0,2,0,0
"111","490601060002","KNICKERBACKER MIDDLE SCHOOL",2,0,17,12,1,60,10,20,45,55,72,0,2,0,0
"112","490601060003","LANSINGBURGH SENIOR HIGH SCHOOL",2,0,21,16,0,56,6,18,46,54,65,0,2,0,0
"113","490601060008","TURNPIKE ELEMENTARY SCHOOL",2,0,19,15,1,53,12,19,48,52,75,0,8,0,0
"114","490601060009","RENSSELAER PARK ELEMENTARY SCHOOL",2,0,19,15,0,56,10,18,47,53,79,0,4,0,0
"115","490801080001","NORTH GREENBUSH SCHOOL",5,0,5,5,5,85,0,15,60,40,0,0,0,0,0
"116","490804020002","GARDNER-DICKINSON SCHOOL",1,0,2,2,3,90,4,12,50,50,26,0,0,0,0
"117","491200010006","VAN RENSSELAER ELEMENTARY SCHOOL",9,0,13,12,15,49,11,18,46,54,66,0,0,1,0
"118","010201040002","BERNE-KNOX-WESTERLO ELEMENTARY SCHOOL",0,0,1,2,1,96,1,12,46,54,41,0,0,1,0
"119","010306060003","ELSMERE ELEMENTARY SCHOOL",0,0,4,4,3,84,6,19,47,53,19,0,0,0,0
"120","010306060004","GLENMONT ELEMENTARY SCHOOL",5,0,4,3,8,80,4,18,50,50,17,0,0,0,0
"121","010306060005","HAMAGRAEL ELEMENTARY SCHOOL",0,0,2,2,6,83,6,25,43,57,12,0,0,0,0
"122","010306060006","SLINGERLANDS ELEMENTARY SCHOOL",4,0,1,3,7,84,4,13,47,53,13,0,0,0,0
"123","010306060007","BETHLEHEM CENTRAL MIDDLE SCHOOL",1,0,3,3,8,85,2,14,49,51,15,0,0,0,0
"124","010306060008","BETHLEHEM CENTRAL SENIOR HIGH SCHOOL",1,0,3,4,7,85,2,8,53,47,13,0,0,0,0
"125","010306060009","EAGLE ELEMENTARY SCHOOL",1,0,2,4,6,85,3,19,48,52,16,0,0,0,0
"126","010402060001","RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL",1,0,5,6,1,84,3,17,49,51,43,0,1,0,0
"127","010402060002","ALBERTUS W BECKER SCHOOL",0,0,3,6,2,85,4,18,53,47,39,0,0,0,1
"128","010402060003","PIETER B COEYMANS SCHOOL",1,0,5,11,0,76,7,18,51,49,52,0,0,1,0
"129","010402060008","RAVENA-COEYMANS-SELKIRK MIDDLE SCHOOL",0,0,4,9,1,79,7,18,47,53,46,0,0,1,0
"130","010500010005","ABRAM LANSING SCHOOL",0,0,10,8,0,71,10,13,47,53,64,0,3,0,0
"131","010500010006","VAN SCHAICK ISLAND SCHOOL",0,0,10,13,2,64,11,30,43,57,63,0,2,0,0
"132","010500010007","COHOES HIGH SCHOOL",1,0,10,6,2,76,5,19,48,52,68,0,2,0,0
"133","010500010008","COHOES MIDDLE SCHOOL",1,0,11,6,1,73,8,19,51,49,77,0,1,0,0
"134","010500010009","HARMONY HILL SCHOOL",4,0,8,11,3,71,8,16,49,51,60,0,1,0,0
"135","010601060003","ROESSLEVILLE SCHOOL",0,0,10,12,7,57,15,12,53,47,46,0,1,0,1
"136","010601060005","SADDLEWOOD ELEMENTARY SCHOOL",8,0,6,8,10,70,7,12,50,50,31,0,1,0,0
"137","010601060006","SHAKER ROAD ELEMENTARY SCHOOL",14,0,4,9,14,64,9,9,50,50,40,0,1,1,0
"138","010601060008","COLONIE CENTRAL HIGH SCHOOL",2,0,9,8,10,67,6,15,50,50,37,0,2,0,0
"139","010601060010","FOREST PARK ELEMENTARY SCHOOL",0,0,9,8,10,66,7,20,49,51,39,0,2,0,0
"140","010601060011","VEEDER ELEMENTARY SCHOOL",0,0,7,9,6,69,9,14,46,54,31,0,1,0,1
"141","010601060012","SAND CREEK MIDDLE SCHOOL",3,0,8,7,10,66,8,17,52,48,43,0,2,0,1
"142","010601060013","LISHA KILL MIDDLE SCHOOL",0,0,7,8,10,67,8,15,49,51,30,0,1,0,0
"143","010615020001","MENANDS SCHOOL",15,1,32,5,32,26,4,16,48,52,38,0,3,0,0
"144","010623060000","NORTH COLONIE CSD",6,0,6,5,19,65,5,14,50,50,26,0,1,0,0
"145","010623060002","BLUE CREEK SCHOOL",10,0,8,5,16,62,8,14,52,48,30,0,1,0,0
"146","010623060003","BOGHT HILLS SCHOOL",8,0,3,6,29,57,4,10,49,51,16,0,1,0,0
"147","010623060004","FORTS FERRY SCHOOL",11,0,4,5,17,66,7,12,53,47,30,0,1,0,0
"148","010623060006","LATHAM RIDGE SCHOOL",9,0,3,3,21,66,7,12,51,49,28,0,0,0,0
"149","010623060007","LOUDONVILLE SCHOOL",7,1,2,8,10,74,6,10,55,45,13,0,1,0,0
"150","010623060008","SOUTHGATE SCHOOL",9,0,7,4,19,61,8,20,46,54,27,0,0,0,0
"151","010623060009","SHAKER JUNIOR HIGH SCHOOL",4,0,5,6,20,62,6,14,47,53,27,0,0,0,0
"152","010623060010","SHAKER HIGH SCHOOL",2,0,8,6,16,67,3,15,51,49,26,0,0,0,0
"153","010701030001","HEATLY SCHOOL",0,0,6,3,1,84,6,21,57,43,59,0,1,0,0
"154","010802060001","ALTAMONT ELEMENTARY SCHOOL",2,0,3,2,6,86,4,19,49,51,33,0,1,1,0
"155","010802060003","GUILDERLAND ELEMENTARY SCHOOL",13,0,4,4,24,65,3,9,48,52,18,0,0,0,0
"156","010802060004","WESTMERE ELEMENTARY SCHOOL",13,0,7,4,19,65,5,10,48,52,28,0,0,0,0
"157","010802060005","GUILDERLAND HIGH SCHOOL",1,0,4,4,12,77,3,16,49,51,19,0,0,0,0
"158","010802060007","LYNNWOOD ELEMENTARY SCHOOL",3,0,2,3,9,81,3,9,46,54,17,0,0,0,1
"159","010802060008","FARNSWORTH MIDDLE SCHOOL",2,0,4,5,13,75,4,14,52,48,23,0,0,0,0
"160","010802060009","PINE BUSH ELEMENTARY SCHOOL",3,0,3,2,11,82,2,9,49,51,13,0,0,0,0
"161","011003060001","VOORHEESVILLE ELEMENTARY SCHOOL",1,0,0,4,2,89,5,11,53,47,8,0,0,0,0
"162","011003060002","CLAYTON A BOUTON HIGH SCHOOL",0,1,1,2,4,93,1,10,48,52,8,0,0,0,0
"163","011003060003","VOORHEESVILLE MIDDLE SCHOOL",0,0,1,4,2,91,3,13,50,50,12,0,0,0,0
"164","011200010002","WATERVLIET ELEMENTARY SCHOOL",6,0,14,19,7,45,14,14,47,53,72,0,2,0,1
"165","011200010010","WATERVLIET JUNIOR-SENIOR HIGH SCHOOL",6,0,22,14,10,48,6,13,46,54,70,0,1,0,0
"166","020101040001","ALFRED-ALMOND ELEMENTARY SCHOOL",0,0,0,3,4,90,3,16,46,54,38,0,0,0,0
"167","020101040002","ALFRED-ALMOND JUNIOR-SENIOR HIGH SCHOOL",0,0,1,2,4,90,3,13,48,52,35,0,0,0,0
"168","020601040001","ANDOVER SCHOOL",0,0,1,1,0,98,0,19,53,47,55,0,0,0,0
"169","020702040001","GENESEE VALLEY CENTRAL SCHOOL",0,2,1,1,1,94,1,16,49,51,56,0,3,0,0
"170","020801040001","BELFAST SCHOOL",0,0,1,1,0,97,2,19,46,54,57,0,0,1,0
"171","021102040001","CANASERAGA SCHOOL",0,0,0,4,0,95,0,14,53,47,50,0,0,0,0
"172","021601040004","FRIENDSHIP CENTRAL SCHOOL",0,0,1,1,0,94,4,20,51,49,72,0,0,0,1
"173","022001040001","FILLMORE CENTRAL SCHOOL",0,0,0,2,0,97,0,13,50,50,57,0,0,0,0
"174","491200010007","RENSSELAER JUNIOR/SENIOR HIGH SCHOOL",3,0,14,8,12,60,6,14,54,46,56,0,0,0,0
"175","491302060001","SAND LAKE-MILLER HILL SCHOOL",0,0,0,3,1,93,3,21,45,55,31,0,1,0,0
"176","491302060002","AVERILL PARK HIGH SCHOOL",0,0,1,2,1,94,1,18,50,50,20,0,0,0,0
"177","491302060004","POESTENKILL ELEMENTARY SCHOOL",0,0,1,3,0,90,5,12,49,51,26,0,0,0,0
"178","491302060005","WEST SAND LAKE ELEMENTARY SCHOOL",2,0,0,4,1,91,4,16,48,52,28,0,0,0,0
"179","491302060006","ALGONQUIN MIDDLE SCHOOL",1,0,1,4,1,91,3,18,50,50,27,0,0,0,0
"180","491401040001","HOOSIC VALLEY ELEMENTARY SCHOOL",0,0,1,2,0,94,3,18,49,51,42,0,0,1,1
"181","491401040002","HOOSIC VALLEY JUNIOR SENIOR HIGH SCHOOL",0,0,0,1,0,96,2,18,48,52,34,0,0,0,1
"182","491501040002","MAPLE HILL HIGH SCHOOL",0,0,1,4,1,91,2,19,44,56,23,0,0,0,0
"183","491501040003","CASTLETON ELEMENTARY SCHOOL",1,0,1,3,0,94,2,13,49,51,25,0,0,0,0
"184","491700010002","PS 2",1,0,48,22,1,16,14,24,45,55,96,0,4,0,0
"185","491700010014","PS 14",8,0,27,20,1,37,14,15,49,51,84,0,2,0,0
"186","491700010016","PS 16",0,0,25,14,1,44,16,18,46,54,65,0,1,0,0
"187","491700010018","PS 18",9,0,16,15,3,59,8,17,55,45,52,0,3,0,0
"188","491700010019","TROY HIGH SCHOOL",2,0,33,14,2,46,5,14,51,49,72,0,2,0,0
"189","491700010020","CARROLL HILL SCHOOL",0,1,33,18,1,34,14,22,49,51,85,0,3,1,0
"190","491700010021","TROY MIDDLE SCHOOL",3,0,34,19,1,40,6,19,48,52,84,0,3,0,0
"191","491700860931","TRUE NORTH TROY PREPARATORY CHARTER SCHOOL",1,0,60,23,1,15,0,11,54,46,85,0,0,0,0
"192","500101060001","LITTLE TOR ELEMENTARY SCHOOL",1,0,2,21,15,58,5,9,51,49,9,0,0,0,0
"193","500101060002","BARDONIA ELEMENTARY SCHOOL",2,0,5,23,18,53,1,11,47,53,18,0,0,0,0
"194","500101060006","LAUREL PLAINS ELEMENTARY SCHOOL",3,1,2,19,14,62,1,15,49,51,14,0,0,0,0
"195","500101060007","LINK ELEMENTARY SCHOOL",6,0,3,17,16,61,3,12,49,51,11,0,0,0,0
"196","500101060008","NEW CITY ELEMENTARY SCHOOL",6,0,1,19,16,60,4,19,53,47,13,0,0,0,0
"197","500101060010","WEST NYACK ELEMENTARY SCHOOL",7,0,2,24,11,60,2,21,47,53,20,0,0,0,0
"198","500101060011","CLARKSTOWN NORTH SENIOR HIGH SCHOOL",4,0,3,17,14,64,1,16,47,53,19,0,0,0,0
"199","500101060014","LAKEWOOD ELEMENTARY SCHOOL",6,0,4,33,16,46,2,11,47,53,25,0,0,0,0
"200","500101060015","WOODGLEN ELEMENTARY SCHOOL",9,0,7,24,10,55,3,19,41,59,23,0,0,0,0
"201","500101060016","STRAWTOWN ELEMENTARY SCHOOL",3,0,3,11,14,71,2,17,48,52,10,0,0,0,0
"202","500101060019","CLARKSTOWN SOUTH SENIOR HIGH SCHOOL",0,0,5,15,14,64,2,19,47,53,13,0,0,0,0
"203","500101060020","BIRCHWOOD SCHOOL",0,0,7,20,0,70,2,96,36,64,36,0,1,0,0
"204","500101060022","FELIX FESTA DETERMINATION MIDDLE SCHOOL",2,0,6,17,14,61,3,17,48,52,15,0,0,0,0
"205","512001060009","J WILLIAM LEARY JUNIOR HIGH SCHOOL",0,15,1,2,0,82,0,21,53,47,58,0,0,0,0
"206","512101040001","MORRISTOWN CENTRAL SCHOOL",0,0,0,0,0,98,2,13,51,49,65,4,1,0,0
"207","512201040001","NORWOOD-NORFOLK SCHOOL",0,3,0,1,1,94,1,11,51,49,52,1,3,1,0
"208","512201040002","NORWOOD-NORFOLK ELEMENTARY SCHOOL",0,0,0,1,0,97,1,15,47,53,65,2,2,1,0
"209","512201040003","NORWOOD-NORFOLK MIDDLE SCHOOL",0,0,0,1,1,97,1,18,53,47,61,0,1,1,0
"210","512300010002","JOHN F KENNEDY SCHOOL",0,0,1,1,0,98,1,20,46,54,61,1,2,1,1
"211","512300010004","MADILL SCHOOL",0,0,0,1,0,98,1,16,48,52,70,1,3,1,0
"212","512300010009","OGDENSBURG FREE ACADEMY",0,0,1,1,1,97,0,18,48,52,55,0,3,1,0
"213","512404040001","HEUVELTON CENTRAL SCHOOL",0,0,1,1,0,97,1,11,47,53,53,3,3,0,0
"214","512501040002","PARISHVILLE-HOPKINTON ELEMENTARY SCHOOL",0,0,0,0,0,100,0,16,54,46,49,2,3,0,0
"215","512501040004","PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL",0,0,0,0,0,99,0,14,45,55,38,0,3,0,0
"216","512902060002","LAWRENCE AVENUE ELEMENTARY SCHOOL",4,0,1,2,3,93,1,15,46,54,44,0,0,0,0
"217","512902060003","POTSDAM SENIOR HIGH SCHOOL",0,0,2,2,4,90,2,12,48,52,31,0,0,0,0
"218","512902060004","A A KINGSTON MIDDLE SCHOOL",2,1,1,2,3,92,1,16,45,55,41,0,1,0,0
"219","513102040001","EDWARDS-KNOX ELEMENTARY SCHOOL",0,0,0,0,0,98,2,21,45,55,60,1,0,0,0
"220","513102040002","EDWARDS-KNOX JUNIOR-SENIOR HIGH SCHOOL",0,1,0,2,0,94,2,26,48,52,56,0,1,0,0
"221","520101060001","FRANCIS L STEVENS ELEMENTARY SCHOOL",1,0,0,3,3,91,2,14,48,52,21,0,1,0,0
"222","520101060002","CHARLTON HEIGHTS ELEMENTARY SCHOOL",0,0,0,2,1,94,3,13,47,53,12,0,0,0,0
"223","520101060004","PASHLEY ELEMENTARY SCHOOL",1,0,1,4,1,90,5,18,50,50,20,0,0,0,0
"224","520101060005","RICHARD H O'ROURKE MIDDLE SCHOOL",0,0,2,2,2,92,3,15,54,46,19,0,0,1,0
"225","520101060006","BURNT HILLS-BALLSTON LAKE SENIOR HIGH SCHOOL",0,0,1,1,2,94,2,14,48,52,18,0,0,0,0
"226","520302060001","SHENENDEHOWA HIGH SCHOOL",1,0,3,5,10,79,3,12,50,50,19,0,0,0,0
"227","520302060002","SKANO ELEMENTARY SCHOOL",3,0,3,7,10,76,4,8,51,49,15,0,0,0,0
"228","520302060003","ARONGEN ELEMENTARY SCHOOL",7,0,1,12,14,65,7,13,51,49,29,0,0,0,0
"229","520302060004","OKTE ELEMENTARY SCHOOL",3,0,4,10,9,71,6,12,46,54,25,0,0,0,0
"230","022101040001","WHITESVILLE CENTRAL SCHOOL",0,0,1,2,0,98,0,11,52,48,59,0,1,0,0
"231","022302040001","CUBA-RUSHFORD HIGH SCHOOL",0,0,1,0,1,97,0,16,40,60,47,0,0,0,0
"232","022302040002","CUBA-RUSHFORD ELEMENTARY SCHOOL",0,0,4,2,1,93,1,23,47,53,64,0,0,0,0
