"","ENTITY_CD","ENTITY_NAME","PER_ELL","PER_AM_IND","PER_BLACK","PER_HISP","PER_ASIAN","PER_WHITE","PER_Multi","PER_SWD","PER_FEMALE","PER_MALE","PER_ECDIS","PER_MIGRANT","PER_HOMELESS","PER_FOSTER","PER_ARMED"
"944","212001040005","MOUNT MARKHAM MIDDLE SCHOOL",1,0,0,1,1,97,1,28,46,54,60,1,0,0,0
"945","212101040000","CENTRAL VALLEY CSD AT ILION-MOHAWK",0,0,3,2,1,91,3,17,51,49,63,0,1,0,0
"946","212101040001","GREGORY B JARVIS MIDDLE SCHOOL",1,0,4,3,1,89,3,18,48,52,64,0,1,0,0
"947","212101040002","HARRY M FISHER ELEMENTARY SCHOOL",1,0,1,2,0,94,3,14,54,46,60,0,1,0,0
"948","212101040005","CENTRAL VALLEY ACADEMY",0,0,5,2,1,90,2,17,54,46,64,0,0,0,0
"949","212101040006","BARRINGER ROAD ELEMENTARY SCHOOL",0,0,1,2,0,94,2,18,50,50,62,0,0,1,0
"950","220101040002","SOUTH JEFFERSON HIGH SCHOOL",0,1,1,3,1,93,1,22,54,46,49,0,0,0,2
"951","220101040003","MAYNARD P WILSON ELEMENTARY SCHOOL",0,0,0,1,0,95,3,16,50,50,46,1,0,0,2
"952","220101040004","MANNSVILLE MANOR ELEMENTARY SCHOOL",0,0,0,2,0,95,3,13,50,50,60,2,3,0,0
"953","220101040006","CLARKE MIDDLE SCHOOL",1,0,1,2,1,93,3,18,48,52,51,1,1,0,1
"954","220202040001","ALEXANDRIA CENTRAL ELEMENTARY SCHOOL",0,1,0,3,0,93,3,17,55,45,56,0,2,0,0
"955","220202040002","ALEXANDRIA CENTRAL HIGH SCHOOL",0,0,2,1,0,96,1,19,44,56,42,0,1,0,0
"956","220301060001","ANTWERP PRIMARY SCHOOL",0,1,6,15,4,63,11,13,54,46,55,0,2,0,67
"957","220301060002","EVANS MILLS PRIMARY SCHOOL",8,1,8,28,2,54,8,14,51,49,62,0,1,0,68
"958","220301060003","PHILADELPHIA PRIMARY SCHOOL",1,0,3,5,1,86,5,17,51,49,52,0,3,3,26
"959","220301060004","THERESA PRIMARY SCHOOL",0,0,3,9,4,78,7,15,50,50,50,0,2,0,40
"960","220301060007","INDIAN RIVER HIGH SCHOOL",1,1,10,11,2,72,5,14,49,51,53,0,1,0,41
"961","220301060008","INDIAN RIVER MIDDLE SCHOOL",2,0,10,14,3,68,5,16,50,50,55,0,1,0,54
"962","220301060009","CALCIUM PRIMARY SCHOOL",4,1,12,20,3,57,7,15,46,54,53,0,0,0,87
"963","220301060010","INDIAN RIVER INTERMEDIATE SCHOOL",2,1,10,16,1,65,7,14,52,48,58,0,2,0,60
"964","220401040002","BROWNVILLE SCHOOL",0,0,1,1,1,96,1,20,50,50,30,0,0,0,0
"965","220401040003","DEXTER ELEMENTARY SCHOOL",2,0,1,1,2,93,2,19,50,50,31,0,0,0,0
"966","220401040004","GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL",1,1,2,2,0,93,1,14,45,55,34,0,0,0,0
"967","220701040001","GUARDINO ELEMENTARY SCHOOL",0,0,0,2,1,93,4,12,50,50,50,0,0,0,1
"968","220701040002","CAPE VINCENT ELEMENTARY SCHOOL",0,0,1,8,0,90,1,7,51,49,58,0,0,0,2
"969","220701040003","THOUSAND ISLANDS HIGH SCHOOL",0,1,1,2,0,92,3,14,49,51,46,0,0,0,2
"970","220701040004","THOUSAND ISLANDS MIDDLE SCHOOL",0,2,2,5,0,89,3,17,53,47,53,0,0,0,3
"971","220909040010","BELLEVILLE HENDERSON CENTRAL SCHOOL",1,0,1,4,1,91,3,17,49,51,57,0,0,0,0
"972","221001040001","SACKETS HARBOR CENTRAL SCHOOL",1,0,1,5,0,90,3,17,53,47,42,0,0,0,10
"973","221301040001","LYME CENTRAL SCHOOL",0,0,1,3,1,93,2,18,50,50,51,0,0,2,5
"974","221401040001","LA FARGEVILLE CENTRAL SCHOOL",0,0,0,1,1,93,4,16,50,50,60,0,0,0,5
"975","222000010007","KNICKERBOCKER SCHOOL",1,0,5,9,1,72,13,17,50,50,67,1,0,0,11
"976","222000010010","SHERMAN SCHOOL",3,0,3,9,3,74,11,13,42,58,53,0,0,0,6
"977","222000010011","STARBUCK ELEMENTARY SCHOOL",0,1,11,11,1,62,15,12,47,53,76,3,1,0,13
"978","222000010013","CASE MIDDLE SCHOOL",1,1,9,11,3,69,8,23,47,53,82,1,0,0,7
"979","222000010014","NORTH ELEMENTARY SCHOOL",3,0,9,11,1,65,13,18,43,57,77,1,0,0,9
"980","222000010015","OHIO STREET SCHOOL",5,1,8,16,1,63,11,16,50,50,80,1,0,0,5
"981","222000010016","WATERTOWN SENIOR HIGH SCHOOL",1,1,8,10,3,72,6,25,51,49,70,0,0,0,7
"982","222000010017","HAROLD T WILEY SCHOOL",1,0,7,10,2,71,10,22,50,50,82,0,0,0,10
"983","222201060001","CARTHAGE SENIOR HIGH SCHOOL",0,1,6,8,1,77,7,18,50,50,50,0,1,0,36
"984","222201060002","BLACK RIVER SCHOOL",3,1,7,12,1,71,8,18,48,52,50,0,1,0,62
"985","222201060005","CARTHAGE ELEMENTARY SCHOOL",3,0,5,10,2,75,9,19,51,49,65,0,0,0,36
"986","222201060006","WEST CARTHAGE ELEMENTARY SCHOOL",2,0,2,11,2,80,5,11,48,52,47,0,0,0,43
"987","222201060011","CARTHAGE MIDDLE SCHOOL",1,0,5,11,1,75,7,22,48,52,55,0,1,0,45
"988","230201040001","COPENHAGEN CENTRAL SCHOOL",0,0,1,4,1,93,1,17,46,54,41,0,1,0,0
"989","230301040001","HARRISVILLE ELEMENTARY SCHOOL",0,0,0,4,0,95,2,15,46,54,57,0,4,1,4
"990","230301040002","HARRISVILLE JUNIOR-SENIOR HIGH SCHOOL",0,0,1,2,2,95,1,21,50,50,54,0,1,1,2
"991","230901040001","LOWVILLE ELEMENTARY SCHOOL",0,0,2,2,0,93,3,19,48,52,51,0,0,0,4
"992","230901040002","LOWVILLE HIGH SCHOOL",0,0,3,1,1,95,0,11,49,51,48,0,1,0,3
"993","230901040003","LOWVILLE MIDDLE SCHOOL",0,0,2,2,0,95,1,12,48,52,42,0,0,0,3
"994","231101040005","GLENFIELD ELEMENTARY SCHOOL",1,0,1,4,0,93,2,30,52,48,64,1,3,0,1
"995","231101040006","SOUTH LEWIS MIDDLE SCHOOL",0,0,1,1,0,95,2,25,50,50,68,0,2,0,0
"996","231101040007","SOUTH LEWIS HIGH SCHOOL",0,0,1,2,0,93,4,24,49,51,62,0,1,0,0
"997","231101040008","PORT LEYDEN ELEMENTARY SCHOOL",0,0,0,2,0,97,1,21,45,55,61,0,1,0,0
"998","231301040001","BEAVER RIVER ELEMENTARY SCHOOL",0,0,1,1,0,98,0,19,47,53,50,1,0,0,0
"999","231301040002","BEAVER RIVER SENIOR HIGH SCHOOL",1,0,1,2,0,97,0,15,49,51,48,1,0,0,0
"1000","231301040004","BEAVER RIVER MIDDLE SCHOOL",1,1,1,1,0,96,0,21,50,50,54,1,0,0,0
"1001","240101040001","AVON PRIMARY SCHOOL",3,1,4,8,1,84,2,8,48,52,40,0,2,1,0
"1002","240101040002","AVON HIGH SCHOOL",1,0,2,5,2,92,0,9,48,52,26,0,1,0,0
"1003","240101040003","AVON MIDDLE SCHOOL",2,1,2,4,1,91,1,8,46,54,37,0,2,0,0
"1004","240201040001","CALEDONIA-MUMFORD ELEMENTARY SCHOOL",1,0,2,3,1,93,1,14,55,45,41,0,1,0,0
"1005","240201040002","CALEDONIA-MUMFORD HIGH SCHOOL",1,0,2,2,2,94,0,15,42,58,34,0,2,0,0
"1006","240201040003","CALEDONIA-MUMFORD MIDDLE SCHOOL",0,0,5,3,1,91,0,18,54,46,38,0,2,1,0
"1007","240401040001","GENESEO MIDDLE SCHOOL HIGH SCHOOL",3,0,2,8,1,86,3,15,52,48,37,0,2,0,0
"1008","240401040002","GENESEO ELEMENTARY SCHOOL",6,1,0,11,3,82,3,14,46,54,43,1,1,0,0
"1009","240801060001","LIVONIA ELEMENTARY SCHOOL",1,0,1,2,0,94,3,10,48,52,44,0,0,0,0
"1010","240801060002","LIVONIA SENIOR HIGH SCHOOL",1,0,1,3,1,95,1,13,49,51,35,0,0,0,0
"1011","240801060003","LIVONIA MIDDLE SCHOOL",1,0,0,2,0,94,3,12,47,53,42,0,0,0,0
"1012","240901040001","MOUNT MORRIS MIDDLE/SENIOR HIGH SCHOOL",11,0,3,31,2,64,0,22,49,51,65,0,1,0,0
"1013","240901040002","MOUNT MORRIS ELEMENTARY SCHOOL",12,0,3,26,1,68,2,16,47,53,66,0,2,0,0
"1014","241001060001","ELLIS B HYDE ELEMENTARY SCHOOL",1,0,1,3,0,93,3,13,47,53,56,0,1,0,0
"1015","241001060003","DANSVILLE HIGH SCHOOL",1,0,1,2,0,95,0,13,52,48,53,0,0,0,0
"1016","241001060004","DANSVILLE PRIMARY SCHOOL",1,0,1,2,0,94,3,13,47,53,61,0,1,0,0
"1017","241101040001","DALTON-NUNDA MIDDLE SCHOOL",1,0,0,1,0,99,1,15,48,52,54,0,1,0,0
"1018","241101040002","DALTON-NUNDA ELEMENTARY SCHOOL",0,0,0,2,0,97,1,10,46,54,57,0,2,0,0
"1019","241101040003","DALTON-NUNDA HIGH SCHOOL",1,0,1,1,0,97,1,12,49,51,45,0,1,0,0
"1020","241701040003","YORK CENTRAL ELEMENTARY SCHOOL",3,0,1,3,0,95,1,17,45,55,50,1,0,0,0
"1021","241701040004","YORK MIDDLE/HIGH SCHOOL",0,0,0,1,1,95,3,16,49,51,42,1,0,0,0
"1022","250109040001","BROOKFIELD CENTRAL SCHOOL",0,0,0,1,0,98,0,19,53,47,54,0,1,0,0
"1023","250201060001","CAZENOVIA MIDDLE SCHOOL",0,0,1,2,2,94,1,11,51,49,23,0,0,0,0
"1024","250201060002","CAZENOVIA HIGH SCHOOL",0,0,1,3,2,93,0,11,48,52,21,0,0,0,0
"1025","250201060006","BURTON STREET ELEMENTARY SCHOOL",2,0,0,3,0,94,2,11,45,55,25,0,1,0,0
"1026","250301040001","DERUYTER HIGH SCHOOL",1,0,5,4,1,90,1,19,56,44,60,1,1,0,0
"1027","250301040002","DERUYTER ELEMENTARY SCHOOL",2,1,1,2,0,94,2,16,44,56,59,0,0,0,0
"1028","250401040001","EDWARD R ANDREWS ELEMENTARY SCHOOL",0,0,1,2,1,91,6,23,52,48,65,1,0,0,0
"1029","250401040004","MORRISVILLE MIDDLE SCHOOL HIGH SCHOOL",0,0,1,1,1,95,3,13,50,50,53,0,0,0,0
"1030","250701040001","HAMILTON JUNIOR-SENIOR HIGH SCHOOL",0,0,1,2,3,94,0,14,46,54,28,0,0,0,0
"1031","250701040002","HAMILTON ELEMENTARY SCHOOL",3,0,4,2,4,88,2,20,48,52,36,0,0,0,0
"1032","250901060003","PETERBORO STREET ELEMENTARY SCHOOL",1,0,0,5,1,88,6,14,51,49,60,0,0,0,0
"1033","250901060004","CANASTOTA HIGH SCHOOL",0,1,1,3,1,90,5,14,48,52,50,0,1,0,0
"1034","250901060005","ROBERTS STREET MIDDLE SCHOOL",1,1,1,2,1,91,4,21,49,51,63,1,1,0,0
"1035","250901060006","SOUTH SIDE ELEMENTARY SCHOOL",0,1,1,3,0,92,5,13,52,48,61,0,0,0,0
"1036","251101040003","MADISON CENTRAL SCHOOL",1,0,0,0,0,99,0,16,52,48,56,0,0,0,0
"1037","251400010002","DURHAMVILLE SCHOOL",0,2,0,2,0,91,4,24,48,52,60,0,1,0,0
"1038","251400010003","NORTH BROAD STREET SCHOOL",0,7,0,2,0,84,6,16,55,45,75,0,2,0,0
"1039","251400010005","SENECA STREET SCHOOL",5,2,0,3,3,87,5,10,49,51,42,1,1,0,0
"1040","251400010006","W F PRIOR ELEMENTARY SCHOOL",0,3,1,1,0,86,8,24,46,54,73,0,1,1,0
"1041","251400010008","OTTO L SHORTELL MIDDLE SCHOOL",1,4,2,3,1,89,3,17,53,47,57,0,0,0,0
"1042","251400010009","ONEIDA SENIOR HIGH SCHOOL",1,2,1,2,2,91,2,16,51,49,45,0,1,0,0
"1043","251501040001","STOCKBRIDGE VALLEY CENTRAL SCHOOL",0,2,0,2,0,93,2,13,51,49,55,0,1,0,0
"1044","251601060001","BRIDGEPORT ELEMENTARY SCHOOL",0,0,0,3,0,93,4,16,50,50,51,0,1,0,0
"1045","251601060002","BOLIVAR ROAD ELEMENTARY SCHOOL",0,0,0,2,0,93,5,16,46,54,42,0,0,0,0
"1046","251601060003","CHITTENANGO MIDDLE SCHOOL",0,0,0,3,1,92,4,16,49,51,40,0,1,0,0
"1047","251601060005","CHITTENANGO HIGH SCHOOL",0,0,2,3,1,92,2,18,50,50,39,0,1,0,0
"1048","260101060001","COUNCIL ROCK PRIMARY SCHOOL",10,0,6,6,12,67,8,10,51,49,21,0,0,0,0
"1049","260101060004","BRIGHTON HIGH SCHOOL",1,0,9,5,10,71,5,13,50,50,23,0,1,0,0
"1050","260101060008","TWELVE CORNERS MIDDLE SCHOOL",3,0,7,6,11,68,9,13,50,50,22,0,0,0,0
"1051","260101060010","FRENCH ROAD ELEMENTARY SCHOOL",6,0,7,8,11,67,8,14,46,54,24,0,0,0,0
"1052","260401060001","GATES-CHILI HIGH SCHOOL",4,0,18,12,6,58,5,14,50,50,47,0,1,1,0
"1053","260401060002","FLORENCE BRASSER SCHOOL",9,1,13,11,4,63,8,8,48,52,44,0,0,1,1
"1054","260401060004","GATES-CHILI MIDDLE SCHOOL",4,0,17,13,5,55,9,14,52,48,53,0,1,0,0
"1055","260401060007","PAUL ROAD SCHOOL",0,0,16,11,2,59,11,13,52,48,43,0,1,1,0
"1056","260401060008","WALT DISNEY SCHOOL",6,1,16,17,7,54,5,5,52,48,54,0,0,0,0
"1057","260401060009","NEIL ARMSTRONG SCHOOL",7,0,19,18,4,49,9,12,48,52,65,0,0,0,0
"1058","260501060001","AUTUMN LANE ELEMENTARY SCHOOL",8,0,13,13,6,57,10,14,49,51,58,0,0,0,0
"1059","260501060002","LONGRIDGE SCHOOL",6,0,14,24,3,51,9,15,53,47,72,0,1,1,0
"1060","260501060004","BROOKSIDE ELEMENTARY SCHOOL CAMPUS",6,0,11,13,5,67,4,15,53,47,52,0,0,1,0
"1061","260501060006","ENGLISH VILLAGE ELEMENTARY SCHOOL",6,0,14,21,5,49,12,13,52,48,76,0,1,1,0
"1062","260501060007","WEST RIDGE ELEMENTARY SCHOOL",13,0,35,25,4,30,6,18,43,57,84,0,2,0,0
"1063","260501060008","OLYMPIA HIGH SCHOOL",4,0,21,16,5,52,5,14,50,50,70,0,1,0,0
"1064","260501060009","PADDY HILL ELEMENTARY SCHOOL",4,0,7,9,4,73,6,3,49,51,40,0,0,0,1
"1065","260501060010","ARCADIA HIGH SCHOOL",2,0,14,14,3,65,3,15,47,53,56,0,1,0,0
"1066","260501060011","LAKESHORE ELEMENTARY SCHOOL",5,0,16,20,2,54,8,18,51,49,69,0,1,0,0
"1067","260501060012","BUCKMAN HEIGHTS ELEMENTARY SCHOOL",5,0,12,15,6,60,6,13,54,46,65,0,1,1,0
"1068","260501060013","ODYSSEY ACADEMY",3,0,16,19,4,58,4,14,49,51,64,0,1,1,0
"1069","260501060015","CRAIG HILL ELEMENTARY SCHOOL",7,0,14,19,3,55,9,11,43,57,58,0,0,0,1
"1070","260501060016","HOLMES ROAD ELEMENTARY SCHOOL",10,1,12,17,6,58,6,12,48,52,64,0,1,0,0
"1071","260501060019","ATHENA HIGH SCHOOL",3,0,16,10,5,66,3,17,49,51,50,0,1,0,0
"1072","260501060020","ATHENA MIDDLE SCHOOL",3,0,16,13,4,61,6,14,50,50,49,0,1,0,1
"1073","260501060023","ARCADIA MIDDLE SCHOOL",3,0,13,15,2,64,5,15,47,53,63,0,1,0,0
"1074","260501060024","PINE BROOK ELEMENTARY SCHOOL",2,0,9,9,2,76,3,9,51,49,37,0,0,0,0
"1075","260501861002","DISCOVERY CHARTER SCHOOL",5,0,64,24,0,6,6,12,59,41,96,0,0,0,0
"1076","260501861020","YOUNG WOMEN'S COLLEGE PREP CHARTER",10,0,59,25,1,10,5,11,100,0,83,0,2,1,0
"1077","260501861067","RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS",1,0,73,14,2,8,4,11,56,44,92,0,3,0,0
"1078","260801060003","LAURELTON-PARDEE INTERMEDIATE SCHOOL",4,0,21,23,2,47,8,6,53,47,61,0,2,0,0
"1079","260801060005","IVAN L GREEN PRIMARY SCHOOL",7,0,18,19,4,51,9,10,53,47,65,0,3,0,1
"1080","260801060006","EASTRIDGE SENIOR HIGH SCHOOL",3,0,22,21,2,48,6,11,47,53,58,0,2,0,0
"1081","260801060009","DURAND-EASTMAN INTERMEDIATE SCHOOL",5,0,20,26,1,44,9,10,44,56,66,0,1,0,0
"1082","260801060011","HELENDALE ROAD PRIMARY SCHOOL",7,0,20,24,3,45,8,8,51,49,59,0,0,0,0
"1083","260801060012","EAST IRONDEQUOIT MIDDLE SCHOOL",5,0,25,26,2,43,5,12,50,50,64,0,2,0,0
"1084","260803060001","BRIARWOOD SCHOOL",1,1,4,11,1,79,5,10,47,53,26,0,1,0,0
"1085","260803060002","DAKE JUNIOR HIGH SCHOOL",2,0,11,11,4,70,4,13,49,51,38,0,0,0,0
"1086","260803060003","IROQUOIS MIDDLE SCHOOL",3,0,7,11,4,74,5,11,51,49,33,0,0,0,0
"1087","260803060004","ROGERS MIDDLE SCHOOL",2,1,11,15,4,66,3,12,45,55,43,0,0,0,0
"1088","260803060005","IRONDEQUOIT HIGH SCHOOL",2,0,12,12,3,69,3,13,46,54,37,0,1,0,0
"1089","260803060007","SENECA SCHOOL",21,0,2,9,9,71,8,3,45,55,46,0,0,0,0
"1090","260803060009","COLEBROOK SCHOOL",0,0,4,13,0,82,2,9,47,53,34,0,0,0,0
"1091","260803060011","SOUTHLAWN SCHOOL",0,0,12,15,0,67,5,11,48,52,39,0,0,0,0
"1092","260803060012","BROOKVIEW SCHOOL",0,1,10,14,3,66,6,13,52,48,40,0,0,0,0
"1093","260803060014","LISTWOOD SCHOOL",0,0,3,3,3,87,4,3,48,52,17,0,0,0,0
"1094","260901060001","LIMA ELEMENTARY SCHOOL",0,0,1,4,0,91,4,10,46,54,21,0,0,0,0
"1095","260901060002","MANOR INTERMEDIATE SCHOOL",1,0,1,3,1,93,2,10,44,56,23,0,0,0,1
"1096","260901060004","HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL",0,0,1,2,3,92,2,14,50,50,16,0,0,0,0
"1097","260901060005","HONEOYE FALLS-LIMA MIDDLE SCHOOL",1,0,1,3,2,91,3,15,48,52,20,0,0,0,0
"1098","261001060001","SPENCERPORT HIGH SCHOOL",1,0,5,6,3,82,4,12,49,51,31,0,1,0,0
"1099","261001060002","WILLIAM C MUNN SCHOOL",11,0,11,8,6,70,5,14,49,51,49,0,0,0,0
"1100","261001060003","LEO BERNABI SCHOOL",0,0,3,8,0,83,5,17,43,57,30,0,0,0,0
"1101","261001060005","A M COSGROVE MIDDLE SCHOOL",3,0,5,7,2,80,5,14,47,53,35,0,0,0,0
"1102","261001060006","TERRY TAYLOR ELEMENTARY SCHOOL",0,0,4,8,0,82,5,11,47,53,34,0,0,1,1
"1103","261001060007","CANAL VIEW ELEMENTARY SCHOOL",9,0,4,9,2,78,6,10,52,48,36,0,0,0,0
"1104","261101060001","VILLAGE ELEMENTARY SCHOOL",0,0,3,7,0,88,3,10,51,49,40,0,1,0,0
"1105","261101060002","QUEST ELEMENTARY SCHOOL",0,0,1,6,1,88,4,15,43,57,25,0,0,0,0
"1106","261101060004","HILTON HIGH SCHOOL",1,0,3,5,1,89,2,11,49,51,27,0,1,0,0
"1107","261101060005","MERTON WILLIAMS MIDDLE SCHOOL",0,0,2,6,1,88,3,13,49,51,29,0,2,0,0
"1108","261101060006","NORTHWOOD ELEMENTARY SCHOOL",2,0,3,5,1,88,3,7,46,54,22,0,0,0,0
"1109","261201060003","COBBLES ELEMENTARY SCHOOL",3,0,3,6,3,83,5,6,50,50,22,0,0,0,0
"1110","261201060004","INDIAN LANDING ELEMENTARY SCHOOL",2,0,3,6,2,82,7,5,49,51,20,0,0,0,0
"1111","261201060005","SCRIBNER ROAD ELEMENTARY SCHOOL",2,0,3,5,4,83,5,7,48,52,17,0,0,0,0
"1112","261201060006","PENFIELD SENIOR HIGH SCHOOL",1,0,5,5,3,84,4,11,48,52,22,0,0,0,0
"1113","261201060008","BAY TRAIL MIDDLE SCHOOL",1,0,5,6,3,81,5,10,53,47,23,0,1,0,0
"1114","261201060009","HARRIS HILL ELEMENTARY SCHOOL",3,0,2,3,4,88,4,8,51,49,16,0,0,0,0
"1115","261301060001","BROOKS HILL SCHOOL",12,0,3,4,4,85,4,9,49,51,26,0,0,0,0
"1116","261301060002","JOHANNA PERRIN MIDDLE SCHOOL",3,0,4,5,3,85,4,11,53,47,22,0,0,0,0
"1117","261301060004","MARTHA BROWN MIDDLE SCHOOL",0,0,5,5,3,85,3,12,49,51,22,0,0,0,0
"1118","261301060006","JEFFERSON AVENUE SCHOOL",0,0,5,3,1,89,3,11,50,50,19,0,0,0,0
"1119","261301060007","MINERVA DELAND SCHOOL",2,0,5,4,3,88,1,17,45,55,26,0,0,0,0
"1120","261301060008","NORTHSIDE SCHOOL",0,0,3,5,2,86,4,11,48,52,26,0,0,0,0
"1121","261301060009","FAIRPORT SENIOR HIGH SCHOOL",2,0,5,3,4,86,1,13,47,53,21,0,0,0,0
"1122","261301060010","DUDLEY SCHOOL",0,0,2,6,1,87,5,9,46,54,22,0,0,0,1
"1123","261313030001","EAST ROCHESTER ELEMENTARY SCHOOL",1,0,4,12,1,78,5,22,50,50,53,0,0,0,0
"1124","261313030002","EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL",2,1,12,12,0,73,2,14,50,50,55,0,1,0,0
"1125","261401060001","ALLEN CREEK SCHOOL",4,0,2,6,12,73,6,8,52,48,7,0,0,0,0
"1126","261401060002","JEFFERSON ROAD SCHOOL",0,0,2,7,4,78,10,14,45,55,3,0,0,0,0
"1127","261401060004","PARK ROAD SCHOOL",0,0,4,3,4,81,8,16,45,55,4,0,0,0,0
"1128","261401060005","MENDON CENTER ELEMENTARY SCHOOL",3,0,2,5,24,63,6,9,45,55,2,0,0,0,0
"1129","261401060006","PITTSFORD SUTHERLAND HIGH SCHOOL",1,0,3,6,13,73,4,12,50,50,5,0,0,0,0
"1130","261401060008","BARKER ROAD MIDDLE SCHOOL",0,0,3,4,12,75,6,13,48,52,3,0,0,0,0
"1131","261401060009","THORNELL ROAD SCHOOL",0,0,1,4,9,81,5,13,42,58,1,0,0,0,0
"1132","261401060010","PITTSFORD-MENDON HIGH SCHOOL",0,0,3,6,11,76,4,9,52,48,4,0,0,0,0
"1133","261401060011","CALKINS ROAD MIDDLE SCHOOL",1,0,4,7,12,73,5,12,53,47,3,0,0,0,0
"1134","261501060002","CHESTNUT RIDGE ELEMENTARY SCHOOL",3,0,12,9,3,64,11,6,50,50,36,0,0,1,0
"1135","261501060003","CHURCHVILLE ELEMENTARY SCHOOL",0,0,6,8,0,80,6,10,48,52,44,0,0,1,0
"1136","261501060004","CHURCHVILLE-CHILI SENIOR HIGH SCHOOL",0,0,8,5,3,81,3,12,49,51,31,0,0,0,0
"1137","261501060006","FAIRBANKS ROAD ELEMENTARY SCHOOL",2,0,2,5,1,86,6,9,45,55,23,0,0,1,0
"1138","261501060008","CHURCHVILLE-CHILI MIDDLE SCHOOL",2,0,8,7,2,78,6,12,48,52,32,0,0,0,0
"1139","261600010002","SCHOOL 2-CLARA BARTON",3,0,81,14,0,5,0,24,44,56,96,0,3,0,0
"1140","261600010003","SCHOOL 3-NATHANIEL ROCHESTER",7,0,80,10,3,7,0,16,50,50,93,0,2,0,0
"1141","261600010004","SCHOOL 4-GEORGE MATHER FORBES",9,0,73,18,1,7,1,35,49,51,96,0,4,1,0
"1142","261600010005","SCHOOL 5-JOHN WILLIAMS",29,0,45,23,16,15,0,15,48,53,95,0,5,0,0
"1143","261600010007","SCHOOL 7-VIRGIL GRISSOM",11,0,64,21,5,10,1,32,47,53,95,0,2,0,0
"1144","261600010008","SCHOOL 8-ROBERTO CLEMENTE",11,0,64,28,1,6,0,20,49,51,98,0,5,0,0
"1145","261600010009","SCHOOL 9-DR MARTIN LUTHER KING JR",46,0,28,71,0,1,0,15,47,53,97,0,4,0,0
"1146","261600010010","DR WALTER COOPER ACADEMY",5,0,77,17,1,5,1,25,46,54,89,0,3,0,0
"1147","261600010012","SCHOOL 12-JAMES P B DUFFY",25,0,49,35,3,12,1,17,52,48,86,0,2,0,0
"1148","261600010015","SCHOOL 15-CHILDREN'S SCHOOL OF ROCHESTER (THE)",39,0,39,14,23,23,1,16,48,52,85,0,1,0,0
"1149","261600010016","SCHOOL 16-JOHN WALTON SPENCER",4,0,81,15,1,3,0,22,45,55,97,0,5,0,0
"1150","261600010017","SCHOOL 17-ENRICO FERMI",30,0,34,57,0,7,1,16,47,53,98,0,1,0,0
"1151","261600010019","SCHOOL 19-DR CHARLES T LUNSFORD",6,1,78,16,1,4,0,31,47,53,94,0,3,1,0
"1152","261600010020","SCHOOL 20-HENRY LOMB SCHOOL",11,0,54,40,2,4,0,22,44,56,97,0,7,0,0
"1153","261600010022","SCHOOL 22-LINCOLN SCHOOL",31,0,37,59,0,3,0,21,50,50,98,0,4,0,0
"1154","261600010023","SCHOOL 23-FRANCIS PARKER",4,0,44,14,3,37,2,24,49,51,64,0,2,0,0
"1155","261600010025","SCHOOL 25-NATHANIEL HAWTHORNE",4,0,56,32,0,12,0,41,41,59,93,0,5,0,0
"1156","261600010028","SCHOOL 28-HENRY HUDSON",33,0,33,61,1,4,1,21,47,53,92,0,4,0,0
"1157","261600010029","SCHOOL 29-ADLAI E STEVENSON",10,1,71,17,2,9,0,44,43,57,97,0,4,0,0
"1158","261600010033","SCHOOL 33-AUDUBON",16,0,49,43,1,6,1,23,49,51,92,0,6,0,0
"1159","261600010034","SCHOOL 34-DR LOUIS A CERULLI",11,0,56,25,4,13,1,20,49,51,92,0,3,1,0
"1160","261600010035","SCHOOL 35-PINNACLE",43,0,37,51,1,9,1,15,48,52,91,0,4,0,0
"1161","261600010039","SCHOOL 39-ANDREW J TOWNSON",3,0,61,30,1,7,1,18,48,52,95,0,2,0,0
"1162","261600010042","SCHOOL 42-ABELARD REYNOLDS",4,0,51,22,2,24,1,21,47,53,85,0,3,0,0
"1163","261600010043","SCHOOL 43-THEODORE ROOSEVELT",7,0,56,26,4,13,1,30,45,55,95,0,4,0,0
"1164","261600010044","SCHOOL 44-LINCOLN PARK",3,0,80,11,1,7,1,29,51,49,95,0,3,0,0
"1165","261600010045","SCHOOL 45-MARY MCLEOD BETHUNE",5,0,61,32,1,5,1,18,48,52,96,0,6,0,0
"1166","261600010046","SCHOOL 46-CHARLES CARROLL",8,0,48,25,4,22,1,27,48,52,77,0,2,0,0
"1167","261600010050","SCHOOL 50-HELEN BARRETT MONTGOMERY",22,0,47,28,13,13,0,17,49,51,92,0,4,0,0
"1168","261600010052","SCHOOL 52-FRANK FOWLER DOW",3,0,50,24,1,25,0,15,49,51,83,0,2,0,0
"1169","261600010053","SCHOOL 53 MONTESSORI ACADEMY",2,0,67,17,0,13,2,15,49,51,75,0,1,0,0
"1170","261600010054","SCHOOL 54-FLOWER CITY COMMUNITY SCHOOL",7,0,68,21,2,8,1,18,46,54,97,0,3,1,0
"1171","261600010057","SCHOOL 57-EARLY CHILDHOOD SCHOOL",6,0,63,27,2,7,1,27,49,51,97,0,4,0,0
