"","ENTITY_CD","NUM_TEACH","PER_TEACH_INEXP","NUM_PRINC","PER_PRINC_INEXP"
"2501","321200010044",23,57,1,0
"2502","321200010047",74,20,1,0
"2503","321200010057",39,28,1,0
"2504","321200010061",20,50,1,100
"2505","321200010066",48,27,1,100
"2506","321200010067",43,72,1,0
"2507","321200010098",25,44,1,0
"2508","321200010129",40,20,1,0
"2509","321200010134",41,24,1,100
"2510","321200010150",54,15,1,100
"2511","321200010190",22,14,1,100
"2512","321200010195",61,64,0,0
"2513","321200010196",63,49,1,0
"2514","321200010211",46,37,1,0
"2515","321200010212",18,17,1,100
"2516","321200010214",72,32,1,0
"2517","321200010217",28,64,1,0
"2518","321200010242",61,33,1,0
"2519","321200010273",19,63,2,100
"2520","321200010286",24,50,1,100
"2521","321200010300",41,5,1,0
"2522","321200010314",25,28,1,100
"2523","321200010316",33,48,1,0
"2524","321200010318",24,54,1,100
"2525","321200010341",35,51,1,0
"2526","321200010383",25,44,1,100
"2527","321200010458",18,50,1,0
"2528","321200010463",27,15,1,0
"2529","321200010531",39,33,2,50
"2530","321200010536",27,7,1,100
"2531","321200010595",14,64,1,100
"2532","321200011248",39,44,1,100
"2533","321200011251",31,39,1,0
"2534","321200011267",52,52,1,0
"2535","321200011271",62,37,1,0
"2536","321200011388",36,28,1,0
"2537","321200011446",15,53,2,50
"2538","321200011478",20,50,1,0
"2539","321200011479",27,30,1,0
"2540","321200011480",13,8,1,0
"2541","321200011511",34,32,1,0
"2542","321200011521",36,33,1,0
"2543","321200011550",41,54,1,0
"2544","321200011682",4,0,1,0
"2545","321200011684",38,18,1,0
"2546","321200011691",25,20,1,0
"2547","321200860870",30,33,1,0
"2548","321200860898",0,0,1,100
"2549","321200860965",53,28,1,0
"2550","321200861010",20,15,1,100
"2551","321200861026",0,0,2,100
"2552","321200861107",12,25,1,100
"2553","321200861108",5,20,1,100
"2554","331300010000",1388,23,40,20
"2555","331300010003",22,9,1,0
"2556","331300010008",59,8,1,100
"2557","331300010009",48,25,1,0
"2558","331300010011",47,40,1,0
"2559","331300010020",29,10,1,0
"2560","331300010044",12,17,1,0
"2561","331300010046",21,14,1,100
"2562","331300010054",20,25,1,0
"2563","331300010056",21,38,1,0
"2564","331300010067",18,44,1,0
"2565","331300010093",18,22,1,100
"2566","331300010113",30,20,1,0
"2567","331300010133",51,27,1,0
"2568","331300010256",17,24,1,0
"2569","331300010265",35,0,1,0
"2570","331300010266",16,19,0,0
"2571","331300010270",13,23,1,100
"2572","331300010282",44,7,1,100
"2573","331300010287",13,62,1,0
"2574","331300010301",14,36,2,0
"2575","331300010305",12,8,1,0
"2576","331300010307",34,32,1,0
"2577","331300010313",23,17,1,0
"2578","331300010351",17,35,1,0
"2579","331300010691",21,33,1,0
"2580","331300011350",18,56,1,0
"2581","331300011412",40,33,1,0
"2582","331300011419",43,23,1,0
"2583","331300011430",275,13,2,50
"2584","331300011439",28,18,1,0
"2585","331300011483",34,24,1,100
"2586","331300011492",36,31,1,0
"2587","331300011499",15,27,0,0
"2588","331300011527",44,43,1,0
"2589","331300011553",16,6,1,0
"2590","331300011595",27,15,1,0
"2591","331300011605",57,39,1,100
"2592","331300011616",17,47,1,0
"2593","331300011670",56,29,1,0
"2594","331300011674",31,29,1,0
"2595","331300860810",34,29,2,0
"2596","331300860893",37,16,4,0
"2597","331300860901",0,0,3,67
"2598","331300860902",0,0,1,100
"2599","331300860937",0,0,1,100
"2600","331300861006",0,0,1,0
"2601","331300861039",0,0,1,100
"2602","331300861056",38,34,4,50
"2603","331300861063",73,55,2,100
"2604","331300861066",26,0,2,0
"2605","331300861077",58,29,2,50
"2606","331300861079",28,36,1,0
"2607","331300861110",7,57,1,100
"2608","331400010000",1323,22,40,20
"2609","331400010016",15,13,1,0
"2610","331400010017",25,12,1,0
"2611","331400010018",20,35,1,0
"2612","331400010023",24,25,1,100
"2613","331400010031",34,21,1,0
"2614","331400010034",27,26,1,0
"2615","331400010050",28,39,1,0
"2616","331400010059",28,36,1,100
"2617","331400010084",76,18,1,0
"2618","331400010110",28,25,1,0
"2619","331400010120",24,38,1,0
"2620","331400010126",34,21,1,0
"2621","331400010132",39,23,1,0
"2622","331400010147",24,33,1,0
"2623","331400010157",34,21,1,0
"2624","331400010196",27,26,1,0
"2625","331400010250",34,6,1,0
"2626","331400010257",38,21,1,0
"2627","331400010297",15,27,1,0
"2628","331400010318",79,3,1,0
"2629","331400010319",7,14,1,0
"2630","331400010380",47,19,1,100
"2631","331400010414",40,35,1,0
"2632","331400010577",36,19,1,0
"2633","331400010582",24,17,2,50
"2634","331400011071",59,27,1,100
"2635","331400011449",43,7,1,0
"2636","331400011454",27,30,1,0
"2637","331400011474",54,35,2,50
"2638","331400011477",30,10,1,0
"2639","331400011478",63,14,0,0
"2640","331400011488",40,35,1,0
"2641","331400011558",35,17,1,0
"2642","331400011561",48,15,1,0
"2643","331400011586",43,23,1,0
"2644","331400011610",39,21,1,0
"2645","331400011614",31,26,1,100
"2646","331400011685",19,32,2,50
"2647","331400860809",0,0,1,0
"2648","331400860865",89,30,1,100
"2649","331400860885",0,0,1,0
"2650","331400860945",30,37,1,100
"2651","331400861007",0,0,2,100
"2652","331400861021",35,23,3,67
"2653","331400861022",0,0,1,100
"2654","331400861024",0,0,1,100
"2655","331500010000",2307,23,51,33
"2656","331500010001",85,20,1,0
"2657","331500010010",61,11,1,0
"2658","331500010015",39,13,1,0
"2659","331500010024",48,33,1,100
"2660","331500010029",55,11,1,0
"2661","331500010032",53,28,1,0
"2662","331500010038",31,39,2,50
"2663","331500010039",26,46,1,0
"2664","331500010051",60,13,2,50
"2665","331500010058",60,15,1,0
"2666","331500010088",99,25,1,0
"2667","331500010094",95,26,2,50
"2668","331500010107",34,15,1,0
"2669","331500010118",15,27,1,0
"2670","331500010124",24,17,1,100
"2671","331500010130",54,24,1,0
"2672","331500010131",65,15,2,50
"2673","331500010136",47,15,1,0
"2674","331500010146",43,12,1,0
"2675","331500010154",33,3,1,100
"2676","331500010169",98,11,1,0
"2677","331500010172",48,17,1,100
"2678","331500010230",74,14,1,0
"2679","331500010261",53,13,1,100
"2680","331500010295",36,14,1,0
"2681","331500010321",81,6,1,0
"2682","331500010442",37,41,1,0
"2683","331500010443",36,3,1,0
"2684","331500010447",55,25,1,0
"2685","331500010448",68,12,1,0
"2686","331500010516",39,41,2,50
"2687","331500010676",13,38,1,100
"2688","331500010821",42,24,1,0
"2689","331500010839",31,29,1,0
"2690","331500010896",5,60,1,100
"2691","331500011423",25,40,1,0
"2692","331500011429",22,32,1,0
"2693","331500011462",33,42,1,100
"2694","331500011463",31,26,1,100
"2695","331500011464",57,30,0,0
"2696","331500011497",54,50,1,100
"2697","331500011519",47,38,0,0
"2698","331500011529",17,12,1,100
"2699","331500011592",27,44,1,0
"2700","331500011656",66,29,1,100
"2701","331500011667",116,35,1,0
"2702","331500011684",59,19,1,0
"2703","331500011698",16,25,1,0
"2704","331500860878",0,0,1,0
"2705","331500860927",28,36,2,100
"2706","331500860935",88,22,2,50
"2707","331500860953",36,33,1,100
"2708","331500861011",0,0,1,100
"2709","331500861016",12,25,1,0
"2710","331500861023",0,0,1,100
"2711","331600010000",530,26,25,28
"2712","331600010005",15,27,1,0
"2713","331600010021",35,9,1,0
"2714","331600010025",12,8,1,0
"2715","331600010026",26,31,1,0
"2716","331600010028",15,13,1,0
"2717","331600010035",18,22,1,0
"2718","331600010040",24,4,1,0
"2719","331600010057",15,27,1,100
"2720","331600010081",28,25,1,0
"2721","331600010243",25,36,1,0
"2722","331600010262",16,38,1,0
"2723","331600010267",27,44,1,0
"2724","331600010308",25,12,1,0
"2725","331600010309",19,16,1,100
"2726","331600010335",22,9,1,0
"2727","331600010627",19,53,1,100
"2728","331600010628",19,47,1,100
"2729","331600010681",19,47,1,0
"2730","331600010898",7,29,1,100
"2731","331600011455",40,25,1,100
"2732","331600011498",38,29,1,0
"2733","331600011594",19,26,1,100
"2734","331600011669",17,24,1,0
"2735","331600011688",13,31,1,0
"2736","331600011765",22,18,1,0
"2737","331600860847",0,0,1,0
"2738","331600860860",0,0,2,50
"2739","331600860918",0,0,1,0
"2740","331600860924",0,0,1,100
"2741","331600860938",0,0,3,67
"2742","331600860971",69,16,2,50
"2743","331600860975",0,0,4,25
"2744","331600861003",31,52,1,100
"2745","331600861095",0,0,0,0
"2746","331600861112",12,50,1,100
"2747","331700010000",1486,25,48,17
"2748","331700010002",36,28,1,0
"2749","331700010006",47,4,1,0
"2750","331700010012",22,32,1,100
"2751","331700010061",48,31,1,100
"2752","331700010091",16,25,1,0
"2753","331700010092",33,18,1,0
"2754","331700010138",43,9,1,0
"2755","331700010161",22,9,1,0
"2756","331700010181",45,24,1,0
"2757","331700010189",73,15,1,0
"2758","331700010191",15,7,1,100
"2759","331700010221",19,11,1,100
"2760","331700010241",29,7,1,0
"2761","331700010246",34,12,1,0
"2762","331700010249",52,35,1,0
"2763","331700010289",28,21,1,0
"2764","331700010316",47,34,1,0
"2765","331700010340",19,26,1,100
"2766","331700010352",17,18,1,100
"2767","331700010353",14,36,1,0
"2768","331700010354",29,28,1,0
"2769","331700010375",26,8,1,0
"2770","331700010394",31,13,1,0
"2771","331700010397",17,24,1,0
"2772","331700010398",22,14,1,0
"2773","331700010399",24,17,2,50
"2774","331700010484",19,37,1,0
"2775","331700010532",36,39,1,0
"2776","331700010705",25,48,1,0
"2777","331700010722",26,23,1,0
"2778","331700010770",22,68,1,0
"2779","331700011122",34,21,1,0
"2780","331700011382",34,32,1,0
"2781","331700011408",29,34,1,0
"2782","331700011524",31,23,1,0
"2783","331700011528",17,59,0,0
"2784","331700011531",29,3,1,0
"2785","331700011537",30,30,1,0
"2786","331700011539",32,28,1,0
"2787","331700011543",41,32,1,0
"2788","331700011546",33,30,1,0
"2789","331700011547",27,26,1,100
"2790","331700011548",21,43,1,0
"2791","331700011568",14,43,1,0
"2792","331700011590",75,27,1,0
"2793","331700011600",78,21,1,0
"2794","331700011745",35,66,1,0
"2795","331700011751",28,11,1,0
"2796","331700860841",30,43,2,50
"2797","331700860879",0,0,3,100
"2798","331700860882",120,14,1,100
"2799","331700860950",29,31,2,100
"2800","331700861027",36,36,2,100
"2801","331700861040",0,0,3,67
"2802","331700861041",0,0,2,100
"2803","331700861086",0,0,1,100
"2804","331700861094",0,0,1,100
"2805","331800010000",1066,22,31,16
"2806","331800010066",54,24,1,0
"2807","331800010068",30,13,1,0
"2808","331800010114",38,29,1,0
"2809","331800010115",51,14,1,100
"2810","331800010135",33,15,1,0
"2811","331800010208",30,27,1,0
"2812","331800010211",36,8,1,0
"2813","331800010219",30,10,1,0
"2814","331800010233",29,3,1,0
"2815","331800010235",70,13,1,0
"2816","331800010244",46,22,1,0
"2817","331800010268",27,30,1,0
"2818","331800010272",37,11,1,0
"2819","331800010276",40,13,1,0
"2820","331800010279",26,27,1,0
"2821","331800010285",43,9,1,0
"2822","331800010366",29,3,1,0
"2823","331800010581",15,53,1,0
"2824","331800010588",20,25,1,100
"2825","331800010763",25,40,1,0
"2826","331800011563",58,31,0,0
"2827","331800011566",24,17,1,0
"2828","331800011567",25,36,1,0
"2829","331800011569",28,32,1,0
"2830","331800011576",31,23,1,100
"2831","331800011578",16,6,0,0
"2832","331800011617",26,46,1,0
"2833","331800011629",27,22,1,100
"2834","331800011633",33,30,1,0
"2835","331800011635",17,24,1,0
"2836","331800011637",23,52,1,0
"2837","331800011642",33,27,1,100
"2838","331800011673",24,38,1,0
"2839","331800860702",37,32,2,100
"2840","331800860908",0,0,3,67
"2841","331800860916",0,0,1,0
"2842","331800860943",0,0,2,100
"2843","331800860988",19,32,1,0
"2844","331800861033",0,0,1,0
"2845","331800861057",25,64,1,0
"2846","331900010000",1620,27,49,35
"2847","331900010007",58,9,1,0
"2848","331900010013",38,45,1,0
"2849","331900010065",37,30,1,0
"2850","331900010089",41,39,1,0
"2851","331900010108",62,21,1,0
"2852","331900010149",41,12,1,0
"2853","331900010158",37,24,1,100
"2854","331900010159",49,6,1,0
"2855","331900010171",36,14,1,0
"2856","331900010190",13,8,1,0
"2857","331900010202",25,12,1,100
"2858","331900010213",20,55,1,0
"2859","331900010214",57,14,1,0
"2860","331900010218",42,45,1,0
"2861","331900010224",26,0,1,100
"2862","331900010273",21,24,1,0
"2863","331900010290",41,34,1,100
"2864","331900010292",46,24,1,100
"2865","331900010306",27,33,1,100
"2866","331900010325",16,50,1,100
"2867","331900010328",25,24,1,100
"2868","331900010345",35,14,1,0
"2869","331900010346",44,11,1,0
"2870","331900010364",23,26,1,0
"2871","331900010452",24,29,1,0
"2872","331900010557",26,46,1,100
"2873","331900010654",25,56,1,0
"2874","331900010661",25,40,1,100
"2875","331900010662",41,32,1,0
"2876","331900010663",21,57,1,0
"2877","331900010677",36,22,1,0
"2878","331900010678",24,25,1,0
"2879","331900010760",15,67,1,0
"2880","331900010907",6,83,1,100
"2881","331900011404",60,35,1,100
"2882","331900011409",44,23,1,0
"2883","331900011422",55,35,1,0
"2884","331900011502",33,24,1,0
"2885","331900011504",23,17,0,0
"2886","331900011507",39,33,1,0
"2887","331900011510",28,25,1,0
"2888","331900011583",22,50,1,0
"2889","331900011615",52,15,1,0
"2890","331900011618",40,28,2,100
"2891","331900011639",39,23,1,100
"2892","331900011659",26,31,1,0
"2893","331900011660",38,13,1,0
"2894","331900011683",22,36,1,100
"2895","331900011764",37,43,1,100
"2896","331900860880",0,0,2,100
"2897","331900860891",1,0,1,0
"2898","331900860933",0,0,2,50
"2899","331900860958",0,0,1,0
"2900","331900860972",35,37,1,0
"2901","331900860973",26,42,1,0
"2902","331900860993",0,0,1,100
"2903","331900861065",0,0,0,0
"2904","331900861072",0,0,2,50
"2905","331900861131",0,0,1,100
"2906","332000010000",3266,22,42,17
"2907","332000010030",78,46,1,0
"2908","332000010048",38,18,1,0
"2909","332000010062",82,16,1,100
"2910","332000010069",48,4,1,0
"2911","332000010102",96,20,1,0
"2912","332000010104",68,18,0,0
"2913","332000010105",73,27,1,0
"2914","332000010112",55,29,1,0
"2915","332000010127",39,8,1,0
"2916","332000010160",90,27,1,0
"2917","332000010163",41,27,0,0
"2918","332000010164",46,20,1,0
"2919","332000010170",68,24,1,0
"2920","332000010176",89,18,1,0
"2921","332000010179",56,13,1,100
"2922","332000010180",86,17,1,0
"2923","332000010185",39,15,1,0
"2924","332000010186",76,46,1,0
"2925","332000010187",55,15,1,0
"2926","332000010192",52,27,1,0
"2927","332000010200",79,13,1,0
"2928","332000010201",90,13,1,0
"2929","332000010204",65,12,1,0
"2930","332000010205",82,28,1,100
"2931","332000010220",109,21,1,100
"2932","332000010223",69,14,1,0
"2933","332000010227",105,29,1,0
"2934","332000010229",70,19,2,50
"2935","332000010247",52,19,1,0
"2936","332000010259",106,20,1,0
"2937","332000010264",38,11,1,100
"2938","332000010310",32,13,1,0
"2939","332000010503",92,18,1,0
"2940","332000010506",60,22,1,0
"2941","332000010682",50,24,1,0
"2942","332000010686",29,21,1,0
"2943","332000010748",36,28,1,0
"2944","332000010971",30,43,1,0
"2945","332000011445",211,19,1,0
"2946","332000011485",99,42,1,0
"2947","332000011490",245,22,1,0
"2948","332000011505",203,24,1,0
"2949","332000011609",44,36,1,100
"2950","332100010000",2400,25,36,8
"2951","332100010090",46,61,1,0
"2952","332100010095",66,15,1,0
"2953","332100010096",81,44,1,0
"2954","332100010097",55,20,1,0
"2955","332100010098",71,18,1,0
"2956","332100010099",54,17,1,0
"2957","332100010100",49,20,1,100
"2958","332100010101",68,22,1,0
"2959","332100010121",47,19,0,0
"2960","332100010128",36,28,1,0
"2961","332100010153",39,26,1,0
"2962","332100010177",60,23,1,0
"2963","332100010188",32,25,1,0
"2964","332100010199",47,34,1,0
"2965","332100010209",53,13,1,0
"2966","332100010212",50,16,1,0
"2967","332100010215",53,9,1,0
"2968","332100010216",44,36,1,0
"2969","332100010225",75,19,1,0
"2970","332100010226",71,20,1,0
"2971","332100010228",98,28,1,0
"2972","332100010238",48,19,1,0
"2973","332100010239",77,12,1,0
"2974","332100010253",60,23,1,0
"2975","332100010281",87,30,1,0
"2976","332100010288",53,30,1,0
"2977","332100010303",39,46,1,0
"2978","332100010329",31,32,1,0
"2979","332100011337",29,17,0,0
"2980","332100011344",43,35,0,0
"2981","332100011348",20,30,1,100
"2982","332100011410",131,24,1,0
"2983","332100011468",43,19,1,0
"2984","332100011525",219,18,1,0
"2985","332100011540",147,34,1,0
"2986","332100011559",24,33,1,0
"2987","332100011572",31,19,1,100
"2988","332100011620",40,33,1,0
"2989","332100011690",74,26,0,0
"2990","332100011728",13,8,1,0
"2991","332100860949",0,0,3,67
"2992","332100861075",0,0,1,100
"2993","332100861123",8,50,1,100
"2994","332200010000",2183,23,38,34
"2995","332200010014",44,11,1,0
"2996","332200010052",48,17,1,100
"2997","332200010078",36,14,1,0
"2998","332200010109",47,28,1,100
"2999","332200010119",26,4,1,0
"3000","332200010134",40,28,0,0
"3001","332200010139",59,41,1,0
"3002","332200010152",46,9,1,100
"3003","332200010193",52,12,1,100
"3004","332200010194",40,23,1,100
"3005","332200010195",29,38,1,0
"3006","332200010197",49,29,1,0
"3007","332200010198",31,6,1,0
"3008","332200010203",43,30,1,0
"3009","332200010206",96,29,1,0
"3010","332200010207",80,6,1,0
"3011","332200010217",73,14,1,100
"3012","332200010222",76,14,1,0
"3013","332200010234",115,20,1,100
"3014","332200010236",36,28,1,0
"3015","332200010240",47,17,0,0
"3016","332200010245",23,22,1,0
"3017","332200010251",35,23,1,0
"3018","332200010254",46,11,1,100
"3019","332200010255",64,34,1,0
"3020","332200010277",31,13,1,100
"3021","332200010278",91,27,0,0
"3022","332200010312",48,15,1,0
"3023","332200010315",44,9,1,0
"3024","332200010326",13,8,1,0
"3025","332200010361",46,20,1,0
"3026","332200010381",21,14,1,100
"3027","332200010889",9,78,1,100
"3028","332200010890",21,71,1,100
"3029","332200011405",210,25,1,0
"3030","332200011425",226,29,1,0
"3031","332200011535",57,25,1,0
"3032","332200011555",34,35,2,50
"3033","332200011611",39,44,1,0
"3034","332200011630",19,21,1,0
"3035","332200860955",14,57,1,100
"3036","332200860978",0,0,1,100
"3037","332200861050",0,0,2,50
"3038","332200861051",21,38,0,0
"3039","332200861053",41,54,1,100
"3040","332200861076",0,0,2,100
"3041","332300010000",703,28,28,36
"3042","332300010041",36,8,1,100
"3043","332300010137",26,31,1,0
"3044","332300010150",17,41,1,100
"3045","332300010155",31,13,1,0
"3046","332300010156",47,23,1,100
"3047","332300010165",16,0,1,100
"3048","332300010178",22,9,2,50
"3049","332300010184",43,16,1,0
"3050","332300010284",23,13,1,0
"3051","332300010298",16,25,1,0
"3052","332300010323",33,30,1,0
"3053","332300010327",26,38,1,100
"3054","332300010363",23,57,1,100
"3055","332300010392",21,19,1,0
"3056","332300010401",22,23,1,0
"3057","332300010446",26,31,1,0
"3058","332300010514",21,38,1,0
"3059","332300010518",20,35,1,0
"3060","332300010522",15,33,1,100
"3061","332300010599",26,54,1,100
"3062","332300010664",13,23,1,0
"3063","332300010668",13,15,0,0
"3064","332300010671",20,25,1,0
"3065","332300011493",25,36,1,0
"3066","332300011643",17,47,1,100
"3067","332300011644",48,46,1,0
"3068","332300011646",24,17,1,0
"3069","332300011647",22,36,1,0
"3070","332300011697",22,27,0,0
"3071","332300860912",0,0,1,0
"3072","332300860936",0,0,2,50
"3073","332300860939",0,0,1,100
"3074","332300860941",0,0,3,100
"3075","332300860942",0,0,2,100
"3076","332300860954",0,0,2,50
"3077","332300861007",19,16,1,0
"3078","332300861127",12,75,1,100
"3079","333200010000",842,26,27,22
"3080","333200010045",48,35,2,50
"3081","333200010075",27,11,1,0
"3082","333200010086",30,20,1,0
"3083","333200010106",32,19,1,100
"3084","333200010116",29,34,1,100
"3085","333200010123",47,17,1,0
"3086","333200010145",40,15,1,0
"3087","333200010151",24,29,1,0
"3088","333200010162",31,35,1,0
"3089","333200010274",27,26,1,0
"3090","333200010291",31,26,1,0
"3091","333200010299",18,11,1,100
"3092","333200010347",27,15,1,0
"3093","333200010349",30,30,0,0
"3094","333200010376",34,24,1,0
"3095","333200010377",12,8,1,0
"3096","333200010383",60,17,1,0
"3097","333200010384",44,18,1,100
"3098","333200010562",36,33,1,0
"3099","333200010564",17,71,1,0
"3100","333200011168",25,44,1,0
"3101","333200011403",22,23,1,0
"3102","333200011545",40,33,1,0
"3103","333200011549",32,34,1,0
"3104","333200011552",28,36,1,100
"3105","333200011554",22,23,1,0
"3106","333200011556",31,45,1,0
"3107","333200860906",0,0,1,100
"3108","333200860987",0,0,1,0
"3109","333200861045",0,0,2,100
"3110","333200861059",0,0,1,100
"3111","333200861096",0,0,1,100
"3112","342400010000",3848,21,56,25
"3113","342400010005",131,18,1,0
"3114","342400010007",91,10,1,0
"3115","342400010012",77,3,1,0
"3116","342400010013",88,17,1,0
"3117","342400010014",109,12,1,0
"3118","342400010016",96,25,1,0
"3119","342400010019",131,12,1,0
"3120","342400010028",33,9,2,0
"3121","342400010049",75,23,1,0
"3122","342400010058",60,22,1,0
"3123","342400010061",169,29,1,0
"3124","342400010068",42,2,1,0
"3125","342400010071",51,12,1,0
"3126","342400010073",138,25,1,0
"3127","342400010077",74,27,1,0
"3128","342400010081",45,4,1,0
"3129","342400010087",47,15,1,0
"3130","342400010088",52,13,1,100
"3131","342400010089",129,41,1,0
"3132","342400010091",49,8,1,100
"3133","342400010093",85,19,1,0
"3134","342400010102",90,23,1,100
"3135","342400010110",66,47,1,100
"3136","342400010113",56,9,1,0
"3137","342400010119",76,26,1,0
"3138","342400010125",97,16,1,0
"3139","342400010128",60,25,1,0
"3140","342400010143",104,11,1,100
"3141","342400010153",68,12,1,0
"3142","342400010199",49,12,1,0
"3143","342400010211",39,46,1,100
"3144","342400010229",79,9,1,100
"3145","342400010239",42,2,1,0
"3146","342400010290",36,8,1,100
"3147","342400010305",48,29,1,0
"3148","342400010307",71,18,1,0
"3149","342400010311",64,69,1,0
"3150","342400010330",46,24,1,100
"3151","342400010343",31,42,1,0
"3152","342400011236",25,32,1,0
"3153","342400011264",40,25,1,0
"3154","342400011267",31,42,1,100
"3155","342400011293",37,30,1,0
"3156","342400011296",40,28,1,0
"3157","342400011299",45,36,1,0
"3158","342400011455",123,23,1,0
"3159","342400011485",116,23,1,100
"3160","342400011520",31,19,2,50
"3161","342400011530",34,26,1,0
"3162","342400011550",56,21,1,0
"3163","342400011560",43,14,1,100
"3164","342400011585",70,37,1,0
"3165","342400011600",112,25,0,0
"3166","342400011610",141,16,1,100
"3167","342400011744",14,0,1,0
"3168","342400861025",34,9,2,100
"3169","342400861048",28,36,0,0
"3170","342400861113",0,0,0,0
"3171","342500010000",2471,20,46,17
"3172","342500010020",74,9,1,0
"3173","342500010021",79,11,1,0
"3174","342500010022",62,8,1,0
"3175","342500010024",64,27,1,0
"3176","342500010025",67,22,1,0
"3177","342500010029",48,19,1,0
"3178","342500010032",63,21,1,0
"3179","342500010079",59,22,1,0
"3180","342500010107",63,17,1,0
"3181","342500010120",62,19,1,0
"3182","342500010129",73,18,1,0
"3183","342500010130",29,3,1,0
"3184","342500010154",46,7,1,0
"3185","342500010163",48,35,1,0
"3186","342500010164",53,17,1,0
"3187","342500010165",80,11,1,100
"3188","342500010169",31,10,1,0
"3189","342500010184",31,16,1,0
"3190","342500010185",95,16,1,0
"3191","342500010189",52,31,1,0
"3192","342500010193",34,18,1,0
"3193","342500010194",79,22,1,0
"3194","342500010200",40,15,1,0
"3195","342500010201",38,24,1,100
"3196","342500010209",37,8,1,0
"3197","342500010214",31,13,1,0
"3198","342500010219",72,19,1,0
"3199","342500010237",82,13,1,0
"3200","342500010242",30,10,1,100
"3201","342500010244",30,17,1,0
"3202","342500010250",34,24,1,0
"3203","342500010294",26,8,1,0
"3204","342500010379",12,75,1,100
"3205","342500011240",41,37,1,0
"3206","342500011241",33,24,1,0
"3207","342500011252",46,28,1,0
"3208","342500011263",25,20,1,0
"3209","342500011281",63,33,1,0
"3210","342500011285",43,7,1,100
"3211","342500011425",211,18,1,100
"3212","342500011460",120,55,1,100
"3213","342500011499",32,31,1,0
"3214","342500011525",61,15,1,0
"3215","342500011540",22,9,1,100
"3216","342500011670",44,18,1,0
"3217","342500011792",14,7,1,0
"3218","342500861133",14,71,1,100
"3219","342600010000",1947,15,34,32
"3220","342600010018",36,8,1,0
"3221","342600010026",43,16,1,0
"3222","342600010031",37,3,1,0
"3223","342600010041",33,6,1,0
"3224","342600010046",46,11,1,0
"3225","342600010067",53,13,1,100
"3226","342600010074",70,17,1,0
"3227","342600010094",25,12,1,0
"3228","342600010098",22,18,1,0
"3229","342600010115",42,7,1,100
"3230","342600010133",40,18,1,100
"3231","342600010158",62,18,1,100
"3232","342600010159",40,28,1,0
"3233","342600010162",43,16,1,0
"3234","342600010172",60,15,1,0
"3235","342600010173",60,15,1,0
"3236","342600010178",38,16,2,100
"3237","342600010186",56,9,1,0
"3238","342600010188",41,10,1,0
"3239","342600010191",21,10,1,0
"3240","342600010203",52,27,1,0
"3241","342600010205",19,11,1,0
"3242","342600010213",27,7,1,0
"3243","342600010216",84,10,1,0
"3244","342600010221",38,11,1,0
"3245","342600010266",47,6,1,100
"3246","342600010376",11,45,1,100
"3247","342600011315",32,38,1,100
"3248","342600011415",187,22,1,100
"3249","342600011430",250,12,1,0
"3250","342600011435",89,12,1,0
"3251","342600011495",172,11,1,0
"3252","342600011566",74,23,1,100
"3253","342700010000",3010,22,63,14
"3254","342700010042",53,21,1,0
"3255","342700010043",56,32,1,0
"3256","342700010045",24,13,1,0
"3257","342700010047",24,25,1,0
"3258","342700010051",14,36,1,0
"3259","342700010053",22,50,1,100
"3260","342700010056",25,20,1,0
"3261","342700010060",71,17,1,0
"3262","342700010062",58,21,1,0
"3263","342700010063",70,11,1,0
"3264","342700010064",37,14,1,0
"3265","342700010065",32,9,1,0
"3266","342700010066",36,14,1,100
"3267","342700010090",51,20,1,0
"3268","342700010096",20,20,1,0
"3269","342700010097",49,14,1,0
"3270","342700010100",58,5,1,0
"3271","342700010104",41,7,1,0
"3272","342700010105",60,20,1,0
"3273","342700010106",22,55,1,0
"3274","342700010108",85,22,1,100
"3275","342700010114",47,13,1,100
"3276","342700010123",43,7,1,0
"3277","342700010124",72,10,1,0
"3278","342700010137",120,15,1,0
"3279","342700010146",42,2,1,0
"3280","342700010155",31,16,1,0
"3281","342700010183",46,24,1,0
"3282","342700010197",38,29,1,0
"3283","342700010202",67,7,1,0
"3284","342700010207",57,5,1,0
"3285","342700010210",134,27,1,100
"3286","342700010223",37,16,1,100
"3287","342700010226",62,37,1,0
"3288","342700010232",59,3,1,0
"3289","342700010253",37,19,1,0
"3290","342700010254",36,3,1,0
"3291","342700010273",25,24,1,0
"3292","342700010282",16,31,1,0
"3293","342700010297",31,55,1,0
"3294","342700010306",27,26,1,0
"3295","342700010314",29,48,1,0
"3296","342700010316",28,18,1,0
"3297","342700010317",38,11,1,0
"3298","342700010318",22,36,1,0
"3299","342700010319",35,40,1,0
"3300","342700010323",78,28,1,0
"3301","342700010333",28,29,1,0
"3302","342700010362",31,32,1,0
"3303","342700010377",12,67,1,100
"3304","342700011260",32,25,1,0
"3305","342700011261",20,5,1,0
"3306","342700011262",84,35,1,0
"3307","342700011302",36,22,1,0
"3308","342700011308",42,14,0,0
"3309","342700011309",57,14,1,0
"3310","342700011324",25,20,1,0
"3311","342700011334",36,47,1,100
"3312","342700011351",29,38,2,50
"3313","342700011400",35,46,1,0
"3314","342700011475",138,22,1,0
"3315","342700011480",183,38,1,0
"3316","342700011650",70,21,1,0
"3317","342700860869",7,57,1,100
"3318","342700860990",0,0,2,100
"3319","342700861052",23,65,1,100
