"","ENTITY_CD","NUM_TEACH","PER_TEACH_INEXP","NUM_PRINC","PER_PRINC_INEXP"
"854","161201040005",50,54,1,0
"855","161401060000",106,16,4,25
"856","161401060001",31,6,1,0
"857","161401060002",37,16,1,0
"858","161401060003",34,15,1,100
"859","161401060004",12,33,1,0
"860","161501060000",184,10,5,20
"861","161501060006",19,21,1,0
"862","161501060011",38,16,1,100
"863","161501060014",67,6,1,0
"864","161501060015",53,6,1,0
"865","161501060016",17,12,1,0
"866","161601040000",70,16,2,50
"867","161601040002",37,16,1,100
"868","161601040003",39,15,1,0
"869","161801040000",36,14,1,0
"870","161801040001",36,14,1,0
"871","170301020000",14,0,1,100
"872","170301020001",14,0,1,100
"873","170500010000",238,15,5,20
"874","170500010004",57,25,1,0
"875","170500010007",30,13,1,0
"876","170500010008",63,13,1,0
"877","170500010009",72,11,1,0
"878","170500010011",31,19,1,100
"879","170600010000",135,12,5,40
"880","170600010001",23,30,1,0
"881","170600010004",24,13,1,100
"882","170600010005",29,14,1,0
"883","170600010006",49,6,1,0
"884","170600010007",26,15,1,100
"885","170801040000",68,7,2,0
"886","170801040001",34,9,1,0
"887","170801040002",36,6,1,0
"888","170901040000",43,16,2,50
"889","170901040001",28,18,1,0
"890","170901040002",21,10,1,100
"891","171102040000",147,14,4,0
"892","171102040001",31,6,1,0
"893","171102040002",38,21,1,0
"894","171102040003",35,17,1,0
"895","171102040004",47,9,1,0
"896","180202040000",76,11,2,0
"897","180202040002",32,13,1,0
"898","180202040003",46,9,1,0
"899","180300010000",234,11,4,75
"900","180300010001",56,25,1,100
"901","180300010003",35,11,1,100
"902","180300010005",83,7,1,100
"903","180300010006",63,5,1,0
"904","180701040000",89,10,2,50
"905","180701040001",47,9,1,100
"906","180701040004",44,11,1,0
"907","180901040000",46,15,2,0
"908","180901040001",22,14,1,0
"909","180901040002",27,19,1,0
"910","181001060000",105,11,2,0
"911","181001060001",59,12,1,0
"912","181001060002",48,15,1,0
"913","181101040000",82,18,3,33
"914","181101040001",41,22,2,0
"915","181101040006",42,17,1,100
"916","181201040000",83,13,2,50
"917","181201040001",49,14,1,0
"918","181201040002",38,16,1,100
"919","181302040000",106,11,3,0
"920","181302040001",34,15,1,0
"921","181302040002",55,13,1,0
"922","181302040003",23,4,1,0
"923","190301040000",120,7,3,33
"924","190301040001",45,9,1,100
"925","190301040003",54,6,1,0
"926","190301040004",42,10,1,0
"927","190401060000",121,7,3,0
"928","190401060003",38,11,1,0
"929","190401060007",38,8,1,0
"930","190401060008",53,4,1,0
"931","190501040000",118,8,4,25
"932","190501040001",47,9,1,100
"933","190501040002",31,6,1,0
"934","190501040003",20,0,1,0
"935","190501040004",45,13,1,0
"936","190701040000",101,9,4,50
"937","190701040001",33,6,1,0
"938","190701040004",44,9,1,100
"939","190701040005",38,8,1,0
"940","190901040000",42,17,2,100
"941","190901040001",22,18,1,100
"942","190901040003",21,14,1,100
"943","191401040000",37,14,1,100
"944","191401040001",37,14,1,100
"945","200101080000",0,0,0,0
"946","200401040000",24,13,1,0
"947","200401040001",24,13,1,0
"948","200501080000",7,0,1,0
"949","200501080001",7,0,1,0
"950","200601040000",19,21,1,100
"951","200601040001",19,21,1,100
"952","200701040000",20,25,1,100
"953","200701040001",20,25,1,100
"954","200702020000",0,0,0,0
"955","200901040000",23,9,1,0
"956","200901040001",23,9,1,0
"957","210302040000",65,25,2,50
"958","210302040003",32,25,1,100
"959","210302040005",36,25,1,0
"960","210402060000",71,6,3,0
"961","210402060001",26,8,1,0
"962","210402060003",29,3,1,0
"963","210402060005",24,4,1,0
"964","210601060000",93,22,2,0
"965","210601060005",48,29,1,0
"966","210601060006",45,13,1,0
"967","210800050000",101,17,3,67
"968","210800050001",40,23,1,0
"969","210800050005",36,8,1,100
"970","210800050006",31,19,1,100
"971","211003040000",72,4,4,50
"972","211003040001",24,0,1,0
"973","211003040002",32,3,2,50
"974","211003040004",38,5,1,100
"975","211103040000",49,10,1,0
"976","211103040001",26,8,1,0
"977","211103040003",28,14,1,0
"978","211701040000",22,23,1,0
"979","211701040001",22,23,1,0
"980","211901020000",29,28,1,0
"981","211901020001",29,28,1,0
"982","212001040000",96,21,3,33
"983","212001040002",31,16,1,0
"984","212001040003",31,19,1,100
"985","212001040005",34,26,1,0
"986","212101040000",167,12,4,0
"987","212101040001",62,13,1,0
"988","212101040002",24,17,1,0
"989","212101040005",52,12,1,0
"990","212101040006",40,10,1,0
"991","220101040000",135,10,4,75
"992","220101040002",54,13,1,100
"993","220101040003",35,9,1,0
"994","220101040004",25,8,1,100
"995","220101040006",40,13,1,100
"996","220202040000",48,19,1,0
"997","220202040001",26,19,1,0
"998","220202040002",29,17,1,0
"999","220301060000",310,8,8,13
"1000","220301060001",18,0,1,0
"1001","220301060002",34,15,1,0
"1002","220301060003",14,7,1,0
"1003","220301060004",17,6,1,0
"1004","220301060007",90,9,1,0
"1005","220301060008",73,8,1,0
"1006","220301060009",47,6,1,0
"1007","220301060010",47,11,1,100
"1008","220401040000",101,16,3,33
"1009","220401040002",34,18,1,0
"1010","220401040003",25,24,1,0
"1011","220401040004",45,11,1,100
"1012","220701040000",88,15,4,25
"1013","220701040001",28,14,1,0
"1014","220701040002",12,8,1,100
"1015","220701040003",35,23,1,0
"1016","220701040004",24,0,1,0
"1017","220909040000",38,5,1,0
"1018","220909040010",38,5,1,0
"1019","221001040000",41,22,3,33
"1020","221001040001",41,22,3,33
"1021","221301040000",30,3,1,0
"1022","221301040001",30,3,1,0
"1023","221401040000",43,9,2,0
"1024","221401040001",43,9,2,0
"1025","222000010000",277,19,8,25
"1026","222000010007",27,19,1,0
"1027","222000010010",21,29,1,0
"1028","222000010011",19,37,1,100
"1029","222000010013",45,18,2,0
"1030","222000010014",36,25,1,0
"1031","222000010015",24,21,1,0
"1032","222000010016",76,14,1,0
"1033","222000010017",43,16,1,100
"1034","222201060000",266,19,7,43
"1035","222201060001",79,13,1,100
"1036","222201060002",45,27,2,0
"1037","222201060005",40,35,2,50
"1038","222201060006",35,26,1,0
"1039","222201060011",93,14,1,100
"1040","230201040000",38,13,2,50
"1041","230201040001",38,13,2,50
"1042","230301040000",39,23,2,0
"1043","230301040001",18,11,1,0
"1044","230301040002",25,32,1,0
"1045","230901040000",104,6,3,33
"1046","230901040001",45,4,1,0
"1047","230901040002",43,5,1,100
"1048","230901040003",35,9,1,0
"1049","231101040000",98,5,4,25
"1050","231101040005",22,0,1,100
"1051","231101040006",36,3,1,0
"1052","231101040007",39,5,1,0
"1053","231101040008",20,10,1,0
"1054","231301040000",60,17,3,33
"1055","231301040001",28,7,1,0
"1056","231301040002",28,25,1,100
"1057","231301040004",17,29,1,0
"1058","240101040000",102,17,3,33
"1059","240101040001",34,12,1,0
"1060","240101040002",44,18,1,100
"1061","240101040003",44,27,1,0
"1062","240201040000",79,5,3,0
"1063","240201040001",35,9,1,0
"1064","240201040002",27,0,1,0
"1065","240201040003",26,4,1,0
"1066","240401040000",90,17,2,50
"1067","240401040001",60,10,1,0
"1068","240401040002",35,29,1,100
"1069","240801060000",142,4,3,33
"1070","240801060001",61,8,1,0
"1071","240801060002",50,2,1,100
"1072","240801060003",42,2,1,0
"1073","240901040000",60,33,2,100
"1074","240901040001",33,36,1,100
"1075","240901040002",37,27,1,100
"1076","241001060000",138,13,3,0
"1077","241001060001",45,20,1,0
"1078","241001060003",65,14,1,0
"1079","241001060004",36,11,1,0
"1080","241101040000",64,6,3,33
"1081","241101040001",21,0,1,0
"1082","241101040002",22,9,1,100
"1083","241101040003",30,7,1,0
"1084","241701040000",78,9,2,0
"1085","241701040003",45,13,1,0
"1086","241701040004",40,3,1,0
"1087","250109040000",22,14,1,0
"1088","250109040001",22,14,1,0
"1089","250201060000",101,13,3,0
"1090","250201060001",30,20,1,0
"1091","250201060002",55,7,1,0
"1092","250201060006",26,23,1,0
"1093","250301040000",41,10,0,0
"1094","250301040001",28,11,0,0
"1095","250301040002",18,6,0,0
"1096","250401040000",60,3,2,50
"1097","250401040001",27,0,1,0
"1098","250401040004",34,6,1,100
"1099","250701040000",53,15,2,0
"1100","250701040001",33,18,1,0
"1101","250701040002",28,14,1,0
"1102","250901060000",113,19,4,50
"1103","250901060003",18,11,1,0
"1104","250901060004",57,16,1,0
"1105","250901060005",38,21,1,100
"1106","250901060006",20,15,1,100
"1107","251101040000",41,22,2,0
"1108","251101040003",41,22,2,0
"1109","251400010000",161,8,6,17
"1110","251400010002",21,10,1,0
"1111","251400010003",18,0,1,0
"1112","251400010005",19,16,1,100
"1113","251400010006",18,6,1,0
"1114","251400010008",44,9,1,0
"1115","251400010009",53,8,1,0
"1116","251501040000",44,23,2,100
"1117","251501040001",44,23,2,100
"1118","251601060000",159,8,5,60
"1119","251601060001",17,29,1,100
"1120","251601060002",31,10,1,100
"1121","251601060003",57,9,2,0
"1122","251601060005",59,3,1,100
"1123","260101060000",287,11,4,25
"1124","260101060001",41,17,1,0
"1125","260101060004",107,12,1,0
"1126","260101060008",87,9,1,0
"1127","260101060010",62,6,1,100
"1128","260401060000",312,9,6,0
"1129","260401060001",113,4,1,0
"1130","260401060002",29,3,1,0
"1131","260401060004",80,9,1,0
"1132","260401060007",37,11,1,0
"1133","260401060008",29,21,1,0
"1134","260401060009",34,21,1,0
"1135","260501060000",844,6,20,25
"1136","260501060001",22,0,2,50
"1137","260501060002",54,17,2,50
"1138","260501060004",34,6,1,0
"1139","260501060006",27,4,1,0
"1140","260501060007",28,14,1,100
"1141","260501060008",114,8,1,0
"1142","260501060009",37,3,1,0
"1143","260501060010",106,4,1,0
"1144","260501060011",32,6,1,0
"1145","260501060012",28,7,1,0
"1146","260501060013",116,8,2,50
"1147","260501060015",25,8,1,0
"1148","260501060016",26,12,1,0
"1149","260501060019",115,7,1,0
"1150","260501060020",82,6,1,0
"1151","260501060023",70,6,1,100
"1152","260501060024",39,8,1,0
"1153","260501861002",31,32,1,100
"1154","261301060006",56,7,1,0
"1155","261301060007",59,3,1,0
"1156","261301060008",49,6,1,100
"1157","261301060009",125,6,1,0
"1158","261301060010",51,2,1,0
"1159","261313030000",95,4,2,0
"1160","261313030001",48,2,1,0
"1161","261313030002",55,5,1,0
"1162","261401060000",463,3,9,11
"1163","261401060001",29,0,1,0
"1164","260501861020",25,20,1,0
"1165","260501861067",25,36,1,0
"1166","260801060000",272,9,6,33
"1167","260801060003",26,23,1,0
"1168","260801060005",33,0,1,100
"1169","260801060006",99,6,1,0
"1170","260801060009",28,4,1,100
"1171","260801060011",28,7,1,0
"1172","260801060012",70,14,1,0
"1173","260803060000",304,25,7,43
"1174","260803060001",18,44,1,0
"1175","260803060002",63,38,1,0
"1176","260803060003",35,17,1,100
"1177","260803060004",43,30,1,100
"1178","260803060005",112,20,1,0
"1179","260803060007",19,42,1,100
"1180","260803060009",20,35,1,0
"1181","260803060011",27,52,1,0
"1182","260803060012",19,26,1,100
"1183","260803060014",19,32,1,0
"1184","260901060000",174,3,4,25
"1185","260901060001",21,5,1,100
"1186","260901060002",47,6,1,0
"1187","260901060004",64,3,1,0
"1188","260901060005",49,0,1,0
"1189","261001060000",355,8,7,29
"1190","261001060001",111,5,1,0
"1191","261001060002",38,13,1,0
"1192","261001060003",51,18,1,100
"1193","261001060005",86,8,2,50
"1194","261001060006",32,3,1,0
"1195","261001060007",55,13,1,0
"1196","261101060000",368,13,5,20
"1197","261101060001",92,18,1,0
"1198","261101060002",38,5,1,100
"1199","261101060004",120,11,1,0
"1200","261101060005",64,16,1,0
"1201","261101060006",66,12,1,0
"1202","261201060000",387,10,6,0
"1203","261201060003",45,2,1,0
"1204","261201060004",47,15,1,0
"1205","261201060005",46,20,1,0
"1206","261201060006",114,8,1,0
"1207","261201060008",99,8,1,0
"1208","261201060009",42,14,1,0
"1209","261301060000",479,4,8,38
"1210","261301060001",57,5,1,100
"1211","261301060002",65,0,1,100
"1212","261301060004",73,4,1,0
"1213","261501060003",29,17,1,0
"1214","261501060004",95,14,1,0
"1215","261501060006",37,16,1,0
"1216","261501060008",99,12,1,0
"1217","261600010000",2608,20,53,21
"1218","261600010002",35,23,1,100
"1219","261600010003",59,34,2,0
"1220","261600010004",55,29,1,0
"1221","261600010005",71,27,1,0
"1222","261600010007",50,18,1,0
"1223","261600010008",76,26,1,0
"1224","261600010009",42,24,1,0
"1225","261600010010",33,24,1,0
"1226","261600010012",99,18,1,0
"1227","261600010015",32,13,1,0
"1228","261600010016",32,22,1,100
"1229","261600010017",80,33,1,0
"1230","261600010019",59,32,1,0
"1231","261600010020",28,18,1,0
"1232","261600010022",47,19,1,0
"1233","261600010023",32,25,1,0
"1234","261600010025",37,16,1,0
"1235","261600010028",74,15,1,0
"1236","261600010029",47,13,1,0
"1237","261600010033",89,15,1,0
"1238","261600010034",39,18,1,100
"1239","261600010035",40,15,1,0
"1240","261600010039",43,16,1,0
"1241","261600010042",42,14,1,0
"1242","261401060002",31,0,1,0
"1243","261401060004",31,6,1,0
"1244","261401060005",53,8,1,0
"1245","261401060006",89,1,1,100
"1246","261401060008",64,3,1,0
"1247","261401060009",35,0,1,0
"1248","261401060010",98,5,1,0
"1249","261401060011",65,6,1,0
"1250","261501060000",291,14,5,0
"1251","261501060002",39,21,1,0
"1252","261600010043",46,20,1,0
"1253","261600010044",24,33,2,0
"1254","261600010045",68,32,1,0
"1255","261600010046",30,7,1,0
"1256","261600010050",60,28,1,0
"1257","261600010052",40,8,1,0
"1258","261600010053",27,22,1,0
"1259","261600010054",41,27,2,50
"1260","261600010057",19,21,1,0
"1261","261600010058",112,9,1,0
"1262","261600010061",133,14,1,0
"1263","261600010066",132,18,1,100
"1264","261600010067",126,14,1,0
"1265","261600010068",83,14,1,0
"1266","261600010069",32,6,1,100
"1267","261600010073",98,28,1,0
"1268","261600010074",115,12,1,100
"1269","261600010089",56,27,1,100
"1270","261600010095",217,12,2,50
"1271","261600010097",101,31,1,100
"1272","261600010101",108,17,1,0
"1273","261600010102",65,20,1,0
"1274","261600010103",105,23,1,0
"1275","261600010105",80,24,2,50
"1276","261600010106",51,33,1,0
"1277","261600860705",28,32,2,100
"1278","261600860811",0,0,2,50
"1279","261600860826",17,6,1,100
"1280","261600860877",30,43,1,100
"1281","261600860906",51,57,3,100
"1282","261600860910",50,38,3,100
"1283","261600860985",46,33,1,0
"1284","261600861049",9,78,1,100
"1285","261600861069",0,0,1,100
"1286","261600861071",18,6,1,100
"1287","261600861102",15,53,1,100
"1288","261701060000",448,6,9,22
"1289","261701060002",30,7,1,100
"1290","261701060004",32,0,1,0
"1291","261701060005",30,7,1,0
"1292","261701060006",33,3,1,0
"1293","261701060012",43,16,1,0
"1294","261701060013",114,4,1,0
"1295","261701060014",71,7,1,0
"1296","261701060015",65,6,1,0
"1297","261701060016",46,13,1,100
"1298","261801060000",275,10,5,0
"1299","261801060002",31,10,1,0
"1300","261801060003",102,12,1,0
"1301","261801060004",29,7,1,0
"1302","261801060005",80,13,1,0
"1303","261801060006",36,6,1,0
"1304","261901060000",594,9,11,36
"1305","261901060002",30,0,1,100
"1306","261901060003",31,13,1,100
"1307","261901060004",30,7,1,100
"1308","261901060006",29,7,1,0
"1309","261901060007",90,10,1,0
"1310","261901060009",113,7,1,0
"1311","261901060010",98,18,1,0
"1312","261901060011",33,6,1,0
"1313","261901060013",30,10,1,100
"1314","261901060014",26,12,1,0
"1315","261901060015",112,6,1,0
"1316","262001040000",75,12,3,0
"1317","262001040003",43,9,1,0
"1318","262001040004",33,18,2,0
"1319","270100010000",206,10,6,50
"1320","270100010003",19,26,1,0
"1321","270100010006",23,13,1,0
"1322","270100010009",38,16,1,100
"1323","270100010010",76,5,1,100
"1324","270100010018",24,4,1,100
"1325","270100010019",27,11,1,0
"1326","270301040000",80,8,3,33
"1327","270301040002",33,6,1,0
"1328","270301040003",27,7,1,100
"1329","270301040004",30,10,1,0
"1330","270601040000",106,3,3,0
"1331","270601040001",41,2,1,0
"1332","270601040002",42,5,1,0
"1333","270601040003",47,0,1,0
"1334","270701040000",72,6,2,0
"1335","270701040001",39,10,1,0
"1336","270701040003",35,0,1,0
"1337","271201040000",69,16,2,50
"1338","271201040001",40,10,1,0
"1339","271201040004",33,21,1,100
"1340","280100010000",266,10,6,17
"1341","280100010001",34,12,1,100
"1342","280100010003",37,8,1,0
"1343","280100010004",31,13,1,0
"1344","280100010005",37,8,1,0
"1345","280100010007",84,7,1,0
"1346","280100010008",67,15,1,0
"1347","280201030000",426,20,11,18
"1348","280201030001",41,20,1,100
"1349","280201030002",33,30,1,0
"1350","280201030003",25,20,1,0
"1351","280201030004",28,11,1,0
"1352","280201030007",119,17,1,0
"1353","280201030008",0,0,1,100
"1354","280201030009",27,26,1,0
"1355","280201030010",109,19,2,0
"1356","280201030011",22,32,1,0
"1357","280201030016",25,12,1,0
"1358","280201860934",99,66,5,100
"1359","280201860947",38,26,1,100
"1360","280202030000",560,13,8,13
"1361","280202030003",65,17,1,0
"1362","280202030004",33,9,1,0
"1363","280202030005",54,15,1,100
"1364","280202030006",44,9,1,0
"1365","280202030007",48,8,1,0
"1366","280202030008",76,17,1,0
"1367","280202030009",82,15,1,0
"1368","280202030010",177,14,1,0
"1369","280202861142",14,71,1,100
"1370","280203030000",633,14,9,0
"1371","280203030001",60,12,1,0
"1372","280203030002",77,29,1,0
"1373","280203030003",62,18,1,0
"1374","280203030006",41,17,1,0
"1375","280203030008",74,8,1,0
"1376","280203030009",112,18,1,0
"1377","280203030010",84,10,1,0
"1378","280203030011",143,7,1,0
"1379","280203030012",43,16,1,0
"1380","280204020000",158,4,6,33
"1381","280204020003",33,3,1,0
"1382","280204020004",31,0,1,0
"1383","280204020005",58,5,1,0
"1384","280204020006",28,7,2,50
"1385","280204020007",28,4,1,100
"1386","280205030000",629,9,11,18
"1387","280205030001",53,13,1,0
"1388","280205030002",53,17,1,0
"1389","280205030005",41,12,1,0
"1390","280205030006",24,21,2,50
"1391","280205030009",35,6,1,0
"1392","280205030010",82,5,1,0
"1393","280205030011",45,18,1,0
"1394","280205030013",101,8,1,0
"1395","280205030015",119,13,1,100
"1396","280205030016",120,4,1,0
"1397","280206030000",201,6,4,25
"1398","280206030003",47,9,1,100
"1399","280206030004",40,8,1,0
"1400","280206030005",58,2,1,0
"1401","280206030006",68,7,1,0
"1402","280207020000",77,8,3,0
"1403","280207020002",27,7,1,0
"1404","280207020003",28,14,1,0
"1405","280207020004",28,4,1,0
"1406","280208030000",255,16,5,20
"1407","280208030002",42,12,1,0
"1408","280208030003",37,11,1,0
"1409","280208030004",44,14,1,0
"1410","280208030005",84,20,1,0
"1411","280208030009",51,20,1,100
"1412","280208860024",38,37,2,100
"1413","280209030000",508,12,8,50
"1414","280209030001",51,4,1,0
"1415","280209030002",48,13,1,100
"1416","280209030003",65,14,1,0
"1417","280209030004",16,25,1,100
"1418","280209030005",48,13,1,0
"1419","280209030006",80,11,1,0
"1420","280209030007",163,10,1,100
"1421","280209030009",44,18,1,100
"1422","280210030000",376,5,7,29
"1423","280210030001",25,4,1,0
"1424","280210030004",26,0,1,100
"1425","280210030005",58,0,1,0
"1426","280210030007",42,7,1,0
"1427","280210030010",29,3,1,100
"1428","280210030012",90,6,1,0
"1429","280210030013",139,6,1,0
"1430","280211030000",401,9,10,10
"1431","280211030002",33,15,1,100
"1432","280211030003",38,8,1,0
"1433","280211030004",30,20,1,0
"1434","280211030005",39,10,1,0
"1435","280211030007",29,7,1,0
"1436","280211030008",33,9,1,0
"1437","280211030009",78,4,1,0
"1438","280211030010",142,10,1,0
"1439","280211030011",10,0,1,0
"1440","280211030016",3,33,1,0
"1441","280212030000",163,9,4,50
"1442","280212030001",37,11,1,100
"1443","280212030002",34,6,1,0
"1444","280212030005",55,7,1,0
"1445","280212030006",43,12,1,100
"1446","280213020000",170,13,4,25
"1447","280213020001",43,2,1,0
"1448","280213020002",47,13,1,0
"1449","280213020003",44,14,1,0
"1450","280213020004",42,24,1,100
"1451","280214030000",300,10,5,20
"1452","280214030001",35,6,1,0
"1453","280214030002",44,2,1,100
"1454","280214030003",42,12,1,0
"1455","280214030006",82,18,1,0
"1456","280214030007",118,9,1,0
"1457","280215030000",207,5,4,25
"1458","280215030002",23,4,1,100
"1459","280215030004",0,0,0,0
"1460","280215030005",57,5,1,0
"1461","280215030007",77,5,1,0
"1462","280215030008",60,7,1,0
"1463","280216020000",332,6,6,33
"1464","280216020001",50,8,1,100
"1465","280216020002",76,9,1,100
"1466","280216020003",70,9,1,0
"1467","280216020004",69,1,1,0
"1468","280216020006",54,6,1,0
"1469","280216020007",37,8,1,0
"1470","280217020000",134,7,3,33
"1471","280217020001",35,17,1,0
"1472","280217020003",44,2,1,0
"1473","280217020004",63,6,1,100
"1474","280218030000",299,7,7,0
"1475","280218030001",18,22,1,0
"1476","280218030002",19,11,1,0
"1477","280218030003",16,19,1,0
"1478","280218030004",36,17,1,0
"1479","280218030005",41,10,1,0
"1480","280218030006",88,5,1,0
"1481","280218030007",104,3,1,0
"1482","280219030000",112,8,3,67
"1483","280219030001",30,13,1,0
"1484","280219030002",64,8,1,100
"1485","280219030004",28,11,1,100
"1486","280220030000",259,7,7,29
"1487","280220030001",16,0,1,0
"1488","280220030002",40,10,1,0
"1489","280220030003",20,10,1,100
"1490","280220030004",33,3,1,0
"1491","280220030005",32,13,1,0
"1492","280220030006",45,9,1,100
"1493","280220030007",94,5,1,0
"1494","280221030000",331,7,7,14
"1495","280221030001",96,3,1,0
"1496","280221030002",83,6,1,0
"1497","280221030003",30,10,1,0
"1498","280221030004",25,12,1,0
"1499","280221030005",44,9,1,0
"1500","280221030006",32,6,1,0
"1501","280221030008",42,19,1,100
"1502","280222020000",102,15,2,0
"1503","280222020001",63,16,1,0
"1504","280222020002",44,11,1,0
"1505","280223030000",254,5,5,0
"1506","280223030001",36,3,1,0
"1507","280223030002",27,7,1,0
"1508","280223030004",60,5,1,0
"1509","280223030005",92,4,1,0
"1510","280223030006",77,8,1,0
"1511","280224020000",97,5,3,33
"1512","280224020001",36,6,1,0
"1513","280224020003",44,5,1,0
"1514","280224020004",32,9,1,100
"1515","280225020000",146,6,4,0
"1516","280225020001",50,6,1,0
"1517","280225020002",56,9,1,0
"1518","280225020003",44,5,2,0
"1519","280226030000",188,6,4,25
"1520","280226030002",68,7,1,100
"1521","280226030003",40,3,1,0
"1522","280226030004",22,5,1,0
"1523","280226030006",73,10,1,0
"1524","280227030000",159,11,5,40
"1525","280227030002",27,11,1,0
"1526","280227030003",13,0,1,100
"1527","280227030004",32,19,1,0
"1528","280227030005",66,11,1,100
"1529","280227030006",40,13,1,0
"1530","280229020000",78,8,3,0
"1531","280229020001",30,3,1,0
"1532","280229020002",23,13,1,0
"1533","280229020003",30,7,1,0
"1534","280230020000",111,2,3,0
"1535","280230020001",32,3,1,0
"1536","280230020002",32,3,1,0
"1537","280230020003",61,0,1,0
"1538","280231020000",78,5,2,50
"1539","280231020001",44,5,1,100
"1540","280231020003",40,5,1,0
"1541","280251070000",368,11,4,50
"1542","280251070001",75,15,1,100
"1543","280251070002",116,7,1,100
"1544","280251070003",108,8,1,0
"1545","280251070004",86,16,1,0
"1546","280252070000",568,10,5,40
"1547","280252070002",124,13,1,0
"1548","280252070003",100,7,1,100
"1549","280252070004",113,13,1,100
"1550","280252070005",122,10,1,0
"1551","280252070006",131,8,1,0
"1552","280253070000",452,9,5,40
"1553","280253070002",83,13,1,0
"1554","280253070004",84,12,1,0
"1555","280253070005",130,13,1,0
"1556","280253070006",107,8,1,100
"1557","280253070007",94,6,1,100
"1558","280300010000",345,8,6,33
"1559","280300010002",37,11,1,0
"1560","280300010003",39,10,1,0
"1561","280300010004",38,5,1,100
"1562","280300010005",42,17,1,0
"1563","280300010006",92,5,1,0
"1564","280300010008",123,7,1,100
"1565","280401030000",370,7,6,17
"1566","280401030001",54,15,1,0
"1567","280401030002",43,7,1,0
"1568","280401030003",19,0,1,0
"1569","280401030005",42,7,1,0
"1570","280401030006",104,7,1,100
"1571","280401030007",113,5,1,0
"1572","280402030000",178,12,4,50
"1573","280402030001",54,7,1,0
"1574","280402030002",50,28,2,100
"1575","280402030003",79,8,1,0
"1576","280403030000",267,4,5,0
"1577","280403030004",42,14,1,0
"1578","280403030006",28,0,1,0
"1579","280403030007",43,2,1,0
"1580","280403030008",97,2,1,0
"1581","280403030009",73,1,1,0
"1582","280404030000",474,4,7,0
"1583","280404030002",61,3,1,0
"1584","280404030004",50,2,1,0
"1585","280404030005",44,9,1,0
"1586","280404030006",41,5,1,0
"1587","280404030007",48,8,1,0
"1588","280404030008",120,3,1,0
"1589","280404030009",133,5,1,0
"1590","280405020000",122,2,4,50
"1591","280405020001",34,3,1,0
"1592","280405020002",44,2,1,100
"1593","280405020003",35,6,1,100
"1594","280405020004",32,0,1,0
"1595","280406030000",243,13,3,33
"1596","280406030002",119,13,1,0
"1597","280406030003",52,10,1,0
"1598","280406030004",50,8,1,100
"1599","280406030005",82,18,1,0
"1600","280407030000",418,9,13,31
"1601","280407030006",0,0,2,50
"1602","280407030007",0,0,1,0
"1603","280407030008",0,0,1,0
"1604","280407030009",0,0,2,50
"1605","280407030010",0,0,1,100
"1606","280407030012",100,16,1,0
"1607","280407030013",89,11,2,50
"1608","280407030014",120,4,1,0
"1609","280407030015",116,9,1,0
"1610","280407030016",8,0,1,0
"1611","280409030000",345,6,5,40
"1612","280409030001",43,7,1,0
"1613","280409030002",49,4,1,0
"1614","280409030004",47,9,1,100
"1615","280409030007",102,7,1,100
"1616","280409030008",132,4,1,0
"1617","280410030000",246,8,5,40
"1618","280410030002",32,0,1,100
"1619","280410030003",35,3,1,0
"1620","280410030004",27,4,1,0
"1621","280410030006",103,12,1,0
"1622","280410030007",59,8,1,100
"1623","280411030000",145,10,3,33
"1624","280411030001",22,5,1,0
"1625","280411030002",47,13,1,100
"1626","280411030003",78,9,1,0
"1627","280501060000",286,10,5,20
"1628","280501060001",30,13,1,0
"1629","280501060002",49,14,1,0
"1630","280501060003",32,13,1,0
"1631","280501060004",109,11,1,0
"1632","280501060005",85,9,1,100
"1633","280502060000",605,6,10,20
"1634","280502060001",27,4,1,0
"1635","280502060002",28,7,1,0
"1636","280502060003",34,6,1,100
"1637","280502060004",35,9,1,0
"1638","280502060006",36,19,1,0
"1639","280502060007",34,6,1,0
"1640","280502060010",33,3,1,0
"1641","280502060011",99,7,1,100
"1642","280502060012",90,7,1,0
"1643","280502060014",212,4,1,0
"1644","280503060000",180,16,4,0
"1645","280503060001",18,33,1,0
"1646","280503060002",55,9,1,0
"1647","280503060003",73,16,1,0
"1648","280503060004",16,31,1,0
"1649","280503060005",22,9,1,0
"1650","280503060006",23,4,1,0
"1651","280504060000",444,9,7,14
"1652","280504060001",47,17,1,0
"1653","280504060004",34,9,1,0
"1654","280504060006",83,8,1,100
"1655","280504060010",153,8,1,0
"1656","280504060012",31,0,1,0
"1657","280504060014",91,8,1,0
"1658","280504060015",45,16,1,0
"1659","280506060000",132,8,3,67
"1660","280506060002",73,7,1,100
"1661","280506060003",21,5,1,0
"1662","280506060005",39,10,1,100
"1663","280515030000",257,8,5,20
"1664","280515030001",31,3,1,0
"1665","280515030002",34,6,1,100
"1666","280515030003",29,3,1,0
"1667","280515030005",113,12,1,0
"1668","280515030006",83,10,1,0
"1669","280517030000",444,10,9,44
"1670","280517030001",28,7,1,100
"1671","280517030002",31,16,1,100
"1672","280517030004",34,24,1,0
"1673","280517030005",37,8,1,0
"1674","280517030006",40,15,1,100
"1675","280517030008",33,15,1,100
"1676","280517030010",151,13,1,0
"1677","280517030011",109,10,1,0
"1678","280517030013",34,6,1,0
"1679","280518030000",237,5,5,0
"1680","280518030001",65,9,1,0
"1681","280518030002",30,7,1,0
