"ENTITY_CD","PUPIL_COUNT_TOT","PER_FEDERAL_EXP","PER_STATE_LOCAL_EXP"
"280523030001",608,366,11284
"280523030003",515,244,12782
"280523030004",507,86,12168
"280523030006",396,311,12803
"280523030007",535,0,11480
"280523030010",1573,170,13356
"280523030011",1657,298,14611
"280523030012",449,147,13150
"280523030014",524,246,15296
"300000010000",994964,1262,23319
"307500011035",289,512,53128
"307500011079",260,948,67712
"307500011094",409,685,80805
"307500011138",601,535,83913
"307500011169",357,732,67534
"307500011226",293,930,73329
"307500011721",196,1270,79299
"307500011751",244,1196,46661
"307500011811",359,809,80080
"307500012010",580,482,73873
"307500012012",269,800,58407
"307500012017",445,404,70238
"307500012168",526,514,67044
"307500012176",556,523,76298
"307500012186",699,482,71121
"307500012188",499,373,67956
"307500012352",493,575,66466
"307500012469",317,774,64637
"307500012596",406,5,77134
"307500012721",534,624,61000
"307500012811",630,605,69170
"307500013004",315,651,91626
"307500013036",380,450,77940
"307500013053",450,512,68403
"307500013077",272,563,84987
"307500013140",336,800,78114
"307500013141",344,866,72647
"307500013231",343,735,89137
"307500013368",240,709,82633
"307500013369",529,396,70647
"307500013370",247,967,82981
"307500013371",244,900,63416
"307500013372",498,441,31238
"307500013373",452,781,49193
"307500013396",420,482,88721
"307500013721",481,685,60244
"307500013753",261,740,59045
"307500013771",424,600,95218
"307500013811",334,1014,76911
"307500014004",402,695,82495
"307500014009",646,366,65677
"307500014023",280,807,66125
"307500014075",557,518,73640
"307500014177",489,608,81726
"307500014224",397,650,78826
"307500014233",506,640,70269
"307500014255",421,669,92251
"307500014256",450,733,84027
"307500014277",478,423,65427
"307500014721",487,553,64658
"307500014752",394,890,61935
"307500014811",423,770,78891
"307500014993",572,455,83731
"307500015025",587,597,59914
"307500015037",368,995,107359
"307500015373",564,513,82888
"307500015721",461,506,87228
"310100010015",171,2056,31227
"310100010019",248,769,29661
"310100010020",482,983,16733
"310100010034",305,1532,21256
"310100010063",231,1640,21638
"310100010064",225,2926,21416
"310100010110",374,322,13406
"310100010134",274,2213,24328
"310100010140",386,713,17810
"310100010142",357,2489,19718
"310100010184",675,1002,14484
"310100010188",405,1350,21622
"310100010315",333,211,14697
"310100010332",207,1410,26980
"310100010361",324,553,16214
"310100010363",307,558,16619
"310100010364",351,387,16203
"310100010378",252,1005,20209
"310100010839",362,1735,16049
"310100011292",198,1965,22627
"310100011448",483,1054,13482
"310100011450",678,485,14365
"310100011458",173,1085,19088
"310100011509",127,2330,21052
"310100011515",498,1112,15742
"310100011539",1752,51,10073
"310100011650",164,920,18564
"310100011696",614,36,12032
"310100860866",650,610,23574
"310100860873",241,846,17637
"310100861031",184,955,18196
"310100861055",261,1308,24096
"310200010001",293,1151,21716
"310200010002",476,1865,20086
"310200010003",731,489,14509
"310200010006",670,565,13467
"310200010011",879,443,12301
"310200010033",638,540,12273
"310200010040",709,408,12027
"310200010041",688,425,12818
"310200010042",575,1405,17273
"310200010047",198,509,23574
"310200010051",482,902,15876
"310200010059",599,531,12550
"310200010077",360,139,11630
"310200010089",456,550,14705
"310200010104",1117,217,11755
"310200010111",407,1198,17672
"310200010114",450,261,12032
"310200010116",503,657,15278
"310200010124",674,624,13565
"310200010126",711,1098,15782
"310200010130",856,922,12570
"310200010131",401,1680,18318
"310200010150",190,194,14014
"310200010151",486,444,14588
"310200010158",796,285,11814
"310200010167",1378,37,11290
"310200010177",230,20,15614
"310200010183",558,437,14135
"310200010198",484,462,14564
"310200010212",362,343,10864
"310200010217",615,672,12685
"310200010234",639,403,11930
"310200010255",395,101,12571
"310200010260",721,96,11670
"310200010267",413,360,12720
"310200010276",850,327,13529
"310200010281",339,52,13877
"310200010289",283,105,13439
"310200010290",596,591,12796
"310200010297",559,73,12085
"310200010312",563,303,11664
"310200010340",340,275,14411
"310200010343",470,188,13479
"310200010347",196,719,41679
"310200010397",558,360,13553
"310200010412",471,341,18704
"310200010413",748,386,12671
"310200010414",451,524,11762
"310200010416",528,6,12173
"310200010418",683,42,9831
"310200010527",429,261,13138
"310200010896",385,438,15100
"310200010933",180,744,19427
"310200011135",263,549,17655
"310200011139",402,2024,18416
"310200011225",324,510,16306
"310200011280",414,612,14160
"310200011282",390,714,13787
"310200011288",389,816,14186
"310200011294",337,530,14917
"310200011296",378,1215,13209
"310200011298",577,516,12463
"310200011300",314,889,14574
"310200011303",356,1925,15926
"310200011305",331,820,13540
"310200011308",292,1278,17794
"310200011313",241,711,18492
"181101040001",363,305,18155
"181101040006",453,847,11604
"181201040000",689,429,21597
"181201040001",353,110,17622
"181201040002",336,682,12922
"181302040000",967,1197,18389
"181302040001",309,1762,10743
"181302040002",406,1015,16230
"181302040003",200,1003,14182
"190301040000",1236,1063,19367
"190301040001",561,558,10854
"190301040003",364,1377,18486
"190301040004",283,348,16149
"190401060000",1411,1154,0
"190401060003",393,1285,0
"190401060007",349,1120,0
"190401060008",669,1096,0
"190501040000",1300,1122,18764
"190501040001",420,183,11402
"190501040002",286,540,13178
"190501040003",199,727,14302
"190501040004",395,438,12666
"190701040000",1153,976,20296
"190701040001",273,660,12542
"190701040004",356,383,17027
"190701040005",488,235,15219
"190901040000",363,1271,27395
"190901040001",149,633,21480
"190901040003",214,1351,15248
"191401040000",312,677,29811
"191401040001",312,677,19562
"200401040000",118,645,40703
"200401040001",118,645,26202
"200601040000",76,1070,45416
"200601040001",76,1070,45416
"200701040000",63,516,51259
"260501060002",791,865,11784
"260501060004",366,394,11785
"260501060006",487,763,12122
"260501060007",301,1034,13025
"260501060008",1065,917,12783
"260501060009",561,78,12070
"260501060010",1090,427,12882
"260501060011",426,1054,11975
"260501060012",362,846,11849
"260501060013",1030,873,12568
"260501060015",304,744,11346
"260501060016",396,664,12041
"260501060019",1119,499,12903
"260501060020",783,452,14360
"260501060023",774,917,14073
"260501060024",561,272,11644
"260501861002",276,1006,17354
"260501861020",356,627,15598
"260501861067",437,707,13449
"260801060000",3114,504,19919
"260801060003",337,1,10312
"260801060005",423,896,8183
"260801060006",948,68,11784
"260801060009",367,313,8753
"260801060011",356,0,10535
"260801060012",671,437,10005
"260803060000",3641,327,16677
"260803060001",169,193,10133
"260803060002",544,186,13497
"260803060003",418,554,10683
"260803060004",462,690,9899
"280201030004",415,1194,13723
"280201030007",2282,1380,12148
"280201030008",253,0,10522
"280201030009",492,338,11527
"280201030010",1424,1073,15174
"280201030011",365,411,14703
"280201030016",440,914,17781
"280201860934",1361,1332,18753
"280201860947",525,768,17884
"280202030000",7208,2488,22738
"280202030003",835,1863,18938
"280202030004",303,2098,19109
"280202030005",747,1819,18165
"280202030006",488,2153,20634
"280202030007",567,1964,19969
"280202030008",786,714,21013
"280202030009",785,716,21068
"280202030010",2373,835,20758
"280202861142",180,6280,21498
"280203030000",7136,385,25649
"280203030001",759,355,18913
"280210030010",312,622,16050
"280210030012",1071,223,16855
"280210030013",1547,162,18550
"280211030000",5507,292,23507
"280211030002",419,376,18550
"280211030003",518,304,17946
"280211030004",310,508,21115
"280211030005",494,319,17178
"280211030007",304,518,19226
"280211030008",433,363,18459
"280211030009",836,188,20270
"280211030010",1749,90,21029
"280211030011",45,3497,28560
"280211030016",399,394,11506
"280212030000",1728,716,27727
"280212030001",374,701,18271
"280212030002",387,250,18303
"280212030005",548,329,22229
"280212030006",419,588,19526
"280213020000",1992,423,21207
"280213020001",467,127,17735
"280213020002",499,431,16566
"280213020003",591,476,14751
"280213020004",435,659,17733
"280214030000",2996,315,32132
"280214030001",435,274,21574
"280214030002",443,162,21738
"280214030003",356,812,23920
"280214030006",699,12,22161
"280214030007",1039,339,26213
"310300011402",303,869,17896
"310300011403",421,1003,15077
"310300011404",172,653,16950
"310300011415",311,846,26762
"310300011417",414,45,11635
"310300011479",1423,52,9147
"310300011485",2766,33,10747
"310300011492",430,1007,15646
"310300011494",498,1611,14812
"310300011505",335,972,25161
"310300011541",441,84,11646
"310300011859",313,30,14888
"310300011860",360,876,16116
"310300860804",220,691,17500
"310300860871",485,1109,25063
"310300860875",392,872,19484
"310300860881",370,817,17526
"310300860897",1223,684,20655
"310300860923",425,736,13362
"310300860963",282,2199,16007
"310300861008",790,502,15942
"310300861034",494,700,25849
"310400010007",412,1194,17575
"310400010012",594,119,8910
"310400010037",257,733,15436
"310400010038",234,1888,23059
"310400010057",814,722,15191
"310400010072",644,1010,16232
"310400010083",418,1695,14960
"310400010096",388,1732,21778
"310400010102",264,1577,24220
"310400010108",467,2015,19004
"310400010112",318,1947,35923
"310400010146",379,2324,23252
"310400010155",247,2563,21866
"310400010171",772,902,12877
"310400010182",316,1171,19376
"310400010206",476,1102,27787
"310400010224",186,1115,18485
"310400010372",571,1857,18619
"310400010375",310,1622,19143
"310400010377",170,950,22468
"310400010497",184,703,17447
"310400010825",239,1333,16680
"310400010964",479,647,18237
"310400011435",1658,631,10510
"310400011495",390,696,14950
"310400011555",512,796,13527
"310400011610",479,571,11876
"310400011680",318,710,14362
"310400860806",526,631,13952
"310400860812",282,707,15456
"310400860840",951,836,16841
"310400860849",659,812,17722
"310400860919",681,727,26789
"310400860922",1110,875,23605
"310400860968",449,885,24651
"310400860995",586,1768,22753
"310400861046",417,1558,19142
"310400861061",39,0,96370
"310400861081",333,751,17654
"310500010030",250,1636,31848
"310500010036",358,1161,24421
"310500010046",634,2099,16850
"310500010092",260,1395,22767
"310500010123",463,1868,21089
"310500010125",280,1439,19923
"310500010129",414,1146,22100
"310500010133",223,1382,30913
"310500010154",285,1969,23035
"310500010161",805,1821,16736
"310500010175",344,1496,16997
"310500010194",198,2354,28904
"310500010197",303,2392,23584
"310500010200",375,2686,21460
"310500010286",126,2548,30839
"310500010318",211,956,15867
"310500010514",145,967,25413
"310500010517",311,285,14384
"310500011148",374,1421,16149
"310500011157",253,939,16036
"310500011285",203,1112,23041
"310500011304",287,1056,13871
"310500011362",716,207,12161
"310500011369",384,833,14242
"310500011499",1280,839,12834
"310500011670",556,854,13658
"310500011692",490,47,14522
"310500860848",852,1336,18390
"310500860858",1001,834,19056
"310500860864",1141,627,21547
"280223030001",361,88,16851
"280223030002",253,119,16122
"280223030004",631,110,15966
"280223030005",881,251,19058
"280223030006",664,275,18128
"280224020000",1079,603,23702
"280224020001",332,742,17044
"280224020003",411,878,19655
"280224020004",336,128,17770
"280225020000",1494,406,29380
"280225020001",546,388,16553
"280225020002",555,437,17877
"280225020003",393,387,20419
"280226030000",2187,326,24410
"280226030002",704,312,18540
"280226030003",454,278,16663
"280226030004",300,518,15264
"280226030006",729,230,19315
"280227030000",1795,481,28042
"280227030002",331,460,19989
"280227030003",111,892,23714
"342900010134",340,732,20122
"342900010135",926,833,15093
"342900010136",586,783,13726
"342900010138",727,1026,13634
"342900010147",551,826,16323
"342900010156",234,860,18299
"342900010176",757,586,11456
"342900010181",323,616,20681
"342900010192",492,830,15457
"342900010195",530,1497,15315
"342900010208",712,220,13235
"342900010238",1298,1098,12971
"342900010251",346,508,15150
"342900010268",627,585,13575
"342900010270",744,136,13099
"342900010289",167,1014,15267
"342900010295",491,657,15080
"342900010355",327,726,14552
"342900010356",342,522,16307
"342900010360",208,260,13139
"342900011243",404,557,14604
"342900011248",388,577,12696
"342900011259",579,511,13317
"342900011265",422,561,13164
"342900011272",413,818,15187
"342900011283",577,446,12392
"342900011313",394,657,14246
"342900011326",371,557,13476
"342900011327",491,682,15612
"511101060000",1544,812,18414
"511101060005",442,635,13694
"511101060006",637,922,11851
"511101060008",454,849,12958
"511201040000",260,1788,24467
"511201040001",260,894,14257
"511301040000",403,953,21685
"511301040002",403,953,13735
"511602040000",598,568,16261
"511602040002",598,568,11009
"511901040000",706,654,18148
"511901040001",370,552,11979
"511901040004",336,766,13205
"512001060000",2564,746,17284
"512001060001",454,683,10881
"512001060004",447,523,11216
"512001060005",438,562,12177
"512001060008",816,382,11141
"512001060009",409,401,13016
"512101040000",330,999,23925
"512101040001",330,999,15437
"512201040000",984,1511,19118
"512201040001",274,500,13989
"512201040002",395,1547,12433
"512201040003",315,716,11888
"512300010000",1596,833,22651
"512300010002",594,835,15180
"660409020003",458,276,21667
"660501060000",3635,491,27848
"660501060002",551,117,19499
"660501060003",492,658,19632
"660501060004",1095,187,21987
"660501060005",326,756,20794
"660501060008",358,443,20998
"660501060009",813,167,20813
"660701030000",5664,317,22247
"660701030001",513,0,18221
"660701030002",688,0,14535
"660701030003",724,2424,17382
"660701030004",745,0,13764
"660701030005",1277,0,16666
"660701030006",1616,0,16674
"660801060000",1903,459,26583
"660801060003",477,1019,17739
"660801060005",450,460,17100
"660801060006",538,83,21425
"660801060007",438,311,21479
"660802040000",311,1213,52243
"660802040001",311,1213,28866
"660805030000",1404,363,30136
"660805030001",322,397,18957
"660805030003",300,480,20981
"660805030004",454,252,21018
"660805030005",328,345,20696
"660809030000",1703,262,25222
"660809030002",574,333,16044
"570302060001",502,2404,10583
"570302060003",444,1366,11014
"570302060004",535,948,10985
"570401040000",258,957,23876
"570401040001",258,957,15279
"570603040000",851,635,19192
"570603040001",462,167,9482
"570603040002",374,215,12332
"571000010000",4708,548,18957
"571000010003",277,726,16022
"571000010005",479,156,9854
"580406060000",3086,286,22786
"580406060001",552,262,17795
"580406060005",740,333,18680
"580406060007",1061,238,16444
"580406060009",669,360,18676
"580410030000",6121,456,25596
"580410030005",266,493,20816
"580410030008",377,511,21227
"580410030014",295,1355,19890
"580410030017",2187,204,20893
"580410030018",227,612,21002
"580410030019",1414,150,21023
"580410030020",658,582,20900
"580410030021",557,236,20824
"580413030000",5786,507,23552
"580413030003",584,413,19217
"580413030005",450,335,18074
"580413030008",625,483,16740
"580413030009",593,337,18047
"580413030011",1909,324,17294
"580413030012",629,550,17402
"580413030013",934,136,17254
"580501030000",6229,458,22140
"580501030001",374,1038,18441
"580501030002",798,326,15734
"580501030003",560,933,17273
"580501030004",344,1107,18658
"580501030005",533,326,18609
"580501030006",1952,338,18897
"580501030007",1394,338,18072
"580502020000",2758,702,25530
"580502020001",960,0,16511
"580502020002",492,289,12369
"580502020004",645,92,16778
"580502020005",323,878,16967
"580502020006",338,546,15141
"580503030000",3724,311,25308
"580503030001",341,318,19899
"580503030003",448,318,19157
"580503030004",381,318,18507
"580503030006",1205,318,18378
"580503030007",388,318,17729
"580503030008",880,318,21081
"331300861077",701,64,21027
"331300861079",343,300,19729
"331300861110",50,824,47134
"331400010016",223,2595,22173
"331400010017",299,1724,20907
"331400010018",193,1244,21266
"331400010023",283,1441,19915
"331400010031",618,1060,12994
"331400010034",471,1182,13593
"331400010050",324,1738,19327
"331400010059",337,2526,16126
"331400010084",763,1007,18648
"331400010110",555,226,11992
"331400010120",379,2866,15071
"331400010126",370,1161,21575
"331400010132",755,952,11560
"331400010147",360,1235,16674
"331400010157",414,2616,16571
"331400010196",318,3468,18925
"331400010250",462,1193,14997
"331400010257",598,1737,18867
"331400010297",204,2397,22255
"331400010318",1208,1013,13375
"331400010319",117,923,20953
"331400010380",571,2719,19035
"331400010414",618,328,13168
"331400010577",488,1047,12964
"331400010582",289,2546,18860
"331400011071",505,2040,26437
"331400011449",701,41,10441
"331400011454",306,1569,19596
"331400011474",667,1362,14947
"331400011477",299,2003,17489
"331400011478",834,961,12894
"331400011488",527,786,12772
"331400011558",580,1960,14121
"331400011561",685,882,12114
"331400011586",471,1531,15076
"331400011610",339,1830,22892
"331400011614",384,894,13951
"331400011685",224,904,18475
"331400860809",209,537,24620
"331400860865",936,596,17429
"331400860885",333,724,15971
"331400860945",389,646,17542
"331400861007",760,570,16847
"331400861021",412,110,20140
"331400861022",346,662,17122
"331400861024",434,543,14456
"331500010001",1201,1277,14695
"331500010010",946,1343,23877
"331500010015",480,1368,23099
"331500010024",624,1692,16539
"331500010029",953,334,11895
"331500010032",473,278,28597
"331500010038",618,898,11540
"420303060011",811,1017,11306
"420303060014",1974,93,11340
"420303060015",213,0,0
"420401060000",3419,424,19586
"420401060001",299,145,5288
"420401060002",329,292,13630
"420401060003",317,554,16539
"420401060004",321,506,15131
"420401060005",1033,261,15562
"420401060009",369,316,15828
"420401060010",751,684,14312
"420411060000",2717,400,17284
"420411060002",350,533,10332
"420411060003",279,686,12245
"420411060004",286,306,12413
"420411060005",880,342,11841
"420411060006",922,192,12741
"420501060000",1295,517,17848
"420501060001",390,611,16286
"420501060003",407,216,13025
"420501060004",498,413,8597
"420601040000",607,526,23473
"420601040001",269,589,12022
"420601040003",338,396,18849
"420701060000",1735,500,15622
"420701060001",558,86,12676
"420701060002",371,588,10147
"420701060003",263,737,11478
"420701060004",543,151,10801
"420702030000",1452,1284,17435
"420702030001",480,1094,9338
"420702030004",519,301,13736
"420702030007",453,890,11424
"420807040000",847,492,22918
"420807040002",126,458,27913
"420807040003",355,217,18336
"420807040004",366,771,11482
"420901060000",5482,1006,14997
"420901060002",486,587,11384
"420901060003",528,521,10666
"420901060004",485,498,11884
"420901060005",521,485,10402
"420901060006",857,487,12891
"420901060007",1255,474,12808
"420901060008",452,496,11176
"420901060009",898,520,11308
"421001060000",4183,285,16251
"421001060001",501,432,11130
"421001060002",1381,177,13335
"421001060005",684,229,13243
"421001060006",636,212,11700
"421001060007",411,605,12012
"421001060008",570,187,9942
"421101060000",1543,351,18983
"421101060001",393,605,13863
"580504030000",2878,293,26944
"580504030001",417,125,16260
"580504030003",371,295,18453
"580504030004",977,234,19481
"580504030005",708,269,19105
"580504030006",405,298,17991
"580505020000",2143,529,29785
"580505020002",225,390,27642
"580505020003",319,412,21154
"580505020004",754,417,22614
"580505020005",318,414,23981
"580505020006",527,416,24223
"580506030000",3354,326,28221
"580506030003",423,217,20436
"580506030004",596,419,18905
"580506030005",805,408,22259
"580506030007",1184,265,22362
"580506030008",346,315,21016
"580507060000",5802,378,26682
"580507060002",366,389,19255
"580507060003",208,804,23558
"580507060004",315,756,20818
"580507060005",431,364,23479
"580507060006",1923,238,19245
"580507060007",534,674,21164
"580507060008",215,468,23735
"580507060009",304,373,25428
"342500011281",651,594,15621
"342500011285",588,171,13618
"342500011425",3523,759,11609
"342800010139",735,214,13409
"342800010140",474,2328,14379
"342800010144",904,158,12695
"342800010157",1655,145,12002
"342800010160",615,940,15072
"342800010161",637,889,15709
"342800010174",683,356,13814
"342800010175",807,200,12714
"342800010182",714,1259,15984
"342800010190",1078,144,11582
"342800010196",1027,61,11753
"342800010206",615,673,14238
"342800010217",1664,644,12385
"342800010220",701,739,13913
"342800010287",353,705,16706
"342800010303",209,76,15614
"342800010312",198,567,16349
"342800010332",343,379,13741
"342800010349",428,2302,13139
"342800010354",574,727,15182
"342800010358",366,2330,14530
"342800011167",833,518,12991
"342600010213",456,141,15820
"342600010216",1513,113,10744
"342600010221",633,300,13250
"591301040001",241,0,18406
"591302040000",429,1294,32168
"591302040003",238,1040,20562
"591302040004",191,704,24336
"591401060000",3018,2132,19549
"591401060002",261,1102,16538
"591401060003",589,1086,13089
"530202060003",237,956,13901
"530202060005",331,499,11457
"530202060006",819,52,12376
"530202060007",590,275,11658
"530301060000",4250,403,14947
"530301060001",357,209,10418
"530301060002",395,160,11008
"530301060003",346,299,9648
"530301060004",400,306,9483
"530301060005",365,264,11167
"530301060006",463,156,10244
"530301060007",1395,68,11604
"530301060008",529,555,11013
"530501060000",1821,0,23608
"530501060003",642,0,10607
"530501060004",541,0,13665
"530501060006",638,0,12811
"530515060000",2788,551,14582
"530515060001",632,359,10087
"530515060003",662,89,11811
"530515060004",867,630,12378
"530515060005",627,167,9912
"530600010000",9678,1908,15757
"530600010008",520,1456,10853
"530600010009",463,1752,12161
"530600010010",414,1129,12047
"530600010011",352,2243,11942
"421101060003",538,359,13527
"421101060004",612,181,13550
"421201040000",855,471,17830
"421201040001",237,687,10835
"421201040002",224,807,13479
"421201040003",394,150,13186
"421501060000",7104,514,17534
"421501060001",445,508,10627
"421501060002",352,470,12381
"421501060004",440,337,10725
"421501060005",360,63,14484
"421501060009",371,1702,12740
"421501060010",281,1346,13993
"421501060011",2180,107,12741
"421501060012",503,723,11097
"421501060013",366,642,11519
"421501060014",430,60,14717
"421501060015",345,1334,13338
"421501060016",449,1474,11286
"421501060019",411,247,14094
"421504020000",402,723,19931
"421504020001",402,696,13008
"421601060000",1317,346,19579
"421601060002",471,230,14139
"421601060003",236,676,14014
"421601060004",283,254,11545
"580507060010",722,349,23018
"580507060011",637,317,23726
"580509030000",4098,557,24488
"580509030001",383,193,20241
"580509030004",423,138,17427
"580509030005",415,321,18594
"580509030007",453,137,16204
"580509030010",506,254,17734
"580509030011",498,475,18496
"580509030012",1420,243,19327
"580512030000",19263,767,17864
"580512030001",1145,1153,15338
"580512030002",532,1011,16277
"580512030003",666,793,14893
"580512030004",648,899,14367
"580512030005",709,782,13823
"580512030006",910,909,13631
"580512030007",1049,778,13362
"580512030009",785,918,15397
"580512030010",551,865,18210
"580512030012",681,686,13066
"580512030013",839,598,13430
"580512030015",895,883,18900
"580512030016",1174,553,14867
"580512030018",4599,770,13907
"580512030020",1119,428,15219
"580512030021",1049,524,15591
"580512030026",1210,755,14993
"580513030000",7733,573,25525
"580513030001",599,570,19524
"580513030002",693,1210,18962
"580513030003",614,700,17117
"580513030005",966,525,15040
"580513030006",2340,306,16817
"580513030007",646,1100,22001
"580513030008",1142,422,16753
"580513030009",696,578,15414
"580514020000",32,1608,163434
"580514020001",32,0,152324
"580601040000",2106,313,25670
"580601040002",401,377,16719
"580601040003",408,194,19733
"580601040004",526,328,18479
"580601040005",771,334,18672
"580602040000",5831,1268,18658
"580602040002",375,1380,17972
"580602040003",513,1297,18228
"580602040004",553,1605,15536
"580602040006",855,1211,15196
"580602040007",534,1385,17401
"320700011473",333,1981,15899
"320700011495",519,898,11774
"320700011500",556,1089,12601
"320700011522",462,1769,17956
"320700011527",510,1389,17157
"320700011548",530,1036,15967
"320700011551",586,1692,16306
"320700011557",227,714,22347
"320700011600",460,1333,18913
"320700011670",513,1168,13868
"320700860703",268,1030,22837
"320700860820",1061,1114,28033
"320700860852",418,862,18917
"320700860889",452,875,13164
"320700860915",422,947,11892
"320700860920",434,233,18513
"320700860925",414,1727,26433
"320700860926",444,1022,17105
"320700860957",524,1125,7181
"320700860981",588,1023,16832
"320700860994",542,838,21821
"320700861005",283,1125,19531
"320700861014",572,915,20631
"320700861018",486,991,16891
"320700861028",576,943,18578
"320700861035",354,778,16890
"320700861062",424,772,17107
"320700861070",256,982,18374
"320700861080",226,983,20541
"320700861100",289,773,17821
"320700861106",163,810,21664
"320700861114",250,2661,20348
"320700861139",98,1340,33228
"320700861141",184,5180,23684
"320800010014",579,883,14006
"320800010036",759,1315,14847
"320800010048",662,2482,18863
"320800010062",668,1791,16338
"320800010069",635,1272,13903
"320800010071",1572,1183,13105
"320800010072",745,1615,18241
"320800010075",591,1789,16408
"320800010093",327,1326,22740
"320800010100",549,1725,16591
"320800010101",543,977,14607
"320800010107",551,1752,16300
"320800010119",809,1489,14795
"320800010123",419,3028,19204
"320800010130",432,2118,17851
"320800010131",477,1127,17528
"320800010138",657,1324,15637
"320800010140",604,1530,15642
"320800010146",369,1577,16991
"320800010152",815,1657,15433
"320800010182",768,1530,13714
"320800010301",246,1583,22493
"320800010302",473,1901,16772
"320800010304",514,1459,15328
"320800010312",425,1022,18906
"320800010333",621,1552,16549
"320800010337",507,763,14157
"320800010371",377,1325,15822
"320800010375",230,2278,25848
"320800010392",340,1008,16757
"320800010424",300,2050,22535
"320800010448",392,1019,15891
"320800010467",339,813,17414
"320800010562",669,1211,15000
"320800010583",190,619,14387
"320800011269",631,1472,16261
"320800011282",242,1862,16145
"320800011293",478,1051,12286
"320800011320",458,1181,14825
"320800011348",341,1168,14832
"320800011349",427,894,16270
"320800011367",662,1719,14589
"320800011376",441,1240,17343
"320800011377",152,940,21716
"320800011405",795,1542,19223
"320800011432",320,1732,17473
"320800011452",508,3074,18922
"320800011530",344,2143,21932
"320800011537",146,2090,21448
"320800011558",551,985,14208
"320800011559",302,1622,17833
"320800011561",395,1795,17329
"320800860846",431,1571,19574
"320800860872",579,824,14653
"320800860903",977,1080,18770
"320800860940",726,977,18470
"320800861017",556,1031,15493
"320800861030",263,651,18588
"320800861044",637,1549,15460
"320800861068",334,5896,19335
"320800861074",548,830,11783
"580101030001",489,395,20063
"580101030002",753,411,26383
"580101030003",331,428,20764
"580102030000",3741,611,25869
"580102030001",276,213,18993
"580102030002",349,497,17189
"580102030004",333,86,16080
"580102030005",281,729,18604
"580102030006",306,777,18729
"580102030007",922,264,16685
"580102030008",1274,162,15842
"580103030000",4605,723,21317
"580103030001",460,160,13148
"580103030002",1107,270,13100
"580103030003",468,463,12658
"580103030006",384,412,15221
"580103030008",1472,348,13177
"580103030009",334,285,13101
"580103030010",380,88,18105
"580104030000",5681,451,22990
"580104030001",414,484,16036
"580104030002",316,780,22762
"580104030003",529,297,19201
"580104030005",304,231,16210
"580104030008",526,594,17032
"580104030009",340,233,16580
"580104030010",1891,353,17708
"580104030011",1361,608,17788
"580105030000",5110,1096,17221
"580105030001",442,744,10764
"580105030002",520,737,12194
"580105030004",764,734,11874
"580105030005",1589,326,14831
"580105030006",1147,505,17123
"580105030007",462,928,11876
"580106030000",3052,693,23226
"580106030001",315,758,13775
"580106030002",668,869,14146
"580106030003",713,628,16123
"580106030004",617,732,19822
"580106030005",739,441,18172
"580107030000",4133,485,23047
"580107030001",449,1055,15976
"580107030004",467,1113,17295
"580107030007",1360,218,16795
"580107030008",907,533,16965
"580107030009",950,243,17161
"580109020000",2786,1616,16664
"580109020001",660,827,9982
"580109020003",774,851,10266
"580109020004",576,868,10470
"580109020006",776,704,8490
"580201060000",5878,293,29669
"580201060003",558,949,24777
"580201060004",483,183,20370
"580201060005",1688,221,22644
"580201060006",505,172,20234
"580201060007",601,322,23641
"580201060008",567,188,20554
"580201060009",756,229,22144
"580201060010",720,238,22359
"580203020000",3816,483,18974
"331300010265",318,2110,20206
"331300010266",157,1938,19709
"331300010270",113,3951,24982
"331300010282",654,797,15394
"331300010287",144,2042,21723
"331300010301",93,1348,31752
"331300010305",141,2204,22610
"331300010307",377,1634,24738
"331300010313",276,578,15695
"331300010351",161,2856,21426
"331300010691",211,2091,19790
"331300011350",211,2794,15262
"331700011568",107,927,25533
"331700011590",1340,576,9276
"331700011600",1212,1737,14891
"331700011745",410,1034,12396
"321000011445",3020,10,9279
"321000011459",297,1951,16853
"321000011477",446,1180,13350
"321000011524",328,1618,16555
"321000011546",353,993,14206
"321000011549",491,1273,13354
"321000011565",416,931,15896
"321000011696",412,0,13250
"321000860704",526,1102,17529
"321000860904",355,881,16010
"321000860914",509,986,19672
"321000860999",496,882,15619
"321000861064",422,824,19292
"321000861074",357,685,16617
"321000861075",408,966,22902
"321000861135",191,826,19925
"321100010016",330,1862,18787
"321100010019",528,901,13195
"321100010021",644,1480,14027
"321100010041",860,1608,13554
"321100010068",644,1564,21676
"321100010076",890,1598,13988
"321100010078",816,1486,13430
"321100010083",1661,1024,12907
"321100010087",592,1274,14199
"321100010089",1552,1320,11842
"321100010096",889,1798,13456
"321100010097",612,1238,15980
"321100010103",1013,1685,14628
"321100010105",1033,1648,14936
"321100010106",1106,1042,13018
"321100010108",592,1319,13363
"321100010111",644,2058,17146
"321100010112",406,2029,20644
"321100010121",829,1175,13621
"321100010127",845,1132,13935
"321100010144",482,1659,16857
"321100010153",622,830,15012
"321100010160",376,3128,20145
"321100010169",422,1576,15033
"321100010175",311,273,15221
"321100010178",414,3422,19176
"321100010180",1020,1100,14312
"321100010181",895,963,14366
"321100010189",385,1742,18081
"321100010194",1294,1364,12747
"321100010287",557,1664,16479
"321100010326",404,1171,14727
"321100010355",300,1502,16554
"321100010357",432,778,12581
"321100010370",427,3094,20779
"321100010462",262,1551,15584
"321100010468",327,1051,15135
"321100010481",216,944,14678
