"ENTITY_CD","PUPIL_COUNT_TOT","PER_FEDERAL_EXP","PER_STATE_LOCAL_EXP"
"321200010196",884,1227,13398
"320900010232",505,1132,14771
"320900010236",332,1844,20187
"320900010274",713,1428,15909
"320900010294",494,1701,16233
"320900010303",322,1496,17349
"320900010311",416,1457,16489
"320900010313",299,2266,25563
"320900010323",399,1198,17768
"320900010327",731,1263,13471
"320900010328",321,1229,20719
"320900010339",480,1848,24904
"320900010361",379,1401,18328
"320900010443",552,1424,14968
"320900010449",449,1311,17453
"320900010454",448,1204,14610
"320900010457",497,1475,15891
"320900010555",428,1102,13710
"320900010568",543,894,12515
"320900010593",43,399,35281
"320900010594",190,990,20917
"320900011227",389,1396,18547
"320900011231",531,1443,14242
"320900011241",604,1231,15630
"320900011250",423,1115,13729
"320900011252",376,1201,13738
"320900011260",449,950,14151
"320900011263",358,1525,15860
"320900011297",399,1719,18318
"320900011324",516,1184,13637
"331300011430",5942,85,9276
"331300011439",349,1751,14705
"331300011483",439,846,12734
"331300011492",526,248,12982
"331300011499",152,1424,17181
"331300011527",505,796,12841
"331300011553",198,1042,22622
"331300011595",361,1110,12792
"331300011605",791,1342,14765
"331300011616",170,3898,18241
"331300011670",816,766,11301
"331300011674",430,966,13477
"331300860810",406,634,19523
"331300860893",473,368,19827
"331300860901",1155,437,14459
"331300860902",804,556,18491
"331300860937",310,563,15691
"331300861006",293,795,23287
"470202040002",195,1030,13348
"470202040003",156,431,17429
"470501040000",387,618,20043
"470501040001",387,618,14572
"470801040000",299,1082,23298
"470801040001",299,1082,7795
"470901040000",356,599,19706
"470901040001",356,599,14263
"471101040000",362,872,23299
"471101040001",362,852,15850
"310300010075",552,1120,25535
"310300010076",444,1720,16321
"310300010084",664,694,14354
"310300010087",895,248,14428
"310300010145",395,1647,19303
"310300010149",240,1854,21811
"310300010163",547,857,16533
"310300010165",428,1826,16488
"310300010166",638,335,12048
"310300010180",518,944,15110
"310300010185",362,1226,18387
"310300010191",562,1300,17787
"310300010199",821,217,13849
"310300010241",131,1958,27987
"310300010242",140,2147,26149
"310300010243",240,73,13007
"310300010245",403,483,12782
"310300010247",224,769,15253
"310300010250",159,592,19310
"310300010256",153,912,21326
"310300010258",240,1680,16880
"310300010333",755,216,14434
"310300010334",521,7,10815
"310300010421",198,723,18521
"310300010452",378,76,14704
"310300010862",429,563,12057
"310300011291",431,23,13015
"331500010821",527,1096,13646
"310200011544",267,1544,19022
"310200011545",403,604,11691
"310200011546",459,1148,14799
"310200011550",411,829,16081
"310200011551",532,235,15270
"310200011560",520,458,16707
"310200011565",138,50,23258
"310200011570",269,545,14684
"310200011575",548,2072,18637
"310200011580",425,1502,14943
"310200011586",67,627,31714
"310200011600",1596,947,11949
"310200011605",232,648,16056
"310200011615",453,1247,16138
"310200011630",1490,319,12888
"310200011655",426,925,14634
"310200860819",478,1572,18042
"310500860883",1099,897,20242
"310500860886",1039,551,23919
"310500860894",705,896,16511
"310500860921",707,768,17358
"310500860928",300,991,18147
"310500860979",746,689,16772
"310500860989",1032,790,15749
"310500861001",654,744,17605
"310500861012",422,707,21829
"310500861015",586,1580,24924
"310500861088",227,1851,16888
"310600010004",503,1521,18365
"280404030009",1637,222,18260
"280405020000",1756,664,18965
"280405020001",286,455,18954
"280405020002",522,335,12661
"280405020003",550,360,13137
"280405020004",398,201,12396
"280406030000",3220,290,24926
"280406030002",1091,32,18974
"280406030003",916,77,15770
"280406030004",720,99,19203
"280406030005",493,53,20681
"280407030000",6787,675,29861
"280407030006",665,344,22732
"280407030007",433,344,22729
"280407030008",756,404,26671
"280407030009",335,6842,8180
"280407030010",562,333,21981
"280407030012",823,358,23639
"280407030013",765,349,23073
"280407030014",1223,351,23189
"280407030015",1172,355,23440
"280407030016",39,372,24591
"280409030000",4014,272,24688
"280409030001",505,290,18823
"280409030002",630,126,16820
"280409030004",562,316,20469
"280409030007",967,330,19961
"280409030008",1295,285,20356
"280410030000",2935,538,27889
"280410030002",363,754,20285
"280410030003",402,681,23868
"280410030004",374,732,22289
"280410030006",1061,258,16164
"280410030007",681,402,19004
"280411030000",1339,320,33049
"280411030001",294,261,23054
"280411030002",439,264,22189
"280411030003",606,363,27041
"280501060000",2580,324,35133
"280501060001",351,136,29854
"280501060002",440,42,25640
"280501060003",337,396,30950
"280501060004",851,34,28851
"280501060005",601,313,28785
"280502060000",6465,220,31156
"280502060001",291,240,24606
"280502060002",318,237,24652
"280502060003",385,184,21636
"280502060004",445,353,20587
"280502060006",463,170,19892
"280502060007",447,377,20350
"280502060010",414,174,22119
"280502060011",842,171,25068
"280502060012",729,226,25988
"240801060001",638,720,11709
"240801060002",479,313,17264
"240801060003",373,312,12709
"240901040000",597,819,17616
"240901040001",240,196,14363
"240901040002",357,1238,9426
"241001060000",1490,994,16261
"142801060010",1245,34,11550
"142801060011",825,474,12563
"142801060015",572,461,11361
"142801060016",843,89,14334
"142801060017",565,707,10154
"142801060018",660,152,11127
"150203040000",291,783,27728
"150203040001",291,783,23903
"150301040000",262,780,25467
"150301040001",262,698,12022
"150601040000",163,409,31081
"150601040001",159,0,20496
"150801040000",99,2921,39185
"150801040001",99,1361,26740
"150901040000",703,702,19515
"150901040004",323,649,13130
"150901040007",380,483,11455
"151001040000",81,928,54005
"151001040001",81,883,31968
"151102040000",646,1102,26519
"151102040001",355,669,23226
"151102040002",263,451,20069
"151401040000",258,733,26835
"151401040001",258,733,17328
"151501060000",757,994,22447
"151501060001",252,615,16555
"151501060003",326,774,12809
"151501060007",179,55,14265
"151601040000",201,910,24541
"151601040001",201,1017,21900
"151701040000",256,946,26552
"151701040001",256,635,17591
"160101060000",761,622,19275
"160101060001",305,668,20006
"160101060003",456,591,13271
"160801040000",512,971,18835
"160801040001",297,391,9524
"160801040002",215,566,11676
"161201040000",1539,1287,22315
"161201040001",386,10,15299
"161201040002",476,1491,16096
"161201040003",360,738,13112
"161201040005",317,769,13504
"161401060000",1150,848,22050
"161401060001",358,939,15606
"161401060002",348,630,15228
"161401060003",281,693,14655
"161401060004",126,0,15559
"161501060000",2270,768,17568
"161501060006",230,536,14540
"161501060011",583,1019,11432
"241001060001",424,779,9231
"241001060003",679,264,12663
"241001060004",379,2565,11384
"241101040000",624,1224,19882
"241101040001",140,887,12947
"241101040002",204,2385,11721
"241101040003",280,154,13837
"241701040000",731,470,18205
"241701040003",359,394,12110
"241701040004",343,590,14161
"250109040000",228,1424,22802
"250109040001",228,752,17464
"250201060000",1422,355,16382
"250201060001",323,541,12954
"250201060002",620,282,12111
"250201060006",479,325,10609
"250301040000",333,868,26644
"250301040001",185,718,17871
"250301040002",148,1057,20885
"250401040000",638,606,20891
"250401040001",308,34,10610
"250401040004",330,0,12522
"250701040000",573,1282,19885
"250701040001",298,877,10109
"250701040002",275,1720,12804
"250901060000",1310,1284,16839
"250901060003",203,1405,10583
"250901060004",560,120,14647
"250901060005",339,1410,10411
"250901060006",190,56,11891
"251101040000",456,1341,17530
"251101040003",456,1341,11496
"251400010000",1930,1016,17365
"251400010002",255,1492,10186
"251400010003",241,1046,9877
"251400010005",189,628,12201
"251400010006",199,1993,10996
"251400010008",461,700,12196
"251400010009",585,840,15344
"251501040000",427,830,18799
"251501040001",409,848,13775
"251601060000",1946,443,16082
"251601060001",228,1646,10457
"251601060002",455,129,11191
"251601060003",625,367,10167
"251601060005",638,311,13128
"260101060000",3612,310,17826
"260101060001",685,173,11025
"260101060004",1171,133,13371
"260101060008",937,322,13151
"260101060010",819,583,10782
"260401060000",3913,2335,18618
"260401060001",1307,873,15639
"260401060002",384,914,13730
"260401060004",824,880,15389
"260401060007",428,846,15714
"260401060008",465,2013,12544
"260401060009",452,2329,14578
"260501060000",10935,643,15770
"260501060001",382,298,12451
"260803060005",1181,110,12631
"260803060007",179,475,9974
"260803060009",163,613,10706
"260803060011",220,372,10037
"260803060012",145,695,11646
"260803060014",160,53,11356
"260901060000",2165,432,17941
"260901060001",297,466,9692
"260901060002",603,329,9583
"260901060004",735,144,11903
"260901060005",502,238,12464
"261001060000",3646,581,17571
"261001060001",1146,14,13170
"261001060002",367,897,12452
"261001060003",438,915,10806
"261001060005",828,112,12298
"261001060006",380,455,11012
"261001060007",487,968,11727
"321000010020",986,1924,15343
"321000010023",439,2129,22520
"321000010024",840,466,12421
"321000010032",762,1599,15978
"321000010033",892,1401,14149
"321000010037",625,1402,16390
"321000010045",713,1351,13872
"321000010046",860,1868,16957
"331600860924",369,677,17632
"331600860938",1444,423,14840
"331600860971",702,667,20830
"331600860975",523,1431,18012
"331600861003",310,816,20684
"331600861112",116,4949,18722
"331700010002",473,1408,14837
"331700010006",643,1520,16501
"331700010012",279,1986,19538
"331700010061",669,1562,14038
"331700010091",256,2218,21240
"331700010092",428,1802,18654
"331700010138",533,1941,18196
"331700010161",366,1720,17456
"331700010181",645,1689,15781
"331700010189",1050,1292,12841
"331700010191",160,1937,23060
"331700010221",271,2094,18420
"331700010241",473,1655,15940
"331700010246",409,2123,16851
"331700010249",874,1300,13066
"331700010289",357,2423,21573
"331700010316",573,1130,18492
"331700010340",204,1023,17448
"331700010352",135,2190,31878
"331700010353",171,1146,18415
"331700010354",296,1832,21725
"331700010375",340,2060,20926
"331700010394",390,1669,17439
"331700010397",186,1578,19457
"331700010398",284,1369,23930
"331700010399",336,1538,13215
"331700010484",161,1158,20760
"331700010532",439,1257,17170
"331700010705",362,1581,16293
"331700010722",258,2153,20700
"331700010770",322,471,14136
"331700011122",573,1107,14156
"331700011382",358,1165,13837
"331700011408",188,1101,18999
"331700011524",346,1385,17207
"331700011528",212,927,14429
"331700011531",352,2825,18193
"331700011537",456,944,15839
"331700011539",290,1197,15849
"331700011543",572,794,12178
"331700011546",463,1018,13277
"331700011547",378,1149,12929
"331700011548",297,1326,14328
"212101040002",447,866,9221
"212101040005",614,279,11023
"212101040006",477,864,9526
"220101040000",1887,502,13589
"220101040002",560,555,11879
"220101040003",534,267,8592
"220101040004",359,382,9126
"220101040006",434,671,9011
"220202040000",501,675,18873
"220202040001",256,740,9713
"220202040002",245,607,13722
"220301060000",3877,1715,16822
"220301060001",218,969,11349
"220301060002",367,1239,13207
"220301060003",119,1357,17025
"220301060004",194,1331,11777
"220301060007",828,521,15489
"220301060008",803,820,13086
"220301060009",582,911,12837
"220301060010",574,1079,12063
"220401040000",1446,532,11647
"220401040002",526,291,8437
"220401040003",300,1170,9344
"220401040004",620,244,8227
"220701040000",884,732,17449
"220701040001",282,445,9914
"220701040002",110,1646,11181
"220701040003",298,269,12207
"031601060000",3380,388,17248
"031601060021",257,436,17919
"031601060022",290,477,14252
"031601060023",289,119,13646
"031601060026",273,674,13138
"031601060028",355,238,12882
"031601060041",765,356,13168
"031601060051",1052,192,12498
"031701060000",1667,688,18950
"031701060002",270,538,11979
"031701060003",306,591,11440
"031701060004",591,699,13081
"031701060007",500,796,14324
"040204040000",229,834,30426
"040204040001",229,834,18098
"040302060000",1180,465,13830
"040302060001",658,316,11327
"040302060002",522,570,10711
"040901040000",631,791,3254
"040901040001",298,1004,85
"040901040002",333,12,0
"041101040000",642,1216,24409
"041101040002",269,1716,15572
"041101040003",367,869,14362
"041401040000",421,1174,19429
"041401040001",421,1174,12635
"042302040000",919,637,18083
"042302040002",364,1303,10158
"400800010000",7015,1315,15198
"400800010010",429,1044,10244
"400800010012",466,1240,10119
"400800010015",448,1942,9535
"400800010020",494,1314,10182
"400800010021",351,744,11084
"400800010022",582,1442,10216
"400800010031",648,1208,10976
"400800010034",2028,658,12056
"400800010040",481,1689,12660
"400800010041",517,1547,11563
"400800010042",507,889,11052
"400900010000",3404,801,16037
"400900010003",267,218,11360
"400900010007",734,427,10446
"400900010008",369,18,11803
"400900010009",345,1528,12123
"400900010011",1044,65,14456
"400900010012",530,284,13306
"401001060000",2878,311,14529
"401001060001",840,145,12277
"401001060002",652,187,9419
"401001060003",663,431,9485
"401001060004",688,177,11206
"401201060000",1293,510,15105
"401201060001",480,483,10130
"401201060003",430,325,11919
"321000011268",486,1552,14116
"321000011284",360,2034,15847
"321000011319",214,1745,18779
"321000011342",517,1326,15401
"321000011351",556,1193,15194
"321000011353",544,792,15025
"321000011374",468,986,13801
"321000011397",293,2233,18479
"321000011433",416,1291,18980
"321000011434",391,1092,15527
"321000011437",321,1173,16516
"321000011438",358,2123,19559
"321000011439",406,1546,16589
"321000011440",1110,1500,15457
"321000011442",423,1289,16027
"331500011519",584,1501,14177
"331500011529",225,775,14627
"331500011592",214,987,19770
"331500011656",948,545,13110
"331500011667",1217,1114,13850
"331500011684",671,147,16792
"331500011698",154,1558,21626
"331500860878",477,355,18472
"331500860927",478,561,18227
"331500860935",773,138,21213
"331500860953",326,618,15924
"331500861011",286,1431,20947
"331500861016",216,3742,19975
"331500861023",333,594,16107
"110304040002",293,631,11590
"110701060000",1926,537,17049
"110701060001",608,430,15692
"110701060002",411,589,9383
"110701060003",439,685,11295
"110701060006",468,494,13008
"110901040000",711,967,19797
"110901040001",302,686,19352
"110901040002",409,1063,12358
"111111111111",2725318,953,21071
"120102040000",75,2031,14686
"120102040001",75,2031,1828
"120301040000",232,1567,33253
"120301040001",232,0,12834
"120401040000",393,1678,10937
"120401040001",393,1678,1510
"120501040000",759,0,11688
"120501040001",350,0,10990
"120501040002",409,0,12285
"120701040000",261,825,21417
"120701040001",261,825,15118
"120906040000",323,994,27958
"120906040001",112,1647,15967
"120906040002",211,647,17813
"121401040000",344,1725,7381
"121401040001",344,1725,1553
"121502040000",266,5548,15432
"121502040001",266,5548,4993
"121601060000",1119,1232,18741
"121601060002",641,1570,8489
"121601060005",159,1506,18013
"121601060006",319,416,16453
"121701040000",281,2174,24925
"121701040001",281,2174,13590
"121702040000",363,1199,19981
"121702040001",363,1199,12672
"121901040000",933,1256,18237
"121901040001",457,943,10463
"121901040002",262,446,14330
"121901040003",214,961,11582
"130200010000",2947,885,18428
"130200010001",249,709,14095
"130200010002",368,679,12977
"130200010003",400,97,13727
"130200010004",663,520,14516
"130200010005",936,289,14880
"130200010006",309,550,12813
"130502020000",1367,479,19487
"130502020001",255,321,17678
"130502020002",335,962,11885
"130502020003",426,240,14623
"130502020004",319,246,16350
"130801060000",3605,516,21740
"130801060002",272,740,15919
"130801060003",385,852,13843
"331500010839",343,415,15427
"331500010896",30,2090,40644
"331500011423",173,1273,24324
"331500011429",248,1191,16241
"331500011462",446,759,13092
"331500011463",264,993,15757
"331500011464",703,827,12977
"331500011497",725,200,12731
"332100010098",1562,169,9881
"332100010099",851,837,12482
"332100010100",824,381,12174
"332100010101",872,1174,15760
"332100010121",340,2845,25828
"332100010128",466,1192,14753
"332100010153",546,1424,16160
"332100010177",979,1266,14573
"332100010188",387,1397,18580
"332100010199",561,1267,19604
"332100010209",704,1643,16464
"332100010212",724,1384,16593
"332100010215",834,1049,14014
"332100010216",743,1050,14245
"332100010225",997,1259,16389
"332100010226",1014,1656,15294
"332100010228",1403,1018,12656
"332100010238",613,1202,19641
"132101060005",334,1274,13117
"331900011507",389,1409,14870
"331900011510",251,2444,16563
"331900011583",264,1715,17563
"331900011615",672,1728,16080
"331900011618",427,1079,14720
"331900011639",449,1669,16119
"331900011659",299,1174,17147
"331900011660",369,2837,23000
"331900011683",265,1017,14573
"331900011764",336,811,13577
"331900860880",1098,416,17330
"331900860891",218,2403,17540
"331900860933",865,404,14681
"331900860958",696,616,17491
"331900860972",456,746,10977
"331900860973",225,0,17365
"331900860993",638,757,15610
"331900861065",109,627,18210
"331900861072",562,759,16097
"331900861131",124,685,36313
"332000010030",993,1103,13978
"332000010048",558,1041,14937
"332000010062",1204,1095,13549
"332000010069",769,1275,14042
"332000010102",1422,989,12847
"332000010104",1250,327,12201
"332000010105",1424,1260,11762
"332000010112",681,799,13985
"332000010127",502,1163,15688
"220701040004",194,612,13190
"220909040000",484,855,14991
"220909040010",484,855,7528
"221001040000",432,1230,14991
"221001040001",432,911,9750
"221301040000",348,691,18291
"221301040001",348,691,12092
"221401040000",535,651,15269
"221401040001",535,651,10812
"222000010000",4373,798,8291
"222000010007",376,846,6797
"222000010010",318,846,6355
"222000010011",198,846,6775
"222000010013",584,845,6459
"222000010014",495,846,6549
"222000010015",367,846,6502
"222000010016",997,844,7006
"222000010017",642,846,6360
"222201060000",3230,941,14698
"222201060001",909,569,11006
"222201060002",476,1263,9698
"222201060005",421,1444,8210
"222201060006",374,1066,8691
"222201060011",930,985,9462
"230201040000",472,923,16689
"230201040001",472,923,10636
"230301040000",381,786,22214
"310200011439",452,554,11063
"310200011442",141,38,15473
"310200011449",422,1120,15396
"310200011459",315,774,14447
"310200011475",3321,4,10126
"310200011489",742,773,11227
"310200011500",279,1142,14339
"310200011507",456,892,14213
"321000010051",208,2053,13375
"321000010054",472,1813,16052
"321000010056",666,1597,15834
"321000010059",511,1934,21076
"321000010077",421,881,13253
"321000010080",657,1864,17437
"321000010081",743,707,12960
"321000010085",916,1696,19472
"321000010086",1622,1106,13241
"321000010091",647,1691,15961
"321000010094",1226,1986,15672
"321000010095",1237,1104,13126
"321000010118",1107,1289,14683
"321000010159",195,1225,17403
"321000010205",936,2050,14525
"321000010206",228,968,19243
"321000010207",337,1560,16811
"321000010209",279,1534,15591
"321000010225",548,883,16406
"321000010226",450,1836,13913
"321000010228",267,1119,15906
"321000010244",749,1329,13712
"321000010246",679,2351,15543
"321000010254",490,1364,16673
"321000010279",1040,1517,14206
"321000010280",810,1563,14293
"321000010291",598,1398,14171
"321000010306",660,1804,16067
"321000010307",345,1793,17126
"321000010308",273,993,13921
"321000010310",674,1472,14311
"321000010315",225,1425,15725
"321000010331",437,1640,18179
"321000010340",596,1583,17186
"321000010344",370,577,14506
"321000010360",437,1954,15889
"321000010363",586,1068,23051
"321000010368",1016,1194,13715
"321000010382",281,1340,14437
"321000010386",599,1583,15291
"321000010390",536,2452,15779
"321000010391",470,1634,23055
"321000010396",288,1545,36764
"321000010447",457,1690,16512
"321000011141",1527,278,12218
"321000011213",374,1057,15583
"321000011237",429,1009,14883
"321000011243",613,1295,14978
"321000011264",413,1028,16200
"132101060006",356,221,13511
"132101060007",283,242,10562
"132101060008",598,811,12341
"132101060009",906,221,14131
"132101060010",780,277,14240
"132101060011",1684,219,14370
"132101060012",433,223,12700
"132101060013",770,219,12200
"132101060015",1987,219,13650
"132101060016",63,225,16315
"132201040000",891,394,26051
"132201040001",219,376,16251
"132201040002",196,680,14889
"132201040003",169,29,15109
"132201040005",307,7,16609
"140101060000",1616,544,15676
"140101060003",333,713,10899
"140101060005",379,627,13232
"140101060006",511,326,13241
"140101060007",339,701,11408
"140201060000",3016,389,15629
"140201060001",684,415,13750
"140201060002",861,152,13731
"140201060005",651,341,10709
"140201060006",748,719,10400
"140203060000",10081,553,15560
"140203060001",849,0,12638
"140203060002",541,182,12948
"140203060003",609,0,12633
"140203060004",889,0,13226
"140203060005",602,164,12937
"140203060007",518,190,12861
"140203060008",629,157,12793
"140203060009",679,0,12739
"140203060010",1414,0,12640
"140203060011",542,0,12629
"140203060012",629,0,12693
"140203060013",1007,0,12691
"140203060015",972,0,12608
"140207060000",3360,538,18574
"140207060002",390,858,14574
"140207060003",364,341,17019
"140207060005",749,876,15835
"140207060006",1019,322,16017
"140207060007",321,249,15782
"140207060008",396,717,12250
"140301030000",1769,789,15806
"140301030001",614,576,11957
"140301030004",511,299,13295
"140301030005",644,320,11996
"140600010000",33290,1758,17255
"140600010001",617,1283,8253
"140600010003",655,1468,10513
"140600010006",575,1059,11931
"140600010017",400,1916,11149
"140600010018",498,1868,10699
"140600010019",436,1687,11805
"140600010027",662,1179,10072
"140600010031",484,1047,9723
"140600010033",501,1408,11109
"140600010037",488,997,12697
"140600010042",77,8,54867
"140600010043",649,1193,9528
"140600010045",1079,703,9813
"140600010053",462,1156,11395
"140600010054",467,1297,11089
"140600010056",848,441,10478
"140600010059",719,1037,11222
"140600010061",292,3706,12422
"140600010064",574,721,10781
"140600010065",344,1522,10857
"140600010066",118,3260,20781
"140600010069",500,956,10468
"140600010072",760,738,11210
"140600010074",445,1288,12085
"140600010076",699,1024,11444
"140600010080",427,775,11290
"140600010081",787,794,9153
"140600010082",353,2544,13774
"140600010084",206,951,36037
"140600010093",1083,981,10687
"140600010094",646,1494,10815
"230301040001",184,1112,10219
"230301040002",197,482,14733
"230901040000",1326,661,16001
"230901040001",638,857,10169
"230901040002",389,92,14996
"230901040003",299,494,9774
"231101040000",1000,1297,20080
"231101040005",204,1267,10540
"231101040006",288,544,10339
"231101040007",297,247,16090
"231101040008",211,993,9286
"231301040000",892,543,14576
"231301040001",418,663,7066
"231301040002",261,792,12251
"231301040004",213,0,8266
"240101040000",1004,509,15895
"240101040001",340,610,10297
"240101040002",322,244,14533
"240101040003",342,294,10138
"240201040000",808,474,19187
"240201040001",386,559,10086
"240201040002",240,147,12883
"240201040003",182,726,10237
"240401040000",846,528,19242
"240401040001",453,0,17260
"240401040002",393,1136,12745
"240801060000",1496,549,18894
"140600010312",386,1129,12260
"140600010313",361,1326,12420
"140600010314",344,1341,10898
"140600010315",66,507,21197
"140600010316",248,511,17372
"140600860814",427,0,13553
"140600860817",906,1386,12595
"140600860838",957,486,15330
"140600860851",640,796,13710
"140600860856",403,743,14288
"140600860861",701,484,13426
"140600860863",450,961,14892
"140600860874",553,1568,14260
"140600860896",449,434,13433
"140600860911",259,0,0
"140600860961",449,487,13553
"140600860986",450,579,13155
"140600861072",239,618,12802
"140600861105",201,0,18400
"140600861109",244,783,15496
"140600861129",111,7485,13149
"140600861134",102,12465,7154
"140701060000",2209,703,16222
"140701060004",841,761,13713
"140701060006",686,654,12736
"140701060007",617,751,13274
"140702030000",2249,1347,13554
"280502060014",2131,134,24615
"280503060000",2034,398,37015
"280503060001",210,564,28247
"280503060002",497,118,26010
"280503060003",649,434,29786
"280503060004",211,122,26263
"280503060005",209,136,26660
"280503060006",258,1150,22633
"280504060000",4937,276,26447
"280504060001",475,224,20215
"280504060004",426,197,19836
"280504060006",732,317,22118
"280504060010",1535,332,21829
"280504060012",394,178,19405
"280504060014",835,256,20541
"280504060015",540,270,20375
"280506060000",1554,1090,30015
"280506060002",711,548,23254
"280506060003",362,538,21801
"280506060005",481,546,22159
"280515030000",3070,308,33445
"280515030001",406,0,20323
"280515030002",440,292,20063
"280515030003",300,0,24653
"280515030005",1114,230,21822
"280515030006",810,0,22064
"280517030000",5367,436,21766
"280517030001",310,429,15217
"280517030002",290,672,20802
"280517030004",288,653,18754
"280517030005",462,412,15846
"280517030006",316,288,18654
"280517030008",344,281,16242
"280517030010",1694,343,16303
"280517030011",1280,453,16124
"280517030013",383,321,17014
"280518030000",2861,289,19047
"280518030001",664,174,20352
"310200011316",180,753,17122
"310200011374",468,674,12760
"310200011376",463,63,12151
"310200011392",422,680,14292
"310200011393",433,1381,15685
"310200011394",308,882,14727
"310200011399",304,928,12242
"310200011400",1149,624,11419
"310200011407",484,59,10046
"310200011408",563,42,11644
"310200011411",476,27,11186
"310200011419",330,1135,14534
"310200011420",1830,698,10282
"310200011422",544,838,15616
"310200011425",470,892,12107
"310200011427",237,1157,18289
"310200011432",303,1143,17383
"310200011437",476,984,15301
"310200011438",345,1020,16114
"042302040003",291,201,14293
"042302040004",264,197,13235
"042400010000",2033,1280,17005
"042400010002",318,1497,14426
"042400010004",350,1078,13695
"042400010013",760,767,15195
"042400010016",551,599,11989
"042801060000",1151,2204,20078
"042801060001",428,2216,13108
"042801060005",337,2221,13961
"042801060006",350,1318,17130
"042901040000",1027,542,13657
"042901040001",551,443,8528
"042901040002",476,271,11328
"043001040000",902,826,17131
"043001040002",392,178,11720
"043001040003",510,1324,9351
"043200050000",1271,2927,21540
"043200050002",407,980,20395
"043200050004",430,995,14671
"043200050005",408,877,12505
"043501060000",2479,640,16631
"043501060001",426,626,9546
"043501060004",722,611,11349
"043501060005",573,910,10451
"043501060006",745,479,13770
"050100010000",4478,1578,13224
"050100010002",512,1718,9187
"050100010004",392,1739,10409
"050100010005",451,1763,10111
"050100010007",434,1721,9885
"050100010008",482,1750,10097
"050100010009",612,1744,11672
"050100010013",1163,1766,10158
"050301040000",787,718,19381
"050301040002",383,573,16026
"050301040003",404,856,12370
"050401040000",920,528,17848
"050401040001",369,490,9672
"050401040002",257,533,12182
"050401040003",294,572,17248
"050701040000",662,874,17729
"050701040005",287,251,13883
"050701040007",356,1424,9998
"051101040000",835,644,24211
"051101040001",417,928,11713
"051101040004",418,361,13281
"051301040000",948,177,13353
"051301040001",442,896,10929
"051301040003",505,333,14600
"051901040000",823,425,18510
"051901040002",384,691,10105
"051901040005",251,167,15497
"051901040006",186,227,14824
"060201060000",1348,691,16030
"060201060003",415,255,14041
"060201060006",318,401,12212
"060201060007",595,942,8310
"060301040000",804,594,16162
"060301040002",421,560,8951
"060301040004",383,0,13992
"060401040000",859,1426,19446
"060401040003",401,1933,11817
"060401040006",458,983,14495
"060503040000",743,1030,22784
"060503040001",388,411,13124
"060503040002",352,1720,9998
"060601040000",531,854,18886
"060601040002",300,874,10548
"060601040003",231,404,15095
"060701040000",464,1241,18403
"060701040003",464,1241,13626
"060800010000",2190,1661,16559
"060800010003",256,1100,9743
"060800010004",244,1015,11179
"060800010005",199,990,15194
"060800010007",321,1133,9361
"060800010009",602,1910,12247
"060800010010",460,973,12360
"061001040000",669,831,17193
"061001040001",290,1592,10456
"061001040005",379,249,12659
"061101040000",1215,577,15018
"061101040001",265,831,9996
"061101040007",636,197,11790
"061101040009",314,1134,9269
"061501040000",1070,1327,18346
"061501040001",309,314,14736
"061501040002",258,597,12969
"061501040003",494,1629,12381
"061503040000",455,1154,19456
"061503040002",229,2090,14146
"061503040003",223,209,14160
"061601040000",484,947,20559
"061601040001",213,144,17848
"061601040003",271,1578,12682
"061700010000",4929,1581,8532
"061700010001",429,0,4664
"061700010003",292,0,6165
"061700010006",500,0,5538
"061700010007",522,0,4526
"061700010009",345,0,5059
"061700010010",417,0,6734
"061700010011",384,0,5356
"061700010012",484,0,6592
"061700010013",1352,0,6656
"062201060000",1507,473,15639
"062201060001",592,634,12571
"062201060002",448,265,13056
"062201060003",466,471,16198
"062301040000",540,915,21648
"062301040002",257,1434,15456
"062301040003",283,444,14742
"062401040000",158,3089,31048
"062401040001",158,1545,19032
"062601040000",406,1622,20467
"062601040002",210,2102,12810
"062601040003",196,1109,15551
"062901040000",700,1063,20119
"062901040001",334,1720,8708
"062901040002",218,356,10456
"062901040004",140,563,14732
"070600010000",5902,1087,16628
"070600010006",447,416,8688
"070600010007",401,598,9604
"070600010010",440,712,8579
"070600010013",461,1083,8834
"070600010014",357,597,10171
"070600010015",417,462,9038
"070600010016",385,857,9334
"070600010019",440,284,12809
"070600010020",1221,11,11491
"070600010021",846,153,9982
"070600010022",436,590,7999
"070600861078",362,829,11358
"070901060000",4097,380,16304
"070901060003",371,597,10379
"070901060004",396,238,10138
"070901060005",366,854,10603
"070901060007",1335,222,12689
"070901060009",422,375,9991
"070901060010",593,52,13624
"070901060011",599,736,9490
"070902060000",1103,592,16070
"070902060002",299,0,16649
"070902060004",255,0,6858
"070902060006",549,0,7093
"080101040000",529,1146,22815
"080101040002",282,678,12315
"080101040003",247,1433,16540
"080201040000",805,492,18198
"080201040001",355,143,14377
"080201040002",300,461,11309
"080201040003",150,1161,11212
"080601040000",955,1122,21224
"080601040001",244,1512,12366
"080601040002",199,1012,16995
"080601040003",289,930,17561
"080601040004",223,1042,14274
"081003040000",806,1050,19732
"081003040003",425,581,8218
"081003040006",381,1143,9216
"081200050000",1770,1059,18371
"081200050001",373,1256,12881
"081200050002",471,995,7824
"081200050003",398,1177,12760
"081200050004",516,908,11919
"081401040000",313,882,27023
"081401040001",313,882,15263
"081501040000",752,331,21444
"081501040001",203,480,18927
