"INSTITUTION_ID","ENTITY_CD","ENTITY_NAME","YEAR","SUBGROUP_NAME","COHORT","STATE_BASELINE","SCHOOL_BASELINE","COHORT_COUNT","GRAD_RATE","MIP","STATE_MIP","LONG_TERM_GOAL","EXCEED_LT_GOAL","MET_SH_TARGET","MET_AG_TARGET","END_GOAL","COHORT_LEVEL","OVERRIDE","CHANGE_COHORT","CHANGE_GRAD_RATE","CHANGE_SH_TARGET","CHANGE_AG_TARGET","CHANGE_COHORT_LEVEL","DISPLAY_COHORT_COUNT"
"800000058165","280208030009","ROOSEVELT MIDDLE SCHOOL","2019","All Students","Combined","s","s","s","s","s","s","s","s","s","s","s","s",NA,NA,NA,NA,NA,NA,NA
"800000049586","280209030007","FREEPORT HIGH SCHOOL","2019","All Students","Combined","s","s","s","83.8","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000049569","280210030013","BALDWIN SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","96.9","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049549","280211030010","SCHOOL 7-OCEANSIDE SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","97.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000062314","280211030011","CASTLETON ACADEMY HIGH SCHOOL OF OCEANSIDE","2019","All Students","Combined","s","s","s","78.7","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000049537","280212030005","MALVERNE SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","95.6","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049511","280214030007","GEORGE W HEWLETT HIGH SCHOOL","2019","All Students","Combined","s","s","s","97.3","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049498","280215030007","LAWRENCE SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","85.9","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000049427","280218030007","GARDEN CITY HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.1","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049405","280219030002","EAST ROCKAWAY JUNIOR-SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","94","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049393","280220030007","LYNBROOK SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","96.7","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049384","280221030001","SOUTH SIDE HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.1","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049320","280223030005","WANTAGH SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.7","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049308","280226030006","ISLAND TREES HIGH SCHOOL","2019","All Students","Combined","s","s","s","98.1","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049297","280227030005","WEST HEMPSTEAD HIGH SCHOOL","2019","All Students","Combined","s","s","s","95.5","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049242","280251070001","VALLEY STREAM MEMORIAL JUNIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","s","s","s","s","s","s","s","s","s",NA,NA,NA,NA,NA,NA,NA
"800000049243","280251070002","VALLEY STREAM NORTH HIGH SCHOOL","2019","All Students","Combined","s","s","s","96.3","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049244","280251070003","VALLEY STREAM SOUTH HIGH SCHOOL","2019","All Students","Combined","s","s","s","95","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049246","280251070004","VALLEY STREAM CENTRAL HIGH SCHOOL","2019","All Students","Combined","s","s","s","97.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000045661","320700011495","UNIVERSITY HEIGHTS SECONDARY SCHOOL-BRONX COMMUNITY COLLEGE","2019","All Students","Combined","s","s","s","99.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049237","280252070002","ELMONT MEMORIAL HIGH SCHOOL","2019","All Students","Combined","s","s","s","96.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049238","280252070003","FLORAL PARK MEMORIAL HIGH SCHOOL","2019","All Students","Combined","s","s","s","96.5","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049245","280252070004","H FRANK CAREY HIGH SCHOOL","2019","All Students","Combined","s","s","s","97.9","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000045662","320700011500","HOSTOS-LINCOLN ACADEMY OF SCIENCE","2019","All Students","Combined","s","s","s","90.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049239","280252070005","NEW HYDE PARK MEMORIAL HIGH SCHOOL","2019","All Students","Combined","s","s","s","93.8","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049240","280252070006","SEWANHAKA HIGH SCHOOL","2019","All Students","Combined","s","s","s","91.9","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049234","280253070005","SANFORD H CALHOUN HIGH SCHOOL","2019","All Students","Combined","s","s","s","97.6","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049218","280253070006","WELLINGTON C MEPHAM HIGH SCHOOL","2019","All Students","Combined","s","s","s","97","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049219","280253070007","JOHN F KENNEDY HIGH SCHOOL","2019","All Students","Combined","s","s","s","98.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049229","280300010008","LONG BEACH SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","94.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049199","280401030007","WESTBURY HIGH SCHOOL","2019","All Students","Combined","s","s","s","86.7","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000049160","280402030003","WHEATLEY SCHOOL","2019","All Students","Combined","s","s","s","99","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049149","280403030008","ROSLYN HIGH SCHOOL","2019","All Students","Combined","s","s","s","97.5","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049116","280404030009","PAUL D SCHREIBER SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","96.1","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049070","280406030002","MANHASSET SECONDARY SCHOOL","2019","All Students","Combined","s","s","s","99.6","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049053","280407030014","GREAT NECK SOUTH HIGH SCHOOL","2019","All Students","Combined","s","s","s","97.8","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049054","280407030015","GREAT NECK NORTH HIGH SCHOOL","2019","All Students","Combined","s","s","s","95.9","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049055","280407030016","VILLAGE SCHOOL","2019","All Students","Combined","s","s","s","88.7","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000049023","280409030008","HERRICKS HIGH SCHOOL","2019","All Students","Combined","s","s","s","98.3","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000049000","280410030006","MINEOLA HIGH SCHOOL","2019","All Students","Combined","s","s","s","97.3","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048962","280411030003","CARLE PLACE MIDDLE SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","96.8","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048951","280501060004","NORTH SHORE SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","98.4","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048929","280502060014","SYOSSET SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.1","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048907","280503060003","LOCUST VALLEY HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.1","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048897","280504060010","PLAINVIEW-OLD BETHPAGE/JFK HIGH SCHOOL","2019","All Students","Combined","s","s","s","98.9","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048869","280506060002","OYSTER BAY HIGH SCHOOL","2019","All Students","Combined","s","s","s","93.7","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048826","280515030005","JERICHO SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","98.9","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048795","280517030010","HICKSVILLE HIGH SCHOOL","2019","All Students","Combined","s","s","s","92.8","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048765","280518030009","PLAINEDGE SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","96.5","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048762","280521030006","BETHPAGE SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.3","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048738","280522030009","FARMINGDALE SENIOR HIGH SCHOOL","2019","All Students","Combined","s","s","s","94.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048708","280523030011","MASSAPEQUA HIGH SCHOOL","2019","All Students","Combined","s","s","s","98.4","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000058020","310100011292","HENRY STREET SCHOOL FOR INTERNATIONAL STUDIES","2019","All Students","Combined","s","s","s","74.9","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000046773","310100011448","UNIVERSITY NEIGHBORHOOD HIGH SCHOOL","2019","All Students","Combined","s","s","s","87","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000046774","310100011450","EAST SIDE COMMUNITY SCHOOL","2019","All Students","Combined","s","s","s","94.8","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046721","310100011458","FORSYTHE SATELLITE ACADEMY","2019","All Students","Combined","s","s","s","42.1","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046754","310100011509","MARTA VALLE HIGH SCHOOL","2019","All Students","Combined","s","s","s","74.3","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000046828","310100011515","LOWER EAST SIDE PREPARATORY HIGH SCHOOL","2019","All Students","Combined","s","s","s","43.1","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000034179","310100011539","NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL","2019","All Students","Combined","s","s","s","97.7","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046808","310100011650","CASCADES HIGH SCHOOL","2019","All Students","Combined","s","s","s","45.3","s","s","s","s","s","s","s","1",NA,NA,NA,NA,NA,NA,NA
"800000043426","310100011696","BARD HIGH SCHOOL EARLY COLLEGE","2019","All Students","Combined","s","s","s","99.5","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046858","310200010047","AMERICAN SIGN LANGUAGE & ENGLISH SECONDARY SCHOOL","2019","All Students","Combined","s","s","s","91","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048398","310200010104","JHS 104 SIMON BARUCH","2019","All Students","Combined","s","s","s","s","s","s","s","s","s","s","s","s",NA,NA,NA,NA,NA,NA,NA
"800000048386","310200010158","PS 158 BAYLARD TAYLOR","2019","All Students","Combined","s","s","s","s","s","s","s","s","s","s","s","s",NA,NA,NA,NA,NA,NA,NA
"800000048360","310200010412","NYC LAB HIGH SCHOOL FOR COLLABORATIVE STUDIES","2019","All Students","Combined","s","s","s","99.5","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048361","310200010413","SCHOOL OF THE FUTURE HIGH SCHOOL","2019","All Students","Combined","s","s","s","97.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048362","310200010414","NYC MUSEUM SCHOOL","2019","All Students","Combined","s","s","s","99.4","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000056094","310200010416","ELEANOR ROOSEVELT HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.8","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000056095","310200010418","MILLENNIUM HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.6","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000059081","310200010896","LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL","2019","All Students","Combined","s","s","s","s","s","s","s","s","s","s","s","s",NA,NA,NA,NA,NA,NA,NA
"800000077806","310200011135","URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT","2019","All Students","Combined","s","s","s","s","s","s","s","s","s","s","s","s",NA,NA,NA,NA,NA,NA,NA
"800000077807","310200011139","STEPHEN T MATHER BUILDING ARTS AND CRAFTMANSHIP HIGH SCHOOL","2019","All Students","Combined","s","s","s","s","s","s","s","s","s","s","s","s",NA,NA,NA,NA,NA,NA,NA
"800000083451","310200011280","MANHATTAN EARLY COLLEGE SCHOOL FOR ADVERTISING","2019","All Students","Combined","s","s","s","s","s","s","s","s","s","s","s","s",NA,NA,NA,NA,NA,NA,NA
"800000083463","310200011282","URBAN ASSEMBLY MAKER ACADEMY","2019","All Students","Combined","s","s","s","s","s","s","s","s","s","s","s","s",NA,NA,NA,NA,NA,NA,NA
"800000058014","310200011288","FOOD AND FINANCE HIGH SCHOOL","2019","All Students","Combined","s","s","s","90.3","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000058023","310200011294","ESSEX STREET ACADEMY","2019","All Students","Combined","s","s","s","88.7","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000058029","310200011296","HIGH SCHOOL OF HOSPITALITY MANAGEMENT","2019","All Students","Combined","s","s","s","82.6","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000058064","310200011298","PACE HIGH SCHOOL","2019","All Students","Combined","s","s","s","92.5","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000058095","310200011300","URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION","2019","All Students","Combined","s","s","s","75.2","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000059107","310200011303","FACING HISTORY SCHOOL (THE)","2019","All Students","Combined","s","s","s","73.9","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000059120","310200011305","URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW","2019","All Students","Combined","s","s","s","85.4","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000059086","310200011308","LOWER MANHATTAN ARTS ACADEMY","2019","All Students","Combined","s","s","s","85","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000059112","310200011313","JAMES BALDWIN SCHOOL-A SCHOOL FOR EXPEDITIONARY LRNING","2019","All Students","Combined","s","s","s","49.4","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000059122","310200011316","URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN","2019","All Students","Combined","s","s","s","78.6","s","s","s","s","s","s","s","1",NA,NA,NA,NA,NA,NA,NA
"800000062347","310200011374","GRAMERCY ARTS HIGH SCHOOL","2019","All Students","Combined","s","s","s","84.4","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000062349","310200011376","NYC ISCHOOL","2019","All Students","Combined","s","s","s","98.8","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000065452","310200011392","MANHATTAN BUSINESS ACADEMY","2019","All Students","Combined","s","s","s","88.5","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000065453","310200011393","BUSINESS OF SPORTS SCHOOL","2019","All Students","Combined","s","s","s","85.2","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000065454","310200011394","EMMA LAZARUS HIGH SCHOOL","2019","All Students","Combined","s","s","s","66.8","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000065456","310200011399","HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY (THE)","2019","All Students","Combined","s","s","s","86.8","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000046779","310200011400","HIGH SCHOOL FOR ENVIRONMENTAL STUDIES","2019","All Students","Combined","s","s","s","87.4","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046782","310200011407","INSTITUTE FOR COLLABORATIVE EDUCATION","2019","All Students","Combined","s","s","s","95.9","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046783","310200011408","PROFESSIONAL PERFORMING ARTS HIGH SCHOOL","2019","All Students","Combined","s","s","s","95.8","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000048359","310200011411","BARUCH COLLEGE CAMPUS HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.7","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046830","310200011419","LANDMARK HIGH SCHOOL","2019","All Students","Combined","s","s","s","71.6","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000046769","310200011420","HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES","2019","All Students","Combined","s","s","s","93.6","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000065457","310200011422","QUEST TO LEARN","2019","All Students","Combined","s","s","s","79.7","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046770","310200011425","LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL","2019","All Students","Combined","s","s","s","78.2","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000069136","310200011427","MANHATTAN ACADEMY FOR ARTS AND LANGUAGES","2019","All Students","Combined","s","s","s","66.4","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000069137","310200011432","MURRAY HILL ACADEMY","2019","All Students","Combined","s","s","s","77.7","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000069139","310200011437","HUDSON HIGH SCHOOL OF LEARNING TECHNOLOGIES","2019","All Students","Combined","s","s","s","78.4","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000057149","320700011551","URBAN ASSEMBLY BRONX ACADEMY OF LETTERS (THE)","2019","All Students","Combined","s","s","s","81.8","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000069140","310200011438","INTERNATIONAL HIGH SCHOOL AT UNION SQUARE","2019","All Students","Combined","s","s","s","73.9","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046815","310200011439","MANHATTAN VILLAGE ACADEMY","2019","All Students","Combined","s","s","s","100","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046816","310200011449","VANGUARD HIGH SCHOOL","2019","All Students","Combined","s","s","s","79.4","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046817","310200011459","MANHATTAN INTERNATIONAL HIGH SCHOOL","2019","All Students","Combined","s","s","s","81.4","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046741","310200011475","STUYVESANT HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.1","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046744","310200011489","HIGH SCHOOL OF ECONOMICS & FINANCE","2019","All Students","Combined","s","s","s","89.8","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046823","310200011500","UNITY CENTER FOR URBAN TECHNOLOGIES","2019","All Students","Combined","s","s","s","85.5","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000070863","310200011507","URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY","2019","All Students","Combined","s","s","s","93.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046746","310200011519","TALENT UNLIMITED HIGH SCHOOL","2019","All Students","Combined","s","s","s","98.6","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046747","310200011520","MURRY BERGTRAUM HIGH SCHOOL FOR BUSINESS CAREERS","2019","All Students","Combined","s","s","s","66.5","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046748","310200011529","JACQUELINE KENNEDY-ONASSIS HIGH SCHOOL","2019","All Students","Combined","s","s","s","71.6","s","s","s","s","s","s","s","1",NA,NA,NA,NA,NA,NA,NA
"800000046810","310200011531","REPERTORY COMPANY HIGH SCHOOL FOR THEATRE ARTS","2019","All Students","Combined","s","s","s","98.3","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000075015","310200011533","UNION SQUARE ACADEMY FOR HEALTH SCIENCES","2019","All Students","Combined","s","s","s","84.4","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000075017","310200011534","HARVEST COLLEGIATE HIGH SCHOOL","2019","All Students","Combined","s","s","s","86.4","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000057132","310200011542","MANHATTAN BRIDGES HIGH SCHOOL","2019","All Students","Combined","s","s","s","95","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000057133","310200011543","NEW DESIGN HIGH SCHOOL","2019","All Students","Combined","s","s","s","87.9","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000057165","310200011544","INDEPENDENCE HIGH SCHOOL","2019","All Students","Combined","s","s","s","33.2","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000057134","310200011545","HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES","2019","All Students","Combined","s","s","s","99.4","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000075018","310200011546","ACADEMY FOR SOFTWARE ENGINEERING","2019","All Students","Combined","s","s","s","86.7","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000046811","310200011550","LIBERTY HIGH SCHOOL ACADEMY FOR NEWCOMERS","2019","All Students","Combined","s","s","s","43.3","s","s","s","s","s","s","s","1",NA,NA,NA,NA,NA,NA,NA
"800000057158","310200011551","URBAN ASSEMBLY NEW YORK HARBOR SCHOOL","2019","All Students","Combined","s","s","s","88.9","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046790","310200011560","HS 560 CITY-AS-SCHOOL","2019","All Students","Combined","s","s","s","52.6","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046798","310200011565","URBAN ACADEMY LABORATORY HIGH SCHOOL","2019","All Students","Combined","s","s","s","66.2","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046799","310200011570","SATELLITE ACADEMY HIGH SCHOOL","2019","All Students","Combined","s","s","s","25.5","s","s","s","s","s","s","s","1",NA,NA,NA,NA,NA,NA,NA
"800000046725","310200011575","MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL","2019","All Students","Combined","s","s","s","33.8","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046726","310200011580","RICHARD R GREEN HIGH SCHOOL OF TEACHING","2019","All Students","Combined","s","s","s","76.2","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000057167","310200011586","HARVEY MILK HIGH SCHOOL","2019","All Students","Combined","s","s","s","33.4","s","s","s","s","s","s","s","1",NA,NA,NA,NA,NA,NA,NA
"800000046728","310200011600","HIGH SCHOOL OF FASHION INDUSTRIES (THE)","2019","All Students","Combined","s","s","s","96.4","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046729","310200011605","HUMANITIES PREPARATORY ACADEMY","2019","All Students","Combined","s","s","s","85.6","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000046731","310200011615","CHELSEA CAREER AND TECHNICAL EDUCATION HIGH SCHOOL","2019","All Students","Combined","s","s","s","85","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046734","310200011630","ART AND DESIGN HIGH SCHOOL","2019","All Students","Combined","s","s","s","89","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000046737","310200011655","LIFE SCIENCES SECONDARY SCHOOL","2019","All Students","Combined","s","s","s","77.2","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000047608","310200860819","JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL","2019","All Students","Combined","s","s","s","25.5","s","s","s","s","s","s","s","1",NA,NA,NA,NA,NA,NA,NA
"800000069913","310200860992","BROOME STREET ACADEMY CHARTER HIGH SCHOOL","2019","All Students","Combined","s","s","s","71.3","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000047467","310300010087","PS 87 WILLIAM SHERMAN","2019","All Students","Combined","s","s","s","s","s","s","s","s","s","s","s","s",NA,NA,NA,NA,NA,NA,NA
"800000059116","310300011299","HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY","2019","All Students","Combined","s","s","s","70.4","s","s","s","s","s","s","s","1",NA,NA,NA,NA,NA,NA,NA
"800000058091","310300011307","URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES","2019","All Students","Combined","s","s","s","79","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000065458","310300011402","URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS (THE)","2019","All Students","Combined","s","s","s","77.2","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000065459","310300011403","GLOBAL LEARNING COLLABORATIVE (THE)","2019","All Students","Combined","s","s","s","82.4","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000065460","310300011404","INNOVATION DIPLOMA PLUS","2019","All Students","Combined","s","s","s","41.5","s","s","s","s","s","s","s","2",NA,NA,NA,NA,NA,NA,NA
"800000046784","310300011415","WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING  AND VISUAL ARTS","2019","All Students","Combined","s","s","s","80.8","s","s","s","s","s","s","s","3",NA,NA,NA,NA,NA,NA,NA
"800000069142","310300011417","FRANK MCCOURT HIGH SCHOOL","2019","All Students","Combined","s","s","s","96.6","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
"800000046819","310300011479","BEACON HIGH SCHOOL","2019","All Students","Combined","s","s","s","99.2","s","s","s","s","s","s","s","4",NA,NA,NA,NA,NA,NA,NA
