"","ENTITY_CD","ENTITY_NAME","YEAR","ATTENDANCE_RATE"
"1109","251400010000","ONEIDA CITY SCHOOL DISTRICT",2019,94
"1110","251400010002","DURHAMVILLE SCHOOL",2019,95
"1111","251400010003","NORTH BROAD STREET SCHOOL",2019,95
"1112","251400010005","SENECA STREET SCHOOL",2019,96
"1113","251400010006","W F PRIOR ELEMENTARY SCHOOL",2019,95
"1114","251400010008","OTTO L SHORTELL MIDDLE SCHOOL",2019,94
"1115","251400010009","ONEIDA SENIOR HIGH SCHOOL",2019,92
"1116","251501040000","STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT",2019,94
"1117","251501040001","STOCKBRIDGE VALLEY CENTRAL SCHOOL",2019,94
"1118","251601060000","CHITTENANGO CENTRAL SCHOOL DISTRICT",2019,95
"1119","251601060001","BRIDGEPORT ELEMENTARY SCHOOL",2019,95
"1120","251601060002","BOLIVAR ROAD ELEMENTARY SCHOOL",2019,95
"1121","251601060003","CHITTENANGO MIDDLE SCHOOL",2019,95
"1122","251601060005","CHITTENANGO HIGH SCHOOL",2019,94
"1123","260101060000","BRIGHTON CENTRAL SCHOOL DISTRICT",2019,96
"1124","260101060001","COUNCIL ROCK PRIMARY SCHOOL",2019,96
"1125","260101060004","BRIGHTON HIGH SCHOOL",2019,96
"1126","260101060008","TWELVE CORNERS MIDDLE SCHOOL",2019,97
"1127","260101060010","FRENCH ROAD ELEMENTARY SCHOOL",2019,97
"1128","260401060000","GATES-CHILI CENTRAL SCHOOL DISTRICT",2019,95
"1129","260401060001","GATES-CHILI HIGH SCHOOL",2019,94
"1130","260401060002","FLORENCE BRASSER SCHOOL",2019,96
"1131","260401060004","GATES-CHILI MIDDLE SCHOOL",2019,96
"1132","260401060007","PAUL ROAD SCHOOL",2019,96
"1133","260401060008","WALT DISNEY SCHOOL",2019,95
"1134","260401060009","NEIL ARMSTRONG SCHOOL",2019,95
"1135","260501060000","GREECE CENTRAL SCHOOL DISTRICT",2019,94
"1136","260501060001","AUTUMN LANE ELEMENTARY SCHOOL",2019,95
"1137","260501060002","LONGRIDGE SCHOOL",2019,94
"1138","260501060004","BROOKSIDE ELEMENTARY SCHOOL CAMPUS",2019,95
"1139","260501060006","ENGLISH VILLAGE ELEMENTARY SCHOOL",2019,94
"1140","260501060007","WEST RIDGE ELEMENTARY SCHOOL",2019,94
"1141","260501060008","OLYMPIA HIGH SCHOOL",2019,92
"1142","260501060009","PADDY HILL ELEMENTARY SCHOOL",2019,96
"1143","260501060010","ARCADIA HIGH SCHOOL",2019,92
"1144","260501060011","LAKESHORE ELEMENTARY SCHOOL",2019,95
"1145","260501060012","BUCKMAN HEIGHTS ELEMENTARY SCHOOL",2019,95
"1146","260501060013","ODYSSEY ACADEMY",2019,93
"1147","260501060015","CRAIG HILL ELEMENTARY SCHOOL",2019,95
"1148","260501060016","HOLMES ROAD ELEMENTARY SCHOOL",2019,95
"1149","260501060019","ATHENA HIGH SCHOOL",2019,93
"1150","260501060020","ATHENA MIDDLE SCHOOL",2019,95
"1151","260501060023","ARCADIA MIDDLE SCHOOL",2019,95
"1152","260501060024","PINE BROOK ELEMENTARY SCHOOL",2019,96
"1153","260501861002","DISCOVERY CHARTER SCHOOL",2019,94
"1154","260501861020","YOUNG WOMEN'S COLLEGE PREP CHARTER",2019,87
"1155","260501861067","RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS",2019,94
"1156","260801060000","EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2019,95
"1157","260801060003","LAURELTON-PARDEE INTERMEDIATE SCHOOL",2019,96
"1158","260801060005","IVAN L GREEN PRIMARY SCHOOL",2019,98
"1159","260801060006","EASTRIDGE SENIOR HIGH SCHOOL",2019,94
"1160","260801060009","DURAND-EASTMAN INTERMEDIATE SCHOOL",2019,95
"1161","260801060011","HELENDALE ROAD PRIMARY SCHOOL",2019,98
"1162","260801060012","EAST IRONDEQUOIT MIDDLE SCHOOL",2019,95
"1163","260803060000","WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT",2019,95
"1164","260803060001","BRIARWOOD SCHOOL",2019,97
"1165","260803060002","DAKE JUNIOR HIGH SCHOOL",2019,95
"1166","260803060003","IROQUOIS MIDDLE SCHOOL",2019,96
"1167","260803060004","ROGERS MIDDLE SCHOOL",2019,95
"1168","260803060005","IRONDEQUOIT HIGH SCHOOL",2019,93
"1169","260803060007","SENECA SCHOOL",2019,96
"1170","260803060009","COLEBROOK SCHOOL",2019,97
"1171","260803060011","SOUTHLAWN SCHOOL",2019,97
"1172","260803060012","BROOKVIEW SCHOOL",2019,96
"1173","260803060014","LISTWOOD SCHOOL",2019,97
"1174","260901060000","HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT",2019,96
"1175","260901060001","LIMA ELEMENTARY SCHOOL",2019,96
"1176","260901060002","MANOR INTERMEDIATE SCHOOL",2019,97
"1177","260901060004","HONEOYE FALLS-LIMA SENIOR HIGH SCHOOL",2019,95
"1178","260901060005","HONEOYE FALLS-LIMA MIDDLE SCHOOL",2019,97
"1179","261001060000","SPENCERPORT CENTRAL SCHOOL DISTRICT",2019,96
"1180","261001060001","SPENCERPORT HIGH SCHOOL",2019,95
"1181","261001060002","WILLIAM C MUNN SCHOOL",2019,96
"1182","261001060003","LEO BERNABI SCHOOL",2019,97
"1183","261001060005","A M COSGROVE MIDDLE SCHOOL",2019,96
"1184","261001060006","TERRY TAYLOR ELEMENTARY SCHOOL",2019,96
"1185","261001060007","CANAL VIEW ELEMENTARY SCHOOL",2019,96
"1186","261101060000","HILTON CENTRAL SCHOOL DISTRICT",2019,95
"1187","261101060001","VILLAGE ELEMENTARY SCHOOL",2019,95
"1188","261101060002","QUEST ELEMENTARY SCHOOL",2019,96
"1189","261101060004","HILTON HIGH SCHOOL",2019,95
"1190","261101060005","MERTON WILLIAMS MIDDLE SCHOOL",2019,95
"1191","261101060006","NORTHWOOD ELEMENTARY SCHOOL",2019,96
"1192","261201060000","PENFIELD CENTRAL SCHOOL DISTRICT",2019,96
"1193","261201060003","COBBLES ELEMENTARY SCHOOL",2019,97
"1194","261201060004","INDIAN LANDING ELEMENTARY SCHOOL",2019,97
"1195","261201060005","SCRIBNER ROAD ELEMENTARY SCHOOL",2019,97
"1196","261201060006","PENFIELD SENIOR HIGH SCHOOL",2019,96
"1197","261201060008","BAY TRAIL MIDDLE SCHOOL",2019,97
"1198","261201060009","HARRIS HILL ELEMENTARY SCHOOL",2019,97
"1199","261301060000","FAIRPORT CENTRAL SCHOOL DISTRICT",2019,96
"1200","261301060001","BROOKS HILL SCHOOL",2019,97
"1201","261301060002","JOHANNA PERRIN MIDDLE SCHOOL",2019,97
"1202","261301060004","MARTHA BROWN MIDDLE SCHOOL",2019,97
"1203","261301060006","JEFFERSON AVENUE SCHOOL",2019,97
"1204","261301060007","MINERVA DELAND SCHOOL",2019,96
"1205","261301060008","NORTHSIDE SCHOOL",2019,97
"1206","261301060009","FAIRPORT SENIOR HIGH SCHOOL",2019,95
"1207","261301060010","DUDLEY SCHOOL",2019,96
"1208","261313030000","EAST ROCHESTER UNION FREE SCHOOL DISTRICT",2019,95
"1209","261313030001","EAST ROCHESTER ELEMENTARY SCHOOL",2019,95
"1210","261313030002","EAST ROCHESTER JUNIOR-SENIOR HIGH SCHOOL",2019,94
"1211","261401060000","PITTSFORD CENTRAL SCHOOL DISTRICT",2019,96
"1212","261401060001","ALLEN CREEK SCHOOL",2019,96
"1213","261401060002","JEFFERSON ROAD SCHOOL",2019,97
"1214","261401060004","PARK ROAD SCHOOL",2019,97
"1215","261401060005","MENDON CENTER ELEMENTARY SCHOOL",2019,96
"1216","261401060006","PITTSFORD SUTHERLAND HIGH SCHOOL",2019,95
"1217","261401060008","BARKER ROAD MIDDLE SCHOOL",2019,96
"1218","261401060009","THORNELL ROAD SCHOOL",2019,97
"1219","261401060010","PITTSFORD-MENDON HIGH SCHOOL",2019,96
"1220","261401060011","CALKINS ROAD MIDDLE SCHOOL",2019,96
"1221","261501060000","CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT",2019,96
"1222","261501060002","CHESTNUT RIDGE ELEMENTARY SCHOOL",2019,96
"1223","261501060003","CHURCHVILLE ELEMENTARY SCHOOL",2019,96
"1224","261501060004","CHURCHVILLE-CHILI SENIOR HIGH SCHOOL",2019,95
"1225","261501060006","FAIRBANKS ROAD ELEMENTARY SCHOOL",2019,96
"1226","261501060008","CHURCHVILLE-CHILI MIDDLE SCHOOL",2019,96
"1227","261600010000","ROCHESTER CITY SCHOOL DISTRICT",2019,86
"1228","261600010002","SCHOOL 2-CLARA BARTON",2019,87
"1229","261600010003","SCHOOL 3-NATHANIEL ROCHESTER",2019,90
"1230","261600010004","SCHOOL 4-GEORGE MATHER FORBES",2019,88
"1231","261600010005","SCHOOL 5-JOHN WILLIAMS",2019,91
"1232","261600010007","SCHOOL 7-VIRGIL GRISSOM",2019,91
"1233","261600010008","SCHOOL 8-ROBERTO CLEMENTE",2019,89
"1234","261600010009","SCHOOL 9-DR MARTIN LUTHER KING JR",2019,88
"1235","261600010010","DR WALTER COOPER ACADEMY",2019,93
"1236","261600010012","SCHOOL 12-JAMES P B DUFFY",2019,91
"1237","261600010015","SCHOOL 15-CHILDREN'S SCHOOL OF ROCHESTER (THE)",2019,94
"1238","261600010016","SCHOOL 16-JOHN WALTON SPENCER",2019,90
"1239","261600010017","SCHOOL 17-ENRICO FERMI",2019,88
"1240","261600010019","SCHOOL 19-DR CHARLES T LUNSFORD",2019,89
"1241","261600010020","SCHOOL 20-HENRY LOMB SCHOOL",2019,90
"1242","261600010022","SCHOOL 22-LINCOLN SCHOOL",2019,88
"1243","261600010023","SCHOOL 23-FRANCIS PARKER",2019,94
"1244","261600010025","SCHOOL 25-NATHANIEL HAWTHORNE",2019,91
"1245","261600010028","SCHOOL 28-HENRY HUDSON",2019,89
"1246","261600010029","SCHOOL 29-ADLAI E STEVENSON",2019,86
"1247","261600010033","SCHOOL 33-AUDUBON",2019,88
"1248","261600010034","SCHOOL 34-DR LOUIS A CERULLI",2019,90
"1249","261600010035","SCHOOL 35-PINNACLE",2019,88
"1250","261600010039","SCHOOL 39-ANDREW J TOWNSON",2019,88
"1251","261600010042","SCHOOL 42-ABELARD REYNOLDS",2019,91
"1252","261600010043","SCHOOL 43-THEODORE ROOSEVELT",2019,89
"1253","261600010044","SCHOOL 44-LINCOLN PARK",2019,89
"1254","261600010045","SCHOOL 45-MARY MCLEOD BETHUNE",2019,90
"1255","261600010046","SCHOOL 46-CHARLES CARROLL",2019,93
"1256","261600010050","SCHOOL 50-HELEN BARRETT MONTGOMERY",2019,90
"1257","261600010052","SCHOOL 52-FRANK FOWLER DOW",2019,93
"1258","261600010053","SCHOOL 53 MONTESSORI ACADEMY",2019,94
"1259","261600010054","SCHOOL 54-FLOWER CITY COMMUNITY SCHOOL",2019,90
"1260","261600010057","SCHOOL 57-EARLY CHILDHOOD SCHOOL",2019,90
"1261","261600010058","SCHOOL 58-WORLD OF INQUIRY SCHOOL",2019,92
"1262","261600010061","EAST HIGH SCHOOL",2019,82
"1263","261600010066","JAMES MONROE HIGH SCHOOL",2019,76
"1264","261600010067","JOSEPH C WILSON MAGNET HIGH SCHOOL",2019,79
"1265","261600010068","JOSEPH C WILSON FOUNDATION ACADEMY",2019,89
"1266","261600010069","SCHOOL WITHOUT WALLS",2019,86
"1267","261600010073","NORTHEAST COLLEGE PREPARATORY HIGH SCHOOL",2019,73
"1268","261600010074","SCHOOL OF THE ARTS",2019,90
"1269","261600010089","NORTHWEST COLLEGE PREPARATORY HIGH SCHOOL",2019,82
"1270","261600010095","ROBERT BROWN SCHOOL OF CONSTRUCTION AND DESIGN",2019,67
"1271","261600010097","VANGUARD COLLEGIATE HIGH SCHOOL",2019,68
"1272","261600010101","INTEGRATED ARTS AND TECHNOLOGY HIGH SCHOOL",2019,77
"1273","261600010102","ROCHESTER EARLY COLLEGE INTERNATIONAL HIGH SCHOOL",2019,81
"1274","261600010103","LEADERSHIP ACADEMY FOR YOUNG MEN",2019,76
"1275","261600010105","EAST LOWER SCHOOL",2019,90
"1276","261600010106","RISE COMMUNITY SCHOOL",2019,91
"1277","261600860705","TRUE NORTH ROCHESTER PREP CHARTER SCHOOL-WEST CAMPUS",2019,94
"1278","261600860811","EUGENIO MARIA DE HOSTOS CHARTER SCHOOL",2019,91
"1279","261600860826","GENESEE COMMUNITY CHARTER SCHOOL",2019,97
"1280","261600860877","URBAN CHOICE CHARTER SCHOOL",2019,93
"1281","261600860906","TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE)",2019,92
"1282","261600860910","ROCHESTER ACADEMY CHARTER SCHOOL",2019,94
"1283","261600860985","UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN",2019,87
"1284","261600861049","ROCHESTER PREP CHARTER SCHOOL 3",2019,93
"1285","261600861069","VERTUS CHARTER SCHOOL",2019,84
"1286","261600861071","PUC ACHIEVE CHARTER SCHOOL",2019,90
"1287","261600861102","EXPLORATION ELE CS - SCIENCE-TECHNOL",2019,92
"1288","261701060000","RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT",2019,95
"1289","261701060002","ETHEL K FYLE ELEMENTARY SCHOOL",2019,95
"1290","261701060004","MONICA B LEARY ELEMENTARY SCHOOL",2019,96
"1291","261701060005","DAVID B CRANE ELEMENTARY SCHOOL",2019,96
"1292","261701060006","FLOYD S WINSLOW ELEMENTARY SCHOOL",2019,96
"1293","261701060012","EMMA E SHERMAN ELEMENTARY SCHOOL",2019,96
"1294","261701060013","RUSH-HENRIETTA SENIOR HIGH SCHOOL",2019,94
"1295","261701060014","CHARLES H ROTH MIDDLE SCHOOL",2019,96
"1296","261701060015","HENRY V BURGER MIDDLE SCHOOL",2019,96
"1297","261701060016","MARY K VOLLMER ELEMETNARY SCHOOL",2019,96
"1298","261801060000","BROCKPORT CENTRAL SCHOOL DISTRICT",2019,95
"1299","261801060002","GINTHER ELEMENTARY SCHOOL",2019,95
"1300","261801060003","BROCKPORT HIGH SCHOOL",2019,95
"1301","261801060004","BARCLAY ELEMENTARY SCHOOL",2019,96
"1302","261801060005","A D OLIVER MIDDLE SCHOOL",2019,95
"1303","261801060006","FRED W HILL SCHOOL",2019,96
"1304","261901060000","WEBSTER CENTRAL SCHOOL DISTRICT",2019,96
"1305","261901060002","DEWITT ROAD ELEMENTARY SCHOOL",2019,96
"1306","261901060003","KLEM ROAD NORTH ELEMENTARY SCHOOL",2019,96
"1307","261901060004","PLANK ROAD NORTH ELEMENTARY SCHOOL",2019,97
"1308","261901060006","STATE ROAD ELEMENTARY SCHOOL",2019,97
"1309","261901060007","SPRY MIDDLE SCHOOL",2019,97
"1310","261901060009","WEBSTER-SCHROEDER HIGH SCHOOL",2019,96
"1311","261901060010","WILLINK MIDDLE SCHOOL",2019,96
"1312","261901060011","PLANK ROAD SOUTH ELEMENTARY SCHOOL",2019,97
"1313","261901060013","KLEM ROAD SOUTH ELEMENTARY SCHOOL",2019,96
"1314","261901060014","SCHLEGEL ROAD ELEMENTARY SCHOOL",2019,96
"1315","261901060015","THOMAS HIGH SCHOOL",2019,96
"1316","262001040000","WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT",2019,95
"1317","262001040003","WHEATLAND-CHILI HIGH SCHOOL",2019,94
"1318","262001040004","T J CONNOR ELEMENTARY SCHOOL",2019,95
"1319","270100010000","AMSTERDAM CITY SCHOOL DISTRICT",2019,89
"1320","270100010003","WILLIAM H BARKLEY MICROSOCIETY",2019,91
"1321","270100010006","RAPHAEL J MCNULTY ACADEMY FOR INTERN STUDIES & LITERACY",2019,90
"1322","270100010009","WILBUR H LYNCH LITERACY ACADEMY",2019,90
"1323","270100010010","AMSTERDAM HIGH SCHOOL",2019,87
"1324","270100010018","WILLIAM B TECLER ARTS IN EDUCATION",2019,90
"1325","270100010019","MARIE CURIE INSTITUTE OF ENGINEERING AND COMMUNICATION",2019,90
"1326","270301040000","CANAJOHARIE CENTRAL SCHOOL DISTRICT",2019,94
"1327","270301040002","CANAJOHARIE SENIOR HIGH SCHOOL",2019,93
"1328","270301040003","CANAJOHARIE MIDDLE SCHOOL",2019,95
"1329","270301040004","EAST HILL SCHOOL",2019,95
"1330","270601040000","FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT",2019,95
"1331","270601040001","FONDA-FULTONVILLE K-4 SCHOOL",2019,95
"1332","270601040002","FONDA-FULTONVILLE SENIOR HIGH SCHOOL",2019,94
"1333","270601040003","FONDA-FULTONVILLE 5-8 SCHOOL",2019,95
"1334","270701040000","FORT PLAIN CENTRAL SCHOOL DISTRICT",2019,94
"1335","270701040001","HARRY HOAG SCHOOL",2019,94
"1336","270701040003","FORT PLAIN JUNIOR-SENIOR HIGH SCHOOL",2019,93
"1337","271201040000","OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD",2019,93
"1338","271201040001","OPPENHEIM-EPHRATAH-ST JOHNSVILLE ELEMENTARY/MIDDLE SCHOOL",2019,94
"1339","271201040004","OPPENHEIM-EPHRATAH-ST JOHNSVILLE HIGH SCHOOL",2019,92
"1340","280100010000","GLEN COVE CITY SCHOOL DISTRICT",2019,93
"1341","280100010001","DEASY SCHOOL",2019,92
"1342","280100010003","CONNOLLY SCHOOL",2019,95
"1343","280100010004","GRIBBIN SCHOOL",2019,93
"1344","280100010005","LANDING SCHOOL",2019,94
"1345","280100010007","GLEN COVE HIGH SCHOOL",2019,92
"1346","280100010008","ROBERT M FINLEY MIDDLE SCHOOL",2019,93
"1347","280201030000","HEMPSTEAD UNION FREE SCHOOL DISTRICT",2019,88
"1348","280201030001","FRANKLIN SCHOOL",2019,90
"1349","280201030002","DAVID PATERSON SCHOOL",2019,92
"1350","280201030003","JACKSON MAIN ELEMENTARY SCHOOL",2019,92
"1351","280201030004","BARACK OBAMA ELEMENTARY SCHOOL",2019,93
"1352","280201030007","HEMPSTEAD HIGH SCHOOL",2019,81
"1353","280201030008","MARSHALL SCHOOL",2019,100
"1354","280201030009","JACKSON ANNEX SCHOOL",2019,93
"1355","280201030010","ALVERTA B GRAY SCHULTZ MIDDLE SCHOOL",2019,90
"1356","280201030011","FRONT STREET ELEMENTARY SCHOOL",2019,93
"1357","280201030016","PROSPECT ELEMENTARY SCHOOL",2019,88
"1358","280201860934","ACADEMY CHARTER SCHOOL",2019,96
"1359","280201860947","EVERGREEN CHARTER SCHOOL",2019,97
"1360","280202030000","UNIONDALE UNION FREE SCHOOL DISTRICT",2019,93
"1361","280202030003","CALIFORNIA AVENUE ELEMENTARY SCHOOL",2019,95
"1362","280202030004","GRAND AVENUE ELEMENTARY SCHOOL",2019,94
"1363","280202030005","NORTHERN PARKWAY ELEMENTARY SCHOOL",2019,95
"1364","280202030006","SMITH STREET ELEMENTARY SCHOOL",2019,95
"1365","280202030007","WALNUT STREET ELEMENTARY SCHOOL",2019,94
"1366","280202030008","LAWRENCE ROAD MIDDLE SCHOOL",2019,95
"1367","280202030009","TURTLE HOOK MIDDLE SCHOOL",2019,94
"1368","280202030010","UNIONDALE HIGH SCHOOL",2019,91
"1369","280202861142","ACADEMY CHARTER SCHOOL-UNIONDALE",2019,96
"1370","280203030000","EAST MEADOW UNION FREE SCHOOL DISTRICT",2019,96
"1371","280203030001","BARNUM WOODS SCHOOL",2019,96
"1372","280203030002","BOWLING GREEN SCHOOL",2019,96
"1373","280203030003","MCVEY ELEMENTARY SCHOOL",2019,96
"1374","280203030006","PARKWAY SCHOOL",2019,96
"1375","280203030008","CLARKE MIDDLE SCHOOL",2019,95
"1376","280203030009","WOODLAND MIDDLE SCHOOL",2019,96
"1377","280203030010","W TRESPER CLARKE HIGH SCHOOL",2019,95
"1378","280203030011","EAST MEADOW HIGH SCHOOL",2019,95
"1379","280203030012","MEADOWBROOK ELEMENTARY SCHOOL",2019,96
"1380","280204020000","NORTH BELLMORE UNION FREE SCHOOL DISTRICT",2019,96
"1381","280204020003","NEWBRIDGE ROAD SCHOOL",2019,96
"1382","280204020004","PARK AVENUE SCHOOL",2019,96
"1383","280204020005","SAW MILL ROAD SCHOOL",2019,96
"1384","280204020006","JOHN G DINKELMEYER SCHOOL",2019,96
"1385","280204020007","MARTIN AVENUE ELEMENTARY SCHOOL",2019,96
"1386","280205030000","LEVITTOWN UNION FREE SCHOOL DISTRICT",2019,96
"1387","280205030001","EAST BROADWAY SCHOOL",2019,96
"1388","280205030002","ABBEY LANE SCHOOL",2019,96
"1389","280205030005","GARDINERS AVENUE SCHOOL",2019,96
"1390","280205030006","LEE ROAD SCHOOL",2019,97
"1391","280205030009","SUMMIT LANE SCHOOL",2019,97
"1392","280205030010","WISDOM LANE MIDDLE SCHOOL",2019,96
"1393","280205030011","NORTHSIDE SCHOOL",2019,98
"1394","280205030013","JONAS E SALK MIDDLE SCHOOL",2019,97
"1395","280205030015","DIVISION AVENUE SENIOR HIGH SCHOOL",2019,96
"1396","280205030016","GEN DOUGLAS MACARTHUR SENIOR HIGH SCHOOL",2019,96
"1397","280206030000","SEAFORD UNION FREE SCHOOL DISTRICT",2019,96
"1398","280206030003","SEAFORD HARBOR SCHOOL",2019,96
"1399","280206030004","SEAFORD MANOR SCHOOL",2019,96
"1400","280206030005","SEAFORD MIDDLE SCHOOL",2019,96
"1401","280206030006","SEAFORD SENIOR HIGH SCHOOL",2019,97
"1402","280207020000","BELLMORE UNION FREE SCHOOL DISTRICT",2019,96
"1403","280207020002","SHORE ROAD SCHOOL",2019,96
"1404","280207020003","WINTHROP AVENUE SCHOOL",2019,96
"1405","280207020004","REINHARD EARLY CHILDHOOD CENTER",2019,95
"1406","280208030000","ROOSEVELT UNION FREE SCHOOL DISTRICT",2019,92
"1407","280208030002","CENTENNIAL AVENUE ELEMENTARY SCHOOL",2019,93
"1408","280208030003","ULYSSES BYAS ELEMENTARY SCHOOL",2019,94
"1409","280208030004","WASHINGTON ROSE SCHOOL",2019,95
"1410","280208030005","ROOSEVELT HIGH SCHOOL",2019,89
"1411","280208030009","ROOSEVELT MIDDLE SCHOOL",2019,93
"1412","280208860024","ROOSEVELT CHILDREN'S ACADEMY CHARTER SCHOOL",2019,100
"1413","280209030000","FREEPORT UNION FREE SCHOOL DISTRICT",2019,94
"1414","280209030001","ARCHER STREET SCHOOL",2019,94
"1415","280209030002","BAYVIEW AVENUE SCHOOL",2019,95
"1416","280209030003","CAROLINE G ATKINSON SCHOOL",2019,95
"1417","280209030004","COLUMBUS AVENUE SCHOOL",2019,92
"1418","280209030005","LEO F GIBLYN SCHOOL",2019,95
"1419","280209030006","JOHN W DODD MIDDLE SCHOOL",2019,95
"1420","280209030007","FREEPORT HIGH SCHOOL",2019,93
"1421","280209030009","NEW VISIONS ELEMENTARY SCHOOL",2019,95
"1422","280210030000","BALDWIN UNION FREE SCHOOL DISTRICT",2019,96
"1423","280210030001","BROOKSIDE ELEMENTARY SCHOOL",2019,96
"1424","280210030004","LENOX ELEMENTARY SCHOOL",2019,96
"1425","280210030005","MEADOW ELEMENTARY SCHOOL",2019,95
"1426","280210030007","PLAZA ELEMENTARY SCHOOL",2019,96
"1427","280210030010","STEELE ELEMENTARY SCHOOL",2019,96
"1428","280210030012","BALDWIN MIDDLE SCHOOL",2019,97
"1429","280210030013","BALDWIN SENIOR HIGH SCHOOL",2019,95
"1430","280211030000","OCEANSIDE UNION FREE SCHOOL DISTRICT",2019,96
"1431","280211030002","SCHOOL 2",2019,96
"1432","280211030003","SCHOOL 3",2019,96
"1433","280211030004","SCHOOL 4",2019,95
"1434","280211030005","SCHOOL 5",2019,96
"1435","280211030007","SCHOOL 9E-BOARDMAN ELEM SCHOOL",2019,96
"1436","280211030008","SCHOOL 8",2019,95
"1437","280211030009","SCHOOL 9M-OCEANSIDE MIDDLE SCHOOL",2019,96
"1438","280211030010","SCHOOL 7-OCEANSIDE SENIOR HIGH SCHOOL",2019,98
"1439","280211030011","CASTLETON ACADEMY HIGH SCHOOL OF OCEANSIDE",2019,86
"1440","280211030016","SCHOOL 6-KINDERGARTEN CENTER",2019,94
"1441","280212030000","MALVERNE UNION FREE SCHOOL DISTRICT",2019,95
"1442","280212030001","DAVISON AVENUE INTERMEDIATE SCHOOL",2019,96
"1443","280212030002","MAURICE W DOWNING PRIMARY SCHOOL",2019,95
"1444","280212030005","MALVERNE SENIOR HIGH SCHOOL",2019,94
"1445","280212030006","HOWARD T HERBER MIDDLE SCHOOL",2019,97
"1446","280213020000","VALLEY STREAM 13 UNION FREE SCHOOL DISTRICT",2019,95
"1447","280213020001","JAMES A DEVER SCHOOL",2019,96
"1448","280213020002","HOWELL ROAD SCHOOL",2019,95
"1449","280213020003","WHEELER AVENUE SCHOOL",2019,95
"1450","280213020004","WILLOW ROAD SCHOOL",2019,95
"1451","280214030000","HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT",2019,96
"1452","280214030001","FRANKLIN EARLY CHILDHOOD CENTER",2019,99
"1453","280214030002","HEWLETT ELEMENTARY SCHOOL",2019,95
"1454","280214030003","OGDEN ELEMENTARY SCHOOL",2019,96
"1455","280214030006","WOODMERE MIDDLE SCHOOL",2019,96
"1456","280214030007","GEORGE W HEWLETT HIGH SCHOOL",2019,97
"1457","280215030000","LAWRENCE UNION FREE SCHOOL DISTRICT",2019,92
"1458","280215030002","2 SCHOOL",2019,93
"1459","280215030004","4 SCHOOL",2019,NA
"1460","280215030005","5 SCHOOL",2019,94
"1461","280215030007","LAWRENCE SENIOR HIGH SCHOOL",2019,89
"1462","280215030008","LAWRENCE MIDDLE SCHOOL",2019,94
"1463","280216020000","ELMONT UNION FREE SCHOOL DISTRICT",2019,95
"1464","280216020001","ALDEN TERRACE SCHOOL",2019,95
"1465","280216020002","CLARA H CARLSON SCHOOL",2019,95
"1466","280216020003","COVERT AVENUE SCHOOL",2019,95
"1467","280216020004","DUTCH BROADWAY SCHOOL",2019,96
"1468","280216020006","GOTHAM AVENUE SCHOOL",2019,95
"1469","280216020007","STEWART MANOR SCHOOL",2019,95
"1470","280217020000","FRANKLIN SQUARE UNION FREE SCHOOL DISTRICT",2019,96
"1471","280217020001","JOHN STREET SCHOOL",2019,96
"1472","280217020003","POLK STREET SCHOOL",2019,96
"1473","280217020004","WASHINGTON STREET SCHOOL",2019,97
"1474","280218030000","GARDEN CITY UNION FREE SCHOOL DISTRICT",2019,96
"1475","280218030001","HEMLOCK SCHOOL",2019,95
"1476","280218030002","HOMESTEAD SCHOOL",2019,96
"1477","280218030003","LOCUST SCHOOL",2019,95
"1478","280218030004","STRATFORD AVENUE SCHOOL",2019,96
"1479","280218030005","STEWART SCHOOL",2019,96
"1480","280218030006","GARDEN CITY MIDDLE SCHOOL",2019,97
"1481","280218030007","GARDEN CITY HIGH SCHOOL",2019,96
"1482","280219030000","EAST ROCKAWAY UNION FREE SCHOOL DISTRICT",2019,96
"1483","280219030001","RHAME AVENUE ELEMENTARY SCHOOL",2019,95
"1484","280219030002","EAST ROCKAWAY JUNIOR-SENIOR HIGH SCHOOL",2019,96
"1485","280219030004","CENTRE AVENUE ELEMENTARY SCHOOL",2019,96
"1486","280220030000","LYNBROOK UNION FREE SCHOOL DISTRICT",2019,96
"1487","280220030001","KINDERGARTEN CENTER",2019,95
"1488","280220030002","MARION STREET SCHOOL",2019,96
"1489","280220030003","WAVERLY PARK SCHOOL",2019,96
"1490","280220030004","WEST END SCHOOL",2019,95
"1491","280220030005","LYNBROOK NORTH MIDDLE SCHOOL",2019,96
"1492","280220030006","LYNBROOK SOUTH MIDDLE SCHOOL",2019,96
"1493","280220030007","LYNBROOK SENIOR HIGH SCHOOL",2019,97
