"","ENTITY_CD","ENTITY_NAME","YEAR","ATTENDANCE_RATE"
"4457","571901040000","ARKPORT CENTRAL SCHOOL DISTRICT",2019,96
"4458","571901040004","ARKPORT CENTRAL SCHOOL",2019,96
"4459","572301040000","PRATTSBURGH CENTRAL SCHOOL DISTRICT",2019,96
"4460","572301040001","PRATTSBURGH CENTRAL SCHOOL",2019,96
"4461","572702040000","JASPER-TROUPSBURG CENTRAL SCHOOL DISTRICT",2019,96
"4462","572702040001","JASPER-TROUPSBURG ELEMENTARY SCHOOL",2019,96
"4463","572702040002","JASPER-TROUPSBURG JUNIOR-SENIOR HIGH SCHOOL",2019,96
"4464","572901040000","HAMMONDSPORT CENTRAL SCHOOL DISTRICT",2019,96
"4465","572901040002","GLENN CURTISS MEMORIAL SCHOOL",2019,96
"4466","572901040004","HAMMONDSPORT JUNIOR-SENIOR HIGH SCHOOL",2019,95
"4467","573002040000","WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT",2019,95
"4468","573002040001","WAYLAND-COHOCTON HIGH SCHOOL",2019,95
"4469","573002040002","WAYLAND ELEMENTARY SCHOOL",2019,95
"4470","573002040003","WAYLAND-COHOCTON MIDDLE SCHOOL",2019,95
"4471","573002040004","COHOCTON ELEMENTARY SCHOOL",2019,95
"4472","580101030000","BABYLON UNION FREE SCHOOL DISTRICT",2019,95
"4473","580101030001","BABYLON MEMORIAL GRADE SCHOOL",2019,95
"4474","580101030002","BABYLON JUNIOR-SENIOR HIGH SCHOOL",2019,96
"4475","580101030003","BABYLON ELEMENTARY SCHOOL",2019,95
"4476","580102030000","WEST BABYLON UNION FREE SCHOOL DISTRICT",2019,96
"4477","580102030001","FOREST AVENUE SCHOOL",2019,96
"4478","580102030002","JOHN F KENNEDY SCHOOL",2019,97
"4479","580102030004","SANTAPOGUE SCHOOL",2019,96
"4480","580102030005","SOUTH BAY SCHOOL",2019,96
"4481","580102030006","TOOKER AVENUE SCHOOL",2019,96
"4482","580102030007","WEST BABYLON JUNIOR HIGH SCHOOL",2019,96
"4483","580102030008","WEST BABYLON SENIOR HIGH SCHOOL",2019,97
"4484","580103030000","NORTH BABYLON UNION FREE SCHOOL DISTRICT",2019,95
"4485","580103030001","BELMONT ELEMENTARY SCHOOL",2019,94
"4486","580103030002","ROBERT MOSES MIDDLE SCHOOL",2019,95
"4487","580103030003","PARLIAMENT PLACE SCHOOL",2019,95
"4488","580103030006","WOODS ROAD ELEMENTARY SCHOOL",2019,95
"4489","580103030008","NORTH BABYLON HIGH SCHOOL",2019,94
"4490","580103030009","MARION G VEDDER ELEMENTARY SCHOOL",2019,95
"4491","580103030010","WILLIAM E DELUCA JR ELEMENTARY SCHOOL",2019,94
"4492","580104030000","LINDENHURST UNION FREE SCHOOL DISTRICT",2019,95
"4493","580104030001","ALBANY AVENUE SCHOOL",2019,95
"4494","580104030002","ALLEGHANY AVENUE SCHOOL",2019,95
"4495","580104030003","DANIEL STREET SCHOOL",2019,95
"4496","580104030005","HARDING AVENUE SCHOOL",2019,95
"4497","580104030008","WILLIAM RALL SCHOOL",2019,95
"4498","580104030009","WEST GATES AVENUE SCHOOL",2019,95
"4499","580104030010","LINDENHURST SENIOR HIGH SCHOOL",2019,97
"4500","580104030011","LINDENHURST MIDDLE SCHOOL",2019,95
"4501","580105030000","COPIAGUE UNION FREE SCHOOL DISTRICT",2019,95
"4502","580105030001","DEAUVILLE GARDENS EAST ELEMENTARY SCHOOL",2019,94
"4503","580105030002","GREAT NECK ROAD ELEMENTARY SCHOOL",2019,95
"4504","580105030004","SUSAN E WILEY SCHOOL",2019,94
"4505","580105030005","WALTER G O'CONNELL COPIAGUE HIGH SCHOOL",2019,96
"4506","580105030006","COPIAGUE MIDDLE SCHOOL",2019,95
"4507","580105030007","DEAUVILLE GARDENS WEST ELEMENTARY SCHOOL",2019,93
"4508","580106030000","AMITYVILLE UNION FREE SCHOOL DISTRICT",2019,95
"4509","580106030001","NORTHEAST SCHOOL",2019,94
"4510","580106030002","NORTHWEST ELEMENTARY SCHOOL",2019,96
"4511","580106030003","PARK AVENUE SCHOOL",2019,96
"4512","580106030004","EDMUND W MILES MIDDLE SCHOOL",2019,96
"4513","580106030005","AMITYVILLE MEMORIAL HIGH SCHOOL",2019,94
"4514","580107030000","DEER PARK UNION FREE SCHOOL DISTRICT",2019,95
"4515","580107030001","MAY MOORE PRIMARY SCHOOL",2019,95
"4516","580107030004","JOHN QUINCY ADAMS PRIMARY SCHOOL",2019,95
"4517","580107030007","DEER PARK HIGH SCHOOL",2019,93
"4518","580107030008","JOHN F KENNEDY INTERMEDIATE SCHOOL",2019,96
"4519","580107030009","ROBERT FROST MIDDLE SCHOOL",2019,96
"4520","580109020000","WYANDANCH UNION FREE SCHOOL DISTRICT",2019,89
"4521","580109020001","MARTIN LUTHER KING ELEMENTARY SCHOOL",2019,90
"4522","580109020003","WYANDANCH MEMORIAL HIGH SCHOOL",2019,85
"4523","580109020004","MILTON L OLIVE MIDDLE SCHOOL",2019,95
"4524","580109020006","LA FRANCIS HARDIMAN ELEMENTARY SCHOOL",2019,89
"4525","580201060000","THREE VILLAGE CENTRAL SCHOOL DISTRICT",2019,97
"4526","580201060003","ARROWHEAD ELEMENTARY SCHOOL",2019,96
"4527","580201060004","NASSAKEAG ELEMENTARY SCHOOL",2019,98
"4528","580201060005","WARD MELVILLE SENIOR HIGH SCHOOL",2019,97
"4529","580201060006","WILLIAM SIDNEY MOUNT SCHOOL",2019,97
"4530","580201060007","SETAUKET ELEMENTARY SCHOOL",2019,97
"4531","580201060008","MINNESAUKE ELEMENTARY SCHOOL",2019,96
"4532","580201060009","PAUL J GELINAS JUNIOR HIGH SCHOOL",2019,97
"4533","580201060010","ROBERT CUSHMAN MURPHY JUNIOR HIGH SCHOOL",2019,97
"4534","580203020000","BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT",2019,94
"4535","580203020001","TERRYVILLE ROAD SCHOOL",2019,95
"4536","580203020002","NORWOOD AVENUE SCHOOL",2019,94
"4537","580203020004","JOHN F KENNEDY MIDDLE SCHOOL",2019,94
"4538","580203020005","CLINTON AVENUE SCHOOL",2019,94
"4539","580203020007","BOYLE ROAD ELEMENTARY SCHOOL",2019,95
"4540","580203020008","COMSEWOGUE HIGH SCHOOL",2019,93
"4541","580205060000","SACHEM CENTRAL SCHOOL DISTRICT",2019,95
"4542","580205060002","GRUNDY AVENUE SCHOOL",2019,96
"4543","580205060003","HIAWATHA SCHOOL",2019,95
"4544","580205060004","LYNWOOD AVENUE SCHOOL",2019,94
"4545","580205060005","NOKOMIS SCHOOL",2019,95
"4546","580205060006","WAVERLY AVENUE SCHOOL",2019,95
"4547","580205060007","SAGAMORE MIDDLE SCHOOL",2019,95
"4548","580205060011","SENECA MIDDLE SCHOOL",2019,96
"4549","580205060012","WENONAH SCHOOL",2019,95
"4550","580205060013","CAYUGA SCHOOL",2019,95
"4551","580205060014","MERRIMAC SCHOOL",2019,96
"4552","580205060015","CHIPPEWA ELEMENTARY SCHOOL",2019,95
"4553","580205060018","TAMARAC ELEMENTARY SCHOOL",2019,96
"4554","580205060019","SACHEM HIGH SCHOOL NORTH",2019,95
"4555","580205060020","SACHEM HIGH SCHOOL EAST",2019,96
"4556","580205060022","SAMOSET MIDDLE SCHOOL",2019,95
"4557","580206020000","PORT JEFFERSON UNION FREE SCHOOL DISTRICT",2019,97
"4558","580206020002","PORT JEFFERSON MIDDLE SCHOOL",2019,97
"4559","580206020003","EARL L VANDERMEULEN HIGH SCHOOL",2019,98
"4560","580206020004","PORT JEFFERSON ELEMENTARY SCHOOL",2019,96
"4561","580207020000","MOUNT SINAI UNION FREE SCHOOL DISTRICT",2019,95
"4562","580207020001","MOUNT SINAI ELEMENTARY SCHOOL",2019,95
"4563","580207020002","MOUNT SINAI MIDDLE SCHOOL",2019,95
"4564","580207020003","MOUNT SINAI HIGH SCHOOL",2019,94
"4565","580208020000","MILLER PLACE UNION FREE SCHOOL DISTRICT",2019,95
"4566","580208020001","NORTH COUNTRY ROAD SCHOOL",2019,96
"4567","580208020002","ANDREW MULLER PRIMARY SCHOOL",2019,95
"4568","580208020003","MILLER PLACE HIGH SCHOOL",2019,95
"4569","580208020004","SOUND BEACH SCHOOL",2019,96
"4570","580209020000","ROCKY POINT UNION FREE SCHOOL DISTRICT",2019,95
"4571","580209020001","JOSEPH A EDGAR IMTERMEDIATE SCHOOL",2019,95
"4572","580209020002","ROCKY POINT HIGH SCHOOL",2019,95
"4573","580209020003","FRANK J CARASITI ELEMENTARY SCHOOL",2019,94
"4574","580209020004","ROCKY POINT MIDDLE SCHOOL",2019,95
"4575","580211060000","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT",2019,94
"4576","580211060002","HAWKINS PATH SCHOOL",2019,94
"4577","580211060003","HOLBROOK ROAD SCHOOL",2019,95
"4578","580211060004","NORTH COLEMAN ROAD SCHOOL",2019,95
"4579","580211060005","OXHEAD ROAD SCHOOL",2019,94
"4580","580211060006","BICYCLE PATH KINDERGARTEN-PRE K CENTER",2019,93
"4581","580211060007","EUGENE AUER MEMORIAL SCHOOL",2019,95
"4582","580211060009","DAWNWOOD MIDDLE SCHOOL",2019,95
"4583","580211060010","NEWFIELD HIGH SCHOOL",2019,94
"4584","580211060011","SELDEN MIDDLE SCHOOL",2019,95
"4585","580211060014","STAGECOACH SCHOOL",2019,94
"4586","580211060015","JERICHO ELEMENTARY SCHOOL",2019,94
"4587","580211060016","CENTEREACH HIGH SCHOOL",2019,94
"4588","580211060017","NEW LANE MEMORIAL ELEMENTARY SCHOOL",2019,95
"4589","580211060018","UNITY DRIVE KINDERGARTEN-PRE K CENTER",2019,93
"4590","580212060000","LONGWOOD CENTRAL SCHOOL DISTRICT",2019,94
"4591","580212060001","C E WALTERS SCHOOL",2019,94
"4592","580212060002","CORAM ELEMENTARY SCHOOL",2019,94
"4593","580212060003","RIDGE ELEMENTARY SCHOOL",2019,94
"4594","580212060004","WEST MIDDLE ISLAND SCHOOL",2019,94
"4595","580212060005","LONGWOOD HIGH SCHOOL",2019,93
"4596","580212060006","LONGWOOD JUNIOR HIGH SCHOOL",2019,95
"4597","580212060007","LONGWOOD MIDDLE SCHOOL",2019,95
"4598","580224030000","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT",2019,95
"4599","580224030001","BARTON ELEMENTARY SCHOOL",2019,95
"4600","580224030002","TREMONT ELEMENTARY SCHOOL",2019,95
"4601","580224030003","BAY ELEMENTARY SCHOOL",2019,95
"4602","580224030004","MEDFORD ELEMENTARY SCHOOL",2019,95
"4603","580224030005","RIVER ELEMENTARY SCHOOL",2019,95
"4604","580224030006","OREGON MIDDLE SCHOOL",2019,96
"4605","580224030007","SOUTH OCEAN MIDDLE SCHOOL",2019,96
"4606","580224030008","PATCHOGUE-MEDFORD HIGH SCHOOL",2019,93
"4607","580224030009","EAGLE ELEMENTARY SCHOOL",2019,95
"4608","580224030010","CANAAN ELEMENTARY SCHOOL",2019,95
"4609","580224030011","SAXTON MIDDLE SCHOOL",2019,96
"4610","580232030000","WILLIAM FLOYD UNION FREE SCHOOL DISTRICT",2019,92
"4611","580232030002","WILLIAM FLOYD HIGH SCHOOL",2019,89
"4612","580232030004","WILLIAM FLOYD ELEMENTARY SCHOOL",2019,94
"4613","580232030005","TANGIER SMITH ELEMENTARY SCHOOL",2019,93
"4614","580232030006","MORICHES ELEMENTARY SCHOOL",2019,93
"4615","580232030008","JOHN S HOBART ELEMENTARY SCHOOL",2019,94
"4616","580232030010","WILLIAM FLOYD MIDDLE SCHOOL",2019,93
"4617","580232030011","NATHANIEL WOODHULL ELEMENTARY SCHOOL",2019,94
"4618","580232030012","WILLIAM PACA MIDDLE SCHOOL",2019,92
"4619","580232030014","WILLIAM FLOYD LEARNING CENTER",2019,93
"4620","580233020000","CENTER MORICHES UNION FREE SCHOOL DISTRICT",2019,95
"4621","580233020001","CENTER MORICHES HIGH SCHOOL",2019,96
"4622","580233020002","CENTER MORICHES MIDDLE SCHOOL",2019,96
"4623","580233020003","CLAYTON HUEY ELEMENTARY SCHOOL",2019,95
"4624","580234020000","EAST MORICHES UNION FREE SCHOOL DISTRICT",2019,96
"4625","580234020001","EAST MORICHES SCHOOL",2019,96
"4626","580234020002","EAST MORICHES ELEMENTARY SCHOOL",2019,96
"4627","580235060000","SOUTH COUNTRY CENTRAL SCHOOL DISTRICT",2019,93
"4628","580235060002","KREAMER STREET ELEMENTARY SCHOOL",2019,93
"4629","580235060003","BROOKHAVEN ELEMENTARY SCHOOL",2019,93
"4630","580235060004","BELLPORT MIDDLE SCHOOL",2019,94
"4631","580235060005","FRANK P LONG INTERMEDIATE SCHOOL",2019,94
"4632","580235060006","BELLPORT SENIOR HIGH SCHOOL",2019,92
"4633","580235060007","VERNE W CRITZ ELEMENTARY SCHOOL",2019,95
"4634","580301020000","EAST HAMPTON UNION FREE SCHOOL DISTRICT",2019,96
"4635","580301020001","JOHN M MARSHALL ELEMENTARY SCHOOL",2019,96
"4636","580301020002","EAST HAMPTON HIGH SCHOOL",2019,96
"4637","580301020003","EAST HAMPTON MIDDLE SCHOOL",2019,96
"4638","580302080000","WAINSCOTT COMMON SCHOOL DISTRICT",2019,98
"4639","580302080001","WAINSCOTT SCHOOL",2019,98
"4640","580303020000","AMAGANSETT UNION FREE SCHOOL DISTRICT",2019,93
"4641","580303020001","AMAGANSETT SCHOOL",2019,93
"4642","580304020000","SPRINGS UNION FREE SCHOOL DISTRICT",2019,98
"4643","580304020001","SPRINGS SCHOOL",2019,98
"4644","580305020000","SAG HARBOR UNION FREE SCHOOL DISTRICT",2019,94
"4645","580305020001","SAG HARBOR ELEMENTARY SCHOOL",2019,94
"4646","580305020004","PIERSON MIDDLE/HIGH SCHOOL",2019,93
"4647","580306020000","MONTAUK UNION FREE SCHOOL DISTRICT",2019,93
"4648","580306020001","MONTAUK SCHOOL",2019,93
"4649","580401020000","ELWOOD UNION FREE SCHOOL DISTRICT",2019,96
"4650","580401020001","JAMES H BOYD ELEMENTARY SCHOOL",2019,96
"4651","580401020003","ELWOOD/JOHN GLENN HIGH SCHOOL",2019,95
"4652","580401020004","HARLEY AVENUE ELEMENTARY SCHOOL",2019,96
"4653","580401020005","ELWOOD MIDDLE SCHOOL",2019,96
"4654","580402060000","COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT",2019,96
"4655","580402060002","LLOYD HARBOR SCHOOL",2019,96
"4656","580402060003","WEST SIDE SCHOOL",2019,97
"4657","580402060004","COLD SPRING HARBOR HIGH SCHOOL",2019,96
"4658","580402060005","GOOSEHILL PRIMARY CENTER",2019,95
"4659","580403030000","HUNTINGTON UNION FREE SCHOOL DISTRICT",2019,93
"4660","580403030002","SOUTHDOWN SCHOOL",2019,93
"4661","580403030004","FLOWER HILL SCHOOL",2019,93
"4662","580403030005","JEFFERSON SCHOOL",2019,93
"4663","580403030009","WASHINGTON SCHOOL",2019,94
"4664","580403030010","JACK ABRAMS STEM MAGNET SCHOOL",2019,94
"4665","580403030013","HUNTINGTON HIGH SCHOOL",2019,90
"4666","580403030014","J TAYLOR FINLEY MIDDLE SCHOOL",2019,94
"4667","580403030017","WOODHULL INTERMEDIATE SCHOOL",2019,94
"4668","580404030000","NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT",2019,96
"4669","580404030001","DICKINSON AVENUE ELEMENTARY SCHOOL",2019,95
"4670","580404030002","FIFTH AVENUE ELEMENTARY SCHOOL",2019,96
"4671","580404030004","NORWOOD AVENUE SCHOOL",2019,96
"4672","580404030005","OCEAN AVENUE SCHOOL",2019,96
"4673","580404030006","PULASKI ROAD SCHOOL",2019,95
"4674","580404030007","EAST NORTHPORT MIDDLE SCHOOL",2019,96
"4675","580404030008","NORTHPORT MIDDLE SCHOOL",2019,96
"4676","580404030009","NORTHPORT SENIOR HIGH SCHOOL",2019,96
"4677","580404030011","BELLEROSE ELEMENTARY SCHOOL",2019,96
"4678","580405060000","HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT",2019,96
"4679","580405060001","OTSEGO ELEMENTARY SCHOOL",2019,95
"4680","580405060003","SUNQUAM ELEMENTARY SCHOOL",2019,96
"4681","580405060008","CANDLEWOOD MIDDLE SCHOOL",2019,96
"4682","580405060010","HALF HOLLOW HILLS HIGH SCHOOL EAST",2019,96
"4683","580405060011","VANDERBILT ELEMENTARY SCHOOL",2019,95
"4684","580405060012","PAUMANOK ELEMENTARY SCHOOL",2019,95
"4685","580405060013","SIGNAL HILL ELEMENTARY SCHOOL",2019,95
"4686","580405060014","WEST HOLLOW MIDDLE SCHOOL",2019,96
"4687","580405060016","HALF HOLLOW HILLS HIGH SCHOOL WEST",2019,96
"4688","580406060000","HARBORFIELDS CENTRAL SCHOOL DISTRICT",2019,96
"4689","580406060001","WASHINGTON DRIVE PRIMARY SCHOOL",2019,95
"4690","580406060005","OLDFIELD MIDDLE SCHOOL",2019,97
"4691","580406060007","HARBORFIELDS HIGH SCHOOL",2019,96
"4692","580406060009","THOMAS J LAHEY ELEMENTARY SCHOOL",2019,96
"4693","580410030000","COMMACK UNION FREE SCHOOL DISTRICT",2019,96
"4694","580410030005","INDIAN HOLLOW SCHOOL",2019,97
"4695","580410030008","NORTH RIDGE SCHOOL",2019,97
"4696","580410030014","WOOD PARK SCHOOL",2019,95
"4697","580410030017","COMMACK HIGH SCHOOL",2019,97
"4698","580410030018","ROLLING HILLS SCHOOL",2019,96
"4699","580410030019","COMMACK MIDDLE SCHOOL",2019,95
"4700","580410030020","BURR INTERMEDIATE SCHOOL",2019,96
"4701","580410030021","SAWMILL INTERMEDIATE SCHOOL",2019,96
"4702","580413030000","SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT",2019,95
"4703","580413030003","OAKWOOD PRIMARY CENTER",2019,94
"4704","580413030005","SILAS WOOD 6TH GRADE CENTER",2019,96
"4705","580413030008","BIRCHWOOD INTERMEDIATE SCHOOL",2019,96
"4706","580413030009","COUNTRYWOOD PRIMARY CENTER",2019,94
"4707","580413030011","WALT WHITMAN HIGH SCHOOL",2019,96
"4708","580413030012","MAPLEWOOD INTERMEDIATE SCHOOL",2019,96
"4709","580413030013","HENRY L STIMSON MIDDLE SCHOOL",2019,95
"4710","580501030000","BAY SHORE UNION FREE SCHOOL DISTRICT",2019,96
"4711","580501030001","BROOK AVENUE ELEMENTARY SCHOOL",2019,95
"4712","580501030002","GARDINER MANOR SCHOOL",2019,96
"4713","580501030003","MARY G CLARKSON SCHOOL",2019,95
"4714","580501030004","FIFTH AVENUE SCHOOL",2019,95
"4715","580501030005","SOUTH COUNTRY SCHOOL",2019,95
"4716","580501030006","BAY SHORE SENIOR HIGH SCHOOL",2019,98
"4717","580501030007","BAY SHORE MIDDLE SCHOOL",2019,97
"4718","580502020000","ISLIP UNION FREE SCHOOL DISTRICT",2019,95
"4719","580502020001","ISLIP HIGH SCHOOL",2019,93
"4720","580502020002","COMMACK ROAD ELEMENTARY SCHOOL",2019,96
"4721","580502020004","ISLIP MIDDLE SCHOOL",2019,96
"4722","580502020005","MAUD S SHERWOOD ELEMENTARY SCHOOL",2019,97
"4723","580502020006","WING ELEMENTARY SCHOOL",2019,94
"4724","580503030000","EAST ISLIP UNION FREE SCHOOL DISTRICT",2019,95
"4725","580503030001","CONNETQUOT ELEMENTARY SCHOOL",2019,94
"4726","580503030003","JOHN F KENNEDY ELEMENTARY SCHOOL",2019,95
"4727","580503030004","TIMBER POINT ELEMENTARY SCHOOL",2019,95
"4728","580503030006","EAST ISLIP HIGH SCHOOL",2019,95
"4729","580503030007","RUTH C KINNEY ELEMENTARY SCHOOL",2019,95
"4730","580503030008","EAST ISLIP MIDDLE SCHOOL",2019,96
"4731","580504030000","SAYVILLE UNION FREE SCHOOL DISTRICT",2019,96
"4732","580504030001","CHERRY AVENUE ELEMENTARY SCHOOL",2019,97
"4733","580504030003","SUNRISE DRIVE ELEMENTARY SCHOOL",2019,96
"4734","580504030004","SAYVILLE HIGH SCHOOL",2019,95
"4735","580504030005","SAYVILLE MIDDLE SCHOOL",2019,96
"4736","580504030006","LINCOLN AVENUE ELEMENTARY SCHOOL",2019,96
"4737","580505020000","BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT",2019,96
"4738","580505020002","BLUE POINT ELEMENTARY SCHOOL",2019,96
"4739","580505020003","SYLVAN AVENUE ELEMENTARY SCHOOL",2019,96
"4740","580505020004","BAYPORT-BLUE POINT HIGH SCHOOL",2019,95
"4741","580505020005","ACADEMY STREET ELEMENTARY SCHOOL",2019,95
"4742","580505020006","JAMES WILSON YOUNG MIDDLE SCHOOL",2019,96
"4743","580506030000","HAUPPAUGE UNION FREE SCHOOL DISTRICT",2019,96
"4744","580506030003","PINES ELEMENTARY SCHOOL",2019,96
"4745","580506030004","BRETTON WOODS ELEMENTARY SCHOOL",2019,95
"4746","580506030005","HAUPPAUGE MIDDLE SCHOOL",2019,98
"4747","580506030007","HAUPPAUGE HIGH SCHOOL",2019,97
"4748","580506030008","FOREST BROOK ELEMENTARY SCHOOL",2019,95
"4749","580507060000","CONNETQUOT CENTRAL SCHOOL DISTRICT",2019,96
"4750","580507060002","HELEN B DUFFIELD ELEMENTARY SCHOOL",2019,96
"4751","580507060003","JOHN PEARL ELEMENTARY SCHOOL",2019,96
"4752","580507060004","EDITH L SLOCUM ELEMENTARY SCHOOL",2019,95
"4753","580507060005","SYCAMORE AVENUE ELEMENTARY SCHOOL",2019,96
"4754","580507060006","CONNETQUOT HIGH SCHOOL",2019,95
"4755","580507060007","CHEROKEE STREET ELEMENTARY SCHOOL",2019,96
"4756","580507060008","IDLE HOUR ELEMENTARY SCHOOL",2019,96
"4757","580507060009","EDWARD J BOSTI ELEMENTARY SCHOOL",2019,95
"4758","580507060010","RONKONKOMA MIDDLE SCHOOL",2019,96
"4759","580507060011","OAKDALE-BOHEMIA MIDDLE SCHOOL",2019,96
"4760","580509030000","WEST ISLIP UNION FREE SCHOOL DISTRICT",2019,96
"4761","580509030001","BAYVIEW ELEMENTARY SCHOOL",2019,96
"4762","580509030004","MANETUCK ELEMENTARY SCHOOL",2019,96
"4763","580509030005","OQUENOCK ELEMENTARY SCHOOL",2019,96
"4764","580509030007","PAUL J BELLEW ELEMENTARY SCHOOL",2019,97
"4765","580509030010","BEACH STREET MIDDLE SCHOOL",2019,96
"4766","580509030011","UDALL ROAD MIDDLE SCHOOL",2019,96
"4767","580509030012","WEST ISLIP SENIOR HIGH SCHOOL",2019,97
"4768","580512030000","BRENTWOOD UNION FREE SCHOOL DISTRICT",2019,94
"4769","580512030001","SOUTHWEST ELEMENTARY SCHOOL",2019,94
"4770","580512030002","EAST ELEMENTARY SCHOOL",2019,93
"4771","580512030003","HEMLOCK ELEMENTARY SCHOOL",2019,94
"4772","580512030004","LAUREL PARK ELEMENTARY SCHOOL",2019,95
"4773","580512030005","LORETTA PARK ELEMENTARY SCHOOL",2019,95
"4774","580512030006","NORTH ELEMENTARY SCHOOL",2019,94
"4775","580512030007","NORTHEAST ELEMENTARY SCHOOL",2019,94
"4776","580512030009","OAK PARK ELEMENTARY SCHOOL",2019,95
"4777","580512030010","PINE PARK ELEMENTARY SCHOOL",2019,92
"4778","580512030012","SOUTHEAST ELEMENTARY SCHOOL",2019,95
"4779","580512030013","TWIN PINES ELEMENTARY SCHOOL",2019,95
"4780","580512030015","WEST MIDDLE SCHOOL",2019,95
"4781","580512030016","NORTH MIDDLE SCHOOL",2019,95
"4782","580512030018","BRENTWOOD HIGH SCHOOL",2019,93
"4783","580512030020","EAST MIDDLE SCHOOL",2019,95
"4784","580512030021","SOUTH MIDDLE SCHOOL",2019,95
"4785","580512030026","FRESHMAN CENTER",2019,94
"4786","580513030000","CENTRAL ISLIP UNION FREE SCHOOL DISTRICT",2019,91
"4787","580513030001","CORDELLO AVENUE ELEMENTARY SCHOOL",2019,94
"4788","580513030002","FRANCIS J O'NEILL SCHOOL",2019,94
"4789","580513030003","MARGUERITE L MULVEY SCHOOL",2019,93
"4790","580513030005","CHARLES A MULLIGAN MIDDLE SCHOOL",2019,92
"4791","580513030006","CENTRAL ISLIP SENIOR HIGH SCHOOL",2019,85
"4792","580513030007","ANDREW T MORROW SCHOOL",2019,93
"4793","580513030008","RALPH REED SCHOOL",2019,94
"4794","580513030009","CENTRAL ISLIP EARLY CHILDHOOD CENTER",2019,94
"4795","580514020000","FIRE ISLAND UNION FREE SCHOOL DISTRICT",2019,95
"4796","580514020001","WOODHULL SCHOOL",2019,95
"4797","580601040000","SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT",2019,97
"4798","580601040002","MILLER AVENUE SCHOOL",2019,97
"4799","580601040003","WADING RIVER SCHOOL",2019,97
"4800","580601040004","ALBERT G PRODELL MIDDLE SCHOOL",2019,96
"4801","580601040005","SHOREHAM-WADING RIVER HIGH SCHOOL",2019,96
"4802","580602040000","RIVERHEAD CENTRAL SCHOOL DISTRICT",2019,94
"4803","580602040002","ROANOKE AVENUE SCHOOL",2019,94
"4804","580602040003","AQUEBOGUE ELEMENTARY SCHOOL",2019,94
"4805","580602040004","PHILLIPS AVENUE SCHOOL",2019,93
"4806","580602040006","RIVERHEAD MIDDLE SCHOOL",2019,94
"4807","580602040007","RILEY AVENUE SCHOOL",2019,94
"4808","580602040008","RIVERHEAD SENIOR HIGH SCHOOL",2019,93
"4809","580602040009","PULASKI STREET ELEMENTARY SCHOOL",2019,94
"4810","580602860032","RIVERHEAD CHARTER SCHOOL",2019,93
"4811","580603020000","LITTLE FLOWER UNION FREE SCHOOL DISTRICT",2019,90
"4812","580603020001","LITTLE FLOWER SCHOOL",2019,90
"4813","580701020000","SHELTER ISLAND UNION FREE SCHOOL DISTRICT",2019,94
"4814","580701020001","SHELTER ISLAND SCHOOL",2019,94
"4815","580801060000","SMITHTOWN CENTRAL SCHOOL DISTRICT",2019,96
"4816","580801060001","DOGWOOD ELEMENTARY SCHOOL",2019,96
"4817","580801060004","MILLS POND ELEMENTARY SCHOOL",2019,97
"4818","580801060005","MOUNT PLEASANT ELEMENTARY SCHOOL",2019,97
"4819","580801060007","SAINT JAMES ELEMENTARY SCHOOL",2019,97
"4820","580801060008","SMITHTOWN ELEMENTARY SCHOOL",2019,97
"4821","580801060013","ACCOMPSETT ELEMENTARY SCHOOL",2019,97
"4822","580801060014","SMITHTOWN HIGH SCHOOL EAST",2019,95
"4823","580801060016","NESAQUAKE MIDDLE SCHOOL",2019,96
"4824","580801060018","TACKAN ELEMENTARY SCHOOL",2019,97
"4825","580801060019","ACCOMPSETT MIDDLE SCHOOL",2019,96
"4826","580801060022","SMITHTOWN HIGH SCHOOL-WEST",2019,95
"4827","580801060024","GREAT HOLLOW MIDDLE SCHOOL",2019,96
"4828","580805060000","KINGS PARK CENTRAL SCHOOL DISTRICT",2019,95
"4829","580805060001","RJ O INTERMEDIATE SCHOOL",2019,96
"4830","580805060004","KINGS PARK HIGH SCHOOL",2019,95
"4831","580805060005","PARKVIEW ELEMENTARY SCHOOL",2019,96
"4832","580805060006","FORT SALONGA ELEMENTARY SCHOOL",2019,95
"4833","580805060007","WILLIAM T ROGERS MIDDLE SCHOOL",2019,96
"4834","580901020000","REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT",2019,95
"4835","580901020001","REMSENBURG-SPEONK ELEMENTARY SCHOOL",2019,95
"4836","580902020000","WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT",2019,96
"4837","580902020001","WESTHAMPTON BEACH SENIOR HIGH SCHOOL",2019,96
"4838","580902020002","WESTHAMPTON BEACH ELEMENTARY SCHOOL",2019,95
"4839","580902020004","WESTHAMPTON MIDDLE SCHOOL",2019,96
