"ENTITY_CD","PER_OUT_CERT"
"307500013053",25
"307500013077",15
"307500013140",38
"307500013141",45
"307500013231",47
"307500013368",34
"307500013369",17
"307500013370",0
"307500013371",36
"307500013372",1
"307500013373",79
"307500013396",12
"307500013721",4
"307500013753",69
"307500013771",15
"307500013811",86
"307500014004",0
"307500014009",25
"307500014023",18
"307500014075",26
"307500014177",2
"307500014224",3
"307500014233",61
"307500014255",4
"307500014256",42
"307500014277",14
"307500014721",71
"307500014752",27
"307500014811",20
"307500014993",2
"307500015025",36
"307500015037",0
"307500015373",1
"307500015721",7
"310100010000",25
"310100010015",68
"310100010019",3
"310100010020",15
"310100010034",48
"310100010063",10
"310100010064",19
"310100010110",0
"310100010134",15
"310100010140",16
"310100010142",5
"310100010184",10
"310100010188",8
"310100010315",0
"310100010332",54
"310100010361",19
"310100010363",22
"310100010364",0
"310100010378",53
"310100010839",40
"310100011292",47
"310100011448",28
"310100011450",61
"310100011458",53
"310100011509",0
"310100011515",46
"310100011539",20
"310100011650",0
"310100011696",33
"310100860866",62
"310100860873",70
"310100861031",50
"310100861055",0
"310200010000",23
"310200010001",4
"310200010002",7
"310200010003",20
"310200010006",5
"310200010011",0
"310200010033",12
"310200010040",2
"310200010041",25
"310200010042",7
"310200010047",23
"310200010051",20
"310200010059",5
"310200010077",0
"310200010089",0
"310200010104",23
"310200010111",21
"310200010114",27
"310200010116",3
"310200010124",0
"310200010126",34
"310200010130",0
"310200010131",19
"310200010150",8
"310200010151",11
"310200010158",2
"310200010167",23
"310200010177",22
"310200010183",0
"310200010198",0
"310200010212",0
"310200010217",3
"310200010234",7
"310200010255",20
"310200010260",57
"310200010267",4
"310200010276",11
"310200010281",0
"310200010289",15
"310200010290",55
"310200010297",24
"310200010310",89
"310200010312",41
"310200010340",4
"310200010343",3
"310200010347",5
"310200010397",26
"310200010412",32
"310200010413",35
"310200010414",14
"310200010416",11
"310200010418",13
"310200010527",0
"310200010896",19
"310200010933",5
"310200011135",52
"310200011139",73
"310200011225",8
"310200011280",53
"310200011282",64
"310200011288",0
"310200011294",36
"310200011296",31
"310200011298",62
"310200011300",30
"310200011303",3
"310200011305",0
"310200011308",37
"310200011313",62
"310200011316",44
"310200011374",29
"310200011376",30
"310200011392",37
"310200011393",63
"310200011394",21
"310200011399",43
"310200011400",23
"310200011407",11
"310200011408",55
"310200011411",29
"310200011419",73
"310200011420",18
"310200011422",36
"310200011425",38
"310200011427",25
"310200011432",25
"310200011437",30
"310200011438",26
"310200011439",10
"310200011442",31
"310200011449",63
"310200011459",27
"310200011475",4
"310200011489",35
"310200011500",50
"310200011507",48
"310200011519",11
"310200011520",63
"310200011529",50
"310200011531",27
"310200011533",47
"310200011534",44
"310200011542",11
"310200011543",48
"310200011544",25
"310200011545",20
"310200011546",41
"310200011550",19
"310200011551",52
"310200011560",17
"310200011565",0
"310200011570",53
"310200011575",20
"310200011580",20
"310200011586",22
"310200011600",16
"310200011605",58
"310200011615",34
"310200011630",23
"310200011655",56
"310200860819",36
"310200860992",66
"310200861042",69
"310200861043",57
"310200861087",43
"310200861104",87
"310300010000",21
"310300010009",0
"310300010054",53
"310300010075",0
"310300010076",9
"310300010084",8
"310300010087",0
"310300010145",18
"310300010149",32
"310300010163",5
"310300010165",8
"310300010166",5
"310300010180",24
"310300010185",3
"310300010191",16
"310300010199",39
"310300010241",19
"310300010242",5
"310300010243",31
"310300010245",48
"310300010247",38
"310300010250",6
"310300010256",33
"310300010258",33
"310300010333",30
"310300010334",50
"310300010421",28
"310300010452",0
"310300010862",25
"310300011291",0
"310300011299",54
"310300011307",30
"310300011402",63
"310300011403",7
"310300011404",33
"310300011415",27
"310300011417",7
"310300011479",35
"310300011485",8
"310300011492",48
"310300011494",22
"310300011505",9
"310300011541",8
"310300011859",46
"310300011860",58
"310300860804",50
"310300860871",46
"310300860875",0
"310300860881",42
"310300860897",89
"310300860923",76
"310300860963",57
"310300861008",80
"310300861034",77
"310400010000",19
"310400010007",13
"310400010012",8
"310400010037",11
"310400010038",0
"310400010057",7
"310400010072",14
"310400010083",0
"310400010096",22
"310400010102",0
"310400010108",14
"310400010112",2
"310400010146",3
"310400010155",19
"310400010171",10
"310400010182",7
"310400010206",49
"310400010224",18
"310400010372",26
"310400010375",8
"310400010377",41
"310400010497",6
"310400010825",28
"310400010964",44
"310400011435",14
"310400011495",56
"310400011555",28
"310400011610",52
"310400011680",14
"310400860806",52
"310400860812",70
"310400860840",72
"310400860849",78
"310400860919",62
"310400860922",72
"310400860968",62
"310400860995",0
"310400861046",0
"310400861061",30
"310400861081",0
"310500010000",24
"310500010030",9
"310500010036",3
"310500010046",9
"310500010092",4
"310500010123",9
"310500010125",5
"310500010129",5
"310500010133",4
"310500010154",4
"310500010161",36
"310500010175",12
"310500010194",43
"310500010197",23
"310500010200",3
"310500010286",25
"310500010318",6
"310500010514",69
"310500010517",43
"310500011148",46
"310500011157",79
"310500011285",38
"310500011304",41
"310500011362",68
"310500011369",42
"310500011499",13
"310500011670",43
"310500011692",19
"310500860848",77
"310500860858",76
"310500860864",45
"310500860883",0
"310500860886",45
"310500860894",76
"310500860921",78
"310500860928",80
"310500860979",73
"310500860989",67
"310500861001",71
"310500861012",56
"310500861015",77
"310500861088",65
"310600010000",25
"310600010004",0
"310600010005",2
"310600010008",17
"310600010018",32
"310600010028",0
"310600010048",2
"310600010052",50
"310600010098",0
"310600010103",6
"310600010115",32
"310600010128",0
"310600010132",0
"310600010143",38
"310600010152",12
"310600010153",14
"310600010173",17
"310600010178",0
"310600010187",22
"310600010189",17
"310600010192",3
"310600010209",81
"310600010210",38
"310600010223",33
"310600010278",9
"310600010311",33
"310600010314",40
"310600010319",59
"310600010322",46
"310600010324",52
"310600010328",42
"310600010349",70
"310600010366",9
"310600010368",13
"310600010513",12
"310600010528",38
"310600011211",3
"310600011293",76
"310600011346",61
"310600011348",54
"310600011423",30
"310600011462",66
"310600011463",38
"310600011467",8
"310600011468",14
"310600011540",17
"310600011552",29
"310600860887",63
"310600860929",46
"310600860966",0
"310600861013",62
"310600861073",73
"310600861101",69
"310600861111",61
"310600861140",71
"320700010000",27
"320700010001",20
"320700010005",17
"320700010018",13
"320700010025",2
"320700010029",23
"320700010030",41
"320700010031",8
"320700010043",6
"320700010049",25
"320700010065",22
"320700010151",41
"320700010154",21
"320700010157",4
"320700010161",7
"320700010179",27
"320700010223",42
"320700010224",41
"320700010277",21
"320700010296",58
"320700010298",67
"320700010343",10
"320700010359",41
"320700010369",15
"320700010584",37
"320700011221",34
"320700011259",34
"320700011334",4
"320700011379",61
"320700011381",47
"320700011427",4
"320700011473",27
"320700011495",15
"320700011500",60
"320700011522",60
"320700011527",29
"320700011548",32
"320700011551",48
"320700011557",4
"320700011600",32
"320700011670",9
"320700860703",32
"320700860820",59
"320700860852",44
"320700860889",0
"320700860915",67
"320700860920",70
"320700860925",70
"320700860926",61
"320700860957",85
"320700860981",91
"320700860994",96
"320700861005",0
"320700861014",71
"320700861018",58
"320700861028",48
"320700861035",53
"320700861062",0
"320700861070",27
"320700861080",0
"320700861100",0
"320700861106",71
"320700861114",0
"320700861139",75
"320700861141",71
"320800010000",18
"320800010014",0
"320800010036",0
"320800010048",0
"320800010062",2
"320800010069",4
"320800010071",6
"320800010072",0
"320800010075",0
"320800010093",9
"320800010100",0
"320800010101",26
"320800010107",11
"320800010119",0
"320800010123",29
"320800010130",5
"320800010131",25
"320800010138",7
"320800010140",5
"320800010146",6
"320800010152",2
"320800010182",2
"320800010301",36
"320800010302",33
"320800010304",0
"320800010312",16
"320800010333",0
"320800010337",22
"320800010371",28
"320800010375",50
"320800010392",3
"320800010424",40
"320800010448",36
"320800010467",20
"320800010562",22
"320800010583",0
"320800011269",25
"320800011282",33
"320800011293",37
"320800011320",61
"320800011348",24
"320800011349",58
"320800011367",13
"320800011376",41
"320800011377",53
"320800011405",23
"320800011432",43
"320800011452",21
"320800011530",55
"320800011537",7
"320800011558",18
"320800011559",57
"320800011561",61
"320800860846",0
"320800860872",30
"320800860903",53
"320800860940",70
"320800861017",60
"320800861030",29
"320800861044",87
"320800861068",67
"320800861074",81
"320900010000",28
"320900010004",15
"320900010011",2
"320900010022",67
"320900010028",2
"320900010035",2
"320900010042",20
"320900010053",8
"320900010055",6
"320900010058",15
"320900010063",3
"320900010070",21
"320900010073",9
"320900010088",0
"320900010109",4
"320900010110",0
"320900010114",2
"320900010117",25
"320900010126",8
"320900010128",39
"320900010132",16
"320900010163",14
"320900010170",10
"320900010199",27
"320900010204",5
"320900010215",41
"320900010218",12
"320900010219",47
"320900010229",33
"320900010232",46
"320900010236",30
"320900010274",7
"320900010294",17
"320900010303",74
"320900010311",3
"320900010313",62
"320900010323",40
"320900010327",46
"320900010328",58
"320900010339",37
"320900010361",67
"320900010443",11
"320900010449",10
"320900010454",62
"320900010457",0
"320900010555",14
"320900010568",62
"320900010593",40
"320900010594",44
"320900011227",48
"320900011231",47
"320900011241",57
"320900011250",37
"320900011252",52
"320900011260",70
"320900011263",36
"320900011297",71
"320900011324",58
"320900011329",14
"320900011350",46
"320900011365",22
"320900011403",48
"320900011404",43
"320900011412",8
"320900011413",50
"320900011505",39
"320900011517",23
"320900011525",47
"320900011543",28
"320900011564",31
"320900860807",72
"320900860823",0
"320900860835",21
"320900860839",40
"320900860913",37
"320900860962",64
"320900860980",78
"320900861004",68
"320900861029",31
"320900861073",43
"320900861084",67
"320900861122",67
"321000010000",22
"321000010003",35
"321000010007",2
"321000010008",3
"321000010009",3
"321000010015",15
"321000010020",23
"321000010023",8
"321000010024",17
"321000010032",9
"321000010033",26
"321000010037",11
"321000010045",42
"321000010046",8
"321000010051",0
"321000010054",3
"321000010056",2
"321000010059",2
"321000010077",19
"321000010080",52
"321000010081",0
"321000010085",0
"321000010086",9
"321000010091",22
"321000010094",30
"321000010095",29
"321000010118",35
"321000010159",7
"321000010205",7
"321000010206",25
"321000010207",46
"321000010209",9
"321000010225",23
"321000010226",6
"321000010228",19
"321000010244",27
"321000010246",4
"321000010254",42
"321000010279",4
"321000010280",42
"321000010291",13
"321000010306",24
"321000010307",7
"321000010308",40
"321000010310",18
"321000010315",20
"321000010331",52
"321000010340",4
"321000010344",20
"321000010360",20
"321000010363",55
"321000010368",52
"321000010382",15
"321000010386",6
"321000010390",65
"321000010391",32
"321000010396",17
"321000010447",40
"321000011141",24
"321000011213",35
"321000011237",6
"321000011243",23
"321000011264",59
"321000011268",13
"321000011284",67
"321000011319",64
"321000011342",58
"321000011351",6
"321000011353",32
"321000011374",38
"321000011397",26
"321000011433",21
"321000011434",38
"321000011437",23
"321000011438",32
"321000011439",15
"321000011440",38
"321000011442",43
"321000011445",4
"321000011459",42
"321000011477",16
"321000011524",16
"321000011546",67
"321000011549",61
"321000011565",19
"321000011696",4
"321000860704",79
"321000860904",80
"321000860914",47
"321000860999",50
"321000861064",59
"321000861074",37
"321000861075",0
"321000861135",92
"321100010000",25
"321100010016",13
"321100010019",12
"321100010021",16
"321100010041",15
"321100010068",3
"321100010076",0
"321100010078",23
"321100010083",36
"321100010087",18
"321100010089",12
"321100010096",18
"321100010097",2
"321100010103",8
"321100010105",19
"321100010106",3
"321100010108",8
"321100010111",4
"321100010112",19
"321100010121",5
"321100010127",58
"321100010144",49
"321100010153",3
"321100010160",0
"321100010169",0
"321100010175",26
"321100010178",0
"321100010180",51
"321100010181",40
"321100010189",25
"321100010194",9
"321100010287",56
"321100010326",56
"321100010355",54
"321100010357",13
"321100010370",59
"321100010462",26
"321100010468",56
"321100010481",29
"321100010483",15
"321100010498",40
"321100010529",71
"321100010532",39
"321100010556",39
"321100010566",59
"321100010567",21
"321100011249",10
"321100011253",57
"321100011265",53
"321100011270",54
"321100011275",6
"321100011288",42
"321100011290",46
"321100011299",17
"321100011418",66
"321100011455",16
"321100011508",9
"321100011509",30
"321100011513",12
"321100011514",54
"321100011542",55
"321100011544",21
"321100011545",43
"321100860855",24
"321100860859",49
"321100860909",20
"321100860917",15
"321100860948",38
"321100860956",71
"321100860982",48
"321100861076",36
"321100861103",50
"321100861115",44
"321100861120",14
"321100861126",0
"321200010000",25
"321200010006",18
"321200010044",7
"321200010047",14
"321200010057",23
"321200010061",5
"321200010066",6
"321200010067",3
"321200010098",55
"321200010129",15
"321200010134",12
"321200010150",7
"321200010190",36
"321200010195",23
"321200010196",0
"321200010211",16
"321200010212",0
"321200010214",18
"321200010217",65
"321200010242",64
"321200010273",29
"321200010286",20
"321200010300",15
"321200010314",4
"321200010316",54
"321200010318",88
"321200010341",72
"321200010383",52
"321200010458",0
"321200010463",0
"321200010531",18
"321200010536",18
"321200010595",31
"321200011248",23
"321200011251",19
"321200011267",64
"321200011271",26
"321200011388",22
"321200011446",21
"321200011478",20
"321200011479",55
"321200011480",15
"321200011511",26
"321200011521",31
"321200011550",68
"321200011682",24
"321200011684",16
"321200011691",29
"321200860870",73
"321200860898",70
"321200860965",42
"321200861010",65
"321200861026",72
"321200861107",100
"321200861108",20
"331300010000",24
"331300010003",0
"331300010008",13
"331300010009",15
"331300010011",24
"331300010020",3
"331300010044",0
"331300010046",24
"331300010054",8
"331300010056",18
"331300010067",29
"331300010093",11
"331300010113",45
"331300010133",0
"331300010256",0
"331300010265",47
"331300010266",50
"331300010270",7
"331300010282",18
"331300010287",53
"331300010301",73
"331300010305",46
"331300010307",5
"331300010313",48
"331300010351",54
"331300010691",33
"331300011350",81
"331300011412",32
"331300011419",29
"331300011430",12
"331300011439",26
"331300011483",26
"331300011492",8
"331300011499",56
"331300011527",67
"331300011553",19
"331300011595",36
"331300011605",56
"331300011616",7
"331300011670",42
"331300011674",12
"331300860810",60
"331300860893",41
"331300860901",75
"331300860902",85
"331300860937",93
"331300861006",82
"331300861039",64
"331300861056",82
"331300861063",0
"331300861066",0
"331300861077",63
"331300861079",63
"331300861110",0
"331400010000",21
"331400010016",20
"331400010017",7
"331400010018",44
"331400010023",0
"331400010031",3
"331400010034",3
"331400010050",37
"331400010059",8
"331400010084",13
"331400010110",3
"331400010120",19
"331400010126",17
"331400010132",5
"331400010147",7
"331400010157",9
"331400010196",29
"331400010250",6
"331400010257",12
"331400010297",6
"331400010318",43
"331400010319",10
"331400010380",10
"331400010414",0
"331400010577",52
"331400010582",33
"331400011071",42
"331400011449",11
"331400011454",63
"331400011474",50
"331400011477",25
"331400011478",8
"331400011488",27
"331400011558",17
"331400011561",19
"331400011586",39
"331400011610",33
"331400011614",47
"331400011685",8
"331400860809",0
"331400860865",47
"331400860885",70
"331400860945",51
"331400861007",77
"331400861021",48
"331400861022",75
"331400861024",55
"331500010000",15
"331500010001",1
"331500010010",2
"331500010015",0
"331500010024",11
"331500010029",2
"331500010032",2
"331500010038",13
"331500010039",0
"331500010051",25
"331500010058",2
"331500010088",31
"331500010094",2
"331500010107",0
"331500010118",6
"331500010124",0
"331500010130",17
"331500010131",7
"331500010136",26
"331500010146",0
"331500010154",0
"331500010169",4
"331500010172",2
"331500010230",3
"331500010261",9
"331500010295",6
"331500010321",3
"331500010442",31
"331500010443",58
"331500010447",44
"331500010448",35
"331500010516",6
"331500010676",50
"331500010821",32
"331500010839",57
"331500010896",0
"331500011423",42
"331500011429",14
"331500011462",10
"331500011463",63
"331500011464",22
"331500011497",43
"331500011519",18
"331500011529",31
"331500011592",13
"331500011656",29
"331500011667",31
"331500011684",12
"331500011698",43
"331500860878",42
"331500860927",84
"331500860935",68
"331500860953",79
"331500861011",74
"331500861016",80
"331500861023",65
"331600010000",32
"331600010005",10
"331600010021",3
"331600010025",14
"331600010026",21
"331600010028",7
"331600010035",20
"331600010040",4
"331600010057",77
"331600010081",18
"331600010243",14
"331600010262",27
"331600010267",82
"331600010308",44
"331600010309",5
"331600010335",30
"331600010627",18
"331600010628",16
"331600010681",59
"331600010898",80
"331600011455",46
"331600011498",49
"331600011594",59
"331600011669",65
"331600011688",82
"331600011765",44
"331600860847",31
"331600860860",69
"331600860918",69
"331600860924",71
"331600860938",67
"331600860971",61
"331600860975",90
"331600861003",84
"331600861095",0
"331600861112",87
"331700010000",30
"331700010002",52
"331700010006",0
"331700010012",44
"331700010061",33
"331700010091",11
"331700010092",6
"331700010138",40
"331700010161",14
"331700010181",16
"331700010189",22
"331700010191",67
"331700010221",0
"331700010241",21
"331700010246",45
"331700010249",8
"331700010289",29
"331700010316",10
"331700010340",6
"331700010352",31
"331700010353",43
"331700010354",30
"331700010375",33
"331700010394",23
"331700010397",53
"331700010398",32
"331700010399",32
"331700010484",60
"331700010532",7
"331700010705",12
"331700010722",38
"331700010770",36
"331700011122",30
"331700011382",73
"331700011408",20
"331700011524",77
"331700011528",23
"331700011531",8
"331700011537",28
"331700011539",37
"331700011543",39
"331700011546",66
"331700011547",24
"331700011548",64
"331700011568",0
"331700011590",42
"331700011600",34
"331700011745",28
"331700011751",22
"331700860841",77
"331700860879",83
"331700860882",75
"331700860950",76
"331700861027",73
"331700861040",84
"331700861041",80
"331700861086",0
"331700861094",94
"331800010000",25
"331800010066",30
"331800010068",8
"331800010114",3
"331800010115",0
"331800010135",17
"331800010208",0
"331800010211",18
"331800010219",9
"331800010233",3
"331800010235",22
"331800010244",2
"331800010268",14
"331800010272",2
"331800010276",32
"331800010279",10
"331800010285",33
"331800010366",7
"331800010581",67
"331800010588",59
"331800010763",36
"331800011563",52
"331800011566",48
"331800011567",33
"331800011569",70
"331800011576",66
"331800011578",63
"331800011617",68
"331800011629",30
"331800011633",43
"331800011635",28
"331800011637",23
"331800011642",21
"331800011673",57
"331800860702",64
"331800860908",73
"331800860916",81
"331800860943",58
"331800860988",63
"331800861033",88
"331800861057",58
"331900010000",26
"331900010007",0
"331900010013",20
"331900010065",18
"331900010089",10
"331900010108",1
"331900010149",2
"331900010158",0
"331900010159",7
"331900010171",28
"331900010190",20
"331900010202",10
"331900010213",6
"331900010214",6
"331900010218",63
"331900010224",46
"331900010273",59
"331900010290",7
"331900010292",37
"331900010306",17
"331900010325",6
"331900010328",21
"331900010345",0
"331900010346",6
"331900010364",57
"331900010452",43
"331900010557",3
"331900010654",67
"331900010661",58
"331900010662",32
"331900010663",42
"331900010677",7
"331900010678",41
"331900010760",38
"331900010907",50
"331900011404",63
"331900011409",13
"331900011422",37
"331900011502",65
"331900011504",46
"331900011507",28
"331900011510",50
"331900011583",72
"331900011615",54
"331900011618",22
"331900011639",30
"331900011659",10
"331900011660",34
"331900011683",16
"331900011764",67
"331900860880",60
"331900860891",27
"331900860933",93
"331900860958",36
"331900860972",79
"331900860973",65
"331900860993",75
"331900861065",86
"331900861072",0
"331900861131",85
"332000010000",11
"332000010030",16
"332000010048",2
"332000010062",19
"332000010069",0
"332000010102",1
"332000010104",15
"332000010105",0
"332000010112",0
"332000010127",5
"332000010160",11
"332000010163",2
"332000010164",2
"332000010170",3
"332000010176",0
"332000010179",0
"332000010180",19
"332000010185",21
"332000010186",4
"332000010187",30
"332000010192",6
"332000010200",2
"332000010201",29
"332000010204",0
"332000010205",3
"332000010220",23
"332000010223",15
"332000010227",18
"332000010229",0
"332000010247",0
"332000010259",31
"332000010264",0
"332000010310",9
"332000010503",6
"332000010506",0
"332000010682",10
"332000010686",11
"332000010748",3
"332000010971",3
"332000011445",17
"332000011485",9
"332000011490",28
"332000011505",8
"332000011609",30
"332100010000",20
"332100010090",16
"332100010095",18
"332100010096",32
"332100010097",2
"332100010098",31
"332100010099",9
"332100010100",17
"332100010101",0
"332100010121",4
"332100010128",3
"332100010153",24
"332100010177",7
"332100010188",7
"332100010199",2
"332100010209",41
"332100010212",2
"332100010215",22
"332100010216",10
"332100010225",4
"332100010226",5
"332100010228",27
"332100010238",18
"332100010239",31
"332100010253",3
"332100010281",40
"332100010288",46
"332100010303",19
"332100010329",29
"332100011337",32
"332100011344",26
"332100011348",38
"332100011410",37
"332100011468",21
"332100011525",24
"332100011540",9
"332100011559",65
"332100011572",11
"332100011620",32
"332100011690",25
"332100011728",40
"332100860949",80
"332100861075",81
"332100861123",60
"332200010000",12
"332200010014",25
"332200010052",2
"332200010078",11
"332200010109",37
"332200010119",0
"332200010134",0
"332200010139",2
"332200010152",0
"332200010193",7
"332200010194",2
"332200010195",0
"332200010197",0
"332200010198",35
"332200010203",0
"332200010206",29
"332200010207",5
"332200010217",1
"332200010222",7
"332200010234",20
"332200010236",3
"332200010240",24
"332200010245",5
"332200010251",3
"332200010254",2
"332200010255",0
"332200010277",9
"332200010278",21
"332200010312",0
"332200010315",0
"332200010326",0
"332200010361",2
"332200010381",5
"332200010889",0
"332200010890",42
"332200011405",21
"332200011425",11
"332200011535",19
"332200011555",6
"332200011611",46
"332200011630",40
"332200860955",71
"332200860978",33
"332200861050",87
"332200861051",77
"332200861053",51
"332200861076",81
"332300010000",30
"332300010041",26
"332300010137",34
"332300010150",21
"332300010155",18
"332300010156",25
"332300010165",8
"332300010178",24
"332300010184",20
"332300010284",4
"332300010298",43
"332300010323",31
"332300010327",7
"332300010363",67
"332300010392",50
"332300010401",27
"332300010446",0
"332300010514",77
"332300010518",57
"332300010522",55
"332300010599",22
"332300010664",58
"332300010668",9
"332300010671",33
"332300011493",24
"332300011643",77
"332300011644",55
"332300011646",0
"332300011647",57
"332300011697",28
"332300860912",78
"332300860936",72
"332300860939",93
"332300860941",65
"332300860942",62
"332300860954",84
"332300861007",83
"332300861127",100
"333200010000",24
"333200010045",33
"333200010075",0
"333200010086",0
"333200010106",3
"333200010116",4
"333200010123",4
"333200010145",8
"333200010151",0
"333200010162",39
"333200010274",0
"333200010291",32
"333200010299",5
"333200010347",42
"333200010349",30
"333200010376",12
"333200010377",9
"333200010383",34
"333200010384",28
"333200010562",80
"333200010564",40
"333200011168",50
"333200011403",29
"333200011545",39
"333200011549",19
"333200011552",5
"333200011554",52
"333200011556",59
"333200860906",68
"333200860987",83
"333200861045",61
"333200861059",89
"333200861096",67
"342400010000",13
"342400010005",30
"342400010007",1
"342400010012",1
"342400010013",38
"342400010014",2
"342400010016",1
"342400010019",1
"342400010028",5
"342400010049",4
"342400010058",0
"342400010061",49
"342400010068",0
"342400010071",6
"342400010073",27
"342400010077",11
"342400010081",0
"342400010087",8
"342400010088",2
"342400010089",0
"342400010091",0
"342400010093",19
"342400010102",8
"342400010110",2
"342400010113",29
"342400010119",14
"342400010125",23
"342400010128",8
"342400010143",7
"342400010153",3
"342400010199",2
"342400010211",0
"342400010229",1
"342400010239",15
"342400010290",0
"342400010305",2
"342400010307",22
"342400010311",35
"342400010330",2
"342400010343",0
"342400011236",64
"342400011264",16
"342400011267",22
"342400011293",21
"342400011296",16
"342400011299",10
"342400011455",27
"342400011485",30
"342400011520",0
"342400011530",0
"342400011550",14
"342400011560",20
"342400011585",38
"342400011600",10
"342400011610",6
"342400011744",21
"342400861025",42
"342400861048",78
"342400861113",0
"342500010000",12
"342500010020",4
"342500010021",1
"342500010022",0
"342500010024",3
"342500010025",16
"342500010029",4
"342500010032",2
"342500010079",0
"342500010107",4
"342500010120",0
"342500010129",0
"342500010130",6
"342500010154",0
"342500010163",0
"342500010164",19
"342500010165",0
"342500010169",13
"342500010184",0
"342500010185",19
"342500010189",35
"342500010193",0
"342500010194",20
"342500010200",12
"342500010201",0
"342500010209",3
"342500010214",6
"342500010219",5
"342500010237",30
"342500010242",3
"342500010244",3
"342500010250",13
"342500010294",30
"342500010379",33
"342500011240",19
"342500011241",13
"342500011252",59
"342500011263",13
"342500011281",36
"342500011285",54
"342500011425",13
"342500011460",16
"342500011499",24
"342500011525",12
"342500011540",50
"342500011670",17
"342500011792",15
"342500861133",71
"342600010000",12
"342600010018",0
"342600010026",0
"342600010031",3
"342600010041",0
"342600010046",2
"342600010067",28
"342600010074",20
"342600010094",4
"342600010098",0
"342600010115",2
"342600010133",0
"342600010158",26
"342600010159",2
"342600010162",0
"342600010172",27
"342600010173",3
"342600010178",8
"342600010186",2
"342600010188",0
"342600010191",0
"342600010203",0
"342600010205",9
"342600010213",7
"342600010216",41
"342600010221",0
"342600010266",8
"342600010376",0
"342600011315",45
"342600011415",26
"342600011430",10
"342600011435",12
"342600011495",10
"342600011566",10
"342700010000",18
"342700010042",10
"342700010043",9
"342700010045",32
"342700010047",15
"342700010051",0
"342700010053",29
"342700010056",5
"342700010060",4
"342700010062",0
"342700010063",4
"342700010064",0
"342700010065",0
"342700010066",0
"342700010090",24
"342700010096",11
"342700010097",27
"342700010100",6
"342700010104",19
"342700010105",3
"342700010106",10
"342700010108",0
"342700010114",4
"342700010123",20
"342700010124",4
"342700010137",25
"342700010146",27
"342700010155",0
"342700010183",2
"342700010197",12
"342700010202",37
"342700010207",16
"342700010210",12
"342700010223",17
"342700010226",56
"342700010232",5
"342700010253",0
"342700010254",0
"342700010273",37
"342700010282",24
"342700010297",53
"342700010306",3
"342700010314",30
"342700010316",3
"342700010317",16
"342700010318",45
"342700010319",76
"342700010323",15
"342700010333",33
"342700010362",6
"342700010377",14
"342700011260",47
"342700011261",26
"342700011262",10
"342700011302",50
"342700011308",18
"342700011309",17
"342700011324",19
"342700011334",67
"342700011351",57
"342700011400",56
"342700011475",40
"342700011480",10
"342700011650",42
"342700860869",48
"342700860990",0
"342700861052",75
"342700861054",53
"342700861090",89
"342700861099",82
"342700861118",0
"342800010000",17
"342800010008",17
"342800010040",3
"342800010048",8
"342800010050",0
"342800010054",0
"342800010055",0
"342800010072",57
"342800010080",18
"342800010082",0
"342800010086",2
"342800010099",2
"342800010101",0
"342800010117",3
"342800010121",3
"342800010139",0
"342800010140",0
"342800010144",0
"342800010157",15
"342800010160",16
"342800010161",2
"342800010174",0
"342800010175",15
"342800010182",25
"342800010190",28
"342800010196",2
"342800010206",26
"342800010217",30
"342800010220",2
"342800010287",53
"342800010303",0
"342800010312",0
"342800010332",70
"342800010349",3
"342800010354",2
"342800010358",35
"342800011167",38
"342800011284",46
"342800011310",19
"342800011325",59
"342800011328",33
"342800011338",58
"342800011350",7
"342800011440",12
"342800011505",10
"342800011620",42
"342800011680",51
"342800011686",32
"342800011687",19
"342800011690",26
"342800011896",39
"342800860824",36
"342800860969",35
"342900010000",21
"342900010015",20
"342900010033",17
"342900010034",30
"342900010035",15
"342900010036",7
"342900010037",21
"342900010038",0
"342900010052",27
"342900010059",38
"342900010095",0
"342900010109",27
"342900010116",26
"342900010118",30
"342900010131",0
"342900010132",21
"342900010134",3
"342900010135",0
"342900010136",5
"342900010138",12
"342900010147",24
"342900010156",21
"342900010176",17
"342900010181",6
"342900010192",44
"342900010195",0
"342900010208",33
"342900010238",23
"342900010251",0
"342900010268",13
"342900010270",36
"342900010289",50
"342900010295",33
"342900010355",38
"342900010356",40
"342900010360",23
"342900011243",6
"342900011248",30
"342900011259",50
"342900011265",18
"342900011272",26
"342900011283",25
"342900011313",32
"342900011326",39
"342900011327",53
"342900011492",8
"342900011498",33
"342900860821",0
"342900860974",33
"342900861077",77
"342900861078",74
"343000010000",17
"343000010002",0
"343000010010",20
"343000010011",0
"343000010017",2
"343000010069",0
"343000010070",0
"343000010076",25
"343000010078",4
"343000010084",18
"343000010085",0
"343000010092",9
"343000010111",23
"343000010112",0
"343000010122",1
"343000010126",19
"343000010127",22
"343000010141",22
"343000010145",27
"343000010148",3
"343000010149",4
"343000010150",3
"343000010151",6
"343000010152",4
"343000010166",0
"343000010171",0
"343000010204",68
"343000010212",0
"343000010222",16
"343000010228",0
"343000010230",19
"343000010234",3
"343000010235",20
"343000010280",12
"343000010291",76
"343000010300",17
"343000010329",6
"343000010361",26
"343000010384",20
"343000011227",9
"343000011258",14
"343000011286",78
"343000011301",47
"343000011445",20
"343000011450",41
"343000011501",39
"343000011502",20
"343000011555",11
"343000011575",19
"343000011580",33
"343000860822",45
"343000860836",0
"343000860932",43
"343000860952",0
"343000860998",21
"353100010000",15
