"ENTITY_CD","PER_OUT_CERT"
"353100010001",0
"353100010002",19
"353100010003",0
"353100010004",0
"353100010005",0
"353100010006",0
"353100010007",20
"353100010008",0
"353100010009",0
"353100010010",0
"353100010011",8
"353100010013",0
"353100010016",3
"353100010018",2
"353100010019",0
"353100010020",9
"353100010021",3
"353100010022",1
"353100010023",21
"353100010024",24
"353100010026",0
"353100010027",19
"353100010028",45
"353100010029",0
"353100010030",29
"353100010031",3
"353100010032",21
"353100010034",37
"353100010035",11
"353100010036",33
"353100010038",3
"353100010039",5
"353100010041",2
"353100010042",1
"353100010044",0
"353100010045",3
"353100010046",0
"353100010048",13
"353100010049",39
"353100010050",0
"353100010051",32
"353100010052",0
"353100010053",0
"353100010054",5
"353100010055",0
"353100010056",2
"353100010057",8
"353100010058",0
"353100010059",9
"353100010060",3
"353100010061",22
"353100010062",5
"353100010063",37
"353100010065",0
"353100010068",0
"353100010069",8
"353100010072",48
"353100010074",23
"353100010075",35
"353100010078",2
"353100010861",14
"353100011047",11
"353100011064",9
"353100011080",58
"353100011440",31
"353100011445",9
"353100011450",18
"353100011455",25
"353100011460",15
"353100011470",43
"353100011600",31
"353100011605",5
"353100860959",43
"353100860984",69
"353100861083",73
"353100861136",63
"400301060000",1
"400301060002",0
"400301060003",3
"400301060005",0
"400301060006",0
"400400010000",1
"400400010001",0
"400400010002",3
"400400010005",0
"400400010007",0
"400400010009",0
"400400010010",0
"400400010011",1
"400601060000",0
"400601060001",0
"400601060002",0
"400601060006",0
"400601060008",0
"400701060000",1
"400701060002",0
"400701060003",13
"400701060004",0
"400701060005",0
"400701060009",0
"400701060010",0
"400701860890",0
"400800010000",0
"400800010010",0
"400800010012",0
"400800010015",0
"400800010020",0
"400800010021",0
"400800010022",0
"400800010031",0
"400800010034",0
"400800010040",0
"400800010041",0
"400800010042",0
"400900010000",4
"400900010003",0
"400900010007",8
"400900010008",5
"400900010009",0
"400900010011",5
"400900010012",0
"401001060000",1
"401001060001",0
"401001060002",0
"401001060003",2
"401001060004",2
"401201060000",2
"401201060001",0
"401201060003",8
"401201060004",0
"401301040000",0
"401301040002",0
"401301040003",0
"401501060000",1
"401501060002",0
"401501060003",2
"410401060000",3
"410401060001",9
"410401060002",0
"410401060003",0
"410401060004",0
"410401060005",0
"410601040000",1
"410601040002",0
"410601040006",0
"410601040007",2
"410601040010",2
"411101060000",3
"411101060001",2
"411101060004",10
"411101060005",0
"411501060000",1
"411501060001",0
"411501060003",0
"411501060004",0
"411501060005",0
"411501060006",4
"411504020000",4
"411504020001",4
"411504020003",0
"411603040000",2
"411603040001",0
"411603040003",10
"411603040004",0
"411701040000",6
"411701040001",11
"411701040002",4
"411800010000",1
"411800010001",0
"411800010008",0
"411800010010",4
"411800010011",0
"411800010013",0
"411800010014",0
"411800010015",0
"411800010020",3
"411800010023",0
"411800010025",0
"411902040000",4
"411902040001",3
"411902040003",6
"412000050000",2
"412000050001",0
"412000050004",3
"412000050005",0
"412000050006",4
"412000050007",5
"412201060000",2
"412201060001",4
"412201060003",5
"412201060005",0
"412201060006",0
"412300010000",4
"412300010003",0
"412300010005",2
"412300010006",2
"412300010009",0
"412300010011",4
"412300010012",3
"412300010014",0
"412300010016",3
"412300010018",5
"412300010022",4
"412300010023",6
"412300010024",6
"412300010026",3
"412300861058",52
"412801040000",3
"412801040002",0
"412801040003",3
"412801040004",5
"412901040000",4
"412901040002",0
"412901040003",10
"412902060000",0
"412902060002",0
"412902060003",0
"412902060005",0
"412902060006",0
"412902060007",0
"412902060008",0
"412902060009",0
"420101060000",1
"420101060001",0
"420101060003",0
"420101060005",0
"420101060006",0
"420101060008",4
"420101060009",1
"420101060011",6
"420303060000",0
"420303060001",0
"420303060002",0
"420303060003",0
"420303060004",0
"420303060007",0
"420303060008",0
"420303060009",0
"420303060010",0
"420303060011",0
"420303060014",0
"420303060015",0
"420401060000",0
"420401060001",0
"420401060002",0
"420401060003",0
"420401060004",0
"420401060005",0
"420401060009",0
"420401060010",2
"420411060000",2
"420411060002",0
"420411060003",0
"420411060004",0
"420411060005",4
"420411060006",1
"420501060000",7
"420501060001",7
"420501060003",3
"420501060004",10
"420601040000",1
"420601040001",0
"420601040003",2
"420701060000",0
"420701060001",0
"420701060002",0
"420701060003",0
"420701060004",0
"420702030000",0
"420702030001",0
"420702030004",0
"420702030007",0
"420807040000",5
"420807040002",14
"420807040003",3
"420807040004",0
"420901060000",0
"420901060002",0
"420901060003",0
"420901060004",0
"420901060005",0
"420901060006",0
"420901060007",1
"420901060008",0
"420901060009",0
"421001060000",1
"421001060001",0
"421001060002",1
"421001060005",0
"421001060006",2
"421001060007",0
"421001060008",0
"421101060000",0
"421101060001",0
"421101060003",0
"421101060004",0
"421201040000",1
"421201040001",0
"421201040002",0
"421201040003",3
"421501060000",0
"421501060001",0
"421501060002",0
"421501060004",0
"421501060005",0
"421501060009",0
"421501060010",0
"421501060011",0
"421501060012",0
"421501060013",0
"421501060014",0
"421501060015",0
"421501060016",0
"421501060019",0
"421504020000",18
"421504020001",18
"421601060000",0
"421601060002",0
"421601060003",0
"421601060004",0
"421601060005",0
"421800010000",11
"421800010003",17
"421800010004",3
"421800010006",10
"421800010008",5
"421800010010",10
"421800010011",3
"421800010012",10
"421800010013",5
"421800010015",3
"421800010018",22
"421800010020",44
"421800010021",4
"421800010022",17
"421800010027",9
"421800010028",11
"421800010031",8
"421800010033",9
"421800010035",15
"421800010039",2
"421800010040",10
"421800010041",0
"421800010042",2
"421800010043",7
"421800010047",7
"421800010048",23
"421800010052",4
"421800010058",0
"421800010060",32
"421800010070",0
"421800010071",20
"421800010072",18
"421800860845",38
"421800860854",23
"421800861124",20
"421800861125",0
"421902040000",4
"421902040001",6
"421902040002",3
"430300050000",0
"430300050001",0
"430300050002",0
"430300050004",0
"430501040000",5
"430501040001",7
"430501040002",33
"430501040004",0
"430700010000",6
"430700010001",8
"430700010002",5
"430700010005",8
"430700010006",3
"430901060000",3
"430901060001",6
"430901060002",0
"430901060003",9
"430901060007",0
"431101040000",1
"431101040001",0
"431101040002",0
"431101040003",9
"431201040000",1
"431201040002",0
"431201040003",0
"431301060000",1
"431301060001",0
"431301060002",0
"431301060003",0
"431301060004",2
"431401040000",3
"431401040001",0
"431401040002",6
"431701060000",1
"431701060001",0
"431701060002",0
"431701060003",4
"431701060004",0
"431701060005",0
"440102060000",2
"440102060001",0
"440102060002",2
"440102060003",2
"440102060004",3
"440102060005",0
"440201020000",4
"440201020001",6
"440201020002",0
"440301060000",2
"440301060001",0
"440301060002",0
"440301060003",1
"440301060004",0
"440301060005",4
"440401060000",4
"440401060001",0
"440401060004",7
"440401060005",5
"440401060006",7
"440401060007",2
"440401060008",0
"440401060009",2
"440601040000",4
"440601040001",1
"440601040003",0
"440601040004",11
"440601040005",4
"440901040000",2
"440901040001",0
"440901040003",4
"440901040004",0
"441000010000",3
"441000010006",0
"441000010009",3
"441000010010",8
"441000010014",5
"441000010015",1
"441000010018",1
"441101040000",0
"441101040001",0
"441101040002",0
"441101040003",0
"441101040004",0
"441101040005",0
"441201060000",2
"441201060001",0
"441201060002",0
"441201060003",3
"441201060005",2
"441201060006",4
"441201060009",2
"441201060011",0
"441202020000",0
"441202020001",0
"441301060000",0
"441301060001",0
"441301060002",0
"441301060003",0
"441301060004",0
"441301060006",0
"441301060007",0
"441600010000",3
"441600010001",0
"441600010003",4
"441600010004",2
"441600010005",2
"441600010006",0
"441600010009",2
"441600010010",0
"441600010012",0
"441600010016",6
"441600010017",4
"441600010020",8
"441600010021",2
"441800050000",0
"441800050001",0
"441800050002",0
"441800050005",3
"441800050006",0
"441903020000",3
"441903020001",10
"441903020002",0
"442101060000",1
"442101060002",0
"442101060003",5
"442101060004",0
"442101060007",0
"442111020000",2
"442111020001",3
"442111020002",0
"442115020000",3
"442115020001",5
"442115020002",0
"450101060000",3
"450101060002",3
"450101060003",0
"450101060005",6
"450607040000",3
"450607040002",0
"450607040003",0
"450704040000",3
"450704040001",4
"450704040005",2
"450801060000",1
"450801060002",3
"450801060003",0
"450801060004",0
"451001040000",0
"451001040001",0
"451001040002",0
"460102040000",1
"460102040006",3
"460102040007",0
"460500010000",2
"460500010001",0
"460500010005",6
"460500010006",0
"460500010007",0
"460500010008",0
"460500010011",4
"460701040000",0
"460701040001",0
"460701040002",0
"460701040003",0
"460801060000",1
"460801060001",0
"460801060002",0
"460801060005",0
"460801060006",3
"460801060007",0
"460801060008",4
"460901060000",1
"460901060001",0
"460901060002",0
"460901060003",4
"460901060004",0
"460901060005",0
"461300010000",4
"461300010002",3
"461300010003",0
"461300010004",0
"461300010005",3
"461300010006",0
"461300010007",2
"461300010008",8
"461801040000",6
"461801040001",10
"461801040003",0
"461801040004",10
"461901040000",0
"461901040001",0
"461901040002",0
"461901040003",0
"462001060000",2
"462001060001",0
"462001060004",4
"462001060006",2
"470202040000",0
"470202040002",0
"470202040003",0
"470501040000",16
"470501040001",14
"470801040000",0
"470801040001",0
"470901040000",3
"470901040001",3
"471101040000",16
"471101040001",17
"471201040000",11
"471201040001",11
"471400010000",0
"471400010002",0
"471400010003",0
"471400010004",0
"471400010007",0
"471400010008",0
"471601040000",4
"471601040004",0
"471601040005",0
"471601040006",15
"471701040000",4
"471701040001",0
"471701040003",8
"472001040000",12
"472001040001",0
"472001040002",21
"472202040000",0
"472202040001",0
"472506040000",3
"472506040001",3
"480101060000",1
"480101060001",1
"480101060002",0
"480101060004",1
"480101060005",0
"480101060006",0
"480101060008",0
"480102060000",2
"480102060001",0
"480102060002",0
"480102060003",0
"480102060005",1
"480102060007",6
"480401040000",5
"480401040001",3
"480401040002",0
"480401040003",25
"480404020000",8
"480404020001",9
"480503040000",4
"480503040001",5
"480503040002",7
"480503040003",0
"480601060000",1
"480601060002",2
"480601060003",1
"480601060004",0
"480601060005",0
"490101040000",4
"490101040001",0
"490101040006",7
"490202040000",1
"490202040002",2
"490202040003",0
"490301060000",2
"490301060001",0
"490301060002",0
"490301060003",0
"490301060005",0
"490301060006",0
"490301060007",3
"490301060008",3
"490501060000",2
"490501060002",0
"490501060003",2
"490601060000",2
"490601060002",4
"490601060003",3
"490601060008",2
"490601060009",0
"490801080000",0
"490801080001",0
"490804020000",6
"490804020002",3
"491200010000",5
"491200010006",4
"491200010007",8
"491302060000",0
"491302060001",0
"491302060002",0
"491302060004",0
"491302060005",0
"491302060006",2
"491401040000",1
"491401040001",0
"491401040002",2
"491501040000",1
"491501040002",2
"491501040003",0
"491700010000",0
"491700010002",0
"491700010014",0
"491700010016",0
"491700010018",0
"491700010019",0
"491700010020",0
"491700010021",0
"491700860931",74
"500101060000",3
"500101060001",6
"500101060002",0
"500101060006",0
"500101060007",0
"500101060008",0
"500101060010",0
"500101060011",6
"500101060014",0
"500101060015",0
"500101060016",0
"500101060019",6
"500101060020",12
"500101060022",6
"500101060023",2
"500101060024",0
"500108030000",2
"500108030001",0
"500108030002",0
"500108030003",0
"500108030004",4
"500108030005",0
"500201060000",1
"500201060001",0
"500201060004",0
"500201060008",0
"500201060009",1
"500201060010",0
"500201060011",0
"500201060012",0
"500201060013",1
"500301060000",1
"500301060006",0
"500301060007",0
"500301060008",3
"500301060009",2
"500304030000",4
"500304030002",5
"500304030004",0
"500304030005",0
"500304030006",7
"500304030007",5
"500308030000",0
"500308030003",0
"500308030008",0
"500308030009",0
"500308030010",0
"500308030011",0
"500401060000",2
"500401060001",0
"500401060002",0
"500401060004",0
"500401060009",0
"500401060010",0
"500401060011",8
"500401060012",0
"500402060000",6
"500402060001",9
"500402060002",6
"500402060003",2
"500402060004",3
"500402060005",9
"500402060006",9
"500402060010",11
"500402060013",5
"500402060014",8
"500402060015",17
"500402060016",3
"500402060018",6
"500402060019",3
"500402060023",3
"510101040000",4
"510101040001",0
"510101040002",3
"510101040003",5
"510201060000",1
"510201060001",0
"510201060003",0
"510201060004",4
"510401040000",14
"510401040001",14
"510401040002",18
"510501040000",3
"510501040001",0
"511101060000",1
"511101060005",0
"511101060006",0
"511101060008",3
"511201040000",4
"511201040001",4
"511301040000",10
"511301040002",10
"511602040000",6
"511602040002",6
"511901040000",2
"511901040001",4
"511901040004",0
"512001060000",0
"512001060001",0
"512001060004",0
"512001060005",0
"512001060008",2
"512001060009",0
"512101040000",12
"512101040001",9
"512201040000",5
"512201040001",0
"512201040002",0
"512201040003",15
"512300010000",1
"512300010002",0
"512300010004",0
"512300010009",2
"512404040000",4
"512404040001",4
"512501040000",11
"512501040002",0
"512501040004",23
"512902060000",3
"512902060002",0
"512902060003",3
"512902060004",3
"513102040000",2
"513102040001",0
"513102040002",6
"520101060000",2
"520101060001",3
"520101060002",0
"520101060004",0
"520101060005",7
"520101060006",0
"520302060000",1
"520302060001",0
"520302060002",0
"520302060003",0
"520302060004",0
"520302060005",0
"520302060006",0
"520302060007",0
"520302060008",0
"520302060009",4
"520302060010",0
"520302060011",4
"520302060013",0
"520401040000",4
"520401040007",6
"520401040008",12
"520401040009",0
"520601080000",0
"520601080001",0
"520701040000",1
"520701040001",0
"520701040002",0
"521200050000",0
"521200050001",0
"521200050003",0
"521301060000",1
"521301060001",0
"521301060002",0
"521301060003",0
"521301060005",3
"521301060006",0
"521301060008",0
"521401040000",0
"521401040002",2
"521401040003",0
"521401040007",0
"521401040008",0
"521401040009",0
"521401040010",0
"521701040000",0
"521701040002",0
"521701040003",0
"521701040005",0
"521800010000",0
"521800010006",0
"521800010007",0
"521800010008",0
"521800010009",0
"521800010010",1
"521800010012",0
"521800010014",0
"521800010015",1
"522001040000",12
"522001040002",18
"522001040003",7
"522101030000",0
"522101030004",0
"522101030005",0
"530101040000",1
"530101040001",3
"530101040002",0
"530202060000",0
"530202060001",0
"530202060002",0
"530202060003",0
"530202060005",0
"530202060006",0
"530202060007",3
"530301060000",2
"530301060001",0
"530301060002",0
"530301060003",0
"530301060004",0
"530301060005",0
"530301060006",7
"530301060007",0
"530301060008",3
"530501060000",1
"530501060003",0
"530501060004",0
"530501060006",4
"530515060000",3
"530515060001",2
"530515060003",2
"530515060004",3
"530515060005",0
"530600010000",4
"530600010008",0
"530600010009",0
"530600010010",0
"530600010011",0
"530600010013",0
"530600010014",0
"530600010017",0
"530600010018",0
"530600010024",9
"530600010025",6
"530600010026",3
"530600010029",3
"530600010030",0
"530600010034",11
"530600010035",8
"540801040000",11
"540801040001",12
"540901040000",10
"540901040001",6
"541001040000",0
"541001040001",0
"541001040002",0
"541102060000",9
"541102060001",6
"541102060002",6
"541102060004",20
"541102060005",3
"541201040000",0
"541201040002",0
"541201040003",0
"541401040000",9
"541401040001",9
"550101040000",1
"550101040001",0
"550101040002",0
"550101040003",3
"550301060000",0
"550301060002",0
"550301060004",0
"560501040000",4
"560501040003",0
"560501040004",5
"560603040000",9
"560603040001",10
"560701060000",0
"560701060001",0
"560701060003",0
"560701060004",0
"560701060005",0
"561006060000",1
"561006060001",0
"561006060002",0
"561006060003",6
"561006060004",0
"570101040000",0
"570101040001",0
"570101040002",0
"570101040003",0
"570201040000",6
"570201040002",6
"570302060000",1
"570302060001",0
"570302060003",3
"570302060004",2
"570401040000",6
"570401040001",7
"570603040000",0
"570603040001",0
"570603040002",0
"571000010000",2
"571000010003",0
"571000010005",0
"571000010007",0
"571000010008",0
"571000010012",0
"571000010013",0
"571000010017",5
"571000010019",0
"571000010020",2
"571502060000",1
"571502060001",0
"571502060002",2
"571800010000",1
"571800010001",0
"571800010002",0
"571800010006",3
"571800010007",0
"571901040000",5
"571901040004",5
"572301040000",12
"572301040001",12
"572702040000",9
"572702040001",8
"572702040002",5
"572901040000",4
"572901040002",0
"572901040004",8
"573002040000",8
"573002040001",13
"573002040002",0
"573002040003",16
"573002040004",0
"580101030000",0
"580101030001",0
"580101030002",0
"580101030003",0
"580102030000",1
"580102030001",0
"580102030002",0
"580102030004",0
"580102030005",0
"580102030006",0
"580102030007",5
"580102030008",0
"580103030000",0
"580103030001",0
"580103030002",1
"580103030003",0
"580103030006",0
"580103030008",0
"580103030009",0
"580103030010",0
"580104030000",0
"580104030001",0
"580104030002",0
"580104030003",0
"580104030005",0
"580104030008",0
"580104030009",0
"580104030010",0
"580104030011",0
"580105030000",3
"580105030001",0
"580105030002",0
"580105030004",0
"580105030005",0
"580105030006",12
"580105030007",0
"580106030000",0
"580106030001",0
"580106030002",0
"580106030003",0
"580106030004",2
"580106030005",0
"580107030000",1
"580107030001",0
"580107030004",0
"580107030007",0
"580107030008",0
"580107030009",1
"580109020000",1
"580109020001",0
"580109020003",3
"580109020004",2
"580109020006",0
"580201060000",0
"580201060003",0
"580201060004",0
"580201060005",1
"580201060006",0
"580201060007",0
"580201060008",0
"580201060009",0
"580201060010",0
"580203020000",1
"580203020001",0
"580203020002",0
"580203020004",3
"580203020005",0
"580203020007",0
"580203020008",0
"580205060000",1
"580205060002",0
"580205060003",0
"580205060004",0
"580205060005",0
"580205060006",0
"580205060007",4
"580205060011",0
"580205060012",0
"580205060013",0
"580205060014",0
"580205060015",0
"580205060018",0
"580205060019",1
"580205060020",4
"580205060022",4
"580206020000",0
"580206020002",0
"580206020003",0
"580206020004",0
"580207020000",1
"580207020001",0
"580207020002",2
"580207020003",0
"580208020000",0
"580208020001",0
"580208020002",0
"580208020003",0
"580208020004",0
"580209020000",0
"580209020001",0
"580209020002",0
"580209020003",0
"580209020004",0
"580211060000",1
"580211060002",0
"580211060003",0
"580211060004",0
"580211060005",0
"580211060006",0
"580211060007",0
"580211060009",5
"580211060010",0
"580211060011",8
"580211060014",0
"580211060015",0
"580211060016",0
"580211060017",0
"580211060018",0
"580212060000",2
"580212060001",0
"580212060002",0
"580212060003",0
"580212060004",0
"580212060005",4
"580212060006",2
"580212060007",0
"580224030000",0
"580224030001",0
"580224030002",0
"580224030003",0
"580224030004",0
"580224030005",0
"580224030006",0
"580224030007",0
"580224030008",1
"580224030009",0
"580224030010",0
"580224030011",2
"580232030000",1
"580232030002",2
"580232030004",2
"580232030005",0
"580232030006",0
"580232030008",0
"580232030010",0
"580232030011",0
"580232030012",5
"580232030014",0
"580233020000",0
"580233020001",0
"580233020002",0
"580233020003",0
"580234020000",0
"580234020001",0
"580234020002",0
"580235060000",0
"580235060002",0
"580235060003",0
"580235060004",1
"580235060005",0
"580235060006",0
"580235060007",0
"580301020000",3
"580301020001",0
"580301020002",4
"580301020003",3
"580302080000",33
"580302080001",33
"580303020000",0
"580303020001",0
"580304020000",10
"580304020001",8
"580305020000",3
"580305020001",2
"580305020004",3
"580306020000",11
"580306020001",8
"580401020000",1
"580401020001",0
"580401020003",0
"580401020004",0
"580401020005",0
"580402060000",2
"580402060002",0
"580402060003",5
"580402060004",1
"580402060005",0
"580403030000",0
"580403030002",0
"580403030004",0
"580403030005",0
"580403030009",0
"580403030010",0
"580403030013",0
"580403030014",0
"580403030017",0
"580404030000",1
"580404030001",0
"580404030002",0
"580404030004",0
"580404030005",0
"580404030006",0
"580404030007",0
"580404030008",0
"580404030009",1
"580404030011",5
"580405060000",1
"580405060001",0
"580405060003",0
"580405060008",0
"580405060010",1
"580405060011",0
"580405060012",0
"580405060013",0
"580405060014",4
"580405060016",0
"580406060000",0
"580406060001",0
"580406060005",0
"580406060007",0
"580406060009",0
"580410030000",1
"580410030005",0
"580410030008",0
"580410030014",0
"580410030017",1
"580410030018",0
"580410030019",2
"580410030020",0
"580410030021",0
"580413030000",0
"580413030003",0
"580413030005",0
"580413030008",2
"580413030009",0
"580413030011",0
"580413030012",0
"580413030013",1
"580501030000",1
"580501030001",0
"580501030002",0
"580501030003",0
"580501030004",0
"580501030005",2
"580501030006",1
"580501030007",2
"580502020000",1
"580502020001",1
"580502020002",0
"580502020004",0
"580502020005",0
"580502020006",0
"580503030000",0
"580503030001",0
"580503030003",0
"580503030004",0
"580503030006",0
"580503030007",0
"580503030008",0
"580504030000",1
"580504030001",0
"580504030003",0
"580504030004",0
"580504030005",0
"580504030006",0
"580505020000",0
"580505020002",0
"580505020003",0
"580505020004",0
"580505020005",0
"580505020006",0
"580506030000",1
"580506030003",0
"580506030004",0
"580506030005",5
"580506030007",0
"580506030008",0
"580507060000",1
"580507060002",0
"580507060003",0
"580507060004",0
"580507060005",0
"580507060006",0
"580507060007",0
"580507060008",0
"580507060009",0
"580507060010",4
"580507060011",2
"580509030000",0
"580509030001",0
"580509030004",0
"580509030005",0
"580509030007",0
"580509030010",0
"580509030011",0
"580509030012",0
"580512030000",1
"580512030001",0
"580512030002",0
"580512030003",0
"580512030004",0
"580512030005",0
"580512030006",0
"580512030007",0
"580512030009",0
"580512030010",0
"580512030012",0
"580512030013",0
"580512030015",4
"580512030016",3
"580512030018",2
"580512030020",0
"580512030021",1
"580512030026",4
"580513030000",1
"580513030001",0
"580513030002",0
"580513030003",0
"580513030005",0
"580513030006",1
"580513030007",0
"580513030008",3
"580513030009",0
"580514020000",0
"580514020001",0
"580601040000",1
"580601040002",0
"580601040003",0
"580601040004",2
"580601040005",0
"580602040000",0
"580602040002",0
"580602040003",0
"580602040004",0
"580602040006",0
"580602040007",0
"580602040008",0
"580602040009",0
"580602860032",31
"580603020000",10
"580603020001",10
"580701020000",3
"580701020001",3
"580801060000",1
"580801060001",0
"580801060004",0
"580801060005",0
"580801060007",0
"580801060008",3
"580801060013",0
"580801060014",0
"580801060016",0
"580801060018",0
"580801060019",0
"580801060022",3
"580801060024",8
"580805060000",0
"580805060001",0
"580805060004",0
"580805060005",0
"580805060006",0
"580805060007",0
"580901020000",8
"580901020001",8
"580902020000",3
"580902020001",1
"580902020002",0
"580902020004",6
"580903020000",11
"580903020001",11
"580905020000",7
"580905020001",11
"580905020002",0
"580905020004",9
"580906030000",9
"580906030001",17
"580906030002",6
"580906030003",6
"580909020000",7
"580909020001",8
"580910080000",0
"580910080001",0
"580912060000",1
"580912060001",3
"580912060002",0
"580912060003",0
"580912060004",0
"580912060005",0
"580913080000",3
"580913080001",3
"580917020000",2
"580917020001",3
"581002020000",0
"581002020001",0
"581004020000",25
"581004020001",25
"581005020000",4
"581005020002",0
"581005020003",8
"581010020000",5
"581010020001",11
"581010020002",0
"581012020000",2
"581012020001",2
"581012020002",2
"581015080000",0
"581015080001",0
"590501060000",5
"590501060002",5
"590501060003",4
"590801040000",0
"590801040001",0
"590801040002",0
"590901060000",1
"590901060005",0
"590901060006",0
"590901060008",5
"591201040000",2
"591201040002",0
"591201040003",2
"591301040000",3
"591301040001",3
"591302040000",2
"591302040003",0
"591302040004",0
"591401060000",3
"591401060002",9
"591401060003",2
"591401060004",2
"591401060005",1
"591401060006",5
"591502040000",1
"591502040003",2
"591502040004",0
"600101060000",3
"600101060002",8
"600101060004",0
"600101060005",0
"600101060006",3
"600301040000",10
"600301040002",16
"600301040003",3
"600402040000",5
"600402040001",7
"600402040003",0
"600402040004",5
"600601060000",3
"600601060001",3
"600601060002",0
"600601060006",3
"600601060007",0
"600801040000",6
"600801040001",8
"600801040002",8
"600801040003",3
"600903040000",5
"600903040001",0
"600903040003",3
"600903040004",10
"610301060000",7
"610301060001",4
"610301060003",5
"610301060006",0
"610301060007",0
"610301060008",19
"610327020000",43
"610327020002",43
"610501040000",11
"610501040001",16
"610501040002",6
"610600010000",2
"610600010001",0
"610600010002",0
"610600010003",0
"610600010004",0
"610600010007",0
"610600010008",0
"610600010011",0
"610600010012",0
"610600010014",0
"610600010015",16
"610600010017",0
"610600010019",8
"610600860944",35
"610801040000",1
"610801040001",0
"610801040002",3
"610801040003",0
"610901040000",2
"610901040002",5
"610901040003",0
"610901040004",0
"611001040000",8
"611001040001",14
"611001040002",11
"611001040003",3
"620600010000",2
"620600010011",0
"620600010012",0
"620600010013",0
"620600010014",0
"620600010015",0
"620600010017",0
"620600010020",6
"620600010022",0
"620600010024",0
"620600010025",5
"620803040000",6
"620803040001",2
"620803040002",3
"620803040003",15
"620901060000",1
"620901060001",2
"620901060002",0
"620901060003",0
"620901060008",0
"620901060009",0
"621001060000",3
"621001060004",5
"621001060005",2
"621001060006",3
"621101060000",2
"621101060001",0
"621101060002",0
"621101060004",5
"621101060005",0
"621201060000",1
"621201060001",0
"621201060002",0
"621201060004",0
"621201060005",3
"621201060006",0
"621601060000",0
"621601060001",0
"621601060002",0
"621601060003",0
"621601060004",0
"621601060005",0
"621601060007",0
"621801060000",0
"621801060001",0
"621801060003",0
"621801060004",0
"621801060005",0
"621801060006",0
"622002060000",6
"622002060002",0
"622002060004",17
"622002060005",4
"630101040000",7
"630101040001",7
"630202040000",3
"630202040001",3
"630300010000",1
"630300010001",0
"630300010003",0
"630300010004",0
"630300010006",2
"630300010007",0
"630601040000",0
"630601040001",0
"630701040000",4
"630701040002",0
"630701040003",8
"630801040000",3
"630801040001",3
"630801040003",0
"630902030000",0
"630902030001",0
"630902030002",0
"630902030003",0
"630902030004",0
"630918080000",0
"630918080001",0
"631201040000",1
"631201040001",3
"631201040002",0
"640101040000",4
"640101040001",4
"640101040002",4
"640502040000",4
"640502040001",11
"640502040002",0
"640601020000",0
"640601020001",0
"640701040000",3
"640701040002",0
"640701040003",5
"640701040004",0
"640801040000",0
"640801040002",0
"640801040003",0
"641001040000",2
"641001040001",4
"641001040002",0
"641301060000",1
"641301060001",0
"641301060002",5
"641301060003",0
"641301060004",0
"641301060005",0
"641401040000",0
"641401040001",0
"641501040000",2
"641501040001",0
"641501040002",0
"641610040000",1
"641610040002",2
"641610040003",0
"641701060000",1
"641701060001",0
"641701060002",2
"650101060000",2
"650101060001",0
"650101060002",0
"650101060003",0
"650101060005",7
"650101060006",2
"650301040000",1
"650301040002",3
"650301040003",0
"650301040004",0
"650501040000",1
"650501040001",0
"650501040002",0
"650501040003",0
"650701040000",0
"650701040001",0
"650701040002",0
"650801060000",2
"650801060001",0
"650801060003",0
"650801060004",3
"650801060005",3
"650901060000",0
"650901060001",0
"650901060002",0
"650901060003",0
"650901060004",0
"650902040000",5
"650902040001",0
"650902040002",0
"650902040003",10
"651201060000",3
"651201060001",0
"651201060003",5
"651201060004",0
"651402040000",4
"651402040001",8
"651402040002",0
"651402040003",0
"651501060000",0
"651501060002",0
"651501060004",0
"651501060005",0
"651503040000",1
"651503040002",0
"651503040003",0
"651503040004",7
"660101030000",3
"660101030001",0
"660101030002",3
"660101030004",0
"660101030005",9
"660101030006",0
"660102060000",1
"660102060001",0
"660102060002",0
"660102060003",2
"660102060004",0
"660102060005",1
"660102060006",0
"660102060007",0
"660202030000",0
"660202030001",0
"660202030002",0
"660202030003",0
"660203060000",1
"660203060002",0
"660203060005",1
"660203060006",0
"660203060007",2
"660203060008",0
"660301030000",2
"660301030001",0
"660301030003",0
"660301030004",3
"660301030005",2
"660301030006",1
"660302030000",2
"660302030001",0
"660302030002",0
"660302030003",11
"660303030000",2
"660303030002",3
"660303030003",0
"660303030004",7
"660401030000",3
"660401030001",6
"660401030002",0
"660401030003",0
"660401030006",2
"660401030007",9
"660402020000",1
"660402020001",2
"660402020002",0
"660402020003",3
"660402020004",0
"660403030000",3
"660403030001",0
"660403030002",6
"660403030003",3
"660404030000",3
"660404030001",2
"660404030002",5
"660404030003",2
"660405030000",2
"660405030001",0
"660405030002",5
"660405030003",0
"660406030000",1
"660406030001",0
"660406030002",0
"660406030003",1
"660407060000",11
"660407060001",7
"660407060003",3
"660407060004",20
"660407060006",0
"660407060009",10
"660409020000",0
"660409020001",0
"660409020002",0
"660409020003",0
"660410020000",6
"660410020001",0
"660410020002",7
"660410020003",6
"660411020000",0
"660411020002",0
"660411020003",0
"660411020004",0
"660412020000",10
"660412020001",13
"660412020002",14
"660412020003",12
"660412020004",0
"660501060000",1
"660501060002",0
"660501060003",0
"660501060004",0
"660501060005",4
"660501060008",0
"660501060009",5
"660701030000",3
"660701030001",0
"660701030002",0
"660701030003",3
"660701030004",6
