"ENTITY_CD","ENTITY_NAME","PER_SUSPENSIONS"
"120501040002","DELAWARE ACADEMY HIGH SCHOOL",2
"120701040001","FRANKLIN CENTRAL SCHOOL",13
"120906040001","HANCOCK ELEMENTARY SCHOOL",7
"120906040002","HANCOCK JUNIOR-SENIOR HIGH SCHOOL",5
"121401040001","MARGARETVILLE CENTRAL SCHOOL",7
"121502040001","ROXBURY CENTRAL SCHOOL",14
"121601060002","SIDNEY ELEMENTARY SCHOOL",5
"121601060005","SIDNEY MIDDLE SCHOOL",16
"121601060006","SIDNEY HIGH SCHOOL",14
"121701040001","STAMFORD CENTRAL SCHOOL",0
"121702040001","SOUTH KORTRIGHT CENTRAL SCHOOL",2
"121901040001","TOWNSEND ELEMENTARY SCHOOL",0
"121901040002","WALTON HIGH SCHOOL",4
"121901040003","WALTON MIDDLE SCHOOL",3
"130200010001","J V FORRESTAL ELEMENTARY SCHOOL",1
"130200010002","SOUTH AVENUE SCHOOL",1
"130200010003","GLENHAM SCHOOL",2
"130200010004","ROMBOUT MIDDLE SCHOOL",9
"130200010005","BEACON HIGH SCHOOL",7
"130200010006","SARGENT SCHOOL",1
"130502020001","WINGDALE ELEMENTARY SCHOOL",1
"130502020002","DOVER ELEMENTARY SCHOOL",1
"130502020003","DOVER HIGH SCHOOL",9
"130502020004","DOVER MIDDLE SCHOOL",4
"130801060002","NETHERWOOD SCHOOL",1
"130801060003","RALPH R SMITH SCHOOL",3
"130801060005","VIOLET AVENUE SCHOOL",6
"130801060006","HAVILAND MIDDLE SCHOOL",7
"130801060007","FRANKLIN D ROOSEVELT SENIOR HIGH SCHOOL",9
"130801060008","NORTH PARK ELEMENTARY SCHOOL",1
"131101040004","WEBUTUCK HIGH SCHOOL",3
"131101040006","WEBUTUCK ELEMENTARY SCHOOL",1
"131101040007","EUGENE BROOKS MIDDLE SCHOOL",8
"131201040001","PAWLING ELEMENTARY SCHOOL",0
"131201040002","PAWLING HIGH SCHOOL",0
"131201040003","PAWLING MIDDLE SCHOOL",4
"131301040001","SEYMOUR SMITH INTERMEDIATE LEARNING CENTER",1
"131301040002","STISSING MOUNTAIN HIGH SCHOOL",3
"131301040003","COLD SPRING EARLY LEARNING CENTER",0
"131500010001","WARRING MAGNET ACADEMY OF SCIENCE AND TECHNOLOGY",11
"131500010003","GOV GEORGE CLINTON SCHOOL",9
"131500010006","G W KRIEGER SCHOOL",11
"131500010007","SMITH EARLY LEARNING CENTER",0
"131500010009","MORSE YOUNG MAGNET SCHOOL",5
"131500010010","POUGHKEEPSIE HIGH SCHOOL",17
"131500010011","POUGHKEEPSIE MIDDLE SCHOOL",23
"131500010013","COLUMBUS SCHOOL",NA
"131601060001","ARTHUR S MAY SCHOOL",0
"131601060002","BEEKMAN SCHOOL",0
"131601060004","OVERLOOK PRIMARY SCHOOL",1
"131601060005","TRAVER ROAD PRIMARY SCHOOL",0
"131601060008","ARLINGTON HIGH SCHOOL",5
"131601060010","WEST ROAD/D'AQUANNIS INTERMEDIATE SCHOOL",0
"131601060011","NOXON ROAD ELEMENTARY SCHOOL",0
"131601060012","LAGRANGE MIDDLE SCHOOL",2
"131601060013","TITUSVILLE INTERMEDIATE",1
"131601060014","VAIL FARM ELEMENTARY SCHOOL",0
"131601060015","UNION VALE MIDDLE SCHOOL",1
"131602020001","HAGAN SCHOOL",0
"131602020003","NASSAU SCHOOL",1
"131602020004","ORVILLE A TODD MIDDLE SCHOOL",7
"131602020005","SPACKENKILL HIGH SCHOOL",4
"131701060002","RED HOOK SENIOR HIGH SCHOOL",2
"131701060004","LINDEN AVENUE MIDDLE SCHOOL",4
"131701060006","MILL ROAD-INTERMEDIATE GRADES",0
"131701060008","MILL ROAD-PRIMARY GRADES",0
"131801040001","RHINEBECK SENIOR HIGH SCHOOL",4
"131801040002","CHANCELLOR LIVINGSTON ELEMENTARY SCHOOL",0
"131801040003","BULKELEY MIDDLE SCHOOL",3
"132101060001","BRINCKERHOFF ELEMENTARY SCHOOL",1
"132101060002","FISHKILL ELEMENTARY SCHOOL",0
"132101060003","FISHKILL PLAINS ELEMENTARY SCHOOL",1
"132101060004","GAYHEAD SCHOOL",0
"132101060005","JAMES S EVANS ELEMENTARY SCHOOL",2
"132101060006","KINRY ROAD ELEMENTARY SCHOOL",3
"132101060007","VASSAR ROAD ELEMENTARY SCHOOL",0
"132101060008","SHEAFE ROAD ELEMENTARY SCHOOL",0
"132101060009","VAN WYCK JUNIOR HIGH SCHOOL",3
"132101060010","WAPPINGERS JUNIOR HIGH SCHOOL",7
"132101060011","ROY C KETCHAM SENIOR HIGH SCHOOL",6
"132101060012","OAK GROVE ELEMENTARY SCHOOL",0
"132101060013","MYERS CORNERS SCHOOL",4
"132101060015","JOHN JAY SENIOR HIGH SCHOOL",1
"132101060016","ORCHARD VIEW ALTERNATIVE HIGH SCHOOL",25
"132201040001","MILLBROOK MIDDLE SCHOOL",3
"132201040002","ALDEN PLACE ELEMENTARY SCHOOL",1
"132201040003","ELM DRIVE ELEMENTARY SCHOOL",0
"132201040005","MILLBROOK HIGH SCHOOL",4
"140101060003","ALDEN PRIMARY AT TOWNLINE",0
"140101060005","ALDEN MIDDLE SCHOOL",2
"140101060006","ALDEN SENIOR HIGH SCHOOL",5
"140101060007","ALDEN INTERMEDIATE SCHOOL",0
"140201060001","AMHERST MIDDLE SCHOOL",4
"140201060002","AMHERST CENTRAL HIGH SCHOOL",3
"140201060005","SMALLWOOD DRIVE SCHOOL",0
"140201060006","WINDERMERE BLVD SCHOOL",0
"140203060001","MILL MIDDLE SCHOOL",5
"140203060002","DODGE ELEMENTARY SCHOOL",0
"140203060003","MAPLE EAST ELEMENTARY SCHOOL",0
"140203060004","WILLIAMSVILLE SOUTH HIGH SCHOOL",4
"140203060005","HEIM ELEMENTARY SCHOOL",0
"140203060007","FOREST ELEMENTARY SCHOOL",1
"140203060008","MAPLE WEST ELEMENTARY SCHOOL",0
"140203060009","HEIM MIDDLE SCHOOL",1
"140203060010","WILLIAMSVILLE NORTH HIGH SCHOOL",4
"140203060011","COUNTRY PARKWAY ELEMENTARY SCHOOL",0
"140203060012","CASEY MIDDLE SCHOOL",3
"140203060013","WILLIAMSVILLE EAST HIGH SCHOOL",3
"140203060015","TRANSIT MIDDLE SCHOOL",1
"140207060002","GLENDALE ELEMENTARY SCHOOL",1
"140207060003","MAPLEMERE ELEMENTARY SCHOOL",0
"140207060005","SWEET HOME MIDDLE SCHOOL",7
"140207060006","SWEET HOME SENIOR HIGH SCHOOL",6
"140207060007","WILLOW RIDGE ELEMENTARY SCHOOL",1
"140207060008","HERITAGE HEIGHTS ELEMENTARY SCHOOL",1
"140301030001","PARKDALE ELEMENTARY SCHOOL",0
"140301030004","EAST AURORA MIDDLE SCHOOL",2
"140301030005","EAST AURORA HIGH SCHOOL",3
"140600010001","DISCOVERY SCHOOL",12
"140600010003","D'YOUVILLE-PORTER CAMPUS",9
"140600010006","BUFFALO ELEMENTARY SCHOOL OF TECHNOLOGY",13
"140600010017","PS 17",5
"140600010018","DR ANTONIA PANTOJA COMMUNITY SCHOOL OF ACADEMIC EXCELLENCE AT #18",19
"140600010019","NATIVE AMERICAN MAGNET",7
"140600010027","PS 27 HILLERY PARK ACADEMY",12
"140600010031","HARRIET ROSS TUBMAN ACADEMY",18
"140600010033","BILINGUAL CENTER",9
"140600010037","MARVA J DANIEL FUTURES PREPARATORY SCHOOL",40
"140600010042","PS 42 OCCUPATIONAL TRAINING CENTER",8
"140600010043","LOVEJOY DISCOVERY SCHOOL #43",16
"141201060002","G L PRIESS PRIMARY SCHOOL",0
"141201060005","EDEN ELEMENTARY SCHOOL",0
"141301060002","IROQUOIS INTERMEDIATE SCHOOL",0
"141301060003","MARILLA PRIMARY SCHOOL",0
"141301060004","WALES PRIMARY SCHOOL",0
"141301060005","IROQUOIS MIDDLE SCHOOL",0
"141301060006","IROQUOIS SENIOR HIGH SCHOOL",1
"141301060007","ELMA PRIMARY SCHOOL",0
"141401060001","HIGHLAND ELEMENTARY SCHOOL",0
"141401060003","LAKE SHORE SENIOR HIGH SCHOOL",6
"141401060004","JOHN T WAUGH ELEMENTARY SCHOOL",0
"141401060008","A J SCHMIDT ELEMENTARY SCHOOL",0
"141401060009","LAKE SHORE MIDDLE SCHOOL",3
"141501060001","HUTH ROAD SCHOOL",0
"141501060003","KAEGEBEIN SCHOOL",1
"141501060004","GRAND ISLAND SENIOR HIGH SCHOOL",2
"141501060005","VERONICA E CONNOR MIDDLE SCHOOL",2
"141501060006","CHARLOTTE SIDWAY SCHOOL",0
"141601060001","ARMOR ELEMENTARY SCHOOL",0
"141601060002","BOSTON VALLEY ELEMENTARY SCHOOL",0
"141601060003","CHARLOTTE AVENUE ELEMENTARY SCHOOL",0
"141601060004","UNION PLEASANT AVENUE ELEMENTARY SCHOOL",0
"141601060006","HAMBURG MIDDLE SCHOOL",1
"141601060007","HAMBURG HIGH SCHOOL",2
"141604060003","BIG TREE ELEMENTARY SCHOOL",0
"141604060004","BLASDELL ELEMENTARY SCHOOL",1
"141604060005","CLOVERBANK ELEMENTARY SCHOOL",0
"141604060006","PINEHURST ELEMENTARY SCHOOL",0
"141604060007","FRONTIER MIDDLE SCHOOL",1
"141604060008","FRONTIER SENIOR HIGH SCHOOL",5
"141701040001","HOLLAND JUNIOR/SENIOR HIGH SCHOOL",1
"141701040002","HAROLD O BRUMSTED ELEMENTARY SCHOOL",0
"141701040004","HOLLAND MIDDLE SCHOOL",0
"141800010005","LACKAWANNA MIDDLE SCHOOL",19
"141800010008","LACKAWANNA HIGH SCHOOL",16
"141800010010","TRUMAN ELEMENTARY SCHOOL",4
"141800010011","MARTIN ROAD ELEMENTARY SCHOOL",5
"141800860044","GLOBAL CONCEPTS CHARTER SCHOOL",14
"141901060001","JOHN A SCIOLE ELEMENTARY SCHOOL",0
"141901060004","COMO PARK ELEMENTARY SCHOOL",0
"141901060005","COURT STREET ELEMENTARY SCHOOL",0
"141901060006","HILLVIEW ELEMENTARY SCHOOL",0
"141901060007","LANCASTER MIDDLE SCHOOL",1
"141901060008","LANCASTER HIGH SCHOOL",7
"141901060010","WILLIAM STREET SCHOOL",0
"142101040001","AKRON ELEMENTARY SCHOOL",1
"142101040002","AKRON HIGH SCHOOL",10
"142101040003","AKRON MIDDLE SCHOOL",6
"142201040001","NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL",4
"142201040002","NORTH COLLINS ELEMENTARY SCHOOL",0
"142301060001","WINDOM ELEMENTARY SCHOOL",0
"142301060002","ORCHARD PARK MIDDLE SCHOOL",2
"142301060003","EGGERT ROAD ELEMENTARY SCHOOL",0
"142301060005","SOUTH DAVIS ELEMENTARY SCHOOL",0
"142301060006","ORCHARD PARK HIGH SCHOOL",0
"142301060007","ELLICOTT ROAD ELEMENTARY SCHOOL",0
"142500010003","FLETCHER ELEMENTARY SCHOOL",1
"142500010005","MULLEN ELEMENTARY SCHOOL",0
"142500010007","RIVERVIEW ELEMENTARY SCHOOL",1
"142500010009","TONAWANDA MIDDLE/HIGH SCHOOL",5
"142601030003","BEN FRANKLIN MIDDLE SCHOOL",4
"142601030006","CHARLES A LINDBERGH ELEMENTARY SCHOOL",1
"142601030011","HERBERT HOOVER MIDDLE SCHOOL",2
"142601030013","HOLMES ELEMENTARY SCHOOL",3
"142601030020","THOMAS A EDISON ELEMENTARY SCHOOL",1
"142601030023","BEN FRANKLIN ELEMENTARY SCHOOL",2
"142601030024","HERBERT HOOVER ELEMENTARY SCHOOL",3
"142601030025","KENMORE EAST SENIOR HIGH SCHOOL",5
"142601030026","KENMORE WEST SENIOR HIGH SCHOOL",5
"142601860031","CHARTER SCHOOL FOR APPLIED TECHNOLOGIES",16
"142801060003","ALLENDALE ELEMENTARY SCHOOL",0
"142801060005","EAST MIDDLE SCHOOL",4
"142801060008","WINCHESTER ELEMENTARY SCHOOL",2
"142801060010","WEST SENECA WEST SENIOR HIGH SCHOOL",10
"142801060011","WEST MIDDLE SCHOOL",6
"142801060015","CLINTON ELEMENTARY SCHOOL",0
"142801060016","WEST SENECA EAST SENIOR HIGH SCHOOL",17
"142801060017","NORTHWOOD ELEMENTARY SCHOOL",1
"142801060018","WEST ELEMENTARY SCHOOL",1
"150203040001","CROWN POINT CENTRAL SCHOOL",6
"150301040001","ELIZABETHTOWN-LEWIS CENTRAL SCHOOL",3
"150601040001","KEENE CENTRAL SCHOOL",0
"150801040001","MINERVA CENTRAL SCHOOL",4
"150901040004","MORIAH JUNIOR-SENIOR HIGH SCHOOL",4
"150901040007","MORIAH ELEMENTARY SCHOOL",2
"151001040001","NEWCOMB CENTRAL SCHOOL",1
"151102040001","LAKE PLACID JUNIOR-SENIOR HIGH SCHOOL",5
"151102040002","LAKE PLACID ELEMENTARY SCHOOL",1
"151401040001","SCHROON LAKE CENTRAL SCHOOL",3
"151501060001","TICONDEROGA SENIOR HIGH SCHOOL",4
"151501060003","TICONDEROGA ELEMENTARY SCHOOL",2
"151501060007","TICONDEROGA MIDDLE SCHOOL",20
"151601040001","WESTPORT CENTRAL SCHOOL",1
"151701040001","WILLSBORO CENTRAL SCHOOL",5
"160101060001","TUPPER LAKE MIDDLE-HIGH SCHOOL",6
"160101060003","L P QUINN ELEMENTARY SCHOOL",1
"160801040001","CHATEAUGAY ELEMENTARY SCHOOL",1
"160801040002","CHATEAUGAY HIGH SCHOOL",1
"161201040001","SAINT REGIS MOHAWK SCHOOL",2
"161201040002","SALMON RIVER HIGH SCHOOL",13
"161201040003","SALMON RIVER ELEMENTARY SCHOOL",1
"161201040005","SALMON RIVER MIDDLE SCHOOL",13
"161401060001","PETROVA ELEMENTARY SCHOOL",0
"161401060002","SARANAC LAKE SENIOR HIGH SCHOOL",4
"161401060003","SARANAC LAKE MIDDLE SCHOOL",4
"161401060004","BLOOMINGDALE SCHOOL",0
"161501060006","FLANDERS ELEMENTARY SCHOOL",4
"161501060011","DAVIS ELEMENTARY SCHOOL",3
"161501060014","FRANKLIN ACADEMY HIGH SCHOOL",7
"161501060015","MALONE MIDDLE SCHOOL",6
"161501060016","SAINT JOSEPH'S ELEMENTARY SCHOOL",1
"161601040002","BRUSHTON-MOIRA HIGH SCHOOL",8
"161601040003","BRUSHTON GRADE SCHOOL",3
"161801040001","SAINT REGIS FALLS CENTRAL SCHOOL",7
"170301020001","WHEELERVILLE SCHOOL",0
"170500010004","BOULEVARD SCHOOL",2
"170500010007","PARK TERRACE SCHOOL",1
"170500010008","GLOVERSVILLE MIDDLE SCHOOL",16
"170500010009","GLOVERSVILLE HIGH SCHOOL",11
"170500010011","KINGSBOROUGH SCHOOL",1
"170600010001","GLEBE STREET ELEMENTARY SCHOOL",5
"170600010004","PLEASANT AVENUE SCHOOL",0
"170600010005","WARREN STREET SCHOOL",2
"170600010006","JOHNSTOWN SENIOR HIGH SCHOOL",5
"170600010007","KNOX JUNIOR HIGH SCHOOL",2
"170801040001","MAYFIELD ELEMENTARY SCHOOL",0
"170801040002","MAYFIELD JR/SR HIGH SCHOOL",4
"170901040001","NORTHVILLE HIGH SCHOOL",7
"170901040002","NORTHVILLE ELEMENTARY SCHOOL",0
"171102040001","BROADALBIN-PERTH INTERMEDIATE SCHOOL",1
"171102040002","LEARNING COMMUNITY AT BROADALBIN-PERTH (THE)",0
"171102040003","BROADALBIN-PERTH MIDDLE SCHOOL",6
"171102040004","BROADALBIN-PERTH HIGH SCHOOL",13
"180202040002","ALEXANDER ELEMENTARY SCHOOL",0
"180202040003","ALEXANDER MIDDLE SCHOOL-HIGH SCHOOL",8
"180300010001","JOHN KENNEDY SCHOOL",0
"180300010003","JACKSON SCHOOL",3
"180300010005","BATAVIA MIDDLE SCHOOL",4
"180300010006","BATAVIA HIGH SCHOOL",13
"180701040001","BYRON-BERGEN JUNIOR/SENIOR HIGH SCHOOL",3
"180701040004","BYRON-BERGEN ELEMENTARY SCHOOL",0
"180901040001","ELBA ELEMENTARY SCHOOL",0
"180901040002","ELBA JUNIOR-SENIOR HIGH SCHOOL",1
"181001060001","WOLCOTT STREET SCHOOL",0
"181001060002","LE ROY JUNIOR-SENIOR HIGH SCHOOL",7
"181101040001","OAKFIELD-ALABAMA MIDDLE SCHOOL HIGH SCHOOL",6
"181101040006","OAKFIELD-ALABAMA ELEMENTARY SCHOOL",2
"181201040001","PAVILION JUNIOR-SENIOR HIGH SCHOOL",6
"181201040002","D B BUNCE ELEMENTARY SCHOOL",0
"181302040001","PEMBROKE INTERMEDIATE SCHOOL",0
"181302040002","PEMBROKE JUNIOR-SENIOR HIGH SCHOOL",4
"181302040003","PEMBROKE PRIMARY SCHOOL",2
"190301040001","CAIRO-DURHAM ELEMENTARY SCHOOL",2
"190301040003","CAIRO-DURHAM HIGH SCHOOL",9
"190301040004","CAIRO-DURHAM MIDDLE SCHOOL",10
"190401060003","CATSKILL SENIOR HIGH SCHOOL",16
"190401060007","CATSKILL MIDDLE SCHOOL",6
"190401060008","CATSKILL ELEMENTARY SCHOOL",3
"190501040001","COXSACKIE-ATHENS HIGH SCHOOL",7
"190501040002","COXSACKIE ELEMENTARY SCHOOL",3
"190501040003","EDWARD J ARTHUR ELEMENTARY SCHOOL",1
"190501040004","COXSACKIE-ATHENS MIDDLE SCHOOL",5
"190701040001","GREENVILLE MIDDLE SCHOOL",0
"190701040004","GREENVILLE HIGH SCHOOL",7
"190701040005","SCOTT M ELLIS ELEMENTARY SCHOOL",0
"190901040001","HUNTER-TANNERSVILLE MIDDLE SCHOOL HIGH SCHOOL",10
"190901040003","HUNTER ELEMENTARY SCHOOL",6
"191401040001","WINDHAM ASHLAND CENTRAL SCHOOL",7
"200401040001","INDIAN LAKE CENTRAL SCHOOL",0
"200501080001","INLET ELEMENTARY SCHOOL",0
"200601040001","LAKE PLEASANT SCHOOL",3
"200701040001","LONG LAKE CENTRAL SCHOOL",3
"200901040001","WELLS SCHOOL",1
"210302040003","WEST CANADA VALLEY JUNIOR-SENIOR HIGH SCHOOL",2
"210302040005","WEST CANADA VALLEY ELEMENTARY SCHOOL",1
"210402060001","FRANKFORT-SCHUYLER CENTRAL HIGH SCHOOL",10
"210402060003","FRANKFORT-SCHUYLER ELEMENTARY SCHOOL",1
"210402060005","FRANKFORT-SCHUYLER MIDDLE SCHOOL",9
"210601060005","HERKIMER HIGH SCHOOL",5
"210601060006","HERKIMER ELEMENTARY SCHOOL",1
"210800050001","BENTON HALL ACADEMY",2
"210800050005","LITTLE FALLS HIGH SCHOOL",11
"210800050006","LITTLE FALLS MIDDLE SCHOOL",9
"211003040001","DOLGEVILLE ELEMENTARY SCHOOL",0
"211003040002","JAMES A GREEN HIGH SCHOOL",9
"211003040004","DOLGEVILLE MIDDLE SCHOOL",1
"211103040001","POLAND JUNIOR-SENIOR HIGH SCHOOL",10
"211103040003","POLAND ELEMENTARY SCHOOL",0
"211701040001","OWEN D YOUNG CENTRAL SCHOOL",2
"211901020001","TOWN OF WEBB SCHOOL",0
"212001040002","MOUNT MARKHAM ELEMENTARY SCHOOL",0
"212001040003","MOUNT MARKHAM SENIOR HIGH SCHOOL",13
"212001040005","MOUNT MARKHAM MIDDLE SCHOOL",0
"212101040000","CENTRAL VALLEY CSD AT ILION-MOHAWK",5
"212101040001","GREGORY B JARVIS MIDDLE SCHOOL",4
"212101040002","HARRY M FISHER ELEMENTARY SCHOOL",1
"212101040005","CENTRAL VALLEY ACADEMY",9
"212101040006","BARRINGER ROAD ELEMENTARY SCHOOL",2
"220101040002","SOUTH JEFFERSON HIGH SCHOOL",6
"220101040003","MAYNARD P WILSON ELEMENTARY SCHOOL",0
"220101040004","MANNSVILLE MANOR ELEMENTARY SCHOOL",1
"220101040006","CLARKE MIDDLE SCHOOL",5
"220202040001","ALEXANDRIA CENTRAL ELEMENTARY SCHOOL",0
"220202040002","ALEXANDRIA CENTRAL HIGH SCHOOL",3
"220301060001","ANTWERP PRIMARY SCHOOL",1
"220301060002","EVANS MILLS PRIMARY SCHOOL",1
"220301060003","PHILADELPHIA PRIMARY SCHOOL",0
"220301060004","THERESA PRIMARY SCHOOL",1
"220301060007","INDIAN RIVER HIGH SCHOOL",5
"220301060008","INDIAN RIVER MIDDLE SCHOOL",5
"220301060009","CALCIUM PRIMARY SCHOOL",1
"220301060010","INDIAN RIVER INTERMEDIATE SCHOOL",2
"220401040002","BROWNVILLE SCHOOL",0
"220401040003","DEXTER ELEMENTARY SCHOOL",1
"220401040004","GENERAL BROWN JUNIOR-SENIOR HIGH SCHOOL",5
"220701040001","GUARDINO ELEMENTARY SCHOOL",0
"220701040002","CAPE VINCENT ELEMENTARY SCHOOL",0
"220701040003","THOUSAND ISLANDS HIGH SCHOOL",4
"220701040004","THOUSAND ISLANDS MIDDLE SCHOOL",2
"220909040010","BELLEVILLE HENDERSON CENTRAL SCHOOL",1
"221001040001","SACKETS HARBOR CENTRAL SCHOOL",1
"221301040001","LYME CENTRAL SCHOOL",0
"221401040001","LA FARGEVILLE CENTRAL SCHOOL",3
"222000010007","KNICKERBOCKER SCHOOL",0
"222000010010","SHERMAN SCHOOL",0
"222000010011","STARBUCK ELEMENTARY SCHOOL",0
"222000010013","CASE MIDDLE SCHOOL",17
"222000010014","NORTH ELEMENTARY SCHOOL",2
"222000010015","OHIO STREET SCHOOL",1
"222000010016","WATERTOWN SENIOR HIGH SCHOOL",1
"222000010017","HAROLD T WILEY SCHOOL",10
"222201060001","CARTHAGE SENIOR HIGH SCHOOL",7
"222201060002","BLACK RIVER SCHOOL",1
"222201060005","CARTHAGE ELEMENTARY SCHOOL",1
"222201060006","WEST CARTHAGE ELEMENTARY SCHOOL",0
"222201060011","CARTHAGE MIDDLE SCHOOL",4
"230201040001","COPENHAGEN CENTRAL SCHOOL",3
"230301040001","HARRISVILLE ELEMENTARY SCHOOL",2
"230301040002","HARRISVILLE JUNIOR-SENIOR HIGH SCHOOL",10
"230901040001","LOWVILLE ELEMENTARY SCHOOL",0
"230901040002","LOWVILLE HIGH SCHOOL",4
"230901040003","LOWVILLE MIDDLE SCHOOL",1
"231101040005","GLENFIELD ELEMENTARY SCHOOL",1
"231101040006","SOUTH LEWIS MIDDLE SCHOOL",1
"231101040007","SOUTH LEWIS HIGH SCHOOL",11
"231101040008","PORT LEYDEN ELEMENTARY SCHOOL",2
"231301040001","BEAVER RIVER ELEMENTARY SCHOOL",0
"231301040002","BEAVER RIVER SENIOR HIGH SCHOOL",3
"231301040004","BEAVER RIVER MIDDLE SCHOOL",0
"240101040001","AVON PRIMARY SCHOOL",2
"240101040002","AVON HIGH SCHOOL",3
"240101040003","AVON MIDDLE SCHOOL",5
"240201040001","CALEDONIA-MUMFORD ELEMENTARY SCHOOL",0
"240201040002","CALEDONIA-MUMFORD HIGH SCHOOL",7
"240201040003","CALEDONIA-MUMFORD MIDDLE SCHOOL",2
"240401040001","GENESEO MIDDLE SCHOOL HIGH SCHOOL",1
"240401040002","GENESEO ELEMENTARY SCHOOL",1
"240801060001","LIVONIA ELEMENTARY SCHOOL",1
"240801060002","LIVONIA SENIOR HIGH SCHOOL",3
"240801060003","LIVONIA MIDDLE SCHOOL",5
"240901040001","MOUNT MORRIS MIDDLE/SENIOR HIGH SCHOOL",10
"240901040002","MOUNT MORRIS ELEMENTARY SCHOOL",4
"241001060001","ELLIS B HYDE ELEMENTARY SCHOOL",4
"241001060003","DANSVILLE HIGH SCHOOL",10
"241001060004","DANSVILLE PRIMARY SCHOOL",0
"241101040001","DALTON-NUNDA MIDDLE SCHOOL",4
"241101040002","DALTON-NUNDA ELEMENTARY SCHOOL",1
"241101040003","DALTON-NUNDA HIGH SCHOOL",9
"241701040003","YORK CENTRAL ELEMENTARY SCHOOL",1
"241701040004","YORK MIDDLE/HIGH SCHOOL",2
"250109040001","BROOKFIELD CENTRAL SCHOOL",0
"250201060001","CAZENOVIA MIDDLE SCHOOL",0
"250201060002","CAZENOVIA HIGH SCHOOL",2
"250201060006","BURTON STREET ELEMENTARY SCHOOL",0
"250301040001","DERUYTER HIGH SCHOOL",0
"250301040002","DERUYTER ELEMENTARY SCHOOL",0
"250401040001","EDWARD R ANDREWS ELEMENTARY SCHOOL",2
"250401040004","MORRISVILLE MIDDLE SCHOOL HIGH SCHOOL",6
"250701040001","HAMILTON JUNIOR-SENIOR HIGH SCHOOL",0
"250701040002","HAMILTON ELEMENTARY SCHOOL",0
"250901060003","PETERBORO STREET ELEMENTARY SCHOOL",0
"250901060004","CANASTOTA HIGH SCHOOL",14
"250901060005","ROBERTS STREET MIDDLE SCHOOL",3
"250901060006","SOUTH SIDE ELEMENTARY SCHOOL",2
"251101040003","MADISON CENTRAL SCHOOL",0
"251400010002","DURHAMVILLE SCHOOL",5
"251400010003","NORTH BROAD STREET SCHOOL",5
"251400010005","SENECA STREET SCHOOL",2
"251400010006","W F PRIOR ELEMENTARY SCHOOL",3
"251400010008","OTTO L SHORTELL MIDDLE SCHOOL",8
"251400010009","ONEIDA SENIOR HIGH SCHOOL",8
"251501040001","STOCKBRIDGE VALLEY CENTRAL SCHOOL",5
"251601060001","BRIDGEPORT ELEMENTARY SCHOOL",2
"251601060002","BOLIVAR ROAD ELEMENTARY SCHOOL",0
"251601060003","CHITTENANGO MIDDLE SCHOOL",3
"251601060005","CHITTENANGO HIGH SCHOOL",6
"260101060001","COUNCIL ROCK PRIMARY SCHOOL",0
"260101060004","BRIGHTON HIGH SCHOOL",3
"260101060008","TWELVE CORNERS MIDDLE SCHOOL",2
"260101060010","FRENCH ROAD ELEMENTARY SCHOOL",0
"260401060001","GATES-CHILI HIGH SCHOOL",7
"260401060002","FLORENCE BRASSER SCHOOL",0
"260401060004","GATES-CHILI MIDDLE SCHOOL",11
"260401060007","PAUL ROAD SCHOOL",0
"260401060008","WALT DISNEY SCHOOL",0
"260401060009","NEIL ARMSTRONG SCHOOL",0
"260501060001","AUTUMN LANE ELEMENTARY SCHOOL",2
"260501060002","LONGRIDGE SCHOOL",3
"260501060004","BROOKSIDE ELEMENTARY SCHOOL CAMPUS",1
"260501060006","ENGLISH VILLAGE ELEMENTARY SCHOOL",2
"260501060007","WEST RIDGE ELEMENTARY SCHOOL",5
"260501060008","OLYMPIA HIGH SCHOOL",18
"260501060009","PADDY HILL ELEMENTARY SCHOOL",1
"260501060010","ARCADIA HIGH SCHOOL",12
"260501060011","LAKESHORE ELEMENTARY SCHOOL",4
"260501060012","BUCKMAN HEIGHTS ELEMENTARY SCHOOL",2
"260501060013","ODYSSEY ACADEMY",9
"260501060015","CRAIG HILL ELEMENTARY SCHOOL",2
"260501060016","HOLMES ROAD ELEMENTARY SCHOOL",0
"260501060019","ATHENA HIGH SCHOOL",9
"260501060020","ATHENA MIDDLE SCHOOL",8
"260501060023","ARCADIA MIDDLE SCHOOL",17
"260501060024","PINE BROOK ELEMENTARY SCHOOL",1
"260501861002","DISCOVERY CHARTER SCHOOL",9
"260501861020","YOUNG WOMEN'S COLLEGE PREP CHARTER",12
"260501861067","RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS",10
"260801060003","LAURELTON-PARDEE INTERMEDIATE SCHOOL",2
"260801060005","IVAN L GREEN PRIMARY SCHOOL",4
"260801060006","EASTRIDGE SENIOR HIGH SCHOOL",11
"260801060009","DURAND-EASTMAN INTERMEDIATE SCHOOL",1
"260801060011","HELENDALE ROAD PRIMARY SCHOOL",2
"260801060012","EAST IRONDEQUOIT MIDDLE SCHOOL",16
"260803060001","BRIARWOOD SCHOOL",1
"260803060002","DAKE JUNIOR HIGH SCHOOL",5
"260803060003","IROQUOIS MIDDLE SCHOOL",2
"260803060004","ROGERS MIDDLE SCHOOL",1
"260803060005","IRONDEQUOIT HIGH SCHOOL",7
"260803060007","SENECA SCHOOL",1
"260803060009","COLEBROOK SCHOOL",1
